graph_dir,y_path,y_cmd,group,nodes,edges
/Users/elza/Documents/Final_Dataset/Graph_files/ci_secure/unzip_cli,,0.0,unzip_cli,208,305
/Users/elza/Documents/Final_Dataset/Graph_files/ci_secure/vbb-graph-computation-server,,0.0,vbb-graph-computation-server,517,769
/Users/elza/Documents/Final_Dataset/Graph_files/ci_secure/vboxmanage.js_1.0.6,,0.0,vboxmanage.js_1.0.6,3169,4774
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/w11-react-gemini-clone,0.0,,w11-react-gemini-clone,86,121
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/web-node-server_0.1.0,0.0,,web-node-server_0.1.0,807,1204
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/webtech18,0.0,,webtech18,720,1074
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/webvrrocks,0.0,,webvrrocks,1198,1734
/Users/elza/Documents/Final_Dataset/Graph_files/ci_secure/whereis_0.4.0,,0.0,whereis_0.4.0,414,602
/Users/elza/Documents/Final_Dataset/Graph_files/ci_secure/wifiscanner,,0.0,wifiscanner,204,283
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/wp-capsule,0.0,,wp-capsule,1479,2211
/Users/elza/Documents/Final_Dataset/Graph_files/ci_secure/writex,,0.0,writex,1007,1486
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/xForum,0.0,,xForum,1959,2851
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/yackage,0.0,,yackage,1890,2655
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/yauzl,0.0,,yauzl,7564,11614
/Users/elza/Documents/Final_Dataset/Graph_files/pt_secure/zero_1.0.6,0.0,,zero_1.0.6,2180,3185
/Users/elza/Documents/Final_Dataset/Graph_files/ci_secure/zopio,,0.0,zopio,429,615
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/11xiaoli_1.1.0,1.0,,11xiaoli_1.1.0,90,128
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/@vivaxy-here_3.1.0,1.0,,@vivaxy-here_3.1.0,277,405
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2021-23330_instance,,1.0,CVE-2021-23330_instance,1241,1825
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2021-23330_version,,1.0,CVE-2021-23330_version,619,914
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2021-23352,,1.0,CVE-2021-23352,1085,1634
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2021-23631,1.0,,CVE-2021-23631,1869,2741
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2021-3223,1.0,,CVE-2021-3223,1177,1650
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2021-34078,,1.0,CVE-2021-34078,1123,1650
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2021-4329,,1.0,CVE-2021-4329,3345,5065
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2021-43788,1.0,,CVE-2021-43788,617,868
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2022-0436,1.0,,CVE-2022-0436,3563,5355
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2022-21191,,1.0,CVE-2022-21191,1128,1760
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2022-21192,1.0,,CVE-2022-21192,1215,1805
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2022-24433,,1.0,CVE-2022-24433,72,95
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2022-25848,1.0,,CVE-2022-25848,3184,4777
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2022-25895,1.0,,CVE-2022-25895,1544,2248
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2022-25937,1.0,,CVE-2022-25937,1162,1707
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2023-26127,,1.0,CVE-2023-26127,120,170
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2023-26156,,1.0,CVE-2023-26156,450,650
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2023-31718,1.0,,CVE-2023-31718,893,1276
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2023-39584,1.0,,CVE-2023-39584,480,698
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2023-40582,,1.0,CVE-2023-40582,219,317
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/CVE-2023-46496,1.0,,CVE-2023-46496,300,420
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2024-21488,,1.0,CVE-2024-21488,824,1224
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/CVE-2025-9262,,1.0,CVE-2025-9262,32,38
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/Learn-Python,,1.0,Learn-Python,333,482
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/LectureExamples_W2025,1.0,,LectureExamples_W2025,810,1175
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/PooledWebSocket,1.0,,PooledWebSocket,414,606
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/SymCodeGoat,1.0,,SymCodeGoat,250,357
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/Workshop-App-Demo-Goof,1.0,,Workshop-App-Demo-Goof,138,197
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/aaptjs_1.3.1,,1.0,aaptjs_1.3.1,567,878
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/adb-driver_0.1.8,,1.0,adb-driver_0.1.8,328,477
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/addax-1.0.6,,1.0,addax-1.0.6,422,619
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/alfred-workflow-nodejs_2.0.1,,1.0,alfred-workflow-nodejs_2.0.1,3101,4587
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/angular-http-server_1.0.0,1.0,,angular-http-server_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/apex-publish-static-files_2.0.0,,1.0,apex-publish-static-files_2.0.0,561,810
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/api-proxy_0.0.2,1.0,,api-proxy_0.0.2,792,1210
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/apiconnect-cli-plugins_6.0.2,,1.0,apiconnect-cli-plugins_6.0.2,2401,3610
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/ascii-art,,1.0,ascii-art,2221,3281
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/aso-server_0.4.3,1.0,,aso-server_0.4.3,1907,2847
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/asset-cache_0.0.6,1.0,,asset-cache_0.0.6,218,322
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/assistant-cli,,1.0,assistant-cli,83,107
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/async-git_1.13.1,,1.0,async-git_1.13.1,145,205
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/augustine_0.2.3,1.0,,augustine_0.2.3,612,924
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/basic-static_2.0.2,1.0,,basic-static_2.0.2,1280,1869
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/bestzip_2.1.6,,1.0,bestzip_2.1.6,1109,1687
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/bin-links,1.0,,bin-links,1816,2766
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/bitty_0.1.0,1.0,,bitty_0.1.0,1415,2109
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/blamer_0.1.13,,1.0,blamer_0.1.13,356,512
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/buns_1.1.6,,1.0,buns_1.1.6,8356,12448
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/buttle,,1.0,buttle,286,416
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/caihong_1.0.0,1.0,,caihong_1.0.0,90,128
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/canvas-designer_1.2.1,1.0,,canvas-designer_1.2.1,413,598
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/caolilinode_1.0.0,1.0,,caolilinode_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/clamscan_1.2.0,,1.0,clamscan_1.2.0,15326,22485
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/closure-compiler-stream,,1.0,closure-compiler-stream,1351,2026
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/codecov_3.6.4,,1.0,codecov_3.6.4,3589,5198
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/codeql-demo-Vulnerable-Website,1.0,,codeql-demo-Vulnerable-Website,2326,3313
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/command-exists_1.2.2,,1.0,command-exists_1.2.2,700,1066
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/compass-compile_0.0.1,,1.0,compass-compile_0.0.1,275,400
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/connection-tester_0.2.0,,1.0,connection-tester_0.2.0,548,820
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/convert_http,,1.0,convert_http,624,899
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/cron_manager_http,,1.0,cron_manager_http,374,532
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/crud-file-server_0.7.0,1.0,,crud-file-server_0.7.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/cuciuci_1.1.0,1.0,,cuciuci_1.1.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/cuiaiguang_1.0.0,1.0,,cuiaiguang_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/curl_http,,1.0,curl_http,594,856
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/curling_0.2.0,,1.0,curling_0.2.0,1029,1552
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/curljs_0.1.2,,1.0,curljs_0.1.2,875,1359
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/cxy_1.1.0,1.0,,cxy_1.1.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/cyber-js_1.0.6,1.0,,cyber-js_1.0.6,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/cypserver_1.0.0,1.0,,cypserver_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/datachannel-client_1.0.2,1.0,,datachannel-client_1.0.2,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/dcdcdcdcdc_1.0.0,1.0,,dcdcdcdcdc_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/deferred-exec_0.3.1,,1.0,deferred-exec_0.3.1,635,983
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/der-server_0.0.9,1.0,,der-server_0.0.9,550,788
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/devcert_index,,1.0,devcert_index,774,1129
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/devcert_utils,,1.0,devcert_utils,572,832
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/devtool,1.0,,devtool,1123,1670
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/dilu_0.1.3,1.0,,dilu_0.1.3,629,919
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/diskstats_0.0.2,,1.0,diskstats_0.0.2,914,1366
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/diskusage-ng_0.2.6,,1.0,diskusage-ng_0.2.6,373,549
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/dns-sync_0.1.0,,1.0,dns-sync_0.1.0,186,265
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/docker-compose-remote-api,,1.0,docker-compose-remote-api,2197,3244
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/dylmomo_1.0.0,1.0,,dylmomo_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/easy-node-server_1.2.1,1.0,,easy-node-server_1.2.1,710,1039
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/egg-scripts,,1.0,egg-scripts,2064,3024
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/enpeem_2.2.0,,1.0,enpeem_2.2.0,679,944
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/entitlements,,1.0,entitlements,100,144
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/eslint-fixer_0.1.5,,1.0,eslint-fixer_0.1.5,441,661
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/ex-http-frame_1.0.2,1.0,,ex-http-frame_1.0.2,682,1012
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/express-blinker_0.0.6,1.0,,express-blinker_0.0.6,1448,2132
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/exxxxxxxxxxx_1.0.2,1.0,,exxxxxxxxxxx_1.0.2,630,935
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/fakelearnnodejs_0.0.1,1.0,,fakelearnnodejs_0.0.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/fast-http_0.1.3,1.0,,fast-http_0.1.3,555,819
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/fbr-client_1.0.3,1.0,,fbr-client_1.0.3,1234,1798
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/ffmpeg-sdk_0.0.5,,1.0,ffmpeg-sdk_0.0.5,550,845
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/ffmpegdotjs_0.0.4,,1.0,ffmpegdotjs_0.0.4,1413,2214
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/file-static-server_1.0.2,1.0,,file-static-server_1.0.2,795,1162
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/filemaster-agent,1.0,,filemaster-agent,128,187
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/find-process_1.4.4,,1.0,find-process_1.4.4,753,1119
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/freespace_1.0.4,,1.0,freespace_1.0.4,577,886
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/fs-path,,1.0,fs-path,2345,3572
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/fsk-server_0.2.1,1.0,,fsk-server_0.2.1,1100,1624
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/full-stack-components,,1.0,full-stack-components,121,172
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/gamebutler_1.0.4,1.0,,gamebutler_1.0.4,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/gaoxuyan_1.1.0,1.0,,gaoxuyan_1.1.0,85,121
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/geojson2kml_0.1.1,,1.0,geojson2kml_0.1.1,90,126
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/get-git-data,,1.0,get-git-data,344,528
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/get-npm-package-version_1.0.6,,1.0,get-npm-package-version_1.0.6,162,235
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/getstats_1.0.6,1.0,,getstats_1.0.6,533,775
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/gfm-srv_1.1.2,1.0,,gfm-srv_1.1.2,868,1237
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/git-add-remote_1.0.0,,1.0,git-add-remote_1.0.0,284,418
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/git-dummy-commit_1.3.0,,1.0,git-dummy-commit_1.3.0,222,328
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/git-lib_1.6.0,,1.0,git-lib_1.6.0,2020,3066
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/git-parse_1.0.4,,1.0,git-parse_1.0.4,212,292
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/git-tags-remote_1.0.2,,1.0,git-tags-remote_1.0.2,507,779
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/git_0.1.5,,1.0,git_0.1.5,6996,10514
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/git_hook_http,,1.0,git_hook_http,596,859
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/gitblame_0.1.1,,1.0,gitblame_0.1.1,159,232
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/giting_0.0.7,,1.0,giting_0.0.7,2229,3238
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/glance_3.0.0,1.0,,glance_3.0.0,1048,1533
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/gm_1.20.0,,1.0,gm_1.20.0,622,922
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/gnuplot,,1.0,gnuplot,220,326
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/google-cloudstorage-commands_0.0.1,,1.0,google-cloudstorage-commands_0.0.1,345,517
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/goserv_1.0.0,1.0,,goserv_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/graphql-mesh,1.0,,graphql-mesh,594,857
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/growl_1.9.0,,1.0,growl_1.9.0,1922,2836
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/gry_5.0.8,,1.0,gry_5.0.8,1074,1591
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/gulp-scss-lint,,1.0,gulp-scss-lint,838,1206
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/gulp-styledocco,,1.0,gulp-styledocco,523,768
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/gulp-tape,,1.0,gulp-tape,437,643
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/gyfserver_1.0.0,1.0,,gyfserver_1.0.0,173,246
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/hangersteak_0.2.2,1.0,,hangersteak_0.2.2,245,362
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/hdsdhhksjd_1.0.0,1.0,,hdsdhhksjd_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/heroku-env_0.2.0,,1.0,heroku-env_0.2.0,188,277
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/hftp_0.0.6,1.0,,hftp_0.0.6,306,446
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/hostr_2.0.0,1.0,,hostr_2.0.0,680,1002
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/hot-formula-parser_3.0.0,,1.0,hot-formula-parser_3.0.0,10851,15155
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/http-file-server_0.2.6,1.0,,http-file-server_0.2.6,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/http-live-simulator_1.0.0,1.0,,http-live-simulator_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/httpea_3.0.4,1.0,,httpea_3.0.4,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/im-metadata_3.0.1,,1.0,im-metadata_3.0.1,820,1312
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/im-resize_2.3.2,,1.0,im-resize_2.3.2,1158,1661
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/imagickal_5.0.1,,1.0,imagickal_5.0.1,1522,2270
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/imfile-desktop,,1.0,imfile-desktop,456,654
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/infraserver_0.0.1,1.0,,infraserver_0.0.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/intsol-package_1.0.0,1.0,,intsol-package_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/ipx,1.0,,ipx,316,458
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/isv-http_0.0.9,1.0,,isv-http_0.0.9,209,308
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/kill-by-port_0.0.1,,1.0,kill-by-port_0.0.1,78,111
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/kill-process-by-name_1.0.5,,1.0,kill-process-by-name_1.0.5,84,118
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/killing_1.0.6,,1.0,killing_1.0.6,403,611
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/killport_1.0.1,,1.0,killport_1.0.1,353,518
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/kubectl_cli,,1.0,kubectl_cli,515,751
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/ladle,1.0,,ladle,927,1296
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/lander_1.0.0,1.0,,lander_1.0.0,208,306
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/latex_builder_http,,1.0,latex_builder_http,369,525
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/lessindex_1.0.0,1.0,,lessindex_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/libnmap_0.4.11,,1.0,libnmap_0.4.11,1067,1580
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/lihuini_1.0.0,1.0,,lihuini_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/liuyaserver_1.0.0,1.0,,liuyaserver_1.0.0,173,246
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/liyujing_1.1.0,1.0,,liyujing_1.1.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/ljjnodeserve_1.0.0,1.0,,ljjnodeserve_1.0.0,325,474
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/local-devices_2.0.0,,1.0,local-devices_2.0.0,949,1434
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/looppake_3.0.0,1.0,,looppake_3.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/lsof_0.1.0,,1.0,lsof_0.1.0,1006,1507
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/lycwed-spritesheetjs_1.2.5,,1.0,lycwed-spritesheetjs_1.2.5,3149,4542
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/lzl123_1.1.0,1.0,,lzl123_1.1.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/m-server_1.4.0,1.0,,m-server_1.4.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/macaddress_0.2.8,,1.0,macaddress_0.2.8,128,186
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/macfromip_1.1.1,,1.0,macfromip_1.1.1,977,1489
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/mammoth.js,1.0,,mammoth.js,487,711
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/mcstatic_0.0.20,1.0,,mcstatic_0.0.20,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/meta-git_1.1.3,,1.0,meta-git_1.1.3,376,545
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/mobile-icon-resizer,,1.0,mobile-icon-resizer,1139,1630
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/mock2easy,,1.0,mock2easy,321,479
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/mversion,,1.0,mversion,626,932
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/my-sn_1.0.1,1.0,,my-sn_1.0.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/myprolyz_1.1.0,1.0,,myprolyz_1.1.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/mysqldump_cli,,1.0,mysqldump_cli,515,750
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/nestflix,1.0,,nestflix,987,1483
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/network-manager,,1.0,network-manager,133,187
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/nitro-server_1.3.3,1.0,,nitro-server_1.3.3,1952,2933
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/node-cxc_1.0.0,1.0,,node-cxc_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-df_0.1.4,,1.0,node-df_0.1.4,209,312
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-gitlab-hook,,1.0,node-gitlab-hook,2435,3587
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/node-http-server_8.1.2,1.0,,node-http-server_8.1.2,219,320
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-key-sender_1.0.11,,1.0,node-key-sender_1.0.11,1857,2684
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-latex-pdf_0.0.2,,1.0,node-latex-pdf_0.0.2,221,319
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-mpv_0.12.2,,1.0,node-mpv_0.12.2,1742,2496
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-opencv,,1.0,node-opencv,526,790
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-prompt-here,,1.0,node-prompt-here,144,205
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-ps_0.0.2,,1.0,node-ps_0.0.2,741,1119
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-rules,,1.0,node-rules,1541,2255
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-samba-client,,1.0,node-samba-client,1330,1892
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/node-simple-router_0.10.0,1.0,,node-simple-router_0.10.0,13220,19930
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/node-srv_2.0.0,1.0,,node-srv_2.0.0,2581,3688
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/node-static-webserver_0.0.1,1.0,,node-static-webserver_0.0.1,1126,1580
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/node-staticserver_1.0.3,1.0,,node-staticserver_1.0.3,252,363
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/node-tree-kill,,1.0,node-tree-kill,674,1038
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/nodeaaaaa_1.3.0,1.0,,nodeaaaaa_1.3.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/nodejsccc_1.0.0,1.0,,nodejsccc_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/nopach_0.1.1,1.0,,nopach_0.1.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/npm-git-publish_0.2.4-beta,,1.0,npm-git-publish_0.2.4-beta,2240,3392
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/npm-programmatic,,1.0,npm-programmatic,1167,1697
