Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3087¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":627,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Program
3769¿Literal¿number¿5308¿¿0¿¿{"start":{"line":180,"column":28},"end":{"line":180,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3770¿VariableDeclarator¿¿5308¿v331¿¿¿{"start":{"line":180,"column":24},"end":{"line":180,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3771¿BinaryExpression¿===¿5308¿¿¿¿{"start":{"line":180,"column":24},"end":{"line":180,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BinaryExpression
3772¿Identifier¿¿5308¿v330¿¿¿¿¿Identifier
3773¿Literal¿string¿5308¿¿'''¿¿{"start":{"line":180,"column":35},"end":{"line":180,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3774¿VariableDeclarator¿¿5308¿v332¿¿¿{"start":{"line":180,"column":46},"end":{"line":180,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3775¿MemberExpression¿¿5308¿¿¿¿{"start":{"line":180,"column":46},"end":{"line":180,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3776¿Identifier¿¿5308¿key¿¿¿{"start":{"line":180,"column":46},"end":{"line":180,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3777¿Identifier¿¿5308¿length¿¿¿{"start":{"line":180,"column":50},"end":{"line":180,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3778¿VariableDeclarator¿¿5308¿v333¿¿¿{"start":{"line":180,"column":46},"end":{"line":180,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3779¿BinaryExpression¿-¿5308¿¿¿¿{"start":{"line":180,"column":46},"end":{"line":180,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BinaryExpression
3780¿Identifier¿¿5308¿v332¿¿¿¿¿Identifier
3781¿Literal¿number¿5308¿¿1¿¿{"start":{"line":180,"column":59},"end":{"line":180,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3782¿VariableDeclarator¿¿5308¿v334¿¿¿{"start":{"line":180,"column":42},"end":{"line":180,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3783¿MemberExpression¿computed¿5308¿¿¿¿{"start":{"line":180,"column":42},"end":{"line":180,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3784¿Identifier¿¿5308¿key¿¿¿{"start":{"line":180,"column":42},"end":{"line":180,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3785¿Identifier¿¿5308¿v333¿¿¿¿¿Identifier
3786¿VariableDeclarator¿¿5308¿v335¿¿¿{"start":{"line":180,"column":42},"end":{"line":180,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3787¿BinaryExpression¿===¿5308¿¿¿¿{"start":{"line":180,"column":42},"end":{"line":180,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BinaryExpression
3788¿Identifier¿¿5308¿v334¿¿¿¿¿Identifier
3789¿Literal¿string¿5308¿¿'''¿¿{"start":{"line":180,"column":66},"end":{"line":180,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3790¿VariableDeclarator¿¿5308¿v336¿¿¿{"start":{"line":180,"column":24},"end":{"line":180,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3791¿LogicalExpression¿&&¿5308¿¿¿¿{"start":{"line":180,"column":24},"end":{"line":180,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿LogicalExpression
3792¿Identifier¿¿5308¿v331¿¿¿¿¿Identifier
3793¿Identifier¿¿5308¿v335¿¿¿¿¿Identifier
3794¿IfStatement¿¿5308¿¿¿¿{"start":{"line":180,"column":20},"end":{"line":182,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
3795¿Identifier¿¿5308¿v336¿¿¿¿¿Identifier
3796¿VariableDeclarator¿¿5308¿v337¿¿¿{"start":{"line":181,"column":43},"end":{"line":181,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3797¿UnaryExpression¿-¿5308¿¿¿¿{"start":{"line":181,"column":43},"end":{"line":181,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿UnaryExpression
3798¿Literal¿number¿5308¿¿1¿¿{"start":{"line":181,"column":44},"end":{"line":181,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3799¿ExpressionStatement¿¿5308¿¿¿¿{"start":{"line":181,"column":24},"end":{"line":181,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3800¿AssignmentExpression¿=¿5308¿¿¿¿{"start":{"line":181,"column":24},"end":{"line":181,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3801¿Identifier¿¿5308¿key¿¿¿{"start":{"line":181,"column":24},"end":{"line":181,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3802¿CallExpression¿¿5308¿¿¿¿{"start":{"line":181,"column":30},"end":{"line":181,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
3803¿MemberExpression¿¿5308¿¿¿¿{"start":{"line":181,"column":30},"end":{"line":181,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3804¿Identifier¿¿5308¿key¿¿¿{"start":{"line":181,"column":30},"end":{"line":181,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3805¿Identifier¿¿5308¿slice¿¿¿{"start":{"line":181,"column":34},"end":{"line":181,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3806¿Literal¿number¿5308¿¿1¿¿{"start":{"line":181,"column":40},"end":{"line":181,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3807¿Identifier¿¿5308¿v337¿¿¿¿¿Identifier
3808¿BlockStatement¿¿5308¿¿¿¿{"start":{"line":180,"column":71},"end":{"line":182,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3809¿VariableDeclarator¿¿5308¿v338¿¿¿{"start":{"line":184,"column":24},"end":{"line":184,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3810¿MemberExpression¿computed¿5308¿¿¿¿{"start":{"line":184,"column":24},"end":{"line":184,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3811¿Identifier¿¿5308¿value¿¿¿{"start":{"line":184,"column":24},"end":{"line":184,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3812¿Literal¿number¿5308¿¿0¿¿{"start":{"line":184,"column":30},"end":{"line":184,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3813¿VariableDeclarator¿¿5308¿v339¿¿¿{"start":{"line":184,"column":24},"end":{"line":184,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3814¿BinaryExpression¿===¿5308¿¿¿¿{"start":{"line":184,"column":24},"end":{"line":184,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BinaryExpression
3815¿Identifier¿¿5308¿v338¿¿¿¿¿Identifier
3816¿Literal¿string¿5308¿¿'''¿¿{"start":{"line":184,"column":37},"end":{"line":184,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3817¿IfStatement¿¿5308¿¿¿¿{"start":{"line":184,"column":20},"end":{"line":188,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
3818¿Identifier¿¿5308¿v339¿¿¿¿¿Identifier
3819¿VariableDeclarator¿¿5308¿v340¿¿¿{"start":{"line":185,"column":51},"end":{"line":185,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3820¿CallExpression¿¿5308¿¿¿¿{"start":{"line":185,"column":51},"end":{"line":185,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
3821¿MemberExpression¿¿5308¿¿¿¿{"start":{"line":185,"column":51},"end":{"line":185,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3822¿Identifier¿¿5308¿value¿¿¿{"start":{"line":185,"column":51},"end":{"line":185,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3823¿Identifier¿¿5308¿lastIndexOf¿¿¿{"start":{"line":185,"column":57},"end":{"line":185,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3824¿Literal¿string¿5308¿¿'''¿¿{"start":{"line":185,"column":69},"end":{"line":185,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3825¿ExpressionStatement¿¿5308¿¿¿¿{"start":{"line":185,"column":24},"end":{"line":185,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3826¿AssignmentExpression¿=¿5308¿¿¿¿{"start":{"line":185,"column":24},"end":{"line":185,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3827¿Identifier¿¿5308¿value¿¿¿{"start":{"line":185,"column":24},"end":{"line":185,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3828¿CallExpression¿¿5308¿¿¿¿{"start":{"line":185,"column":32},"end":{"line":185,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
3829¿MemberExpression¿¿5308¿¿¿¿{"start":{"line":185,"column":32},"end":{"line":185,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3830¿Identifier¿¿5308¿value¿¿¿{"start":{"line":185,"column":32},"end":{"line":185,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3831¿Identifier¿¿5308¿substring¿¿¿{"start":{"line":185,"column":38},"end":{"line":185,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3832¿Literal¿number¿5308¿¿1¿¿{"start":{"line":185,"column":48},"end":{"line":185,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3833¿Identifier¿¿5308¿v340¿¿¿¿¿Identifier
3834¿BlockStatement¿¿5308¿¿¿¿{"start":{"line":184,"column":42},"end":{"line":186,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3835¿ExpressionStatement¿¿5308¿¿¿¿{"start":{"line":187,"column":24},"end":{"line":187,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3836¿AssignmentExpression¿=¿5308¿¿¿¿{"start":{"line":187,"column":24},"end":{"line":187,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3837¿Identifier¿¿5308¿value¿¿¿{"start":{"line":187,"column":24},"end":{"line":187,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3838¿CallExpression¿¿5308¿¿¿¿{"start":{"line":187,"column":32},"end":{"line":187,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
3839¿MemberExpression¿¿5308¿¿¿¿{"start":{"line":187,"column":32},"end":{"line":187,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3840¿Identifier¿¿5308¿value¿¿¿{"start":{"line":187,"column":32},"end":{"line":187,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3841¿Identifier¿¿5308¿replace¿¿¿{"start":{"line":187,"column":38},"end":{"line":187,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3842¿Literal¿object¿5308¿¿/\s+$/¿¿{"start":{"line":187,"column":46},"end":{"line":187,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3843¿Literal¿string¿5308¿¿''¿¿{"start":{"line":187,"column":54},"end":{"line":187,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3844¿BlockStatement¿¿5308¿¿¿¿{"start":{"line":186,"column":27},"end":{"line":188,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3845¿ExpressionStatement¿¿5308¿¿¿¿{"start":{"line":190,"column":20},"end":{"line":190,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3846¿AssignmentExpression¿=¿5308¿¿¿¿{"start":{"line":190,"column":20},"end":{"line":190,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3847¿MemberExpression¿computed¿5308¿¿¿¿{"start":{"line":190,"column":20},"end":{"line":190,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3848¿Identifier¿¿5308¿info¿¿¿{"start":{"line":190,"column":20},"end":{"line":190,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3849¿Identifier¿¿5308¿key¿¿¿{"start":{"line":190,"column":25},"end":{"line":190,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3850¿Identifier¿¿5308¿value¿¿¿{"start":{"line":190,"column":32},"end":{"line":190,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3851¿BlockStatement¿¿5308¿¿¿¿{"start":{"line":174,"column":37},"end":{"line":191,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3852¿BlockStatement¿¿5308¿¿¿¿{"start":{"line":172,"column":55},"end":{"line":193,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3853¿ReturnStatement¿¿5308¿¿¿¿{"start":{"line":195,"column":12},"end":{"line":195,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ReturnStatement
3854¿Identifier¿¿5308¿info¿¿¿{"start":{"line":195,"column":19},"end":{"line":195,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3855¿BlockStatement¿¿5308¿¿¿¿{"start":{"line":168,"column":21},"end":{"line":196,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3856¿VariableDeclarator¿¿5306¿v342¿¿¿{"start":{"line":166,"column":11},"end":{"line":196,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3857¿CallExpression¿¿5306¿¿¿¿{"start":{"line":166,"column":11},"end":{"line":196,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
3858¿MemberExpression¿¿5306¿¿¿¿{"start":{"line":166,"column":11},"end":{"line":168,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3859¿Identifier¿¿5306¿v324¿¿¿¿¿Identifier
3860¿Identifier¿¿5306¿then¿¿¿{"start":{"line":168,"column":9},"end":{"line":168,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3861¿Identifier¿¿5306¿v341¿¿¿¿¿Identifier
3862¿ReturnStatement¿¿5306¿¿¿¿{"start":{"line":166,"column":4},"end":{"line":196,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ReturnStatement
3863¿Identifier¿¿5306¿v342¿¿¿¿¿Identifier
3864¿BlockStatement¿¿5306¿¿¿¿{"start":{"line":165,"column":39},"end":{"line":197,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3865¿ExpressionStatement¿¿5268¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":197,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3866¿AssignmentExpression¿=¿5268¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":197,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3867¿MemberExpression¿¿5268¿¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3868¿Identifier¿¿5268¿VBoxManage¿¿¿{"start":{"line":165,"column":0},"end":{"line":165,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3869¿Identifier¿¿5268¿getInfo¿¿¿{"start":{"line":165,"column":11},"end":{"line":165,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3870¿Identifier¿¿5268¿v343¿¿¿¿¿Identifier
3871¿VariableDeclarator¿exported¿5268¿v367¿¿¿{"start":{"line":204,"column":0},"end":{"line":241,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3872¿FunctionExpression¿¿5268¿anon¿¿¿{"start":{"line":204,"column":26},"end":{"line":241,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿FunctionExpression
3873¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":204,"column":36},"end":{"line":204,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3874¿Identifier¿¿0¿timeout¿¿¿{"start":{"line":204,"column":44},"end":{"line":204,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3875¿VariableDeclarator¿¿5314¿v344¿¿¿{"start":{"line":206,"column":8},"end":{"line":206,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3876¿BinaryExpression¿==¿5314¿¿¿¿{"start":{"line":206,"column":8},"end":{"line":206,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BinaryExpression
3877¿Identifier¿¿5314¿timeout¿¿¿{"start":{"line":206,"column":8},"end":{"line":206,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3878¿Literal¿object¿5314¿¿null¿¿{"start":{"line":206,"column":19},"end":{"line":206,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3879¿IfStatement¿¿5314¿¿¿¿{"start":{"line":206,"column":4},"end":{"line":208,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
3880¿Identifier¿¿5314¿v344¿¿¿¿¿Identifier
3881¿VariableDeclarator¿¿5314¿v345¿¿¿{"start":{"line":207,"column":18},"end":{"line":207,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3882¿UnaryExpression¿-¿5314¿¿¿¿{"start":{"line":207,"column":18},"end":{"line":207,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿UnaryExpression
3883¿Literal¿number¿5314¿¿1¿¿{"start":{"line":207,"column":19},"end":{"line":207,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3884¿ExpressionStatement¿¿5314¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3885¿AssignmentExpression¿=¿5314¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
