Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
997¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Program
1114¿Identifier¿¿1715¿key¿¿¿{"start":{"line":25,"column":7},"end":{"line":25,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1115¿LogicalExpression¿||¿1715¿¿¿¿{"start":{"line":26,"column":4},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿LogicalExpression
1116¿Identifier¿¿1715¿v93¿¿¿¿¿Identifier
1117¿Identifier¿¿1715¿v100¿¿¿¿¿Identifier
1118¿VariableDeclarator¿¿1715¿v101¿¿¿{"start":{"line":31,"column":9},"end":{"line":31,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1119¿MemberExpression¿computed¿1715¿¿¿¿{"start":{"line":31,"column":9},"end":{"line":31,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1120¿Identifier¿¿1715¿lock¿¿¿{"start":{"line":31,"column":9},"end":{"line":31,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1121¿Identifier¿¿1715¿key¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1122¿ReturnStatement¿¿1715¿¿¿¿{"start":{"line":31,"column":2},"end":{"line":31,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1123¿Identifier¿¿1715¿v101¿¿¿¿¿Identifier
1124¿BlockStatement¿¿1715¿¿¿¿{"start":{"line":23,"column":53},"end":{"line":32,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1125¿ExpressionStatement¿¿1713¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":32,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1126¿AssignmentExpression¿=¿1713¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":32,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿AssignmentExpression
1127¿MemberExpression¿¿1713¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1128¿Identifier¿¿1713¿module¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1129¿Identifier¿¿1713¿exports¿¿¿{"start":{"line":23,"column":7},"end":{"line":23,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1130¿Identifier¿¿1713¿findLocalDevices¿¿¿¿¿Identifier
1131¿VariableDeclarator¿¿1713¿getServers¿¿¿{"start":{"line":37,"column":0},"end":{"line":55,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1132¿FunctionExpression¿¿1713¿anon¿¿¿{"start":{"line":37,"column":0},"end":{"line":55,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1133¿VariableDeclarator¿¿1718¿interfaces¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1134¿CallExpression¿¿1718¿¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1135¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1136¿Identifier¿¿1718¿os¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1137¿Identifier¿¿1718¿networkInterfaces¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1138¿VariableDeclarator¿¿1718¿result¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1139¿ArrayExpression¿¿1718¿¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ArrayExpression
1140¿VariableDeclarator¿¿1718¿key¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1141¿ForInStatement¿¿1718¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":52,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ForInStatement
1142¿Identifier¿¿1718¿key¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1143¿Identifier¿¿1718¿interfaces¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1144¿VariableDeclarator¿¿1718¿addresses¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1145¿MemberExpression¿computed¿1718¿¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1146¿Identifier¿¿1718¿interfaces¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1147¿Identifier¿¿1718¿key¿¿¿{"start":{"line":42,"column":31},"end":{"line":42,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1148¿VariableDeclarator¿¿1718¿i¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1149¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1150¿Identifier¿¿1718¿addresses¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1151¿Identifier¿¿1718¿length¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1152¿VariableDeclarator¿¿1718¿v102¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1153¿UpdateExpression¿¿1718¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UpdateExpression
1154¿Identifier¿¿1718¿i¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1155¿WhileStatement¿¿1718¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿WhileStatement
1156¿Identifier¿¿1718¿v102¿¿¿¿¿Identifier
1157¿VariableDeclarator¿¿1718¿address¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1158¿MemberExpression¿computed¿1718¿¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1159¿Identifier¿¿1718¿addresses¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1160¿Identifier¿¿1718¿i¿¿¿{"start":{"line":44,"column":30},"end":{"line":44,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1161¿VariableDeclarator¿¿1718¿v103¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1162¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1163¿Identifier¿¿1718¿address¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1164¿Identifier¿¿1718¿family¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1165¿VariableDeclarator¿¿1718¿v104¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1166¿BinaryExpression¿===¿1718¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BinaryExpression
1167¿Identifier¿¿1718¿v103¿¿¿¿¿Identifier
1168¿Literal¿string¿1718¿¿'IPv4'¿¿{"start":{"line":45,"column":29},"end":{"line":45,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1169¿VariableDeclarator¿¿1718¿v105¿¿¿{"start":{"line":45,"column":40},"end":{"line":45,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1170¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":45,"column":40},"end":{"line":45,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1171¿Identifier¿¿1718¿address¿¿¿{"start":{"line":45,"column":40},"end":{"line":45,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1172¿Identifier¿¿1718¿internal¿¿¿{"start":{"line":45,"column":48},"end":{"line":45,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1173¿VariableDeclarator¿¿1718¿v106¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1174¿UnaryExpression¿!¿1718¿¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UnaryExpression
1175¿Identifier¿¿1718¿v105¿¿¿¿¿Identifier
1176¿VariableDeclarator¿¿1718¿v107¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1177¿LogicalExpression¿&&¿1718¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿LogicalExpression
1178¿Identifier¿¿1718¿v104¿¿¿¿¿Identifier
1179¿Identifier¿¿1718¿v106¿¿¿¿¿Identifier
1180¿IfStatement¿¿1718¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":50,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1181¿Identifier¿¿1718¿v107¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1718¿v108¿¿¿{"start":{"line":46,"column":31},"end":{"line":46,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1183¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":46,"column":31},"end":{"line":46,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1184¿Identifier¿¿1718¿address¿¿¿{"start":{"line":46,"column":31},"end":{"line":46,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1185¿Identifier¿¿1718¿address¿¿¿{"start":{"line":46,"column":39},"end":{"line":46,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1186¿VariableDeclarator¿¿1718¿v109¿¿¿{"start":{"line":46,"column":48},"end":{"line":46,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1187¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":46,"column":48},"end":{"line":46,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1188¿Identifier¿¿1718¿address¿¿¿{"start":{"line":46,"column":48},"end":{"line":46,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1189¿Identifier¿¿1718¿netmask¿¿¿{"start":{"line":46,"column":56},"end":{"line":46,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1190¿VariableDeclarator¿¿1718¿subnet¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1191¿CallExpression¿¿1718¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1192¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1193¿Identifier¿¿1718¿ip¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1194¿Identifier¿¿1718¿subnet¿¿¿{"start":{"line":46,"column":24},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1195¿Identifier¿¿1718¿v108¿¿¿¿¿Identifier
1196¿Identifier¿¿1718¿v109¿¿¿¿¿Identifier
1197¿VariableDeclarator¿¿1718¿v110¿¿¿{"start":{"line":47,"column":32},"end":{"line":47,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1198¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":47,"column":32},"end":{"line":47,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1199¿Identifier¿¿1718¿subnet¿¿¿{"start":{"line":47,"column":32},"end":{"line":47,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1200¿Identifier¿¿1718¿firstAddress¿¿¿{"start":{"line":47,"column":39},"end":{"line":47,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1201¿VariableDeclarator¿¿1718¿current¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1202¿CallExpression¿¿1718¿¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1203¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1204¿Identifier¿¿1718¿ip¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1205¿Identifier¿¿1718¿toLong¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1206¿Identifier¿¿1718¿v110¿¿¿¿¿Identifier
1207¿VariableDeclarator¿¿1718¿v111¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1208¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1209¿Identifier¿¿1718¿subnet¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1210¿Identifier¿¿1718¿lastAddress¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1211¿VariableDeclarator¿¿1718¿v112¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1212¿CallExpression¿¿1718¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1213¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1214¿Identifier¿¿1718¿ip¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1215¿Identifier¿¿1718¿toLong¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1216¿Identifier¿¿1718¿v111¿¿¿¿¿Identifier
1217¿VariableDeclarator¿¿1718¿last¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1218¿BinaryExpression¿-¿1718¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BinaryExpression
1219¿Identifier¿¿1718¿v112¿¿¿¿¿Identifier
1220¿Literal¿number¿1718¿¿1¿¿{"start":{"line":48,"column":51},"end":{"line":48,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1221¿VariableDeclarator¿¿1718¿v113¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1222¿UpdateExpression¿¿1718¿¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UpdateExpression
1223¿Identifier¿¿1718¿current¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1224¿VariableDeclarator¿¿1718¿v114¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1225¿BinaryExpression¿<¿1718¿¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BinaryExpression
1226¿Identifier¿¿1718¿v113¿¿¿¿¿Identifier
1227¿Identifier¿¿1718¿last¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1228¿WhileStatement¿¿1718¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿WhileStatement
1229¿Identifier¿¿1718¿v114¿¿¿¿¿Identifier
1230¿VariableDeclarator¿¿1718¿v115¿¿¿{"start":{"line":49,"column":45},"end":{"line":49,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1231¿CallExpression¿¿1718¿¿¿¿{"start":{"line":49,"column":45},"end":{"line":49,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1232¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":49,"column":45},"end":{"line":49,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1233¿Identifier¿¿1718¿ip¿¿¿{"start":{"line":49,"column":45},"end":{"line":49,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1234¿Identifier¿¿1718¿fromLong¿¿¿{"start":{"line":49,"column":48},"end":{"line":49,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
