Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
882¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":126,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Program
1001¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1002¿Identifier¿¿1567¿console¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1003¿Identifier¿¿1567¿log¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1004¿Literal¿string¿1567¿¿'==== [API] GET /api/browse request received ===='¿¿{"start":{"line":28,"column":14},"end":{"line":28,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1005¿ExpressionStatement¿¿1567¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1006¿Identifier¿¿1567¿v102¿¿¿¿¿Identifier
1007¿VariableDeclarator¿¿1567¿v103¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1008¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1009¿Identifier¿¿1567¿req¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1010¿Identifier¿¿1567¿query¿¿¿{"start":{"line":30,"column":35},"end":{"line":30,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1011¿VariableDeclarator¿¿1567¿v104¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1012¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1013¿Identifier¿¿1567¿v103¿¿¿¿¿Identifier
1014¿Identifier¿¿1567¿path¿¿¿{"start":{"line":30,"column":41},"end":{"line":30,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1015¿VariableDeclarator¿¿1567¿v105¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1016¿LogicalExpression¿||¿1567¿¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿LogicalExpression
1017¿Identifier¿¿1567¿v104¿¿¿¿¿Identifier
1018¿Literal¿string¿1567¿¿'/'¿¿{"start":{"line":30,"column":49},"end":{"line":30,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1019¿VariableDeclarator¿¿1567¿requestedPath¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1020¿CallExpression¿¿1567¿¿¿¿{"start":{"line":30,"column":24},"end":{"line":30,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1021¿Identifier¿¿1567¿String¿¿¿{"start":{"line":30,"column":24},"end":{"line":30,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1022¿Identifier¿¿1567¿v105¿¿¿¿¿Identifier
1023¿VariableDeclarator¿¿1567¿v106¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1024¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1025¿Identifier¿¿1567¿req¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1026¿Identifier¿¿1567¿query¿¿¿{"start":{"line":31,"column":28},"end":{"line":31,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1027¿VariableDeclarator¿¿1567¿v107¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1028¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1029¿Identifier¿¿1567¿v106¿¿¿¿¿Identifier
1030¿Identifier¿¿1567¿filter¿¿¿{"start":{"line":31,"column":34},"end":{"line":31,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1031¿VariableDeclarator¿¿1567¿v108¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1032¿LogicalExpression¿||¿1567¿¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿LogicalExpression
1033¿Identifier¿¿1567¿v107¿¿¿¿¿Identifier
1034¿Literal¿string¿1567¿¿''¿¿{"start":{"line":31,"column":44},"end":{"line":31,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1035¿VariableDeclarator¿¿1567¿filter¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1036¿CallExpression¿¿1567¿¿¿¿{"start":{"line":31,"column":17},"end":{"line":31,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1037¿Identifier¿¿1567¿String¿¿¿{"start":{"line":31,"column":17},"end":{"line":31,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1038¿Identifier¿¿1567¿v108¿¿¿¿¿Identifier
1039¿VariableDeclarator¿¿1567¿v109¿¿¿{"start":{"line":32,"column":14},"end":{"line":32,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1040¿TemplateLiteral¿¿1567¿¿¿¿{"start":{"line":32,"column":14},"end":{"line":32,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿TemplateLiteral
1041¿Identifier¿¿1567¿requestedPath¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1042¿Identifier¿¿1567¿filter¿¿¿{"start":{"line":32,"column":69},"end":{"line":32,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1043¿VariableDeclarator¿¿1567¿v110¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1044¿CallExpression¿¿1567¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1045¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1046¿Identifier¿¿1567¿console¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1047¿Identifier¿¿1567¿log¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1048¿Identifier¿¿1567¿v109¿¿¿¿¿Identifier
1049¿ExpressionStatement¿¿1567¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1050¿Identifier¿¿1567¿v110¿¿¿¿¿Identifier
1051¿VariableDeclarator¿¿1567¿v111¿¿¿{"start":{"line":35,"column":49},"end":{"line":35,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1567¿¿¿¿{"start":{"line":35,"column":49},"end":{"line":35,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1053¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":35,"column":49},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1054¿Identifier¿¿1567¿requestedPath¿¿¿{"start":{"line":35,"column":49},"end":{"line":35,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1055¿Identifier¿¿1567¿replace¿¿¿{"start":{"line":35,"column":63},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1056¿Literal¿object¿1567¿¿/\\/g¿¿{"start":{"line":35,"column":71},"end":{"line":35,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1057¿Literal¿string¿1567¿¿'/'¿¿{"start":{"line":35,"column":78},"end":{"line":35,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1058¿VariableDeclarator¿¿1567¿v112¿¿¿{"start":{"line":35,"column":43},"end":{"line":35,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1059¿BinaryExpression¿+¿1567¿¿¿¿{"start":{"line":35,"column":43},"end":{"line":35,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BinaryExpression
1060¿Literal¿string¿1567¿¿'.'¿¿{"start":{"line":35,"column":43},"end":{"line":35,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1061¿Identifier¿¿1567¿v111¿¿¿¿¿Identifier
1062¿VariableDeclarator¿¿1567¿targetDir¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1063¿CallExpression¿¿1567¿¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1064¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1065¿Identifier¿¿1567¿path¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1066¿Identifier¿¿1567¿resolve¿¿¿{"start":{"line":35,"column":25},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1067¿Identifier¿¿1567¿BASE_DIR¿¿¿{"start":{"line":35,"column":33},"end":{"line":35,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1068¿Identifier¿¿1567¿v112¿¿¿¿¿Identifier
1069¿VariableDeclarator¿¿1567¿v113¿¿¿{"start":{"line":38,"column":7},"end":{"line":38,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1070¿CallExpression¿¿1567¿¿¿¿{"start":{"line":38,"column":7},"end":{"line":38,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1071¿Identifier¿¿1567¿safeInsideBase¿¿¿{"start":{"line":38,"column":7},"end":{"line":38,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1072¿Identifier¿¿1567¿targetDir¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1073¿VariableDeclarator¿¿1567¿v114¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1074¿UnaryExpression¿!¿1567¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿UnaryExpression
1075¿Identifier¿¿1567¿v113¿¿¿¿¿Identifier
1076¿IfStatement¿¿1567¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":44,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1077¿Identifier¿¿1567¿v114¿¿¿¿¿Identifier
1078¿VariableDeclarator¿¿1567¿v115¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1079¿CallExpression¿¿1567¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1080¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1081¿Identifier¿¿1567¿console¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1082¿Identifier¿¿1567¿error¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1083¿Literal¿string¿1567¿¿'[API] Error: Path outside allowed base'¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1084¿ExpressionStatement¿¿1567¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1085¿Identifier¿¿1567¿v115¿¿¿¿¿Identifier
1086¿VariableDeclarator¿¿1567¿v116¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1087¿CallExpression¿¿1567¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1088¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1089¿Identifier¿¿1567¿res¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1090¿Identifier¿¿1567¿status¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1091¿Literal¿number¿1567¿¿400¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1092¿VariableDeclarator¿¿1567¿v117¿¿¿{"start":{"line":40,"column":32},"end":{"line":43,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1093¿ObjectExpression¿¿1567¿¿¿¿{"start":{"line":40,"column":32},"end":{"line":43,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ObjectExpression
1094¿Property¿¿1567¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1095¿Identifier¿¿1567¿error¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1096¿Literal¿string¿1567¿¿'Invalid path'¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1097¿Property¿¿1567¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1098¿Identifier¿¿1567¿details¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1099¿Literal¿string¿1567¿¿'Path is outside the allowed base directory'¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1100¿VariableDeclarator¿¿1567¿v118¿¿¿{"start":{"line":40,"column":11},"end":{"line":43,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1567¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":43,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1102¿MemberExpression¿¿1567¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1103¿Identifier¿¿1567¿v116¿¿¿¿¿Identifier
1104¿Identifier¿¿1567¿json¿¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1105¿Identifier¿¿1567¿v117¿¿¿¿¿Identifier
1106¿ReturnStatement¿¿1567¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":43,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ReturnStatement
1107¿Identifier¿¿1567¿v118¿¿¿¿¿Identifier
1108¿BlockStatement¿¿1567¿¿¿¿{"start":{"line":38,"column":34},"end":{"line":44,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1109¿VariableDeclarator¿¿1567¿v119¿¿¿{"start":{"line":47,"column":24},"end":{"line":47,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1110¿ObjectExpression¿¿1567¿¿¿¿{"start":{"line":47,"column":24},"end":{"line":47,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ObjectExpression
1111¿Property¿¿1567¿¿¿¿{"start":{"line":47,"column":26},"end":{"line":47,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1112¿Identifier¿¿1567¿withFileTypes¿¿¿{"start":{"line":47,"column":26},"end":{"line":47,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1113¿Literal¿boolean¿1567¿¿true¿¿{"start":{"line":47,"column":41},"end":{"line":47,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1114¿VariableDeclarator¿¿1567¿v175¿¿¿{"start":{"line":47,"column":49},"end":{"line":123,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1115¿ArrowFunctionExpression¿¿1567¿¿¿¿{"start":{"line":47,"column":49},"end":{"line":123,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ArrowFunctionExpression
1116¿Identifier¿¿0¿err¿¿¿{"start":{"line":47,"column":50},"end":{"line":47,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1117¿Identifier¿¿0¿entries¿¿¿{"start":{"line":47,"column":55},"end":{"line":47,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1118¿IfStatement¿¿1570¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":54,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1119¿Identifier¿¿1570¿err¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1120¿VariableDeclarator¿¿1570¿v120¿¿¿{"start":{"line":49,"column":54},"end":{"line":49,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1121¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":49,"column":54},"end":{"line":49,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
