Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5201¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":617,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Program
5733¿AssignmentExpression¿=¿9190¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
5734¿MemberExpression¿¿9190¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5735¿Identifier¿¿9190¿contextualError¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5736¿Identifier¿¿9190¿context¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5737¿Identifier¿¿9190¿context¿¿¿{"start":{"line":84,"column":32},"end":{"line":84,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5738¿ThrowStatement¿¿9190¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThrowStatement
5739¿Identifier¿¿9190¿contextualError¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5740¿BlockStatement¿¿9190¿¿¿¿{"start":{"line":64,"column":20},"end":{"line":86,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
5741¿Identifier¿¿9190¿error¿¿¿{"start":{"line":64,"column":13},"end":{"line":64,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5742¿BlockStatement¿¿9190¿¿¿¿{"start":{"line":61,"column":54},"end":{"line":87,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
5743¿ExpressionStatement¿¿9164¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5744¿AssignmentExpression¿=¿9164¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
5745¿MemberExpression¿¿9164¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5746¿Identifier¿¿9164¿LOPManager¿¿¿{"start":{"line":9,"column":6},"end":{"line":9,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5747¿Identifier¿¿9164¿safeExecute¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5748¿Identifier¿¿9164¿safeExecute¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5749¿VariableDeclarator¿¿9164¿validate¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5750¿FunctionExpression¿¿9164¿validate¿¿¿{"start":{"line":89,"column":16},"end":{"line":134,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿FunctionExpression
5751¿Identifier¿¿0¿filePath¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5752¿VariableDeclarator¿¿9198¿v621¿¿¿{"start":{"line":90,"column":34},"end":{"line":133,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5753¿ArrowFunctionExpression¿¿9198¿¿¿¿{"start":{"line":90,"column":34},"end":{"line":133,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ArrowFunctionExpression
5754¿VariableDeclarator¿¿9200¿v566¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5755¿CallExpression¿¿9200¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5756¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5757¿Identifier¿¿9200¿chalk¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5758¿Identifier¿¿9200¿cyan¿¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5759¿Literal¿string¿9200¿¿'🔍 Validating LOP file...'¿¿{"start":{"line":91,"column":29},"end":{"line":91,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5760¿VariableDeclarator¿¿9200¿v567¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5761¿CallExpression¿¿9200¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5762¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5763¿Identifier¿¿9200¿console¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5764¿Identifier¿¿9200¿log¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5765¿Identifier¿¿9200¿v566¿¿¿¿¿Identifier
5766¿ExpressionStatement¿¿9200¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5767¿Identifier¿¿9200¿v567¿¿¿¿¿Identifier
5768¿VariableDeclarator¿¿9200¿absolutePath¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5769¿CallExpression¿¿9200¿¿¿¿{"start":{"line":94,"column":27},"end":{"line":94,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5770¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":94,"column":27},"end":{"line":94,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5771¿Identifier¿¿9200¿path¿¿¿{"start":{"line":94,"column":27},"end":{"line":94,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5772¿Identifier¿¿9200¿resolve¿¿¿{"start":{"line":94,"column":32},"end":{"line":94,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5773¿Identifier¿¿9200¿filePath¿¿¿{"start":{"line":94,"column":40},"end":{"line":94,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5774¿VariableDeclarator¿¿9200¿v568¿¿¿{"start":{"line":95,"column":11},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5775¿CallExpression¿¿9200¿¿¿¿{"start":{"line":95,"column":11},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5776¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":95,"column":11},"end":{"line":95,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5777¿Identifier¿¿9200¿fs¿¿¿{"start":{"line":95,"column":11},"end":{"line":95,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5778¿Identifier¿¿9200¿existsSync¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5779¿Identifier¿¿9200¿absolutePath¿¿¿{"start":{"line":95,"column":25},"end":{"line":95,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5780¿VariableDeclarator¿¿9200¿v569¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5781¿UnaryExpression¿!¿9200¿¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿UnaryExpression
5782¿Identifier¿¿9200¿v568¿¿¿¿¿Identifier
5783¿IfStatement¿¿9200¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":98,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
5784¿Identifier¿¿9200¿v569¿¿¿¿¿Identifier
5785¿VariableDeclarator¿¿9200¿v570¿¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5786¿TemplateLiteral¿¿9200¿¿¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TemplateLiteral
5787¿Identifier¿¿9200¿absolutePath¿¿¿{"start":{"line":96,"column":53},"end":{"line":96,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5788¿VariableDeclarator¿¿9200¿v571¿¿¿{"start":{"line":96,"column":22},"end":{"line":96,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5789¿CallExpression¿¿9200¿¿¿¿{"start":{"line":96,"column":22},"end":{"line":96,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5790¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":96,"column":22},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5791¿Identifier¿¿9200¿chalk¿¿¿{"start":{"line":96,"column":22},"end":{"line":96,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5792¿Identifier¿¿9200¿red¿¿¿{"start":{"line":96,"column":28},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5793¿Identifier¿¿9200¿v570¿¿¿¿¿Identifier
5794¿VariableDeclarator¿¿9200¿v572¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5795¿CallExpression¿¿9200¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5796¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5797¿Identifier¿¿9200¿console¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5798¿Identifier¿¿9200¿error¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5799¿Identifier¿¿9200¿v571¿¿¿¿¿Identifier
5800¿ExpressionStatement¿¿9200¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5801¿Identifier¿¿9200¿v572¿¿¿¿¿Identifier
5802¿ReturnStatement¿¿9200¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ReturnStatement
5803¿Literal¿boolean¿9200¿¿false¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5804¿BlockStatement¿¿9200¿¿¿¿{"start":{"line":95,"column":40},"end":{"line":98,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
5805¿VariableDeclarator¿¿9200¿content¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5806¿AwaitExpression¿¿9200¿¿¿¿{"start":{"line":100,"column":22},"end":{"line":100,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AwaitExpression
5807¿CallExpression¿¿9200¿¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5808¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5809¿ThisExpression¿¿9200¿¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
5810¿Identifier¿¿9200¿safeReadFile¿¿¿{"start":{"line":100,"column":33},"end":{"line":100,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5811¿Identifier¿¿9200¿absolutePath¿¿¿{"start":{"line":100,"column":46},"end":{"line":100,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5812¿Literal¿string¿9200¿¿'utf8'¿¿{"start":{"line":100,"column":60},"end":{"line":100,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5813¿VariableDeclarator¿¿9200¿lopData¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5814¿CallExpression¿¿9200¿¿¿¿{"start":{"line":101,"column":22},"end":{"line":101,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5815¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":101,"column":22},"end":{"line":101,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5816¿Identifier¿¿9200¿yaml¿¿¿{"start":{"line":101,"column":22},"end":{"line":101,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5817¿Identifier¿¿9200¿load¿¿¿{"start":{"line":101,"column":27},"end":{"line":101,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5818¿Identifier¿¿9200¿content¿¿¿{"start":{"line":101,"column":32},"end":{"line":101,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5819¿VariableDeclarator¿¿9200¿schemaPath¿¿¿{"start":{"line":104,"column":12},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5820¿VariableDeclarator¿¿9200¿v573¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5821¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5822¿ThisExpression¿¿9200¿¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
5823¿Identifier¿¿9200¿schemaPath¿¿¿{"start":{"line":104,"column":44},"end":{"line":104,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5824¿VariableDeclarator¿¿9200¿v574¿¿¿{"start":{"line":104,"column":25},"end":{"line":104,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5825¿CallExpression¿¿9200¿¿¿¿{"start":{"line":104,"column":25},"end":{"line":104,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5826¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":104,"column":25},"end":{"line":104,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5827¿Identifier¿¿9200¿fs¿¿¿{"start":{"line":104,"column":25},"end":{"line":104,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5828¿Identifier¿¿9200¿existsSync¿¿¿{"start":{"line":104,"column":28},"end":{"line":104,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5829¿Identifier¿¿9200¿v573¿¿¿¿¿Identifier
5830¿VariableDeclarator¿¿9200¿v575¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5831¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5832¿ThisExpression¿¿9200¿¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
5833¿Identifier¿¿9200¿schemaPath¿¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5834¿VariableDeclarator¿¿9200¿v576¿¿¿{"start":{"line":106,"column":20},"end":{"line":106,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5835¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":106,"column":20},"end":{"line":106,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5836¿ThisExpression¿¿9200¿¿¿¿{"start":{"line":106,"column":20},"end":{"line":106,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
5837¿Identifier¿¿9200¿templateLopPath¿¿¿{"start":{"line":106,"column":25},"end":{"line":106,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5838¿VariableDeclarator¿¿9200¿v577¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5839¿CallExpression¿¿9200¿¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5840¿MemberExpression¿¿9200¿¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5841¿Identifier¿¿9200¿path¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5842¿Identifier¿¿9200¿join¿¿¿{"start":{"line":106,"column":15},"end":{"line":106,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5843¿Identifier¿¿9200¿v576¿¿¿¿¿Identifier
5844¿Literal¿string¿9200¿¿'schema/lop-base-schema.json'¿¿{"start":{"line":106,"column":42},"end":{"line":106,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5845¿IfStatement¿¿9200¿¿¿¿{"start":{"line":104,"column":25},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
5846¿Identifier¿¿9200¿v574¿¿¿¿¿Identifier
5847¿ExpressionStatement¿¿9200¿¿¿¿{"start":{"line":104,"column":25},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5848¿AssignmentExpression¿=¿9200¿¿¿¿{"start":{"line":104,"column":25},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
5849¿Identifier¿¿9200¿schemaPath¿¿¿{"start":{"line":104,"column":25},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5850¿Identifier¿¿9200¿v575¿¿¿¿¿Identifier
5851¿BlockStatement¿¿9200¿¿¿¿¿¿BlockStatement
5852¿ExpressionStatement¿¿9200¿¿¿¿{"start":{"line":104,"column":25},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5853¿AssignmentExpression¿=¿9200¿¿¿¿{"start":{"line":104,"column":25},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
5854¿Identifier¿¿9200¿schemaPath¿¿¿{"start":{"line":104,"column":25},"end":{"line":106,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5855¿Identifier¿¿9200¿v577¿¿¿¿¿Identifier
5856¿BlockStatement¿¿9200¿¿¿¿¿¿BlockStatement
