Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3673¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":586,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Program
4460¿Literal¿string¿6582¿¿'text/plain'¿¿{"start":{"line":197,"column":16},"end":{"line":197,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4461¿VariableDeclarator¿¿6582¿v634¿¿¿{"start":{"line":189,"column":4},"end":{"line":199,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4462¿ObjectExpression¿¿6582¿¿¿¿{"start":{"line":189,"column":4},"end":{"line":199,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ObjectExpression
4463¿Property¿¿6582¿¿¿¿{"start":{"line":190,"column":6},"end":{"line":192,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4464¿Identifier¿¿6582¿uri¿¿¿{"start":{"line":190,"column":6},"end":{"line":190,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4465¿Identifier¿¿6582¿v632¿¿¿¿¿Identifier
4466¿Property¿¿6582¿¿¿¿{"start":{"line":193,"column":6},"end":{"line":193,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4467¿Identifier¿¿6582¿method¿¿¿{"start":{"line":193,"column":6},"end":{"line":193,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4468¿Literal¿string¿6582¿¿'POST'¿¿{"start":{"line":193,"column":14},"end":{"line":193,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4469¿Property¿¿6582¿¿¿¿{"start":{"line":194,"column":6},"end":{"line":194,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4470¿Identifier¿¿6582¿body¿¿¿{"start":{"line":194,"column":6},"end":{"line":194,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4471¿Literal¿string¿6582¿¿''¿¿{"start":{"line":194,"column":12},"end":{"line":194,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4472¿Property¿¿6582¿¿¿¿{"start":{"line":195,"column":6},"end":{"line":198,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4473¿Identifier¿¿6582¿headers¿¿¿{"start":{"line":195,"column":6},"end":{"line":195,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4474¿Identifier¿¿6582¿v633¿¿¿¿¿Identifier
4475¿VariableDeclarator¿¿6582¿v648¿¿¿{"start":{"line":200,"column":4},"end":{"line":237,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4476¿FunctionExpression¿¿6582¿anon¿¿¿{"start":{"line":200,"column":4},"end":{"line":237,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿FunctionExpression
4477¿Identifier¿¿0¿err¿¿¿{"start":{"line":200,"column":13},"end":{"line":200,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4478¿Identifier¿¿0¿response¿¿¿{"start":{"line":200,"column":18},"end":{"line":200,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4479¿Identifier¿¿0¿result¿¿¿{"start":{"line":200,"column":28},"end":{"line":200,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4480¿IfStatement¿¿6584¿¿¿¿{"start":{"line":201,"column":6},"end":{"line":236,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
4481¿Identifier¿¿6584¿err¿¿¿{"start":{"line":201,"column":10},"end":{"line":201,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4482¿VariableDeclarator¿¿6584¿v635¿¿¿{"start":{"line":202,"column":8},"end":{"line":208,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4483¿CallExpression¿¿6584¿¿¿¿{"start":{"line":202,"column":8},"end":{"line":208,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4484¿Identifier¿¿6584¿sendToCodecovV2¿¿¿{"start":{"line":202,"column":8},"end":{"line":202,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4485¿Identifier¿¿6584¿codecov_endpoint¿¿¿{"start":{"line":203,"column":10},"end":{"line":203,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4486¿Identifier¿¿6584¿query¿¿¿{"start":{"line":204,"column":10},"end":{"line":204,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4487¿Identifier¿¿6584¿upload_body¿¿¿{"start":{"line":205,"column":10},"end":{"line":205,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4488¿Identifier¿¿6584¿on_success¿¿¿{"start":{"line":206,"column":10},"end":{"line":206,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4489¿Identifier¿¿6584¿on_failure¿¿¿{"start":{"line":207,"column":10},"end":{"line":207,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4490¿ExpressionStatement¿¿6584¿¿¿¿{"start":{"line":202,"column":8},"end":{"line":208,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4491¿Identifier¿¿6584¿v635¿¿¿¿¿Identifier
4492¿BlockStatement¿¿6584¿¿¿¿{"start":{"line":201,"column":15},"end":{"line":209,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
4493¿VariableDeclarator¿¿6584¿v636¿¿¿{"start":{"line":210,"column":33},"end":{"line":210,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4494¿CallExpression¿¿6584¿¿¿¿{"start":{"line":210,"column":33},"end":{"line":210,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4495¿MemberExpression¿¿6584¿¿¿¿{"start":{"line":210,"column":33},"end":{"line":210,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4496¿Identifier¿¿6584¿result¿¿¿{"start":{"line":210,"column":33},"end":{"line":210,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4497¿Identifier¿¿6584¿split¿¿¿{"start":{"line":210,"column":40},"end":{"line":210,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4498¿Literal¿string¿6584¿¿'\n'¿¿{"start":{"line":210,"column":46},"end":{"line":210,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4499¿VariableDeclarator¿¿6584¿codecov_report_url¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4500¿MemberExpression¿computed¿6584¿¿¿¿{"start":{"line":210,"column":33},"end":{"line":210,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4501¿Identifier¿¿6584¿v636¿¿¿¿¿Identifier
4502¿Literal¿number¿6584¿¿0¿¿{"start":{"line":210,"column":52},"end":{"line":210,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4503¿VariableDeclarator¿¿6584¿v637¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4504¿CallExpression¿¿6584¿¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4505¿MemberExpression¿¿6584¿¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4506¿Identifier¿¿6584¿result¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4507¿Identifier¿¿6584¿split¿¿¿{"start":{"line":213,"column":24},"end":{"line":213,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4508¿Literal¿string¿6584¿¿'\n'¿¿{"start":{"line":213,"column":30},"end":{"line":213,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4509¿VariableDeclarator¿¿6584¿v638¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4510¿MemberExpression¿computed¿6584¿¿¿¿{"start":{"line":213,"column":17},"end":{"line":213,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4511¿Identifier¿¿6584¿v637¿¿¿¿¿Identifier
4512¿Literal¿number¿6584¿¿1¿¿{"start":{"line":213,"column":36},"end":{"line":213,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4513¿VariableDeclarator¿¿6584¿v639¿¿¿{"start":{"line":216,"column":21},"end":{"line":218,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4514¿ObjectExpression¿¿6584¿¿¿¿¿¿ObjectExpression
4515¿ExpressionStatement¿¿6584¿¿¿¿{"start":{"line":216,"column":21},"end":{"line":218,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4516¿AssignmentExpression¿=¿6584¿¿¿¿{"start":{"line":216,"column":21},"end":{"line":218,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
4517¿MemberExpression¿computed¿6584¿¿¿¿{"start":{"line":216,"column":21},"end":{"line":218,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4518¿Identifier¿¿6584¿v639¿¿¿¿¿Identifier
4519¿Literal¿string¿6584¿¿'Content-Type'¿¿{"start":{"line":217,"column":14},"end":{"line":217,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4520¿Literal¿string¿6584¿¿'text/plain'¿¿{"start":{"line":217,"column":30},"end":{"line":217,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4521¿VariableDeclarator¿¿6584¿v640¿¿¿{"start":{"line":212,"column":10},"end":{"line":219,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4522¿ObjectExpression¿¿6584¿¿¿¿{"start":{"line":212,"column":10},"end":{"line":219,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ObjectExpression
4523¿Property¿¿6584¿¿¿¿{"start":{"line":213,"column":12},"end":{"line":213,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4524¿Identifier¿¿6584¿uri¿¿¿{"start":{"line":213,"column":12},"end":{"line":213,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4525¿Identifier¿¿6584¿v638¿¿¿¿¿Identifier
4526¿Property¿¿6584¿¿¿¿{"start":{"line":214,"column":12},"end":{"line":214,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4527¿Identifier¿¿6584¿method¿¿¿{"start":{"line":214,"column":12},"end":{"line":214,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4528¿Literal¿string¿6584¿¿'PUT'¿¿{"start":{"line":214,"column":20},"end":{"line":214,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4529¿Property¿¿6584¿¿¿¿{"start":{"line":215,"column":12},"end":{"line":215,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4530¿Identifier¿¿6584¿body¿¿¿{"start":{"line":215,"column":12},"end":{"line":215,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4531¿Identifier¿¿6584¿upload_body¿¿¿{"start":{"line":215,"column":18},"end":{"line":215,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4532¿Property¿¿6584¿¿¿¿{"start":{"line":216,"column":12},"end":{"line":218,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4533¿Identifier¿¿6584¿headers¿¿¿{"start":{"line":216,"column":12},"end":{"line":216,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4534¿Identifier¿¿6584¿v639¿¿¿¿¿Identifier
4535¿VariableDeclarator¿¿6584¿v646¿¿¿{"start":{"line":220,"column":10},"end":{"line":234,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4536¿FunctionExpression¿¿6584¿anon¿¿¿{"start":{"line":220,"column":10},"end":{"line":234,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿FunctionExpression
4537¿Identifier¿¿0¿err¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4538¿IfStatement¿¿6586¿¿¿¿{"start":{"line":221,"column":12},"end":{"line":233,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
4539¿Identifier¿¿6586¿err¿¿¿{"start":{"line":221,"column":16},"end":{"line":221,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4540¿VariableDeclarator¿¿6586¿v641¿¿¿{"start":{"line":222,"column":14},"end":{"line":228,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4541¿CallExpression¿¿6586¿¿¿¿{"start":{"line":222,"column":14},"end":{"line":228,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4542¿Identifier¿¿6586¿sendToCodecovV2¿¿¿{"start":{"line":222,"column":14},"end":{"line":222,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4543¿Identifier¿¿6586¿codecov_endpoint¿¿¿{"start":{"line":223,"column":16},"end":{"line":223,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4544¿Identifier¿¿6586¿query¿¿¿{"start":{"line":224,"column":16},"end":{"line":224,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4545¿Identifier¿¿6586¿upload_body¿¿¿{"start":{"line":225,"column":16},"end":{"line":225,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4546¿Identifier¿¿6586¿on_success¿¿¿{"start":{"line":226,"column":16},"end":{"line":226,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4547¿Identifier¿¿6586¿on_failure¿¿¿{"start":{"line":227,"column":16},"end":{"line":227,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4548¿ExpressionStatement¿¿6586¿¿¿¿{"start":{"line":222,"column":14},"end":{"line":228,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4549¿Identifier¿¿6586¿v641¿¿¿¿¿Identifier
4550¿BlockStatement¿¿6586¿¿¿¿{"start":{"line":221,"column":21},"end":{"line":229,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
4551¿VariableDeclarator¿¿6586¿v642¿¿¿{"start":{"line":230,"column":14},"end":{"line":230,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4552¿CallExpression¿¿6586¿¿¿¿{"start":{"line":230,"column":14},"end":{"line":230,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4553¿MemberExpression¿¿6586¿¿¿¿{"start":{"line":230,"column":14},"end":{"line":230,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4554¿Identifier¿¿6586¿console¿¿¿{"start":{"line":230,"column":14},"end":{"line":230,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4555¿Identifier¿¿6586¿log¿¿¿{"start":{"line":230,"column":22},"end":{"line":230,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4556¿Literal¿string¿6586¿¿'    Success!'¿¿{"start":{"line":230,"column":26},"end":{"line":230,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4557¿ExpressionStatement¿¿6586¿¿¿¿{"start":{"line":230,"column":14},"end":{"line":230,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4558¿Identifier¿¿6586¿v642¿¿¿¿¿Identifier
4559¿VariableDeclarator¿¿6586¿v643¿¿¿{"start":{"line":231,"column":26},"end":{"line":231,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4560¿BinaryExpression¿+¿6586¿¿¿¿{"start":{"line":231,"column":26},"end":{"line":231,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
4561¿Literal¿string¿6586¿¿'    View report at: '¿¿{"start":{"line":231,"column":26},"end":{"line":231,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4562¿Identifier¿¿6586¿codecov_report_url¿¿¿{"start":{"line":231,"column":51},"end":{"line":231,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4563¿VariableDeclarator¿¿6586¿v644¿¿¿{"start":{"line":231,"column":14},"end":{"line":231,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4564¿CallExpression¿¿6586¿¿¿¿{"start":{"line":231,"column":14},"end":{"line":231,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4565¿MemberExpression¿¿6586¿¿¿¿{"start":{"line":231,"column":14},"end":{"line":231,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4566¿Identifier¿¿6586¿console¿¿¿{"start":{"line":231,"column":14},"end":{"line":231,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4567¿Identifier¿¿6586¿log¿¿¿{"start":{"line":231,"column":22},"end":{"line":231,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4568¿Identifier¿¿6586¿v643¿¿¿¿¿Identifier
4569¿ExpressionStatement¿¿6586¿¿¿¿{"start":{"line":231,"column":14},"end":{"line":231,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4570¿Identifier¿¿6586¿v644¿¿¿¿¿Identifier
4571¿VariableDeclarator¿¿6586¿v645¿¿¿{"start":{"line":232,"column":14},"end":{"line":232,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4572¿CallExpression¿¿6586¿¿¿¿{"start":{"line":232,"column":14},"end":{"line":232,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4573¿Identifier¿¿6586¿on_success¿¿¿{"start":{"line":232,"column":14},"end":{"line":232,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4574¿Identifier¿¿6586¿codecov_report_url¿¿¿{"start":{"line":232,"column":25},"end":{"line":232,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4575¿ExpressionStatement¿¿6586¿¿¿¿{"start":{"line":232,"column":14},"end":{"line":232,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4576¿Identifier¿¿6586¿v645¿¿¿¿¿Identifier
4577¿BlockStatement¿¿6586¿¿¿¿{"start":{"line":229,"column":19},"end":{"line":233,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
4578¿BlockStatement¿¿6586¿¿¿¿{"start":{"line":220,"column":24},"end":{"line":234,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
4579¿VariableDeclarator¿¿6584¿v647¿¿¿{"start":{"line":211,"column":8},"end":{"line":235,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4580¿CallExpression¿¿6584¿¿¿¿{"start":{"line":211,"column":8},"end":{"line":235,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
