Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
705¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":51,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Program
830¿UnaryExpression¿!¿1240¿¿¿¿{"start":{"line":11,"column":32},"end":{"line":11,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
831¿Identifier¿¿1240¿v99¿¿¿¿¿Identifier
832¿VariableDeclarator¿¿1240¿v101¿¿¿{"start":{"line":11,"column":31},"end":{"line":11,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
833¿UnaryExpression¿!¿1240¿¿¿¿{"start":{"line":11,"column":31},"end":{"line":11,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
834¿Identifier¿¿1240¿v100¿¿¿¿¿Identifier
835¿VariableDeclarator¿¿1240¿v102¿¿¿{"start":{"line":11,"column":48},"end":{"line":11,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
836¿CallExpression¿¿1240¿¿¿¿{"start":{"line":11,"column":48},"end":{"line":11,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
837¿MemberExpression¿¿1240¿¿¿¿{"start":{"line":11,"column":48},"end":{"line":11,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
838¿Identifier¿¿1240¿item¿¿¿{"start":{"line":11,"column":48},"end":{"line":11,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
839¿Identifier¿¿1240¿trim¿¿¿{"start":{"line":11,"column":53},"end":{"line":11,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
840¿VariableDeclarator¿¿1240¿v103¿¿¿{"start":{"line":11,"column":48},"end":{"line":11,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
841¿BinaryExpression¿!==¿1240¿¿¿¿{"start":{"line":11,"column":48},"end":{"line":11,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
842¿Identifier¿¿1240¿v102¿¿¿¿¿Identifier
843¿Literal¿string¿1240¿¿''¿¿{"start":{"line":11,"column":64},"end":{"line":11,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
844¿VariableDeclarator¿¿1240¿v104¿¿¿{"start":{"line":11,"column":31},"end":{"line":11,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
845¿LogicalExpression¿&&¿1240¿¿¿¿{"start":{"line":11,"column":31},"end":{"line":11,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿LogicalExpression
846¿Identifier¿¿1240¿v101¿¿¿¿¿Identifier
847¿Identifier¿¿1240¿v103¿¿¿¿¿Identifier
848¿ReturnStatement¿¿1240¿¿¿¿¿¿ReturnStatement
849¿Identifier¿¿1240¿v104¿¿¿¿¿Identifier
850¿BlockStatement¿¿1240¿¿¿¿¿¿BlockStatement
851¿VariableDeclarator¿¿1233¿v106¿¿¿{"start":{"line":11,"column":9},"end":{"line":11,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
852¿CallExpression¿¿1233¿¿¿¿{"start":{"line":11,"column":9},"end":{"line":11,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
853¿MemberExpression¿¿1233¿¿¿¿{"start":{"line":11,"column":9},"end":{"line":11,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
854¿Identifier¿¿1233¿result¿¿¿{"start":{"line":11,"column":9},"end":{"line":11,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
855¿Identifier¿¿1233¿filter¿¿¿{"start":{"line":11,"column":16},"end":{"line":11,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
856¿Identifier¿¿1233¿v105¿¿¿¿¿Identifier
857¿VariableDeclarator¿¿1233¿v146¿¿¿{"start":{"line":11,"column":75},"end":{"line":21,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
858¿ArrowFunctionExpression¿¿1233¿¿¿¿{"start":{"line":11,"column":75},"end":{"line":21,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
859¿Identifier¿¿0¿accumulator¿¿¿{"start":{"line":11,"column":76},"end":{"line":11,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
860¿Identifier¿¿0¿currentValue¿¿¿{"start":{"line":11,"column":89},"end":{"line":11,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
861¿VariableDeclarator¿¿1242¿v107¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
862¿CallExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
863¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
864¿Identifier¿¿1242¿currentValue¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
865¿Identifier¿¿1242¿split¿¿¿{"start":{"line":12,"column":33},"end":{"line":12,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
866¿Literal¿string¿1242¿¿' '¿¿{"start":{"line":12,"column":39},"end":{"line":12,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
867¿VariableDeclarator¿¿1242¿v114¿¿¿{"start":{"line":12,"column":51},"end":{"line":12,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
868¿ArrowFunctionExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":51},"end":{"line":12,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
869¿Identifier¿¿0¿item¿¿¿{"start":{"line":12,"column":51},"end":{"line":12,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
870¿VariableDeclarator¿¿1244¿v108¿¿¿{"start":{"line":12,"column":61},"end":{"line":12,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
871¿CallExpression¿¿1244¿¿¿¿{"start":{"line":12,"column":61},"end":{"line":12,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
872¿MemberExpression¿¿1244¿¿¿¿{"start":{"line":12,"column":61},"end":{"line":12,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
873¿Identifier¿¿1244¿item¿¿¿{"start":{"line":12,"column":61},"end":{"line":12,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
874¿Identifier¿¿1244¿trim¿¿¿{"start":{"line":12,"column":66},"end":{"line":12,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
875¿VariableDeclarator¿¿1244¿v109¿¿¿{"start":{"line":12,"column":60},"end":{"line":12,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
876¿UnaryExpression¿!¿1244¿¿¿¿{"start":{"line":12,"column":60},"end":{"line":12,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
877¿Identifier¿¿1244¿v108¿¿¿¿¿Identifier
878¿VariableDeclarator¿¿1244¿v110¿¿¿{"start":{"line":12,"column":59},"end":{"line":12,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
879¿UnaryExpression¿!¿1244¿¿¿¿{"start":{"line":12,"column":59},"end":{"line":12,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
880¿Identifier¿¿1244¿v109¿¿¿¿¿Identifier
881¿VariableDeclarator¿¿1244¿v111¿¿¿{"start":{"line":12,"column":76},"end":{"line":12,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
882¿CallExpression¿¿1244¿¿¿¿{"start":{"line":12,"column":76},"end":{"line":12,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
883¿MemberExpression¿¿1244¿¿¿¿{"start":{"line":12,"column":76},"end":{"line":12,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
884¿Identifier¿¿1244¿item¿¿¿{"start":{"line":12,"column":76},"end":{"line":12,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
885¿Identifier¿¿1244¿trim¿¿¿{"start":{"line":12,"column":81},"end":{"line":12,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
886¿VariableDeclarator¿¿1244¿v112¿¿¿{"start":{"line":12,"column":76},"end":{"line":12,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
887¿BinaryExpression¿!==¿1244¿¿¿¿{"start":{"line":12,"column":76},"end":{"line":12,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
888¿Identifier¿¿1244¿v111¿¿¿¿¿Identifier
889¿Literal¿string¿1244¿¿''¿¿{"start":{"line":12,"column":92},"end":{"line":12,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
890¿VariableDeclarator¿¿1244¿v113¿¿¿{"start":{"line":12,"column":59},"end":{"line":12,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
891¿LogicalExpression¿&&¿1244¿¿¿¿{"start":{"line":12,"column":59},"end":{"line":12,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿LogicalExpression
892¿Identifier¿¿1244¿v110¿¿¿¿¿Identifier
893¿Identifier¿¿1244¿v112¿¿¿¿¿Identifier
894¿ReturnStatement¿¿1244¿¿¿¿¿¿ReturnStatement
895¿Identifier¿¿1244¿v113¿¿¿¿¿Identifier
896¿BlockStatement¿¿1244¿¿¿¿¿¿BlockStatement
897¿VariableDeclarator¿¿1242¿v115¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
898¿CallExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
899¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
900¿Identifier¿¿1242¿v107¿¿¿¿¿Identifier
901¿Identifier¿¿1242¿filter¿¿¿{"start":{"line":12,"column":44},"end":{"line":12,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
902¿Identifier¿¿1242¿v114¿¿¿¿¿Identifier
903¿VariableDeclarator¿¿1242¿v142¿¿¿{"start":{"line":12,"column":103},"end":{"line":19,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
904¿ArrowFunctionExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":103},"end":{"line":19,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
905¿Identifier¿¿0¿accumulator¿¿¿{"start":{"line":12,"column":104},"end":{"line":12,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
906¿Identifier¿¿0¿currentValue¿¿¿{"start":{"line":12,"column":117},"end":{"line":12,"column":129},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
907¿Identifier¿¿0¿index¿¿¿{"start":{"line":12,"column":131},"end":{"line":12,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
908¿VariableDeclarator¿¿1246¿v116¿¿¿{"start":{"line":13,"column":16},"end":{"line":13,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
909¿MemberExpression¿¿1246¿¿¿¿{"start":{"line":13,"column":16},"end":{"line":13,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
910¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":13,"column":16},"end":{"line":13,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
911¿Identifier¿¿1246¿length¿¿¿{"start":{"line":13,"column":24},"end":{"line":13,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
912¿VariableDeclarator¿¿1246¿v117¿¿¿{"start":{"line":13,"column":16},"end":{"line":13,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
913¿BinaryExpression¿-¿1246¿¿¿¿{"start":{"line":13,"column":16},"end":{"line":13,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
914¿Identifier¿¿1246¿v116¿¿¿¿¿Identifier
915¿Literal¿number¿1246¿¿1¿¿{"start":{"line":13,"column":33},"end":{"line":13,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
916¿VariableDeclarator¿¿1246¿v118¿¿¿{"start":{"line":13,"column":8},"end":{"line":13,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
917¿BinaryExpression¿>¿1246¿¿¿¿{"start":{"line":13,"column":8},"end":{"line":13,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
918¿Identifier¿¿1246¿index¿¿¿{"start":{"line":13,"column":8},"end":{"line":13,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
919¿Identifier¿¿1246¿v117¿¿¿¿¿Identifier
920¿IfStatement¿¿1246¿¿¿¿{"start":{"line":13,"column":4},"end":{"line":17,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿IfStatement
921¿Identifier¿¿1246¿v118¿¿¿¿¿Identifier
922¿VariableDeclarator¿¿1246¿v119¿¿¿{"start":{"line":14,"column":25},"end":{"line":14,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
923¿MemberExpression¿¿1246¿¿¿¿{"start":{"line":14,"column":25},"end":{"line":14,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
924¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":14,"column":25},"end":{"line":14,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
925¿Identifier¿¿1246¿length¿¿¿{"start":{"line":14,"column":33},"end":{"line":14,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
926¿VariableDeclarator¿¿1246¿v120¿¿¿{"start":{"line":14,"column":25},"end":{"line":14,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
927¿BinaryExpression¿-¿1246¿¿¿¿{"start":{"line":14,"column":25},"end":{"line":14,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
928¿Identifier¿¿1246¿v119¿¿¿¿¿Identifier
929¿Literal¿number¿1246¿¿1¿¿{"start":{"line":14,"column":42},"end":{"line":14,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
930¿VariableDeclarator¿¿1246¿v121¿¿¿{"start":{"line":14,"column":17},"end":{"line":14,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
931¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":14,"column":17},"end":{"line":14,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
932¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":14,"column":17},"end":{"line":14,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
933¿Identifier¿¿1246¿v120¿¿¿¿¿Identifier
934¿VariableDeclarator¿¿1246¿v122¿¿¿{"start":{"line":14,"column":71},"end":{"line":14,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
935¿MemberExpression¿¿1246¿¿¿¿{"start":{"line":14,"column":71},"end":{"line":14,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
936¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":14,"column":71},"end":{"line":14,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
937¿Identifier¿¿1246¿length¿¿¿{"start":{"line":14,"column":79},"end":{"line":14,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
938¿VariableDeclarator¿¿1246¿v123¿¿¿{"start":{"line":14,"column":71},"end":{"line":14,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
939¿BinaryExpression¿-¿1246¿¿¿¿{"start":{"line":14,"column":71},"end":{"line":14,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
940¿Identifier¿¿1246¿v122¿¿¿¿¿Identifier
941¿Literal¿number¿1246¿¿1¿¿{"start":{"line":14,"column":88},"end":{"line":14,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
942¿VariableDeclarator¿¿1246¿v124¿¿¿{"start":{"line":14,"column":63},"end":{"line":14,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
943¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":14,"column":63},"end":{"line":14,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
944¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":14,"column":63},"end":{"line":14,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
945¿Identifier¿¿1246¿v123¿¿¿¿¿Identifier
946¿VariableDeclarator¿¿1246¿v125¿¿¿{"start":{"line":14,"column":51},"end":{"line":14,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
947¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":14,"column":51},"end":{"line":14,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
948¿Identifier¿¿1246¿accumulator¿¿¿{"start":{"line":14,"column":51},"end":{"line":14,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
949¿Identifier¿¿1246¿v124¿¿¿¿¿Identifier
950¿VariableDeclarator¿¿1246¿v126¿¿¿{"start":{"line":14,"column":51},"end":{"line":14,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
951¿CallExpression¿¿1246¿¿¿¿{"start":{"line":14,"column":51},"end":{"line":14,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
952¿MemberExpression¿¿1246¿¿¿¿{"start":{"line":14,"column":51},"end":{"line":14,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
953¿Identifier¿¿1246¿v125¿¿¿¿¿Identifier
954¿Identifier¿¿1246¿trim¿¿¿{"start":{"line":14,"column":92},"end":{"line":14,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
955¿VariableDeclarator¿¿1246¿v127¿¿¿{"start":{"line":14,"column":50},"end":{"line":14,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
956¿UnaryExpression¿!¿1246¿¿¿¿{"start":{"line":14,"column":50},"end":{"line":14,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
957¿Identifier¿¿1246¿v126¿¿¿¿¿Identifier
958¿VariableDeclarator¿¿1246¿v128¿¿¿{"start":{"line":14,"column":49},"end":{"line":14,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
959¿UnaryExpression¿!¿1246¿¿¿¿{"start":{"line":14,"column":49},"end":{"line":14,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
960¿Identifier¿¿1246¿v127¿¿¿¿¿Identifier
961¿VariableDeclarator¿¿1246¿v129¿¿¿{"start":{"line":14,"column":122},"end":{"line":14,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
962¿MemberExpression¿¿1246¿¿¿¿{"start":{"line":14,"column":122},"end":{"line":14,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
