Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
680¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Program
799¿VariableDeclarator¿¿1180¿v130¿¿¿{"start":{"line":31,"column":22},"end":{"line":75,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
800¿FunctionExpression¿¿1180¿anon¿¿¿{"start":{"line":31,"column":22},"end":{"line":75,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿FunctionExpression
801¿Identifier¿¿0¿err¿¿¿{"start":{"line":31,"column":31},"end":{"line":31,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
802¿Identifier¿¿0¿stat¿¿¿{"start":{"line":31,"column":36},"end":{"line":31,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
803¿IfStatement¿¿1183¿¿¿¿{"start":{"line":32,"column":6},"end":{"line":34,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿IfStatement
804¿Identifier¿¿1183¿err¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
805¿VariableDeclarator¿¿1183¿v89¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
806¿CallExpression¿¿1183¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
807¿Identifier¿¿1183¿next¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
808¿Identifier¿¿1183¿err¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
809¿ReturnStatement¿¿1183¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ReturnStatement
810¿Identifier¿¿1183¿v89¿¿¿¿¿Identifier
811¿BlockStatement¿¿1183¿¿¿¿{"start":{"line":32,"column":14},"end":{"line":34,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
812¿VariableDeclarator¿¿1183¿v90¿¿¿{"start":{"line":37,"column":23},"end":{"line":37,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
813¿CallExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":23},"end":{"line":37,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
814¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":23},"end":{"line":37,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
815¿Identifier¿¿1183¿crypto¿¿¿{"start":{"line":37,"column":23},"end":{"line":37,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
816¿Identifier¿¿1183¿createHash¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
817¿Literal¿string¿1183¿¿'md5'¿¿{"start":{"line":37,"column":41},"end":{"line":37,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
818¿VariableDeclarator¿¿1183¿v91¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
819¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
820¿Identifier¿¿1183¿stat¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
821¿Identifier¿¿1183¿ctime¿¿¿{"start":{"line":40,"column":14},"end":{"line":40,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
822¿VariableDeclarator¿¿1183¿v92¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
823¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
824¿Identifier¿¿1183¿stat¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
825¿Identifier¿¿1183¿ctime¿¿¿{"start":{"line":40,"column":28},"end":{"line":40,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
826¿VariableDeclarator¿¿1183¿v93¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
827¿CallExpression¿¿1183¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
828¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
829¿Identifier¿¿1183¿v92¿¿¿¿¿Identifier
830¿Identifier¿¿1183¿getTime¿¿¿{"start":{"line":40,"column":34},"end":{"line":40,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
831¿VariableDeclarator¿¿1183¿v94¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
832¿LogicalExpression¿&&¿1183¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿LogicalExpression
833¿Identifier¿¿1183¿v91¿¿¿¿¿Identifier
834¿Identifier¿¿1183¿v93¿¿¿¿¿Identifier
835¿VariableDeclarator¿¿1183¿v95¿¿¿{"start":{"line":37,"column":66},"end":{"line":41,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
836¿ArrayExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":66},"end":{"line":41,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ArrayExpression
837¿Identifier¿¿1183¿_seed¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
838¿Identifier¿¿1183¿filePath¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
839¿Identifier¿¿1183¿v94¿¿¿¿¿Identifier
840¿VariableDeclarator¿¿1183¿v96¿¿¿{"start":{"line":37,"column":66},"end":{"line":41,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
841¿CallExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":66},"end":{"line":41,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
842¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":66},"end":{"line":41,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
843¿Identifier¿¿1183¿v95¿¿¿¿¿Identifier
844¿Identifier¿¿1183¿join¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
845¿Literal¿string¿1183¿¿''¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
846¿VariableDeclarator¿¿1183¿v97¿¿¿{"start":{"line":37,"column":55},"end":{"line":41,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
847¿NewExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":55},"end":{"line":41,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿NewExpression
848¿Identifier¿¿1183¿Buffer¿¿¿{"start":{"line":37,"column":59},"end":{"line":37,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
849¿Identifier¿¿1183¿v96¿¿¿¿¿Identifier
850¿VariableDeclarator¿¿1183¿v98¿¿¿{"start":{"line":37,"column":23},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
851¿CallExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":23},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
852¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":23},"end":{"line":37,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
853¿Identifier¿¿1183¿v90¿¿¿¿¿Identifier
854¿Identifier¿¿1183¿update¿¿¿{"start":{"line":37,"column":48},"end":{"line":37,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
855¿Identifier¿¿1183¿v97¿¿¿¿¿Identifier
856¿VariableDeclarator¿¿1183¿uniqueHash¿¿¿{"start":{"line":37,"column":10},"end":{"line":41,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
857¿CallExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":23},"end":{"line":41,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
858¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":37,"column":23},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
859¿Identifier¿¿1183¿v98¿¿¿¿¿Identifier
860¿Identifier¿¿1183¿digest¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
861¿Literal¿string¿1183¿¿'hex'¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
862¿VariableDeclarator¿¿1183¿v99¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
863¿BinaryExpression¿+¿1183¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
864¿Literal¿string¿1183¿¿'W/''¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
865¿Identifier¿¿1183¿uniqueHash¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
866¿VariableDeclarator¿¿1183¿eTag¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
867¿BinaryExpression¿+¿1183¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
868¿Identifier¿¿1183¿v99¿¿¿¿¿Identifier
869¿Literal¿string¿1183¿¿'''¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
870¿VariableDeclarator¿¿1183¿v100¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
871¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
872¿Identifier¿¿1183¿req¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
873¿Identifier¿¿1183¿headers¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
874¿VariableDeclarator¿¿1183¿v101¿¿¿{"start":{"line":45,"column":35},"end":{"line":45,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
875¿ObjectExpression¿¿1183¿¿¿¿{"start":{"line":45,"column":35},"end":{"line":45,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ObjectExpression
876¿VariableDeclarator¿¿1183¿headers¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
877¿LogicalExpression¿||¿1183¿¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿LogicalExpression
878¿Identifier¿¿1183¿v100¿¿¿¿¿Identifier
879¿Identifier¿¿1183¿v101¿¿¿¿¿Identifier
880¿VariableDeclarator¿¿1183¿v102¿¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
881¿MemberExpression¿computed¿1183¿¿¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
882¿Identifier¿¿1183¿headers¿¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
883¿Literal¿string¿1183¿¿'if-none-match'¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
884¿VariableDeclarator¿¿1183¿matchETag¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
885¿BinaryExpression¿===¿1183¿¿¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
886¿Identifier¿¿1183¿v102¿¿¿¿¿Identifier
887¿Identifier¿¿1183¿eTag¿¿¿{"start":{"line":46,"column":51},"end":{"line":46,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
888¿VariableDeclarator¿¿1183¿v103¿¿¿{"start":{"line":47,"column":39},"end":{"line":47,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
889¿MemberExpression¿computed¿1183¿¿¿¿{"start":{"line":47,"column":39},"end":{"line":47,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
890¿Identifier¿¿1183¿headers¿¿¿{"start":{"line":47,"column":39},"end":{"line":47,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
891¿Literal¿string¿1183¿¿'if-modified-since'¿¿{"start":{"line":47,"column":47},"end":{"line":47,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
892¿VariableDeclarator¿¿1183¿v104¿¿¿{"start":{"line":47,"column":30},"end":{"line":47,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
893¿NewExpression¿¿1183¿¿¿¿{"start":{"line":47,"column":30},"end":{"line":47,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿NewExpression
894¿Identifier¿¿1183¿Date¿¿¿{"start":{"line":47,"column":34},"end":{"line":47,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
895¿Identifier¿¿1183¿v103¿¿¿¿¿Identifier
896¿VariableDeclarator¿¿1183¿v105¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
897¿CallExpression¿¿1183¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
898¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
899¿Identifier¿¿1183¿v104¿¿¿¿¿Identifier
900¿Identifier¿¿1183¿getTime¿¿¿{"start":{"line":47,"column":70},"end":{"line":47,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
901¿VariableDeclarator¿¿1183¿v106¿¿¿{"start":{"line":47,"column":82},"end":{"line":47,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
902¿CallExpression¿¿1183¿¿¿¿{"start":{"line":47,"column":82},"end":{"line":47,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
903¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":47,"column":82},"end":{"line":47,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
904¿Identifier¿¿1183¿Date¿¿¿{"start":{"line":47,"column":82},"end":{"line":47,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
905¿Identifier¿¿1183¿now¿¿¿{"start":{"line":47,"column":87},"end":{"line":47,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
906¿VariableDeclarator¿¿1183¿v107¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
907¿BinaryExpression¿-¿1183¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
908¿Identifier¿¿1183¿v105¿¿¿¿¿Identifier
909¿Identifier¿¿1183¿v106¿¿¿¿¿Identifier
910¿VariableDeclarator¿¿1183¿matchExpiration¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
911¿BinaryExpression¿>=¿1183¿¿¿¿{"start":{"line":47,"column":28},"end":{"line":47,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
912¿Identifier¿¿1183¿v107¿¿¿¿¿Identifier
913¿Literal¿number¿1183¿¿0¿¿{"start":{"line":47,"column":97},"end":{"line":47,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
914¿VariableDeclarator¿¿1183¿v108¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
915¿CallExpression¿¿1183¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
916¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
917¿Identifier¿¿1183¿res¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
918¿Identifier¿¿1183¿setHeader¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
919¿Literal¿string¿1183¿¿'ETag'¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
920¿Identifier¿¿1183¿eTag¿¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
