Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
995¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":154,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Program
1112¿Identifier¿¿1682¿reduceFieldsToOptions¿¿¿{"start":{"line":19,"column":36},"end":{"line":19,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1113¿Identifier¿¿1682¿v96¿¿¿¿¿Identifier
1114¿VariableDeclarator¿¿1682¿v97¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1115¿BinaryExpression¿===¿1682¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BinaryExpression
1116¿Identifier¿¿1682¿pid¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1117¿Literal¿number¿1682¿¿0¿¿{"start":{"line":21,"column":20},"end":{"line":21,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1118¿VariableDeclarator¿¿1682¿v98¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1119¿LogicalExpression¿||¿1682¿¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿LogicalExpression
1120¿Identifier¿¿1682¿pid¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1121¿Identifier¿¿1682¿v97¿¿¿¿¿Identifier
1122¿IfStatement¿¿1682¿¿¿¿{"start":{"line":21,"column":1},"end":{"line":25,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿IfStatement
1123¿Identifier¿¿1682¿v98¿¿¿¿¿Identifier
1124¿VariableDeclarator¿¿1682¿v99¿¿¿{"start":{"line":22,"column":34},"end":{"line":22,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1125¿CallExpression¿¿1682¿¿¿¿{"start":{"line":22,"column":34},"end":{"line":22,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1126¿Identifier¿¿1682¿processPids¿¿¿{"start":{"line":22,"column":34},"end":{"line":22,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1127¿Identifier¿¿1682¿pid¿¿¿{"start":{"line":22,"column":46},"end":{"line":22,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1128¿VariableDeclarator¿¿1682¿v100¿¿¿{"start":{"line":22,"column":26},"end":{"line":22,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1129¿ArrayExpression¿¿1682¿¿¿¿{"start":{"line":22,"column":26},"end":{"line":22,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrayExpression
1130¿Literal¿string¿1682¿¿'-p'¿¿{"start":{"line":22,"column":28},"end":{"line":22,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1131¿Identifier¿¿1682¿v99¿¿¿¿¿Identifier
1132¿SpreadElement¿¿1682¿¿¿¿{"start":{"line":22,"column":52},"end":{"line":22,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿SpreadElement
1133¿VariableDeclarator¿¿1682¿output¿¿¿{"start":{"line":22,"column":8},"end":{"line":22,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1134¿AwaitExpression¿¿1682¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AwaitExpression
1135¿CallExpression¿¿1682¿¿¿¿{"start":{"line":22,"column":23},"end":{"line":22,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1136¿Identifier¿¿1682¿ps¿¿¿{"start":{"line":22,"column":23},"end":{"line":22,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1137¿Identifier¿¿1682¿v100¿¿¿¿¿Identifier
1138¿VariableDeclarator¿¿1682¿v101¿¿¿{"start":{"line":24,"column":9},"end":{"line":24,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1139¿CallExpression¿¿1682¿¿¿¿{"start":{"line":24,"column":9},"end":{"line":24,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1140¿Identifier¿¿1682¿parseGrid¿¿¿{"start":{"line":24,"column":9},"end":{"line":24,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1141¿Identifier¿¿1682¿output¿¿¿{"start":{"line":24,"column":19},"end":{"line":24,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1142¿ReturnStatement¿¿1682¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":24,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
1143¿Identifier¿¿1682¿v101¿¿¿¿¿Identifier
1144¿BlockStatement¿¿1682¿¿¿¿{"start":{"line":21,"column":23},"end":{"line":25,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1145¿VariableDeclarator¿¿1682¿v102¿¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1146¿BinaryExpression¿===¿1682¿¿¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BinaryExpression
1147¿Identifier¿¿1682¿ppid¿¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1148¿Literal¿number¿1682¿¿0¿¿{"start":{"line":27,"column":22},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1149¿VariableDeclarator¿¿1682¿v103¿¿¿{"start":{"line":27,"column":5},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1150¿LogicalExpression¿||¿1682¿¿¿¿{"start":{"line":27,"column":5},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿LogicalExpression
1151¿Identifier¿¿1682¿ppid¿¿¿{"start":{"line":27,"column":5},"end":{"line":27,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1152¿Identifier¿¿1682¿v102¿¿¿¿¿Identifier
1153¿IfStatement¿¿1682¿¿¿¿{"start":{"line":27,"column":1},"end":{"line":36,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿IfStatement
1154¿Identifier¿¿1682¿v103¿¿¿¿¿Identifier
1155¿VariableDeclarator¿¿1682¿pids¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1156¿CallExpression¿¿1682¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1157¿Identifier¿¿1682¿processPids¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1158¿Identifier¿¿1682¿ppid¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1159¿VariableDeclarator¿¿1682¿v104¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1160¿CallExpression¿¿1682¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1161¿Identifier¿¿1682¿String¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1162¿Identifier¿¿1682¿pids¿¿¿{"start":{"line":29,"column":33},"end":{"line":29,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1163¿VariableDeclarator¿¿1682¿v105¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1164¿CallExpression¿¿1682¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1165¿MemberExpression¿¿1682¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1166¿Identifier¿¿1682¿v104¿¿¿¿¿Identifier
1167¿Identifier¿¿1682¿split¿¿¿{"start":{"line":29,"column":39},"end":{"line":29,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1168¿Literal¿string¿1682¿¿','¿¿{"start":{"line":29,"column":45},"end":{"line":29,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1169¿VariableDeclarator¿¿1682¿ppidSet¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1170¿NewExpression¿¿1682¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿NewExpression
1171¿Identifier¿¿1682¿Set¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1172¿Identifier¿¿1682¿v105¿¿¿¿¿Identifier
1173¿VariableDeclarator¿¿1682¿v106¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1174¿ArrayExpression¿¿1682¿¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrayExpression
1175¿Literal¿string¿1682¿¿'-p'¿¿{"start":{"line":30,"column":28},"end":{"line":30,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1176¿Identifier¿¿1682¿pids¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1177¿SpreadElement¿¿1682¿¿¿¿{"start":{"line":30,"column":40},"end":{"line":30,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿SpreadElement
1178¿VariableDeclarator¿¿1682¿output¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1179¿AwaitExpression¿¿1682¿¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AwaitExpression
1180¿CallExpression¿¿1682¿¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1181¿Identifier¿¿1682¿ps¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1182¿Identifier¿¿1682¿v106¿¿¿¿¿Identifier
1183¿VariableDeclarator¿¿1682¿processes¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1184¿CallExpression¿¿1682¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1185¿Identifier¿¿1682¿parseGrid¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1186¿Identifier¿¿1682¿output¿¿¿{"start":{"line":31,"column":30},"end":{"line":31,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1187¿VariableDeclarator¿¿1682¿v109¿¿¿{"start":{"line":33,"column":26},"end":{"line":35,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1188¿ArrowFunctionExpression¿¿1682¿¿¿¿{"start":{"line":33,"column":26},"end":{"line":35,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrowFunctionExpression
1189¿Identifier¿¿0¿proc¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1190¿VariableDeclarator¿¿1689¿v107¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1191¿MemberExpression¿¿1689¿¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1192¿Identifier¿¿1689¿proc¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1193¿Identifier¿¿1689¿ppid¿¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1194¿VariableDeclarator¿¿1689¿v108¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1195¿CallExpression¿¿1689¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1196¿MemberExpression¿¿1689¿¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1197¿Identifier¿¿1689¿ppidSet¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1198¿Identifier¿¿1689¿has¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1199¿Identifier¿¿1689¿v107¿¿¿¿¿Identifier
1200¿ReturnStatement¿¿1689¿¿¿¿{"start":{"line":34,"column":3},"end":{"line":34,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
1201¿Identifier¿¿1689¿v108¿¿¿¿¿Identifier
1202¿BlockStatement¿¿1689¿¿¿¿{"start":{"line":33,"column":36},"end":{"line":35,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1203¿VariableDeclarator¿¿1682¿v110¿¿¿{"start":{"line":33,"column":9},"end":{"line":35,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1204¿CallExpression¿¿1682¿¿¿¿{"start":{"line":33,"column":9},"end":{"line":35,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1205¿MemberExpression¿¿1682¿¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1206¿Identifier¿¿1682¿processes¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1207¿Identifier¿¿1682¿filter¿¿¿{"start":{"line":33,"column":19},"end":{"line":33,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1208¿Identifier¿¿1682¿v109¿¿¿¿¿Identifier
1209¿ReturnStatement¿¿1682¿¿¿¿{"start":{"line":33,"column":2},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
1210¿Identifier¿¿1682¿v110¿¿¿¿¿Identifier
1211¿BlockStatement¿¿1682¿¿¿¿{"start":{"line":27,"column":25},"end":{"line":36,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1212¿IfStatement¿¿1682¿¿¿¿{"start":{"line":38,"column":1},"end":{"line":42,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿IfStatement
1213¿Identifier¿¿1682¿all¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1214¿VariableDeclarator¿¿1682¿v111¿¿¿{"start":{"line":39,"column":26},"end":{"line":39,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1215¿ArrayExpression¿¿1682¿¿¿¿{"start":{"line":39,"column":26},"end":{"line":39,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrayExpression
1216¿Literal¿string¿1682¿¿'-e'¿¿{"start":{"line":39,"column":28},"end":{"line":39,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1217¿SpreadElement¿¿1682¿¿¿¿{"start":{"line":39,"column":34},"end":{"line":39,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿SpreadElement
1218¿VariableDeclarator¿¿1682¿output¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1219¿AwaitExpression¿¿1682¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AwaitExpression
1220¿CallExpression¿¿1682¿¿¿¿{"start":{"line":39,"column":23},"end":{"line":39,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1221¿Identifier¿¿1682¿ps¿¿¿{"start":{"line":39,"column":23},"end":{"line":39,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1222¿Identifier¿¿1682¿v111¿¿¿¿¿Identifier
1223¿VariableDeclarator¿¿1682¿v112¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1224¿CallExpression¿¿1682¿¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1225¿Identifier¿¿1682¿parseGrid¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1226¿Identifier¿¿1682¿output¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1227¿ReturnStatement¿¿1682¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
1228¿Identifier¿¿1682¿v112¿¿¿¿¿Identifier
1229¿BlockStatement¿¿1682¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":42,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1230¿IfStatement¿¿1682¿¿¿¿{"start":{"line":44,"column":1},"end":{"line":48,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿IfStatement
