Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1747¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":187,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Program
2083¿CallExpression¿¿3099¿¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2084¿Identifier¿¿3099¿parseFloat¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2085¿Identifier¿¿3099¿v220¿¿¿¿¿Identifier
2086¿VariableDeclarator¿¿3099¿stat¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2087¿ObjectExpression¿¿3099¿¿¿¿¿¿ObjectExpression
2088¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2089¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2090¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2091¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2092¿Identifier¿¿3099¿utime¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2093¿Identifier¿¿3099¿v209¿¿¿¿¿Identifier
2094¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2095¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2096¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2097¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2098¿Identifier¿¿3099¿stime¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2099¿Identifier¿¿3099¿v211¿¿¿¿¿Identifier
2100¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2101¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2102¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2103¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2104¿Identifier¿¿3099¿cutime¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2105¿Identifier¿¿3099¿v213¿¿¿¿¿Identifier
2106¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2107¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2108¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2109¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2110¿Identifier¿¿3099¿cstime¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2111¿Identifier¿¿3099¿v215¿¿¿¿¿Identifier
2112¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2113¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2114¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2115¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2116¿Identifier¿¿3099¿start¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2117¿Identifier¿¿3099¿v219¿¿¿¿¿Identifier
2118¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2119¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2120¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2121¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2122¿Identifier¿¿3099¿rss¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2123¿Identifier¿¿3099¿v221¿¿¿¿¿Identifier
2124¿VariableDeclarator¿¿3099¿childrens¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2125¿VariableDeclarator¿¿3099¿v222¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2126¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2127¿Identifier¿¿3099¿options¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2128¿Identifier¿¿3099¿childrens¿¿¿{"start":{"line":71,"column":30},"end":{"line":71,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2129¿VariableDeclarator¿¿3099¿v223¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2130¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2131¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2132¿Identifier¿¿3099¿cutime¿¿¿{"start":{"line":71,"column":47},"end":{"line":71,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2133¿VariableDeclarator¿¿3099¿v224¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2134¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2135¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2136¿Identifier¿¿3099¿cstime¿¿¿{"start":{"line":71,"column":61},"end":{"line":71,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2137¿VariableDeclarator¿¿3099¿v225¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2138¿BinaryExpression¿+¿3099¿¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2139¿Identifier¿¿3099¿v223¿¿¿¿¿Identifier
2140¿Identifier¿¿3099¿v224¿¿¿¿¿Identifier
2141¿IfStatement¿¿3099¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
2142¿Identifier¿¿3099¿v222¿¿¿¿¿Identifier
2143¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2144¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2145¿Identifier¿¿3099¿childrens¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2146¿Identifier¿¿3099¿v225¿¿¿¿¿Identifier
2147¿BlockStatement¿¿3099¿¿¿¿¿¿BlockStatement
2148¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2149¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2150¿Identifier¿¿3099¿childrens¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2151¿Literal¿number¿3099¿¿0¿¿{"start":{"line":71,"column":70},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2152¿BlockStatement¿¿3099¿¿¿¿¿¿BlockStatement
2153¿VariableDeclarator¿¿3099¿v226¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2154¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2155¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2156¿Identifier¿¿3099¿stime¿¿¿{"start":{"line":73,"column":23},"end":{"line":73,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2157¿VariableDeclarator¿¿3099¿v227¿¿¿{"start":{"line":73,"column":32},"end":{"line":73,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2158¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":73,"column":32},"end":{"line":73,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2159¿Identifier¿¿3099¿history¿¿¿{"start":{"line":73,"column":32},"end":{"line":73,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2160¿Identifier¿¿3099¿stime¿¿¿{"start":{"line":73,"column":40},"end":{"line":73,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2161¿VariableDeclarator¿¿3099¿v228¿¿¿{"start":{"line":73,"column":32},"end":{"line":73,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2162¿LogicalExpression¿||¿3099¿¿¿¿{"start":{"line":73,"column":32},"end":{"line":73,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿LogicalExpression
2163¿Identifier¿¿3099¿v227¿¿¿¿¿Identifier
2164¿Literal¿number¿3099¿¿0¿¿{"start":{"line":73,"column":49},"end":{"line":73,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2165¿VariableDeclarator¿¿3099¿v229¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2166¿BinaryExpression¿-¿3099¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2167¿Identifier¿¿3099¿v226¿¿¿¿¿Identifier
2168¿Identifier¿¿3099¿v228¿¿¿¿¿Identifier
2169¿VariableDeclarator¿¿3099¿v230¿¿¿{"start":{"line":73,"column":54},"end":{"line":73,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2170¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":73,"column":54},"end":{"line":73,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2171¿Identifier¿¿3099¿stat¿¿¿{"start":{"line":73,"column":54},"end":{"line":73,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2172¿Identifier¿¿3099¿utime¿¿¿{"start":{"line":73,"column":59},"end":{"line":73,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2173¿VariableDeclarator¿¿3099¿v231¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2174¿BinaryExpression¿+¿3099¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2175¿Identifier¿¿3099¿v229¿¿¿¿¿Identifier
2176¿Identifier¿¿3099¿v230¿¿¿¿¿Identifier
2177¿VariableDeclarator¿¿3099¿v232¿¿¿{"start":{"line":73,"column":68},"end":{"line":73,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2178¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":73,"column":68},"end":{"line":73,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2179¿Identifier¿¿3099¿history¿¿¿{"start":{"line":73,"column":68},"end":{"line":73,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2180¿Identifier¿¿3099¿utime¿¿¿{"start":{"line":73,"column":76},"end":{"line":73,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2181¿VariableDeclarator¿¿3099¿v233¿¿¿{"start":{"line":73,"column":68},"end":{"line":73,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2182¿LogicalExpression¿||¿3099¿¿¿¿{"start":{"line":73,"column":68},"end":{"line":73,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿LogicalExpression
2183¿Identifier¿¿3099¿v232¿¿¿¿¿Identifier
2184¿Literal¿number¿3099¿¿0¿¿{"start":{"line":73,"column":85},"end":{"line":73,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2185¿VariableDeclarator¿¿3099¿v234¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2186¿BinaryExpression¿-¿3099¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2187¿Identifier¿¿3099¿v231¿¿¿¿¿Identifier
2188¿Identifier¿¿3099¿v233¿¿¿¿¿Identifier
2189¿VariableDeclarator¿¿3099¿total¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2190¿BinaryExpression¿+¿3099¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2191¿Identifier¿¿3099¿v234¿¿¿¿¿Identifier
2192¿Identifier¿¿3099¿childrens¿¿¿{"start":{"line":73,"column":90},"end":{"line":73,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2193¿VariableDeclarator¿¿3099¿v235¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2194¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2195¿Identifier¿¿3099¿cpu¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2196¿Identifier¿¿3099¿clock_tick¿¿¿{"start":{"line":75,"column":26},"end":{"line":75,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2197¿ExpressionStatement¿¿3099¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2198¿AssignmentExpression¿=¿3099¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2199¿Identifier¿¿3099¿total¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2200¿BinaryExpression¿/¿3099¿¿¿¿{"start":{"line":75,"column":14},"end":{"line":75,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2201¿Identifier¿¿3099¿total¿¿¿{"start":{"line":75,"column":14},"end":{"line":75,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2202¿Identifier¿¿3099¿v235¿¿¿¿¿Identifier
2203¿VariableDeclarator¿¿3099¿seconds¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2204¿VariableDeclarator¿¿3099¿v236¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2205¿MemberExpression¿¿3099¿¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2206¿Identifier¿¿3099¿history¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2207¿Identifier¿¿3099¿uptime¿¿¿{"start":{"line":78,"column":28},"end":{"line":78,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2208¿VariableDeclarator¿¿3099¿v237¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2209¿BinaryExpression¿!==¿3099¿¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2210¿Identifier¿¿3099¿v236¿¿¿¿¿Identifier
