Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1029¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Program
1159¿UnaryExpression¿-¿1826¿¿¿¿{"start":{"line":26,"column":52},"end":{"line":26,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1160¿Literal¿number¿1826¿¿1¿¿{"start":{"line":26,"column":53},"end":{"line":26,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1161¿VariableDeclarator¿¿1826¿v133¿¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1162¿BinaryExpression¿===¿1826¿¿¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1163¿Identifier¿¿1826¿v131¿¿¿¿¿Identifier
1164¿Identifier¿¿1826¿v132¿¿¿¿¿Identifier
1165¿VariableDeclarator¿¿1826¿v134¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1166¿LogicalExpression¿&&¿1826¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿LogicalExpression
1167¿Identifier¿¿1826¿v129¿¿¿¿¿Identifier
1168¿Identifier¿¿1826¿v133¿¿¿¿¿Identifier
1169¿VariableDeclarator¿¿1826¿v135¿¿¿{"start":{"line":26,"column":58},"end":{"line":26,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1170¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":26,"column":58},"end":{"line":26,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1171¿Identifier¿¿1826¿opt¿¿¿{"start":{"line":26,"column":58},"end":{"line":26,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1172¿Identifier¿¿1826¿disableMessageRequirement¿¿¿{"start":{"line":26,"column":62},"end":{"line":26,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1173¿VariableDeclarator¿¿1826¿v136¿¿¿{"start":{"line":26,"column":58},"end":{"line":26,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1174¿BinaryExpression¿!==¿1826¿¿¿¿{"start":{"line":26,"column":58},"end":{"line":26,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1175¿Identifier¿¿1826¿v135¿¿¿¿¿Identifier
1176¿Literal¿boolean¿1826¿¿true¿¿{"start":{"line":26,"column":92},"end":{"line":26,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1177¿VariableDeclarator¿¿1826¿v137¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1178¿LogicalExpression¿&&¿1826¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿LogicalExpression
1179¿Identifier¿¿1826¿v134¿¿¿¿¿Identifier
1180¿Identifier¿¿1826¿v136¿¿¿¿¿Identifier
1181¿IfStatement¿¿1826¿¿¿¿{"start":{"line":26,"column":4},"end":{"line":28,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1182¿Identifier¿¿1826¿v137¿¿¿¿¿Identifier
1183¿VariableDeclarator¿¿1826¿v138¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":119},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1184¿NewExpression¿¿1826¿¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":119},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿NewExpression
1185¿Identifier¿¿1826¿Error¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1186¿Literal¿string¿1826¿¿'gulp-git: Commit message is required git.commit('commit message') or --amend arg must be given'¿¿{"start":{"line":27,"column":22},"end":{"line":27,"column":118},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1187¿ThrowStatement¿¿1826¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ThrowStatement
1188¿Identifier¿¿1826¿v138¿¿¿¿¿Identifier
1189¿BlockStatement¿¿1826¿¿¿¿{"start":{"line":26,"column":98},"end":{"line":28,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1190¿BlockStatement¿¿1826¿¿¿¿{"start":{"line":25,"column":16},"end":{"line":29,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1191¿VariableDeclarator¿¿1826¿v139¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1192¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1193¿Identifier¿¿1826¿opt¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1194¿Identifier¿¿1826¿cwd¿¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1195¿VariableDeclarator¿¿1826¿v140¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1196¿UnaryExpression¿!¿1826¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1197¿Identifier¿¿1826¿v139¿¿¿¿¿Identifier
1198¿IfStatement¿¿1826¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":30,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1199¿Identifier¿¿1826¿v140¿¿¿¿¿Identifier
1200¿VariableDeclarator¿¿1826¿v141¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1201¿CallExpression¿¿1826¿¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1202¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1203¿Identifier¿¿1826¿process¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1204¿Identifier¿¿1826¿cwd¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1205¿ExpressionStatement¿¿1826¿¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1206¿AssignmentExpression¿=¿1826¿¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1207¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1208¿Identifier¿¿1826¿opt¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1209¿Identifier¿¿1826¿cwd¿¿¿{"start":{"line":30,"column":20},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1210¿Identifier¿¿1826¿v141¿¿¿¿¿Identifier
1211¿BlockStatement¿¿1826¿¿¿¿¿¿BlockStatement
1212¿VariableDeclarator¿¿1826¿v142¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1213¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1214¿Identifier¿¿1826¿opt¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1215¿Identifier¿¿1826¿maxBuffer¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1216¿VariableDeclarator¿¿1826¿v143¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1217¿UnaryExpression¿!¿1826¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1218¿Identifier¿¿1826¿v142¿¿¿¿¿Identifier
1219¿IfStatement¿¿1826¿¿¿¿{"start":{"line":31,"column":2},"end":{"line":31,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1220¿Identifier¿¿1826¿v143¿¿¿¿¿Identifier
1221¿ExpressionStatement¿¿1826¿¿¿¿{"start":{"line":31,"column":22},"end":{"line":31,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1222¿AssignmentExpression¿=¿1826¿¿¿¿{"start":{"line":31,"column":22},"end":{"line":31,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1223¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":31,"column":22},"end":{"line":31,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1224¿Identifier¿¿1826¿opt¿¿¿{"start":{"line":31,"column":22},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1225¿Identifier¿¿1826¿maxBuffer¿¿¿{"start":{"line":31,"column":26},"end":{"line":31,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1226¿BinaryExpression¿*¿1826¿¿¿¿{"start":{"line":31,"column":38},"end":{"line":31,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1227¿Literal¿number¿1826¿¿200¿¿{"start":{"line":31,"column":38},"end":{"line":31,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1228¿Literal¿number¿1826¿¿1024¿¿{"start":{"line":31,"column":44},"end":{"line":31,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1229¿BlockStatement¿¿1826¿¿¿¿¿¿BlockStatement
1230¿VariableDeclarator¿¿1826¿v144¿¿¿{"start":{"line":32,"column":7},"end":{"line":32,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1231¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":32,"column":7},"end":{"line":32,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1232¿Identifier¿¿1826¿opt¿¿¿{"start":{"line":32,"column":7},"end":{"line":32,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1233¿Identifier¿¿1826¿args¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1234¿VariableDeclarator¿¿1826¿v145¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1235¿UnaryExpression¿!¿1826¿¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1236¿Identifier¿¿1826¿v144¿¿¿¿¿Identifier
1237¿IfStatement¿¿1826¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1238¿Identifier¿¿1826¿v145¿¿¿¿¿Identifier
1239¿ExpressionStatement¿¿1826¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1240¿AssignmentExpression¿=¿1826¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1241¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1242¿Identifier¿¿1826¿opt¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1243¿Identifier¿¿1826¿args¿¿¿{"start":{"line":32,"column":21},"end":{"line":32,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1244¿Literal¿string¿1826¿¿' '¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1245¿BlockStatement¿¿1826¿¿¿¿¿¿BlockStatement
1246¿VariableDeclarator¿¿1826¿files¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1247¿ArrayExpression¿¿1826¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ArrayExpression
1248¿VariableDeclarator¿¿1826¿paths¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1249¿ArrayExpression¿¿1826¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ArrayExpression
1250¿VariableDeclarator¿¿1826¿write¿¿¿{"start":{"line":37,"column":6},"end":{"line":41,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1251¿FunctionExpression¿¿1826¿anon¿¿¿{"start":{"line":37,"column":14},"end":{"line":41,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿FunctionExpression
1252¿Identifier¿¿0¿file¿¿¿{"start":{"line":37,"column":24},"end":{"line":37,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1253¿Identifier¿¿0¿enc¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1254¿Identifier¿¿0¿cb¿¿¿{"start":{"line":37,"column":35},"end":{"line":37,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1255¿VariableDeclarator¿¿1834¿v146¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1834¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1257¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1258¿Identifier¿¿1834¿files¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1259¿Identifier¿¿1834¿push¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1260¿Identifier¿¿1834¿file¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1261¿ExpressionStatement¿¿1834¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1262¿Identifier¿¿1834¿v146¿¿¿¿¿Identifier
1263¿VariableDeclarator¿¿1834¿v147¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1264¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1265¿Identifier¿¿1834¿opt¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1266¿Identifier¿¿1834¿cwd¿¿¿{"start":{"line":39,"column":33},"end":{"line":39,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1267¿VariableDeclarator¿¿1834¿v148¿¿¿{"start":{"line":39,"column":38},"end":{"line":39,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1268¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":39,"column":38},"end":{"line":39,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1269¿Identifier¿¿1834¿file¿¿¿{"start":{"line":39,"column":38},"end":{"line":39,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1270¿Identifier¿¿1834¿path¿¿¿{"start":{"line":39,"column":43},"end":{"line":39,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1271¿VariableDeclarator¿¿1834¿v149¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1272¿CallExpression¿¿1834¿¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1273¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1274¿Identifier¿¿1834¿path¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1275¿Identifier¿¿1834¿relative¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1276¿Identifier¿¿1834¿v147¿¿¿¿¿Identifier
1277¿Identifier¿¿1834¿v148¿¿¿¿¿Identifier
1278¿VariableDeclarator¿¿1834¿v150¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1834¿¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1280¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1281¿Identifier¿¿1834¿v149¿¿¿¿¿Identifier
1282¿Identifier¿¿1834¿replace¿¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1283¿Literal¿string¿1834¿¿'\\'¿¿{"start":{"line":39,"column":57},"end":{"line":39,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1284¿Literal¿string¿1834¿¿'/'¿¿{"start":{"line":39,"column":63},"end":{"line":39,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1285¿VariableDeclarator¿¿1834¿v151¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1834¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1287¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1288¿Identifier¿¿1834¿paths¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1289¿Identifier¿¿1834¿push¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1290¿Identifier¿¿1834¿v150¿¿¿¿¿Identifier
1291¿ExpressionStatement¿¿1834¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1292¿Identifier¿¿1834¿v151¿¿¿¿¿Identifier
