Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1011¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Program
1130¿VariableDeclarator¿¿1751¿v97¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1131¿ArrowFunctionExpression¿¿1751¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1132¿Identifier¿¿0¿req¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1133¿Identifier¿¿0¿file¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1134¿Identifier¿¿0¿cb¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1135¿VariableDeclarator¿¿1755¿v96¿¿¿{"start":{"line":28,"column":34},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1136¿CallExpression¿¿1755¿¿¿¿{"start":{"line":28,"column":34},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1137¿Identifier¿¿1755¿cb¿¿¿{"start":{"line":28,"column":34},"end":{"line":28,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1138¿Literal¿object¿1755¿¿null¿¿{"start":{"line":28,"column":37},"end":{"line":28,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1139¿Identifier¿¿1755¿SITE_ROOT¿¿¿{"start":{"line":28,"column":43},"end":{"line":28,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1140¿ReturnStatement¿¿1755¿¿¿¿¿¿ReturnStatement
1141¿Identifier¿¿1755¿v96¿¿¿¿¿Identifier
1142¿BlockStatement¿¿1755¿¿¿¿¿¿BlockStatement
1143¿VariableDeclarator¿¿1751¿v101¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1144¿ArrowFunctionExpression¿¿1751¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1145¿Identifier¿¿0¿req¿¿¿{"start":{"line":29,"column":13},"end":{"line":29,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1146¿Identifier¿¿0¿file¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1147¿Identifier¿¿0¿cb¿¿¿{"start":{"line":29,"column":24},"end":{"line":29,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1148¿VariableDeclarator¿¿1757¿v98¿¿¿{"start":{"line":29,"column":53},"end":{"line":29,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1149¿MemberExpression¿¿1757¿¿¿¿{"start":{"line":29,"column":53},"end":{"line":29,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1150¿Identifier¿¿1757¿file¿¿¿{"start":{"line":29,"column":53},"end":{"line":29,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1151¿Identifier¿¿1757¿originalname¿¿¿{"start":{"line":29,"column":58},"end":{"line":29,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1152¿VariableDeclarator¿¿1757¿v99¿¿¿{"start":{"line":29,"column":40},"end":{"line":29,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1153¿CallExpression¿¿1757¿¿¿¿{"start":{"line":29,"column":40},"end":{"line":29,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1154¿Identifier¿¿1757¿sanitizeName¿¿¿{"start":{"line":29,"column":40},"end":{"line":29,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1155¿Identifier¿¿1757¿v98¿¿¿¿¿Identifier
1156¿VariableDeclarator¿¿1757¿v100¿¿¿{"start":{"line":29,"column":31},"end":{"line":29,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1157¿CallExpression¿¿1757¿¿¿¿{"start":{"line":29,"column":31},"end":{"line":29,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1158¿Identifier¿¿1757¿cb¿¿¿{"start":{"line":29,"column":31},"end":{"line":29,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1159¿Literal¿object¿1757¿¿null¿¿{"start":{"line":29,"column":34},"end":{"line":29,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1160¿Identifier¿¿1757¿v99¿¿¿¿¿Identifier
1161¿ReturnStatement¿¿1757¿¿¿¿¿¿ReturnStatement
1162¿Identifier¿¿1757¿v100¿¿¿¿¿Identifier
1163¿BlockStatement¿¿1757¿¿¿¿¿¿BlockStatement
1164¿VariableDeclarator¿¿1751¿v102¿¿¿{"start":{"line":27,"column":35},"end":{"line":30,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1165¿ObjectExpression¿¿1751¿¿¿¿{"start":{"line":27,"column":35},"end":{"line":30,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ObjectExpression
1166¿Property¿¿1751¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1167¿Identifier¿¿1751¿destination¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1168¿Identifier¿¿1751¿v97¿¿¿¿¿Identifier
1169¿Property¿¿1751¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1170¿Identifier¿¿1751¿filename¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1171¿Identifier¿¿1751¿v101¿¿¿¿¿Identifier
1172¿VariableDeclarator¿¿1751¿storage¿¿¿{"start":{"line":27,"column":6},"end":{"line":30,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1173¿CallExpression¿¿1751¿¿¿¿{"start":{"line":27,"column":16},"end":{"line":30,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1174¿MemberExpression¿¿1751¿¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1175¿Identifier¿¿1751¿multer¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1176¿Identifier¿¿1751¿diskStorage¿¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1177¿Identifier¿¿1751¿v102¿¿¿¿¿Identifier
1178¿VariableDeclarator¿¿1751¿fileFilter¿¿¿{"start":{"line":33,"column":6},"end":{"line":37,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1179¿ArrowFunctionExpression¿¿1751¿¿¿¿{"start":{"line":33,"column":19},"end":{"line":37,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1180¿Identifier¿¿0¿req¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1181¿Identifier¿¿0¿file¿¿¿{"start":{"line":33,"column":25},"end":{"line":33,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1182¿Identifier¿¿0¿cb¿¿¿{"start":{"line":33,"column":31},"end":{"line":33,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1183¿VariableDeclarator¿¿1759¿v103¿¿¿{"start":{"line":34,"column":40},"end":{"line":34,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1184¿MemberExpression¿¿1759¿¿¿¿{"start":{"line":34,"column":40},"end":{"line":34,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1185¿Identifier¿¿1759¿file¿¿¿{"start":{"line":34,"column":40},"end":{"line":34,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1186¿Identifier¿¿1759¿originalname¿¿¿{"start":{"line":34,"column":45},"end":{"line":34,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1187¿VariableDeclarator¿¿1759¿v104¿¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1188¿CallExpression¿¿1759¿¿¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1189¿Identifier¿¿1759¿sanitizeName¿¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1190¿Identifier¿¿1759¿v103¿¿¿¿¿Identifier
1191¿VariableDeclarator¿¿1759¿v105¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1759¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1193¿MemberExpression¿¿1759¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1194¿Identifier¿¿1759¿path¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1195¿Identifier¿¿1759¿extname¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1196¿Identifier¿¿1759¿v104¿¿¿¿¿Identifier
1197¿VariableDeclarator¿¿1759¿ext¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1198¿CallExpression¿¿1759¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1199¿MemberExpression¿¿1759¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1200¿Identifier¿¿1759¿v105¿¿¿¿¿Identifier
1201¿Identifier¿¿1759¿toLowerCase¿¿¿{"start":{"line":34,"column":60},"end":{"line":34,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1202¿VariableDeclarator¿¿1759¿v106¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1203¿CallExpression¿¿1759¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1204¿MemberExpression¿¿1759¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1205¿Identifier¿¿1759¿allowedTypes¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1206¿Identifier¿¿1759¿includes¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1207¿Identifier¿¿1759¿ext¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1208¿IfStatement¿¿1759¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":36,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿IfStatement
1209¿Identifier¿¿1759¿v106¿¿¿¿¿Identifier
1210¿VariableDeclarator¿¿1759¿v107¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1211¿CallExpression¿¿1759¿¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1212¿Identifier¿¿1759¿cb¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1213¿Literal¿object¿1759¿¿null¿¿{"start":{"line":35,"column":37},"end":{"line":35,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1214¿Literal¿boolean¿1759¿¿true¿¿{"start":{"line":35,"column":43},"end":{"line":35,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1215¿ExpressionStatement¿¿1759¿¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1216¿Identifier¿¿1759¿v107¿¿¿¿¿Identifier
1217¿BlockStatement¿¿1759¿¿¿¿¿¿BlockStatement
1218¿VariableDeclarator¿¿1759¿v108¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1219¿NewExpression¿¿1759¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿NewExpression
1220¿Identifier¿¿1759¿Error¿¿¿{"start":{"line":36,"column":14},"end":{"line":36,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1221¿TemplateLiteral¿¿1759¿¿¿¿{"start":{"line":36,"column":20},"end":{"line":36,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TemplateLiteral
1222¿Identifier¿¿1759¿ext¿¿¿{"start":{"line":36,"column":46},"end":{"line":36,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1223¿VariableDeclarator¿¿1759¿v109¿¿¿{"start":{"line":36,"column":7},"end":{"line":36,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1224¿CallExpression¿¿1759¿¿¿¿{"start":{"line":36,"column":7},"end":{"line":36,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1225¿Identifier¿¿1759¿cb¿¿¿{"start":{"line":36,"column":7},"end":{"line":36,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1226¿Identifier¿¿1759¿v108¿¿¿¿¿Identifier
1227¿ExpressionStatement¿¿1759¿¿¿¿{"start":{"line":36,"column":7},"end":{"line":36,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1228¿Identifier¿¿1759¿v109¿¿¿¿¿Identifier
1229¿BlockStatement¿¿1759¿¿¿¿¿¿BlockStatement
1230¿BlockStatement¿¿1759¿¿¿¿{"start":{"line":33,"column":38},"end":{"line":37,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1231¿VariableDeclarator¿¿1751¿v110¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1232¿BinaryExpression¿*¿1751¿¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BinaryExpression
1233¿Literal¿number¿1751¿¿10¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1234¿Literal¿number¿1751¿¿1024¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1235¿VariableDeclarator¿¿1751¿v111¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1236¿BinaryExpression¿*¿1751¿¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BinaryExpression
1237¿Identifier¿¿1751¿v110¿¿¿¿¿Identifier
1238¿Literal¿number¿1751¿¿1024¿¿{"start":{"line":43,"column":34},"end":{"line":43,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1239¿VariableDeclarator¿¿1751¿v112¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1240¿ObjectExpression¿¿1751¿¿¿¿¿¿ObjectExpression
1241¿ExpressionStatement¿¿1751¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1242¿AssignmentExpression¿=¿1751¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AssignmentExpression
1243¿MemberExpression¿¿1751¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1244¿Identifier¿¿1751¿v112¿¿¿¿¿Identifier
1245¿Identifier¿¿1751¿fileSize¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1246¿Identifier¿¿1751¿v111¿¿¿¿¿Identifier
1247¿VariableDeclarator¿¿1751¿v113¿¿¿{"start":{"line":40,"column":22},"end":{"line":44,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1248¿ObjectExpression¿¿1751¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":44,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ObjectExpression
1249¿Property¿¿1751¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1250¿Identifier¿¿1751¿storage¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1251¿Identifier¿¿1751¿storage¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1252¿Property¿¿1751¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1253¿Identifier¿¿1751¿fileFilter¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1254¿Identifier¿¿1751¿fileFilter¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1255¿Property¿¿1751¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1256¿Identifier¿¿1751¿limits¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1257¿Identifier¿¿1751¿v112¿¿¿¿¿Identifier
1258¿VariableDeclarator¿¿1751¿upload¿¿¿{"start":{"line":40,"column":6},"end":{"line":44,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1259¿CallExpression¿¿1751¿¿¿¿{"start":{"line":40,"column":15},"end":{"line":44,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1260¿Identifier¿¿1751¿multer¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1261¿Identifier¿¿1751¿v113¿¿¿¿¿Identifier
