Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
586¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Program
713¿VariableDeclarator¿¿1022¿v58¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
714¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
715¿Identifier¿¿1022¿cliOptions¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
716¿Identifier¿¿1022¿disableEmoji¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
717¿IfStatement¿¿1022¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":38,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿IfStatement
718¿Identifier¿¿1022¿v58¿¿¿¿¿Identifier
719¿VariableDeclarator¿¿1022¿v59¿¿¿{"start":{"line":35,"column":41},"end":{"line":35,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
720¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":35,"column":41},"end":{"line":35,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
721¿Identifier¿¿1022¿cliOptions¿¿¿{"start":{"line":35,"column":41},"end":{"line":35,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
722¿Identifier¿¿1022¿disableEmoji¿¿¿{"start":{"line":35,"column":52},"end":{"line":35,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
723¿VariableDeclarator¿¿1022¿v60¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
724¿ObjectExpression¿¿1022¿¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ObjectExpression
725¿Property¿¿1022¿¿¿¿{"start":{"line":35,"column":27},"end":{"line":35,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Property
726¿Identifier¿¿1022¿disableEmoji¿¿¿{"start":{"line":35,"column":27},"end":{"line":35,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
727¿Identifier¿¿1022¿v59¿¿¿¿¿Identifier
728¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
729¿AssignmentExpression¿=¿1022¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿AssignmentExpression
730¿Identifier¿¿1022¿state¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
731¿CallExpression¿¿1022¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
732¿Identifier¿¿1022¿createState¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
733¿Identifier¿¿1022¿v60¿¿¿¿¿Identifier
734¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":34,"column":33},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
735¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
736¿AssignmentExpression¿=¿1022¿¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿AssignmentExpression
737¿Identifier¿¿1022¿state¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
738¿CallExpression¿¿1022¿¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
739¿Identifier¿¿1022¿createState¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
740¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":36,"column":11},"end":{"line":38,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
741¿VariableDeclarator¿¿1022¿v61¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
742¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
743¿Identifier¿¿1022¿cliOptions¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
744¿Identifier¿¿1022¿dryRun¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
745¿IfStatement¿¿1022¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":65,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿IfStatement
746¿Identifier¿¿1022¿v61¿¿¿¿¿Identifier
747¿VariableDeclarator¿¿1022¿v62¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
748¿CallExpression¿¿1022¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
749¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
750¿Identifier¿¿1022¿console¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
751¿Identifier¿¿1022¿log¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
752¿Literal¿string¿1022¿¿'Running in dry mode.'¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
753¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
754¿Identifier¿¿1022¿v62¿¿¿¿¿Identifier
755¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":40,"column":27},"end":{"line":43,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
756¿VariableDeclarator¿¿1022¿v63¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
757¿MemberExpression¿computed¿1022¿¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
758¿Identifier¿¿1022¿passThroughParams¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
759¿Literal¿string¿1022¿¿'allow-empty'¿¿{"start":{"line":44,"column":25},"end":{"line":44,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
760¿VariableDeclarator¿¿1022¿v64¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
761¿UnaryExpression¿!¿1022¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿UnaryExpression
762¿Identifier¿¿1022¿v63¿¿¿¿¿Identifier
763¿VariableDeclarator¿¿1022¿v65¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
764¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
765¿Identifier¿¿1022¿passThroughParams¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
766¿Identifier¿¿1022¿a¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
767¿VariableDeclarator¿¿1022¿v66¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
768¿UnaryExpression¿!¿1022¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿UnaryExpression
769¿Identifier¿¿1022¿v65¿¿¿¿¿Identifier
770¿VariableDeclarator¿¿1022¿v67¿¿¿{"start":{"line":44,"column":6},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
771¿LogicalExpression¿&&¿1022¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿LogicalExpression
772¿Identifier¿¿1022¿v64¿¿¿¿¿Identifier
773¿Identifier¿¿1022¿v66¿¿¿¿¿Identifier
774¿VariableDeclarator¿¿1022¿v68¿¿¿{"start":{"line":46,"column":7},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
775¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":46,"column":7},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
776¿Identifier¿¿1022¿passThroughParams¿¿¿{"start":{"line":46,"column":7},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
777¿Identifier¿¿1022¿amend¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
778¿VariableDeclarator¿¿1022¿v69¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
779¿UnaryExpression¿!¿1022¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿UnaryExpression
780¿Identifier¿¿1022¿v68¿¿¿¿¿Identifier
781¿VariableDeclarator¿¿1022¿v70¿¿¿{"start":{"line":44,"column":6},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
782¿LogicalExpression¿&&¿1022¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿LogicalExpression
783¿Identifier¿¿1022¿v67¿¿¿¿¿Identifier
784¿Identifier¿¿1022¿v69¿¿¿¿¿Identifier
785¿IfStatement¿¿1022¿¿¿¿{"start":{"line":43,"column":11},"end":{"line":65,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿IfStatement
786¿Identifier¿¿1022¿v70¿¿¿¿¿Identifier
787¿TryStatement¿¿1022¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿TryStatement
788¿VariableDeclarator¿¿1022¿v71¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
789¿CallExpression¿¿1022¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
790¿Identifier¿¿1022¿execSync¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
791¿Literal¿string¿1022¿¿'git diff HEAD --staged --quiet --exit-code'¿¿{"start":{"line":55,"column":17},"end":{"line":55,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
792¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
793¿Identifier¿¿1022¿v71¿¿¿¿¿Identifier
794¿VariableDeclarator¿¿1022¿v72¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
795¿CallExpression¿¿1022¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
796¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
797¿Identifier¿¿1022¿signale¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
798¿Identifier¿¿1022¿error¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
799¿Literal¿string¿1022¿¿'No files staged!'¿¿{"start":{"line":58,"column":22},"end":{"line":58,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
800¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
801¿Identifier¿¿1022¿v72¿¿¿¿¿Identifier
802¿VariableDeclarator¿¿1022¿v73¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
803¿CallExpression¿¿1022¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
804¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
805¿Identifier¿¿1022¿process¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
806¿Identifier¿¿1022¿exit¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
807¿Literal¿number¿1022¿¿0¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
808¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
809¿Identifier¿¿1022¿v73¿¿¿¿¿Identifier
810¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":48,"column":10},"end":{"line":62,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
811¿CatchClause¿¿1022¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CatchClause
812¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":62,"column":22},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
813¿Identifier¿¿1022¿error¿¿¿{"start":{"line":62,"column":15},"end":{"line":62,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
814¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":65,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
815¿BlockStatement¿¿1022¿¿¿¿¿¿BlockStatement
816¿VariableDeclarator¿¿1022¿v74¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
817¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
818¿Identifier¿¿1022¿cliOptions¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
819¿Identifier¿¿1022¿nonInteractive¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
820¿IfStatement¿¿1022¿¿¿¿{"start":{"line":67,"column":4},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿IfStatement
821¿Identifier¿¿1022¿v74¿¿¿¿¿Identifier
822¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
823¿AwaitExpression¿¿1022¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿AwaitExpression
824¿CallExpression¿¿1022¿¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
825¿Identifier¿¿1022¿runNonInteractiveMode¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
826¿Identifier¿¿1022¿state¿¿¿{"start":{"line":68,"column":34},"end":{"line":68,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
827¿Identifier¿¿1022¿cliAnswers¿¿¿{"start":{"line":68,"column":41},"end":{"line":68,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
828¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":67,"column":35},"end":{"line":69,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
829¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
830¿AwaitExpression¿¿1022¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿AwaitExpression
831¿CallExpression¿¿1022¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
832¿Identifier¿¿1022¿runInteractiveQuestions¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
833¿Identifier¿¿1022¿state¿¿¿{"start":{"line":70,"column":36},"end":{"line":70,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
834¿Identifier¿¿1022¿cliAnswers¿¿¿{"start":{"line":70,"column":43},"end":{"line":70,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
835¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":69,"column":11},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
836¿VariableDeclarator¿¿1022¿message¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
837¿CallExpression¿¿1022¿¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
838¿Identifier¿¿1022¿formatCommitMessage¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
839¿Identifier¿¿1022¿state¿¿¿{"start":{"line":73,"column":40},"end":{"line":73,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
840¿VariableDeclarator¿¿1022¿appendedArgs¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
841¿ArrayExpression¿¿1022¿¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ArrayExpression
842¿VariableDeclarator¿¿1022¿key¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
843¿ForInStatement¿¿1022¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":90,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ForInStatement
