Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
854¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":113,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Program
981¿TemplateLiteral¿¿1456¿¿¿¿{"start":{"line":21,"column":18},"end":{"line":21,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
982¿Identifier¿¿1456¿data¿¿¿{"start":{"line":21,"column":23},"end":{"line":21,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
983¿VariableDeclarator¿¿1456¿v87¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
984¿CallExpression¿¿1456¿¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
985¿MemberExpression¿¿1456¿¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
986¿Identifier¿¿1456¿console¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
987¿Identifier¿¿1456¿log¿¿¿{"start":{"line":21,"column":14},"end":{"line":21,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
988¿Identifier¿¿1456¿v86¿¿¿¿¿Identifier
989¿ExpressionStatement¿¿1456¿¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
990¿Identifier¿¿1456¿v87¿¿¿¿¿Identifier
991¿BlockStatement¿¿1456¿¿¿¿{"start":{"line":20,"column":38},"end":{"line":22,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
992¿VariableDeclarator¿¿1453¿v89¿¿¿{"start":{"line":20,"column":4},"end":{"line":22,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
993¿CallExpression¿¿1453¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":22,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
994¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
995¿Identifier¿¿1453¿v85¿¿¿¿¿Identifier
996¿Identifier¿¿1453¿on¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
997¿Literal¿string¿1453¿¿'data'¿¿{"start":{"line":20,"column":22},"end":{"line":20,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
998¿Identifier¿¿1453¿v88¿¿¿¿¿Identifier
999¿ExpressionStatement¿¿1453¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":22,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1000¿Identifier¿¿1453¿v89¿¿¿¿¿Identifier
1001¿VariableDeclarator¿¿1453¿v90¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1002¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1003¿Identifier¿¿1453¿execCmd¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1004¿Identifier¿¿1453¿stderr¿¿¿{"start":{"line":24,"column":12},"end":{"line":24,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1005¿VariableDeclarator¿¿1453¿v93¿¿¿{"start":{"line":24,"column":30},"end":{"line":26,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1006¿ArrowFunctionExpression¿¿1453¿¿¿¿{"start":{"line":24,"column":30},"end":{"line":26,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1007¿Identifier¿¿0¿data¿¿¿{"start":{"line":24,"column":30},"end":{"line":24,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1008¿VariableDeclarator¿¿1458¿v91¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1009¿TemplateLiteral¿¿1458¿¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1010¿Identifier¿¿1458¿data¿¿¿{"start":{"line":25,"column":25},"end":{"line":25,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1011¿VariableDeclarator¿¿1458¿v92¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1012¿CallExpression¿¿1458¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1013¿MemberExpression¿¿1458¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1014¿Identifier¿¿1458¿console¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1015¿Identifier¿¿1458¿log¿¿¿{"start":{"line":25,"column":14},"end":{"line":25,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1016¿Identifier¿¿1458¿v91¿¿¿¿¿Identifier
1017¿ExpressionStatement¿¿1458¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1018¿Identifier¿¿1458¿v92¿¿¿¿¿Identifier
1019¿BlockStatement¿¿1458¿¿¿¿{"start":{"line":24,"column":38},"end":{"line":26,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1020¿VariableDeclarator¿¿1453¿v94¿¿¿{"start":{"line":24,"column":4},"end":{"line":26,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1021¿CallExpression¿¿1453¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":26,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1022¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1023¿Identifier¿¿1453¿v90¿¿¿¿¿Identifier
1024¿Identifier¿¿1453¿on¿¿¿{"start":{"line":24,"column":19},"end":{"line":24,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1025¿Literal¿string¿1453¿¿'data'¿¿{"start":{"line":24,"column":22},"end":{"line":24,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1026¿Identifier¿¿1453¿v93¿¿¿¿¿Identifier
1027¿ExpressionStatement¿¿1453¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":26,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1028¿Identifier¿¿1453¿v94¿¿¿¿¿Identifier
1029¿VariableDeclarator¿¿1453¿v99¿¿¿{"start":{"line":28,"column":23},"end":{"line":33,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1030¿ArrowFunctionExpression¿¿1453¿¿¿¿{"start":{"line":28,"column":23},"end":{"line":33,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1031¿Identifier¿¿0¿code¿¿¿{"start":{"line":28,"column":23},"end":{"line":28,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1032¿VariableDeclarator¿¿1460¿v95¿¿¿{"start":{"line":29,"column":10},"end":{"line":29,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1033¿BinaryExpression¿!==¿1460¿¿¿¿{"start":{"line":29,"column":10},"end":{"line":29,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BinaryExpression
1034¿Identifier¿¿1460¿code¿¿¿{"start":{"line":29,"column":10},"end":{"line":29,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1035¿Literal¿number¿1460¿¿0¿¿{"start":{"line":29,"column":19},"end":{"line":29,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1036¿IfStatement¿¿1460¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿IfStatement
1037¿Identifier¿¿1460¿v95¿¿¿¿¿Identifier
1038¿VariableDeclarator¿¿1460¿v96¿¿¿{"start":{"line":30,"column":22},"end":{"line":30,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1039¿NewExpression¿¿1460¿¿¿¿{"start":{"line":30,"column":22},"end":{"line":30,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿NewExpression
1040¿Identifier¿¿1460¿Error¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1041¿TemplateLiteral¿¿1460¿¿¿¿{"start":{"line":30,"column":32},"end":{"line":30,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1042¿VariableDeclarator¿¿1460¿v97¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1043¿CallExpression¿¿1460¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1044¿Identifier¿¿1460¿reject¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1045¿Identifier¿¿1460¿v96¿¿¿¿¿Identifier
1046¿ReturnStatement¿¿1460¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1047¿Identifier¿¿1460¿v97¿¿¿¿¿Identifier
1048¿BlockStatement¿¿1460¿¿¿¿{"start":{"line":29,"column":22},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1049¿VariableDeclarator¿¿1460¿v98¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1050¿CallExpression¿¿1460¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1051¿Identifier¿¿1460¿resolve¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1052¿ReturnStatement¿¿1460¿¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1053¿Identifier¿¿1460¿v98¿¿¿¿¿Identifier
1054¿BlockStatement¿¿1460¿¿¿¿{"start":{"line":28,"column":31},"end":{"line":33,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1055¿VariableDeclarator¿¿1453¿v100¿¿¿{"start":{"line":28,"column":4},"end":{"line":33,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1056¿CallExpression¿¿1453¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":33,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1057¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1058¿Identifier¿¿1453¿execCmd¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1059¿Identifier¿¿1453¿on¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1060¿Literal¿string¿1453¿¿'exit'¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1061¿Identifier¿¿1453¿v99¿¿¿¿¿Identifier
1062¿ExpressionStatement¿¿1453¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":33,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1063¿Identifier¿¿1453¿v100¿¿¿¿¿Identifier
1064¿BlockStatement¿¿1453¿¿¿¿{"start":{"line":16,"column":42},"end":{"line":34,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1065¿VariableDeclarator¿¿1451¿v102¿¿¿{"start":{"line":16,"column":9},"end":{"line":34,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1066¿NewExpression¿¿1451¿¿¿¿{"start":{"line":16,"column":9},"end":{"line":34,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿NewExpression
1067¿Identifier¿¿1451¿Promise¿¿¿{"start":{"line":16,"column":13},"end":{"line":16,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1068¿Identifier¿¿1451¿v101¿¿¿¿¿Identifier
1069¿ReturnStatement¿¿1451¿¿¿¿{"start":{"line":16,"column":2},"end":{"line":34,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1070¿Identifier¿¿1451¿v102¿¿¿¿¿Identifier
1071¿BlockStatement¿¿1451¿¿¿¿{"start":{"line":15,"column":45},"end":{"line":35,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1072¿VariableDeclarator¿exported¿1449¿createEnvFile¿¿¿{"start":{"line":37,"column":0},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1073¿FunctionExpression¿¿1449¿anon¿¿¿{"start":{"line":37,"column":0},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿FunctionExpression
1074¿Identifier¿¿0¿ui¿¿¿{"start":{"line":37,"column":23},"end":{"line":37,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1075¿Identifier¿¿0¿projectName¿¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1076¿Identifier¿¿0¿answers¿¿¿{"start":{"line":37,"column":40},"end":{"line":37,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1077¿VariableDeclarator¿¿1463¿v103¿¿¿{"start":{"line":38,"column":39},"end":{"line":38,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1078¿TemplateLiteral¿¿1463¿¿¿¿{"start":{"line":38,"column":39},"end":{"line":38,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1079¿Identifier¿¿1463¿projectName¿¿¿{"start":{"line":38,"column":44},"end":{"line":38,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1463¿pathToEnvFile¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1081¿CallExpression¿¿1463¿¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1082¿MemberExpression¿¿1463¿¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1083¿Identifier¿¿1463¿path¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1084¿Identifier¿¿1463¿join¿¿¿{"start":{"line":38,"column":29},"end":{"line":38,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1085¿Identifier¿¿1463¿cwd¿¿¿{"start":{"line":38,"column":34},"end":{"line":38,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1086¿Identifier¿¿1463¿v103¿¿¿¿¿Identifier
1087¿VariableDeclarator¿¿1463¿v104¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1088¿CallExpression¿¿1463¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1089¿MemberExpression¿¿1463¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1090¿Identifier¿¿1463¿Object¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1091¿Identifier¿¿1463¿keys¿¿¿{"start":{"line":39,"column":24},"end":{"line":39,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1092¿Identifier¿¿1463¿answers¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1093¿VariableDeclarator¿¿1463¿v107¿¿¿{"start":{"line":40,"column":9},"end":{"line":42,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1094¿ArrowFunctionExpression¿¿1463¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":42,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1095¿Identifier¿¿0¿answerKey¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1096¿VariableDeclarator¿¿1465¿v105¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1097¿MemberExpression¿computed¿1465¿¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1098¿Identifier¿¿1465¿answers¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1099¿Identifier¿¿1465¿answerKey¿¿¿{"start":{"line":41,"column":37},"end":{"line":41,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1465¿v106¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1101¿TemplateLiteral¿¿1465¿¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1102¿Identifier¿¿1465¿answerKey¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1103¿Identifier¿¿1465¿v105¿¿¿¿¿Identifier
1104¿ReturnStatement¿¿1465¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1105¿Identifier¿¿1465¿v106¿¿¿¿¿Identifier
1106¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":40,"column":22},"end":{"line":42,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1107¿VariableDeclarator¿¿1463¿v108¿¿¿{"start":{"line":39,"column":17},"end":{"line":42,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1108¿CallExpression¿¿1463¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":42,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1109¿MemberExpression¿¿1463¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1110¿Identifier¿¿1463¿v104¿¿¿¿¿Identifier
1111¿Identifier¿¿1463¿map¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1112¿Identifier¿¿1463¿v107¿¿¿¿¿Identifier
