Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
648¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Program
773¿Identifier¿¿1140¿Date¿¿¿{"start":{"line":24,"column":24},"end":{"line":24,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
774¿VariableDeclarator¿¿1140¿v90¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
775¿CallExpression¿¿1140¿¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
776¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
777¿Identifier¿¿1140¿v89¿¿¿¿¿Identifier
778¿Identifier¿¿1140¿toLocaleString¿¿¿{"start":{"line":24,"column":32},"end":{"line":24,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
779¿VariableDeclarator¿¿1140¿v91¿¿¿{"start":{"line":24,"column":62},"end":{"line":24,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
780¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":24,"column":62},"end":{"line":24,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
781¿Identifier¿¿1140¿Request¿¿¿{"start":{"line":24,"column":62},"end":{"line":24,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
782¿Identifier¿¿1140¿url¿¿¿{"start":{"line":24,"column":70},"end":{"line":24,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
783¿VariableDeclarator¿¿1140¿v92¿¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
784¿TemplateLiteral¿¿1140¿¿¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
785¿Identifier¿¿1140¿v90¿¿¿¿¿Identifier
786¿Identifier¿¿1140¿v91¿¿¿¿¿Identifier
787¿VariableDeclarator¿¿1140¿v93¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
788¿CallExpression¿¿1140¿¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
789¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
790¿Identifier¿¿1140¿console¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
791¿Identifier¿¿1140¿log¿¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
792¿Identifier¿¿1140¿v92¿¿¿¿¿Identifier
793¿ExpressionStatement¿¿1140¿¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
794¿Identifier¿¿1140¿v93¿¿¿¿¿Identifier
795¿VariableDeclarator¿¿1140¿v94¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
796¿UnaryExpression¿!¿1140¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿UnaryExpression
797¿Identifier¿¿1140¿FilePath¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
798¿IfStatement¿¿1140¿¿¿¿{"start":{"line":26,"column":3},"end":{"line":33,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿IfStatement
799¿Identifier¿¿1140¿v94¿¿¿¿¿Identifier
800¿VariableDeclarator¿¿1140¿v95¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
801¿CallExpression¿¿1140¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
802¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
803¿Identifier¿¿1140¿Response¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
804¿Identifier¿¿1140¿writeHead¿¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
805¿Literal¿number¿1140¿¿403¿¿{"start":{"line":27,"column":24},"end":{"line":27,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
806¿ExpressionStatement¿¿1140¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
807¿Identifier¿¿1140¿v95¿¿¿¿¿Identifier
808¿VariableDeclarator¿¿1140¿v96¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
809¿CallExpression¿¿1140¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
810¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
811¿Identifier¿¿1140¿Response¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
812¿Identifier¿¿1140¿end¿¿¿{"start":{"line":28,"column":13},"end":{"line":28,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
813¿ExpressionStatement¿¿1140¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
814¿Identifier¿¿1140¿v96¿¿¿¿¿Identifier
815¿VariableDeclarator¿¿1140¿v97¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
816¿NewExpression¿¿1140¿¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿NewExpression
817¿Identifier¿¿1140¿Date¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
818¿VariableDeclarator¿¿1140¿v98¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
819¿CallExpression¿¿1140¿¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
820¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
821¿Identifier¿¿1140¿v97¿¿¿¿¿Identifier
822¿Identifier¿¿1140¿toLocaleString¿¿¿{"start":{"line":30,"column":33},"end":{"line":30,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
823¿VariableDeclarator¿¿1140¿v99¿¿¿{"start":{"line":30,"column":66},"end":{"line":30,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
824¿CallExpression¿¿1140¿¿¿¿{"start":{"line":30,"column":66},"end":{"line":30,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
825¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":30,"column":66},"end":{"line":30,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
826¿Identifier¿¿1140¿Date¿¿¿{"start":{"line":30,"column":66},"end":{"line":30,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
827¿Identifier¿¿1140¿now¿¿¿{"start":{"line":30,"column":71},"end":{"line":30,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
828¿VariableDeclarator¿¿1140¿v100¿¿¿{"start":{"line":30,"column":66},"end":{"line":30,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
829¿BinaryExpression¿-¿1140¿¿¿¿{"start":{"line":30,"column":66},"end":{"line":30,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BinaryExpression
830¿Identifier¿¿1140¿v99¿¿¿¿¿Identifier
831¿Identifier¿¿1140¿ReceivedRequest¿¿¿{"start":{"line":30,"column":80},"end":{"line":30,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
832¿VariableDeclarator¿¿1140¿v101¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
833¿TemplateLiteral¿¿1140¿¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
834¿Identifier¿¿1140¿v98¿¿¿¿¿Identifier
835¿Identifier¿¿1140¿v100¿¿¿¿¿Identifier
836¿VariableDeclarator¿¿1140¿v102¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
837¿CallExpression¿¿1140¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
838¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
839¿Identifier¿¿1140¿console¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
840¿Identifier¿¿1140¿log¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
841¿Identifier¿¿1140¿v101¿¿¿¿¿Identifier
842¿ExpressionStatement¿¿1140¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
843¿Identifier¿¿1140¿v102¿¿¿¿¿Identifier
844¿ReturnStatement¿¿1140¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ReturnStatement
845¿BlockStatement¿¿1140¿¿¿¿{"start":{"line":26,"column":18},"end":{"line":33,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
846¿VariableDeclarator¿¿1140¿v133¿¿¿{"start":{"line":35,"column":34},"end":{"line":62,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
847¿FunctionExpression¿¿1140¿anon¿¿¿{"start":{"line":35,"column":34},"end":{"line":62,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿FunctionExpression
848¿Identifier¿¿0¿SomeError¿¿¿{"start":{"line":35,"column":44},"end":{"line":35,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
849¿Identifier¿¿0¿Data¿¿¿{"start":{"line":35,"column":55},"end":{"line":35,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
850¿VariableDeclarator¿¿1143¿v103¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
851¿UnaryExpression¿!¿1143¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿UnaryExpression
852¿Identifier¿¿1143¿SomeError¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
853¿IfStatement¿¿1143¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿IfStatement
854¿Identifier¿¿1143¿v103¿¿¿¿¿Identifier
855¿VariableDeclarator¿¿1143¿v104¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
856¿CallExpression¿¿1143¿¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
857¿Identifier¿¿1143¿ConfigureHead¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
858¿Identifier¿¿1143¿FilePath¿¿¿{"start":{"line":39,"column":45},"end":{"line":39,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
859¿VariableDeclarator¿¿1143¿v105¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
860¿CallExpression¿¿1143¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
861¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
862¿Identifier¿¿1143¿Response¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
863¿Identifier¿¿1143¿writeHead¿¿¿{"start":{"line":39,"column":14},"end":{"line":39,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
864¿Literal¿number¿1143¿¿200¿¿{"start":{"line":39,"column":25},"end":{"line":39,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
865¿Identifier¿¿1143¿v104¿¿¿¿¿Identifier
866¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
867¿Identifier¿¿1143¿v105¿¿¿¿¿Identifier
868¿VariableDeclarator¿¿1143¿v106¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
869¿CallExpression¿¿1143¿¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
870¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
871¿Identifier¿¿1143¿Response¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
872¿Identifier¿¿1143¿end¿¿¿{"start":{"line":40,"column":14},"end":{"line":40,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
873¿Identifier¿¿1143¿Data¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
874¿Literal¿string¿1143¿¿'utf-8'¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
875¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
876¿Identifier¿¿1143¿v106¿¿¿¿¿Identifier
877¿VariableDeclarator¿¿1143¿v107¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
878¿NewExpression¿¿1143¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿NewExpression
879¿Identifier¿¿1143¿Date¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
880¿VariableDeclarator¿¿1143¿v108¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
881¿CallExpression¿¿1143¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
882¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
883¿Identifier¿¿1143¿v107¿¿¿¿¿Identifier
884¿Identifier¿¿1143¿toLocaleString¿¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
885¿VariableDeclarator¿¿1143¿v109¿¿¿{"start":{"line":42,"column":64},"end":{"line":42,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
886¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":42,"column":64},"end":{"line":42,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
887¿Identifier¿¿1143¿Request¿¿¿{"start":{"line":42,"column":64},"end":{"line":42,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
888¿Identifier¿¿1143¿url¿¿¿{"start":{"line":42,"column":72},"end":{"line":42,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
889¿VariableDeclarator¿¿1143¿v110¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
890¿CallExpression¿¿1143¿¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
891¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
892¿Identifier¿¿1143¿Date¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
893¿Identifier¿¿1143¿now¿¿¿{"start":{"line":42,"column":87},"end":{"line":42,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
894¿VariableDeclarator¿¿1143¿v111¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
895¿BinaryExpression¿-¿1143¿¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BinaryExpression
896¿Identifier¿¿1143¿v110¿¿¿¿¿Identifier
