Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7564¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":955,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Program
8555¿CallExpression¿¿13327¿¿¿¿{"start":{"line":142,"column":37},"end":{"line":142,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8556¿MemberExpression¿¿13327¿¿¿¿{"start":{"line":142,"column":37},"end":{"line":142,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
8557¿Identifier¿¿13327¿buffer¿¿¿{"start":{"line":142,"column":37},"end":{"line":142,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8558¿Identifier¿¿13327¿readUInt32LE¿¿¿{"start":{"line":142,"column":44},"end":{"line":142,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8559¿Identifier¿¿13327¿v845¿¿¿¿¿Identifier
8560¿VariableDeclarator¿¿13327¿v847¿¿¿{"start":{"line":142,"column":37},"end":{"line":142,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8561¿BinaryExpression¿===¿13327¿¿¿¿{"start":{"line":142,"column":37},"end":{"line":142,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
8562¿Identifier¿¿13327¿v846¿¿¿¿¿Identifier
8563¿Literal¿number¿13327¿¿0x07064b50¿¿{"start":{"line":142,"column":81},"end":{"line":142,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8564¿VariableDeclarator¿¿13327¿v848¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8565¿LogicalExpression¿&&¿13327¿¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿LogicalExpression
8566¿Identifier¿¿13327¿v844¿¿¿¿¿Identifier
8567¿Identifier¿¿13327¿v847¿¿¿¿¿Identifier
8568¿IfStatement¿¿13327¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":179,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
8569¿Identifier¿¿13327¿v848¿¿¿¿¿Identifier
8570¿VariableDeclarator¿¿13327¿v849¿¿¿{"start":{"line":144,"column":47},"end":{"line":144,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8571¿BinaryExpression¿-¿13327¿¿¿¿{"start":{"line":144,"column":47},"end":{"line":144,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
8572¿Identifier¿¿13327¿i¿¿¿{"start":{"line":144,"column":47},"end":{"line":144,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8573¿Identifier¿¿13327¿zip64EocdlSize¿¿¿{"start":{"line":144,"column":51},"end":{"line":144,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8574¿VariableDeclarator¿¿13327¿v850¿¿¿{"start":{"line":144,"column":67},"end":{"line":144,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8575¿BinaryExpression¿-¿13327¿¿¿¿{"start":{"line":144,"column":67},"end":{"line":144,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
8576¿Identifier¿¿13327¿i¿¿¿{"start":{"line":144,"column":67},"end":{"line":144,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8577¿Identifier¿¿13327¿zip64EocdlSize¿¿¿{"start":{"line":144,"column":71},"end":{"line":144,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8578¿VariableDeclarator¿¿13327¿v851¿¿¿{"start":{"line":144,"column":67},"end":{"line":144,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8579¿BinaryExpression¿+¿13327¿¿¿¿{"start":{"line":144,"column":67},"end":{"line":144,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
8580¿Identifier¿¿13327¿v850¿¿¿¿¿Identifier
8581¿Identifier¿¿13327¿zip64EocdlSize¿¿¿{"start":{"line":144,"column":88},"end":{"line":144,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8582¿VariableDeclarator¿¿13327¿zip64EocdlBuffer¿¿¿{"start":{"line":144,"column":12},"end":{"line":144,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8583¿CallExpression¿¿13327¿¿¿¿{"start":{"line":144,"column":31},"end":{"line":144,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8584¿MemberExpression¿¿13327¿¿¿¿{"start":{"line":144,"column":31},"end":{"line":144,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
8585¿Identifier¿¿13327¿buffer¿¿¿{"start":{"line":144,"column":31},"end":{"line":144,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8586¿Identifier¿¿13327¿subarray¿¿¿{"start":{"line":144,"column":38},"end":{"line":144,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8587¿Identifier¿¿13327¿v849¿¿¿¿¿Identifier
8588¿Identifier¿¿13327¿v851¿¿¿¿¿Identifier
8589¿VariableDeclarator¿¿13327¿zip64EocdrOffset¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8590¿CallExpression¿¿13327¿¿¿¿{"start":{"line":148,"column":31},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8591¿Identifier¿¿13327¿readUInt64LE¿¿¿{"start":{"line":148,"column":31},"end":{"line":148,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8592¿Identifier¿¿13327¿zip64EocdlBuffer¿¿¿{"start":{"line":148,"column":44},"end":{"line":148,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8593¿Literal¿number¿13327¿¿8¿¿{"start":{"line":148,"column":62},"end":{"line":148,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8594¿VariableDeclarator¿¿13327¿zip64EocdrBuffer¿¿¿{"start":{"line":152,"column":12},"end":{"line":152,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8595¿CallExpression¿¿13327¿¿¿¿{"start":{"line":152,"column":31},"end":{"line":152,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8596¿Identifier¿¿13327¿newBuffer¿¿¿{"start":{"line":152,"column":31},"end":{"line":152,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8597¿Literal¿number¿13327¿¿56¿¿{"start":{"line":152,"column":41},"end":{"line":152,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8598¿VariableDeclarator¿¿13327¿v852¿¿¿{"start":{"line":153,"column":63},"end":{"line":153,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8599¿MemberExpression¿¿13327¿¿¿¿{"start":{"line":153,"column":63},"end":{"line":153,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
8600¿Identifier¿¿13327¿zip64EocdrBuffer¿¿¿{"start":{"line":153,"column":63},"end":{"line":153,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8601¿Identifier¿¿13327¿length¿¿¿{"start":{"line":153,"column":80},"end":{"line":153,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8602¿VariableDeclarator¿¿13327¿v868¿¿¿{"start":{"line":153,"column":106},"end":{"line":178,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8603¿FunctionExpression¿¿13327¿anon¿¿¿{"start":{"line":153,"column":106},"end":{"line":178,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿FunctionExpression
8604¿Identifier¿¿0¿err¿¿¿{"start":{"line":153,"column":115},"end":{"line":153,"column":118},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8605¿IfStatement¿¿13333¿¿¿¿{"start":{"line":154,"column":10},"end":{"line":154,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
8606¿Identifier¿¿13333¿err¿¿¿{"start":{"line":154,"column":14},"end":{"line":154,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8607¿VariableDeclarator¿¿13333¿v853¿¿¿{"start":{"line":154,"column":26},"end":{"line":154,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8608¿CallExpression¿¿13333¿¿¿¿{"start":{"line":154,"column":26},"end":{"line":154,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8609¿Identifier¿¿13333¿callback¿¿¿{"start":{"line":154,"column":26},"end":{"line":154,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8610¿Identifier¿¿13333¿err¿¿¿{"start":{"line":154,"column":35},"end":{"line":154,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8611¿ReturnStatement¿¿13333¿¿¿¿{"start":{"line":154,"column":19},"end":{"line":154,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ReturnStatement
8612¿Identifier¿¿13333¿v853¿¿¿¿¿Identifier
8613¿BlockStatement¿¿13333¿¿¿¿¿¿BlockStatement
8614¿VariableDeclarator¿¿13333¿v854¿¿¿{"start":{"line":157,"column":14},"end":{"line":157,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8615¿CallExpression¿¿13333¿¿¿¿{"start":{"line":157,"column":14},"end":{"line":157,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8616¿MemberExpression¿¿13333¿¿¿¿{"start":{"line":157,"column":14},"end":{"line":157,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
8617¿Identifier¿¿13333¿zip64EocdrBuffer¿¿¿{"start":{"line":157,"column":14},"end":{"line":157,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8618¿Identifier¿¿13333¿readUInt32LE¿¿¿{"start":{"line":157,"column":31},"end":{"line":157,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8619¿Literal¿number¿13333¿¿0¿¿{"start":{"line":157,"column":44},"end":{"line":157,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8620¿VariableDeclarator¿¿13333¿v855¿¿¿{"start":{"line":157,"column":14},"end":{"line":157,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8621¿BinaryExpression¿!==¿13333¿¿¿¿{"start":{"line":157,"column":14},"end":{"line":157,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
8622¿Identifier¿¿13333¿v854¿¿¿¿¿Identifier
8623¿Literal¿number¿13333¿¿0x06064b50¿¿{"start":{"line":157,"column":51},"end":{"line":157,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8624¿IfStatement¿¿13333¿¿¿¿{"start":{"line":157,"column":10},"end":{"line":159,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
8625¿Identifier¿¿13333¿v855¿¿¿¿¿Identifier
8626¿VariableDeclarator¿¿13333¿v856¿¿¿{"start":{"line":158,"column":28},"end":{"line":158,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8627¿NewExpression¿¿13333¿¿¿¿{"start":{"line":158,"column":28},"end":{"line":158,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿NewExpression
8628¿Identifier¿¿13333¿Error¿¿¿{"start":{"line":158,"column":32},"end":{"line":158,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8629¿Literal¿string¿13333¿¿'invalid zip64 end of central directory record signature'¿¿{"start":{"line":158,"column":38},"end":{"line":158,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8630¿VariableDeclarator¿¿13333¿v857¿¿¿{"start":{"line":158,"column":19},"end":{"line":158,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8631¿CallExpression¿¿13333¿¿¿¿{"start":{"line":158,"column":19},"end":{"line":158,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8632¿Identifier¿¿13333¿callback¿¿¿{"start":{"line":158,"column":19},"end":{"line":158,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8633¿Identifier¿¿13333¿v856¿¿¿¿¿Identifier
8634¿ReturnStatement¿¿13333¿¿¿¿{"start":{"line":158,"column":12},"end":{"line":158,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ReturnStatement
8635¿Identifier¿¿13333¿v857¿¿¿¿¿Identifier
8636¿BlockStatement¿¿13333¿¿¿¿{"start":{"line":157,"column":63},"end":{"line":159,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
8637¿ExpressionStatement¿¿13333¿¿¿¿{"start":{"line":164,"column":10},"end":{"line":164,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
8638¿AssignmentExpression¿=¿13333¿¿¿¿{"start":{"line":164,"column":10},"end":{"line":164,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
8639¿Identifier¿¿13333¿diskNumber¿¿¿{"start":{"line":164,"column":10},"end":{"line":164,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8640¿CallExpression¿¿13333¿¿¿¿{"start":{"line":164,"column":23},"end":{"line":164,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8641¿MemberExpression¿¿13333¿¿¿¿{"start":{"line":164,"column":23},"end":{"line":164,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
8642¿Identifier¿¿13333¿zip64EocdrBuffer¿¿¿{"start":{"line":164,"column":23},"end":{"line":164,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8643¿Identifier¿¿13333¿readUInt32LE¿¿¿{"start":{"line":164,"column":40},"end":{"line":164,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8644¿Literal¿number¿13333¿¿16¿¿{"start":{"line":164,"column":53},"end":{"line":164,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8645¿VariableDeclarator¿¿13333¿v858¿¿¿{"start":{"line":165,"column":14},"end":{"line":165,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8646¿BinaryExpression¿!==¿13333¿¿¿¿{"start":{"line":165,"column":14},"end":{"line":165,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
8647¿Identifier¿¿13333¿diskNumber¿¿¿{"start":{"line":165,"column":14},"end":{"line":165,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8648¿Literal¿number¿13333¿¿0¿¿{"start":{"line":165,"column":29},"end":{"line":165,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8649¿IfStatement¿¿13333¿¿¿¿{"start":{"line":165,"column":10},"end":{"line":168,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
8650¿Identifier¿¿13333¿v858¿¿¿¿¿Identifier
8651¿VariableDeclarator¿¿13333¿v859¿¿¿{"start":{"line":167,"column":38},"end":{"line":167,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8652¿BinaryExpression¿+¿13333¿¿¿¿{"start":{"line":167,"column":38},"end":{"line":167,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
8653¿Literal¿string¿13333¿¿'multi-disk zip files are not supported: found disk number: '¿¿{"start":{"line":167,"column":38},"end":{"line":167,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8654¿Identifier¿¿13333¿diskNumber¿¿¿{"start":{"line":167,"column":102},"end":{"line":167,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8655¿VariableDeclarator¿¿13333¿v860¿¿¿{"start":{"line":167,"column":28},"end":{"line":167,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8656¿NewExpression¿¿13333¿¿¿¿{"start":{"line":167,"column":28},"end":{"line":167,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿NewExpression
8657¿Identifier¿¿13333¿Error¿¿¿{"start":{"line":167,"column":32},"end":{"line":167,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8658¿Identifier¿¿13333¿v859¿¿¿¿¿Identifier
8659¿VariableDeclarator¿¿13333¿v861¿¿¿{"start":{"line":167,"column":19},"end":{"line":167,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8660¿CallExpression¿¿13333¿¿¿¿{"start":{"line":167,"column":19},"end":{"line":167,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8661¿Identifier¿¿13333¿callback¿¿¿{"start":{"line":167,"column":19},"end":{"line":167,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8662¿Identifier¿¿13333¿v860¿¿¿¿¿Identifier
8663¿ReturnStatement¿¿13333¿¿¿¿{"start":{"line":167,"column":12},"end":{"line":167,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ReturnStatement
8664¿Identifier¿¿13333¿v861¿¿¿¿¿Identifier
8665¿BlockStatement¿¿13333¿¿¿¿{"start":{"line":165,"column":32},"end":{"line":168,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
8666¿ExpressionStatement¿¿13333¿¿¿¿{"start":{"line":172,"column":10},"end":{"line":172,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
8667¿AssignmentExpression¿=¿13333¿¿¿¿{"start":{"line":172,"column":10},"end":{"line":172,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
8668¿Identifier¿¿13333¿entryCount¿¿¿{"start":{"line":172,"column":10},"end":{"line":172,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8669¿CallExpression¿¿13333¿¿¿¿{"start":{"line":172,"column":23},"end":{"line":172,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8670¿Identifier¿¿13333¿readUInt64LE¿¿¿{"start":{"line":172,"column":23},"end":{"line":172,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8671¿Identifier¿¿13333¿zip64EocdrBuffer¿¿¿{"start":{"line":172,"column":36},"end":{"line":172,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8672¿Literal¿number¿13333¿¿32¿¿{"start":{"line":172,"column":54},"end":{"line":172,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8673¿ExpressionStatement¿¿13333¿¿¿¿{"start":{"line":175,"column":10},"end":{"line":175,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
8674¿AssignmentExpression¿=¿13333¿¿¿¿{"start":{"line":175,"column":10},"end":{"line":175,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
8675¿Identifier¿¿13333¿centralDirectoryOffset¿¿¿{"start":{"line":175,"column":10},"end":{"line":175,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8676¿CallExpression¿¿13333¿¿¿¿{"start":{"line":175,"column":35},"end":{"line":175,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
8677¿Identifier¿¿13333¿readUInt64LE¿¿¿{"start":{"line":175,"column":35},"end":{"line":175,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8678¿Identifier¿¿13333¿zip64EocdrBuffer¿¿¿{"start":{"line":175,"column":48},"end":{"line":175,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8679¿Literal¿number¿13333¿¿48¿¿{"start":{"line":175,"column":66},"end":{"line":175,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
8680¿VariableDeclarator¿¿13333¿v862¿¿¿{"start":{"line":177,"column":108},"end":{"line":177,"column":125},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
8681¿MemberExpression¿¿13333¿¿¿¿{"start":{"line":177,"column":108},"end":{"line":177,"column":125},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
8682¿Identifier¿¿13333¿options¿¿¿{"start":{"line":177,"column":108},"end":{"line":177,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8683¿Identifier¿¿13333¿autoClose¿¿¿{"start":{"line":177,"column":116},"end":{"line":177,"column":125},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
8684¿VariableDeclarator¿¿13333¿v863¿¿¿{"start":{"line":177,"column":127},"end":{"line":177,"column":146},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
