Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
724¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Program
845¿Identifier¿¿1213¿v64¿¿¿¿¿Identifier
846¿Identifier¿¿1213¿stdout¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
847¿Identifier¿¿1213¿stdout¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
848¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":27,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
849¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":27,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
850¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":27,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
851¿Identifier¿¿1213¿v64¿¿¿¿¿Identifier
852¿Identifier¿¿1213¿stderr¿¿¿{"start":{"line":27,"column":36},"end":{"line":27,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
853¿Identifier¿¿1213¿stderr¿¿¿{"start":{"line":27,"column":36},"end":{"line":27,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
854¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
855¿Identifier¿¿1213¿v64¿¿¿¿¿Identifier
856¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":13,"column":6},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
857¿CatchClause¿¿1213¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":36,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CatchClause
858¿VariableDeclarator¿¿1213¿v65¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
859¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
860¿Identifier¿¿1213¿error¿¿¿{"start":{"line":29,"column":46},"end":{"line":29,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
861¿Identifier¿¿1213¿message¿¿¿{"start":{"line":29,"column":52},"end":{"line":29,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
862¿VariableDeclarator¿¿1213¿v66¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
863¿TemplateLiteral¿¿1213¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿TemplateLiteral
864¿Identifier¿¿1213¿v65¿¿¿¿¿Identifier
865¿VariableDeclarator¿¿1213¿v67¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
866¿CallExpression¿¿1213¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
867¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
868¿Identifier¿¿1213¿console¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
869¿Identifier¿¿1213¿error¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
870¿Identifier¿¿1213¿v66¿¿¿¿¿Identifier
871¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
872¿Identifier¿¿1213¿v67¿¿¿¿¿Identifier
873¿VariableDeclarator¿¿1213¿v68¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
874¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
875¿Identifier¿¿1213¿error¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
876¿Identifier¿¿1213¿message¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
877¿VariableDeclarator¿¿1213¿v69¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
878¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
879¿Identifier¿¿1213¿error¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
880¿Identifier¿¿1213¿stdout¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
881¿VariableDeclarator¿¿1213¿v70¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
882¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
883¿Identifier¿¿1213¿error¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
884¿Identifier¿¿1213¿stderr¿¿¿{"start":{"line":34,"column":20},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
885¿VariableDeclarator¿¿1213¿v71¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
886¿ObjectExpression¿¿1213¿¿¿¿¿¿ObjectExpression
887¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
888¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
889¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
890¿Identifier¿¿1213¿v71¿¿¿¿¿Identifier
891¿Identifier¿¿1213¿success¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
892¿Literal¿boolean¿1213¿¿false¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
893¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
894¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
895¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
896¿Identifier¿¿1213¿v71¿¿¿¿¿Identifier
897¿Identifier¿¿1213¿error¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
898¿Identifier¿¿1213¿v68¿¿¿¿¿Identifier
899¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
900¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
901¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
902¿Identifier¿¿1213¿v71¿¿¿¿¿Identifier
903¿Identifier¿¿1213¿stdout¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
904¿Identifier¿¿1213¿v69¿¿¿¿¿Identifier
905¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
906¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
907¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
908¿Identifier¿¿1213¿v71¿¿¿¿¿Identifier
909¿Identifier¿¿1213¿stderr¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
910¿Identifier¿¿1213¿v70¿¿¿¿¿Identifier
911¿ReturnStatement¿¿1213¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":35,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
912¿Identifier¿¿1213¿v71¿¿¿¿¿Identifier
913¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":28,"column":18},"end":{"line":36,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
914¿Identifier¿¿1213¿error¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
915¿BlockStatement¿¿1213¿¿¿¿{"start":{"line":12,"column":53},"end":{"line":37,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
916¿VariableDeclarator¿¿1211¿v74¿¿¿{"start":{"line":43,"column":17},"end":{"line":45,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
917¿ArrowFunctionExpression¿¿1211¿¿¿¿{"start":{"line":43,"column":17},"end":{"line":45,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrowFunctionExpression
918¿VariableDeclarator¿¿1217¿v72¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
919¿ArrayExpression¿¿1217¿¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrayExpression
920¿Identifier¿¿1217¿DOCKER_BIN¿¿¿{"start":{"line":44,"column":27},"end":{"line":44,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
921¿Literal¿string¿1217¿¿'exec'¿¿{"start":{"line":44,"column":39},"end":{"line":44,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
922¿Literal¿string¿1217¿¿'crowdsec'¿¿{"start":{"line":44,"column":47},"end":{"line":44,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
923¿Literal¿string¿1217¿¿'cscli'¿¿{"start":{"line":44,"column":59},"end":{"line":44,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
924¿Literal¿string¿1217¿¿'decisions'¿¿{"start":{"line":44,"column":68},"end":{"line":44,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
925¿Literal¿string¿1217¿¿'list'¿¿{"start":{"line":44,"column":81},"end":{"line":44,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
926¿Literal¿string¿1217¿¿'-o'¿¿{"start":{"line":44,"column":89},"end":{"line":44,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
927¿Literal¿string¿1217¿¿'human'¿¿{"start":{"line":44,"column":95},"end":{"line":44,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
928¿VariableDeclarator¿¿1217¿v73¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
929¿CallExpression¿¿1217¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
930¿Identifier¿¿1217¿executeCommand¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
931¿Identifier¿¿1217¿v72¿¿¿¿¿Identifier
932¿ReturnStatement¿¿1217¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
933¿Identifier¿¿1217¿v73¿¿¿¿¿Identifier
934¿BlockStatement¿¿1217¿¿¿¿{"start":{"line":43,"column":29},"end":{"line":45,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
935¿VariableDeclarator¿¿1211¿v82¿¿¿{"start":{"line":47,"column":11},"end":{"line":52,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
936¿ArrowFunctionExpression¿¿1211¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":52,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrowFunctionExpression
937¿Identifier¿¿0¿ip¿¿¿{"start":{"line":47,"column":18},"end":{"line":47,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
938¿VariableDeclarator¿¿1219¿v75¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
939¿CallExpression¿¿1219¿¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
940¿Identifier¿¿1219¿String¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
941¿Identifier¿¿1219¿ip¿¿¿{"start":{"line":48,"column":21},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
942¿VariableDeclarator¿¿1219¿v76¿¿¿{"start":{"line":48,"column":9},"end":{"line":48,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
943¿CallExpression¿¿1219¿¿¿¿{"start":{"line":48,"column":9},"end":{"line":48,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
944¿Identifier¿¿1219¿isIP¿¿¿{"start":{"line":48,"column":9},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
945¿Identifier¿¿1219¿v75¿¿¿¿¿Identifier
946¿VariableDeclarator¿¿1219¿v77¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
947¿UnaryExpression¿!¿1219¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿UnaryExpression
948¿Identifier¿¿1219¿v76¿¿¿¿¿Identifier
949¿IfStatement¿¿1219¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿IfStatement
950¿Identifier¿¿1219¿v77¿¿¿¿¿Identifier
951¿VariableDeclarator¿¿1219¿v78¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
952¿ObjectExpression¿¿1219¿¿¿¿¿¿ObjectExpression
953¿ExpressionStatement¿¿1219¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
954¿AssignmentExpression¿=¿1219¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
955¿MemberExpression¿¿1219¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
956¿Identifier¿¿1219¿v78¿¿¿¿¿Identifier
957¿Identifier¿¿1219¿success¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
958¿Literal¿boolean¿1219¿¿false¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
959¿ExpressionStatement¿¿1219¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
960¿AssignmentExpression¿=¿1219¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
961¿MemberExpression¿¿1219¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
962¿Identifier¿¿1219¿v78¿¿¿¿¿Identifier
963¿Identifier¿¿1219¿error¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
964¿Literal¿string¿1219¿¿'Invalid IP address'¿¿{"start":{"line":49,"column":38},"end":{"line":49,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
965¿ReturnStatement¿¿1219¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
966¿Identifier¿¿1219¿v78¿¿¿¿¿Identifier
967¿BlockStatement¿¿1219¿¿¿¿{"start":{"line":48,"column":27},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
968¿VariableDeclarator¿¿1219¿v79¿¿¿{"start":{"line":51,"column":99},"end":{"line":51,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
969¿CallExpression¿¿1219¿¿¿¿{"start":{"line":51,"column":99},"end":{"line":51,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
970¿Identifier¿¿1219¿String¿¿¿{"start":{"line":51,"column":99},"end":{"line":51,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
971¿Identifier¿¿1219¿ip¿¿¿{"start":{"line":51,"column":106},"end":{"line":51,"column":108},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
972¿VariableDeclarator¿¿1219¿v80¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":110},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
