Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1051¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":147,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Program
1173¿Identifier¿¿1828¿size¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1174¿Identifier¿¿1828¿v106¿¿¿¿¿Identifier
1175¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":22,"column":16},"end":{"line":33,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1176¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":22,"column":16},"end":{"line":33,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿AssignmentExpression
1177¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":22,"column":16},"end":{"line":33,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1178¿Identifier¿¿1828¿v108¿¿¿¿¿Identifier
1179¿Identifier¿¿1828¿time¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1180¿Identifier¿¿1828¿v107¿¿¿¿¿Identifier
1181¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":33,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1182¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":33,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿AssignmentExpression
1183¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":22,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1184¿ThisExpression¿¿1828¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":22,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ThisExpression
1185¿Identifier¿¿1828¿report¿¿¿{"start":{"line":22,"column":7},"end":{"line":22,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1186¿Identifier¿¿1828¿v108¿¿¿¿¿Identifier
1187¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1188¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿AssignmentExpression
1189¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1190¿ThisExpression¿¿1828¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ThisExpression
1191¿Identifier¿¿1828¿settings¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1192¿Identifier¿¿1828¿settings¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1193¿VariableDeclarator¿¿1828¿v109¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1194¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1195¿ThisExpression¿¿1828¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ThisExpression
1196¿Identifier¿¿1828¿settings¿¿¿{"start":{"line":36,"column":7},"end":{"line":36,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1197¿VariableDeclarator¿¿1828¿v110¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1198¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1199¿Identifier¿¿1828¿v109¿¿¿¿¿Identifier
1200¿Identifier¿¿1828¿inputs¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1201¿VariableDeclarator¿¿1828¿v114¿¿¿{"start":{"line":36,"column":31},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1202¿FunctionExpression¿¿1828¿anon¿¿¿{"start":{"line":36,"column":31},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿FunctionExpression
1203¿Identifier¿¿0¿input¿¿¿{"start":{"line":36,"column":41},"end":{"line":36,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1204¿VariableDeclarator¿¿1830¿files¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1205¿CallExpression¿¿1830¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1206¿MemberExpression¿¿1830¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1207¿Identifier¿¿1830¿self¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1208¿Identifier¿¿1830¿scan¿¿¿{"start":{"line":37,"column":21},"end":{"line":37,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1209¿Identifier¿¿1830¿input¿¿¿{"start":{"line":37,"column":26},"end":{"line":37,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1210¿Literal¿number¿1830¿¿0¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Literal
1211¿VariableDeclarator¿¿1830¿v112¿¿¿{"start":{"line":39,"column":18},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1212¿FunctionExpression¿¿1830¿anon¿¿¿{"start":{"line":39,"column":18},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿FunctionExpression
1213¿Identifier¿¿0¿file¿¿¿{"start":{"line":39,"column":28},"end":{"line":39,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1214¿VariableDeclarator¿¿1832¿v111¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1215¿CallExpression¿¿1832¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1216¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1217¿Identifier¿¿1832¿self¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1218¿Identifier¿¿1832¿add¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1219¿Identifier¿¿1832¿file¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1220¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1221¿Identifier¿¿1832¿v111¿¿¿¿¿Identifier
1222¿BlockStatement¿¿1832¿¿¿¿{"start":{"line":39,"column":34},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1223¿VariableDeclarator¿¿1830¿v113¿¿¿{"start":{"line":39,"column":4},"end":{"line":41,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1224¿CallExpression¿¿1830¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":41,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1225¿MemberExpression¿¿1830¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1226¿Identifier¿¿1830¿files¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1227¿Identifier¿¿1830¿forEach¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1228¿Identifier¿¿1830¿v112¿¿¿¿¿Identifier
1229¿ExpressionStatement¿¿1830¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":41,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1230¿Identifier¿¿1830¿v113¿¿¿¿¿Identifier
1231¿BlockStatement¿¿1830¿¿¿¿{"start":{"line":36,"column":48},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1232¿VariableDeclarator¿¿1828¿v115¿¿¿{"start":{"line":36,"column":2},"end":{"line":42,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1233¿CallExpression¿¿1828¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":42,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1234¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1235¿Identifier¿¿1828¿v110¿¿¿¿¿Identifier
1236¿Identifier¿¿1828¿forEach¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1237¿Identifier¿¿1828¿v114¿¿¿¿¿Identifier
1238¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":42,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1239¿Identifier¿¿1828¿v115¿¿¿¿¿Identifier
1240¿BlockStatement¿¿1828¿¿¿¿{"start":{"line":18,"column":47},"end":{"line":43,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1241¿ExpressionStatement¿¿1826¿¿¿¿{"start":{"line":18,"column":10},"end":{"line":43,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1242¿AssignmentExpression¿=¿1826¿¿¿¿{"start":{"line":18,"column":10},"end":{"line":43,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿AssignmentExpression
1243¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":18,"column":10},"end":{"line":18,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1244¿Identifier¿¿1826¿module¿¿¿{"start":{"line":18,"column":10},"end":{"line":18,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1245¿Identifier¿¿1826¿exports¿¿¿{"start":{"line":18,"column":17},"end":{"line":18,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1246¿Identifier¿¿1826¿v116¿¿¿¿¿Identifier
1247¿VariableDeclarator¿¿1826¿Job¿¿¿{"start":{"line":18,"column":4},"end":{"line":43,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1248¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":18,"column":10},"end":{"line":18,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1249¿Identifier¿¿1826¿module¿¿¿{"start":{"line":18,"column":10},"end":{"line":18,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1250¿Identifier¿¿1826¿exports¿¿¿{"start":{"line":18,"column":17},"end":{"line":18,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1251¿ExpressionStatement¿¿1826¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":46,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1252¿AssignmentExpression¿=¿1826¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":46,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿AssignmentExpression
1253¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":46,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1254¿Identifier¿¿1826¿Job¿¿¿{"start":{"line":46,"column":0},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1255¿Identifier¿¿1826¿prototype¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1256¿NewExpression¿¿1826¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿NewExpression
1257¿Identifier¿¿1826¿EventEmitter¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1258¿VariableDeclarator¿¿1826¿v117¿¿¿{"start":{"line":48,"column":0},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1259¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":48,"column":0},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1260¿Identifier¿¿1826¿Job¿¿¿{"start":{"line":48,"column":0},"end":{"line":48,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1261¿Identifier¿¿1826¿prototype¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1262¿VariableDeclarator¿¿1826¿v128¿¿¿{"start":{"line":48,"column":0},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1263¿FunctionExpression¿¿1826¿anon¿¿¿{"start":{"line":48,"column":20},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿FunctionExpression
1264¿Identifier¿¿0¿filename¿¿¿{"start":{"line":48,"column":30},"end":{"line":48,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1265¿VariableDeclarator¿¿1834¿self¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1266¿ThisExpression¿¿1834¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ThisExpression
1267¿VariableDeclarator¿¿1834¿v118¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1834¿¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1269¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1270¿Identifier¿¿1834¿path¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1271¿Identifier¿¿1834¿extname¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1272¿Identifier¿¿1834¿filename¿¿¿{"start":{"line":52,"column":43},"end":{"line":52,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1273¿VariableDeclarator¿¿1834¿v119¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1274¿CallExpression¿¿1834¿¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1275¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1276¿Identifier¿¿1834¿v118¿¿¿¿¿Identifier
1277¿Identifier¿¿1834¿substr¿¿¿{"start":{"line":52,"column":53},"end":{"line":52,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1278¿Literal¿number¿1834¿¿1¿¿{"start":{"line":52,"column":60},"end":{"line":52,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Literal
1279¿VariableDeclarator¿¿1834¿v120¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1280¿MemberExpression¿computed¿1834¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1281¿Identifier¿¿1834¿extensions¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1282¿Identifier¿¿1834¿v119¿¿¿¿¿Identifier
1283¿VariableDeclarator¿¿1834¿task¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1284¿MemberExpression¿computed¿1834¿¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1285¿Identifier¿¿1834¿tasks¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1286¿Identifier¿¿1834¿v120¿¿¿¿¿Identifier
1287¿IfStatement¿¿1834¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":62,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿IfStatement
1288¿Identifier¿¿1834¿task¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1289¿VariableDeclarator¿¿1834¿v121¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1290¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1291¿ThisExpression¿¿1834¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ThisExpression
1292¿Identifier¿¿1834¿queue¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1293¿VariableDeclarator¿¿1834¿v123¿¿¿{"start":{"line":55,"column":20},"end":{"line":57,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1294¿FunctionExpression¿¿1834¿anon¿¿¿{"start":{"line":55,"column":20},"end":{"line":57,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿FunctionExpression
1295¿VariableDeclarator¿¿1836¿v122¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
