Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3011¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":292,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Program
3678¿Identifier¿¿5349¿uploadsRoot¿¿¿{"start":{"line":111,"column":35},"end":{"line":111,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3679¿Identifier¿¿5349¿projectId¿¿¿{"start":{"line":111,"column":48},"end":{"line":111,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3680¿VariableDeclarator¿¿5349¿fullPath¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3681¿CallExpression¿¿5349¿¿¿¿{"start":{"line":112,"column":21},"end":{"line":112,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3682¿Identifier¿¿5349¿safeResolve¿¿¿{"start":{"line":112,"column":21},"end":{"line":112,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3683¿Identifier¿¿5349¿projectDir¿¿¿{"start":{"line":112,"column":33},"end":{"line":112,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3684¿Identifier¿¿5349¿relPath¿¿¿{"start":{"line":112,"column":45},"end":{"line":112,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3685¿VariableDeclarator¿¿5349¿v371¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3686¿CallExpression¿¿5349¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3687¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3688¿Identifier¿¿5349¿fs¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3689¿Identifier¿¿5349¿existsSync¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3690¿Identifier¿¿5349¿fullPath¿¿¿{"start":{"line":114,"column":23},"end":{"line":114,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3691¿VariableDeclarator¿¿5349¿v372¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3692¿UnaryExpression¿!¿5349¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿UnaryExpression
3693¿Identifier¿¿5349¿v371¿¿¿¿¿Identifier
3694¿VariableDeclarator¿¿5349¿v373¿¿¿{"start":{"line":114,"column":36},"end":{"line":114,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3695¿CallExpression¿¿5349¿¿¿¿{"start":{"line":114,"column":36},"end":{"line":114,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3696¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":114,"column":36},"end":{"line":114,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3697¿Identifier¿¿5349¿fs¿¿¿{"start":{"line":114,"column":36},"end":{"line":114,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3698¿Identifier¿¿5349¿statSync¿¿¿{"start":{"line":114,"column":39},"end":{"line":114,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3699¿Identifier¿¿5349¿fullPath¿¿¿{"start":{"line":114,"column":48},"end":{"line":114,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3700¿VariableDeclarator¿¿5349¿v374¿¿¿{"start":{"line":114,"column":36},"end":{"line":114,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3701¿CallExpression¿¿5349¿¿¿¿{"start":{"line":114,"column":36},"end":{"line":114,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3702¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":114,"column":36},"end":{"line":114,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3703¿Identifier¿¿5349¿v373¿¿¿¿¿Identifier
3704¿Identifier¿¿5349¿isDirectory¿¿¿{"start":{"line":114,"column":58},"end":{"line":114,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3705¿VariableDeclarator¿¿5349¿v375¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3706¿LogicalExpression¿||¿5349¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿LogicalExpression
3707¿Identifier¿¿5349¿v372¿¿¿¿¿Identifier
3708¿Identifier¿¿5349¿v374¿¿¿¿¿Identifier
3709¿IfStatement¿¿5349¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":116,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿IfStatement
3710¿Identifier¿¿5349¿v375¿¿¿¿¿Identifier
3711¿VariableDeclarator¿¿5349¿v376¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3712¿CallExpression¿¿5349¿¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3713¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3714¿Identifier¿¿5349¿res¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3715¿Identifier¿¿5349¿status¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3716¿Literal¿number¿5349¿¿404¿¿{"start":{"line":115,"column":24},"end":{"line":115,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3717¿VariableDeclarator¿¿5349¿v377¿¿¿{"start":{"line":115,"column":34},"end":{"line":115,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3718¿ObjectExpression¿¿5349¿¿¿¿{"start":{"line":115,"column":34},"end":{"line":115,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ObjectExpression
3719¿Property¿¿5349¿¿¿¿{"start":{"line":115,"column":36},"end":{"line":115,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Property
3720¿Identifier¿¿5349¿success¿¿¿{"start":{"line":115,"column":36},"end":{"line":115,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3721¿Literal¿boolean¿5349¿¿false¿¿{"start":{"line":115,"column":45},"end":{"line":115,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3722¿Property¿¿5349¿¿¿¿{"start":{"line":115,"column":52},"end":{"line":115,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Property
3723¿Identifier¿¿5349¿message¿¿¿{"start":{"line":115,"column":52},"end":{"line":115,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3724¿Literal¿string¿5349¿¿'File not found'¿¿{"start":{"line":115,"column":61},"end":{"line":115,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3725¿VariableDeclarator¿¿5349¿v378¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3726¿CallExpression¿¿5349¿¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3727¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3728¿Identifier¿¿5349¿v376¿¿¿¿¿Identifier
3729¿Identifier¿¿5349¿json¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3730¿Identifier¿¿5349¿v377¿¿¿¿¿Identifier
3731¿ReturnStatement¿¿5349¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ReturnStatement
3732¿Identifier¿¿5349¿v378¿¿¿¿¿Identifier
3733¿BlockStatement¿¿5349¿¿¿¿{"start":{"line":114,"column":73},"end":{"line":116,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿BlockStatement
3734¿VariableDeclarator¿¿5349¿content¿¿¿{"start":{"line":117,"column":10},"end":{"line":117,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3735¿CallExpression¿¿5349¿¿¿¿{"start":{"line":117,"column":20},"end":{"line":117,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3736¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":117,"column":20},"end":{"line":117,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3737¿Identifier¿¿5349¿fs¿¿¿{"start":{"line":117,"column":20},"end":{"line":117,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3738¿Identifier¿¿5349¿readFileSync¿¿¿{"start":{"line":117,"column":23},"end":{"line":117,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3739¿Identifier¿¿5349¿fullPath¿¿¿{"start":{"line":117,"column":36},"end":{"line":117,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3740¿Literal¿string¿5349¿¿'utf8'¿¿{"start":{"line":117,"column":46},"end":{"line":117,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3741¿VariableDeclarator¿¿5349¿v379¿¿¿{"start":{"line":118,"column":13},"end":{"line":118,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3742¿ObjectExpression¿¿5349¿¿¿¿{"start":{"line":118,"column":13},"end":{"line":118,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ObjectExpression
3743¿Property¿¿5349¿¿¿¿{"start":{"line":118,"column":15},"end":{"line":118,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Property
3744¿Identifier¿¿5349¿success¿¿¿{"start":{"line":118,"column":15},"end":{"line":118,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3745¿Literal¿boolean¿5349¿¿true¿¿{"start":{"line":118,"column":24},"end":{"line":118,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3746¿Property¿¿5349¿¿¿¿{"start":{"line":118,"column":30},"end":{"line":118,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Property
3747¿Identifier¿¿5349¿content¿¿¿{"start":{"line":118,"column":30},"end":{"line":118,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3748¿Identifier¿¿5349¿content¿¿¿{"start":{"line":118,"column":30},"end":{"line":118,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3749¿VariableDeclarator¿¿5349¿v380¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3750¿CallExpression¿¿5349¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3751¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3752¿Identifier¿¿5349¿res¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3753¿Identifier¿¿5349¿json¿¿¿{"start":{"line":118,"column":8},"end":{"line":118,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3754¿Identifier¿¿5349¿v379¿¿¿¿¿Identifier
3755¿ExpressionStatement¿¿5349¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
3756¿Identifier¿¿5349¿v380¿¿¿¿¿Identifier
3757¿BlockStatement¿¿5349¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":119,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿BlockStatement
3758¿CatchClause¿¿5349¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":122,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CatchClause
3759¿VariableDeclarator¿¿5349¿v381¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3760¿CallExpression¿¿5349¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3761¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3762¿Identifier¿¿5349¿console¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3763¿Identifier¿¿5349¿error¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3764¿Literal¿string¿5349¿¿'Error reading file:'¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3765¿Identifier¿¿5349¿error¿¿¿{"start":{"line":120,"column":41},"end":{"line":120,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3766¿ExpressionStatement¿¿5349¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
3767¿Identifier¿¿5349¿v381¿¿¿¿¿Identifier
3768¿VariableDeclarator¿¿5349¿v382¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3769¿CallExpression¿¿5349¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3770¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3771¿Identifier¿¿5349¿res¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3772¿Identifier¿¿5349¿status¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3773¿Literal¿number¿5349¿¿500¿¿{"start":{"line":121,"column":15},"end":{"line":121,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3774¿VariableDeclarator¿¿5349¿v383¿¿¿{"start":{"line":121,"column":78},"end":{"line":121,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3775¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":121,"column":78},"end":{"line":121,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3776¿Identifier¿¿5349¿error¿¿¿{"start":{"line":121,"column":78},"end":{"line":121,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3777¿Identifier¿¿5349¿message¿¿¿{"start":{"line":121,"column":84},"end":{"line":121,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3778¿VariableDeclarator¿¿5349¿v384¿¿¿{"start":{"line":121,"column":52},"end":{"line":121,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3779¿BinaryExpression¿+¿5349¿¿¿¿{"start":{"line":121,"column":52},"end":{"line":121,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿BinaryExpression
3780¿Literal¿string¿5349¿¿'Failed to read file: '¿¿{"start":{"line":121,"column":52},"end":{"line":121,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3781¿Identifier¿¿5349¿v383¿¿¿¿¿Identifier
3782¿VariableDeclarator¿¿5349¿v385¿¿¿{"start":{"line":121,"column":25},"end":{"line":121,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3783¿ObjectExpression¿¿5349¿¿¿¿{"start":{"line":121,"column":25},"end":{"line":121,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ObjectExpression
3784¿Property¿¿5349¿¿¿¿{"start":{"line":121,"column":27},"end":{"line":121,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Property
3785¿Identifier¿¿5349¿success¿¿¿{"start":{"line":121,"column":27},"end":{"line":121,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3786¿Literal¿boolean¿5349¿¿false¿¿{"start":{"line":121,"column":36},"end":{"line":121,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
3787¿Property¿¿5349¿¿¿¿{"start":{"line":121,"column":43},"end":{"line":121,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Property
3788¿Identifier¿¿5349¿message¿¿¿{"start":{"line":121,"column":43},"end":{"line":121,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3789¿Identifier¿¿5349¿v384¿¿¿¿¿Identifier
3790¿VariableDeclarator¿¿5349¿v386¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
3791¿CallExpression¿¿5349¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
3792¿MemberExpression¿¿5349¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
3793¿Identifier¿¿5349¿v382¿¿¿¿¿Identifier
3794¿Identifier¿¿5349¿json¿¿¿{"start":{"line":121,"column":20},"end":{"line":121,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3795¿Identifier¿¿5349¿v385¿¿¿¿¿Identifier
3796¿ExpressionStatement¿¿5349¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
3797¿Identifier¿¿5349¿v386¿¿¿¿¿Identifier
3798¿BlockStatement¿¿5349¿¿¿¿{"start":{"line":119,"column":18},"end":{"line":122,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿BlockStatement
3799¿Identifier¿¿5349¿error¿¿¿{"start":{"line":119,"column":11},"end":{"line":119,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
3800¿BlockStatement¿¿5349¿¿¿¿{"start":{"line":107,"column":62},"end":{"line":123,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿BlockStatement
3801¿VariableDeclarator¿¿5319¿v388¿¿¿{"start":{"line":107,"column":0},"end":{"line":123,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
