Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
594¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":53,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Program
721¿IfStatement¿¿1030¿¿¿¿{"start":{"line":23,"column":10},"end":{"line":23,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿IfStatement
722¿Identifier¿¿1030¿cb¿¿¿{"start":{"line":23,"column":14},"end":{"line":23,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
723¿VariableDeclarator¿¿1030¿v69¿¿¿{"start":{"line":23,"column":35},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
724¿ArrowFunctionExpression¿¿1030¿¿¿¿{"start":{"line":23,"column":35},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ArrowFunctionExpression
725¿VariableDeclarator¿¿1033¿v68¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
726¿CallExpression¿¿1033¿¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
727¿Identifier¿¿1033¿cb¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
728¿Literal¿object¿1033¿¿null¿¿{"start":{"line":23,"column":44},"end":{"line":23,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
729¿Literal¿string¿1033¿¿'simulated'¿¿{"start":{"line":23,"column":50},"end":{"line":23,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
730¿Literal¿string¿1033¿¿''¿¿{"start":{"line":23,"column":63},"end":{"line":23,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
731¿ReturnStatement¿¿1033¿¿¿¿¿¿ReturnStatement
732¿Identifier¿¿1033¿v68¿¿¿¿¿Identifier
733¿BlockStatement¿¿1033¿¿¿¿¿¿BlockStatement
734¿VariableDeclarator¿¿1030¿v70¿¿¿{"start":{"line":23,"column":18},"end":{"line":23,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
735¿CallExpression¿¿1030¿¿¿¿{"start":{"line":23,"column":18},"end":{"line":23,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
736¿MemberExpression¿¿1030¿¿¿¿{"start":{"line":23,"column":18},"end":{"line":23,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
737¿Identifier¿¿1030¿process¿¿¿{"start":{"line":23,"column":18},"end":{"line":23,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
738¿Identifier¿¿1030¿nextTick¿¿¿{"start":{"line":23,"column":26},"end":{"line":23,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
739¿Identifier¿¿1030¿v69¿¿¿¿¿Identifier
740¿ExpressionStatement¿¿1030¿¿¿¿{"start":{"line":23,"column":18},"end":{"line":23,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
741¿Identifier¿¿1030¿v70¿¿¿¿¿Identifier
742¿BlockStatement¿¿1030¿¿¿¿¿¿BlockStatement
743¿BlockStatement¿¿1030¿¿¿¿{"start":{"line":20,"column":43},"end":{"line":24,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BlockStatement
744¿VariableDeclarator¿¿1022¿v76¿¿¿{"start":{"line":25,"column":13},"end":{"line":30,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
745¿FunctionExpression¿¿1022¿anon¿¿¿{"start":{"line":25,"column":13},"end":{"line":30,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿FunctionExpression
746¿Identifier¿¿0¿file¿¿¿{"start":{"line":25,"column":14},"end":{"line":25,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
747¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":25,"column":20},"end":{"line":25,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿AssignmentPattern
748¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":25,"column":31},"end":{"line":25,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿AssignmentPattern
749¿VariableDeclarator¿¿1036¿v72¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
750¿CallExpression¿¿1036¿¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
751¿MemberExpression¿¿1036¿¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
752¿Identifier¿¿1036¿console¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
753¿Identifier¿¿1036¿log¿¿¿{"start":{"line":26,"column":18},"end":{"line":26,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
754¿Literal¿string¿1036¿¿'[DRYRUN spawn]'¿¿{"start":{"line":26,"column":22},"end":{"line":26,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
755¿Identifier¿¿1036¿file¿¿¿{"start":{"line":26,"column":40},"end":{"line":26,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
756¿Identifier¿¿1036¿args¿¿¿{"start":{"line":26,"column":46},"end":{"line":26,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
757¿ExpressionStatement¿¿1036¿¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
758¿Identifier¿¿1036¿v72¿¿¿¿¿Identifier
759¿VariableDeclarator¿¿1036¿ee¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
760¿NewExpression¿¿1036¿¿¿¿{"start":{"line":27,"column":21},"end":{"line":27,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿NewExpression
761¿Identifier¿¿1036¿EventEmitter¿¿¿{"start":{"line":27,"column":25},"end":{"line":27,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
762¿VariableDeclarator¿¿1036¿v74¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
763¿ArrowFunctionExpression¿¿1036¿¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ArrowFunctionExpression
764¿VariableDeclarator¿¿1038¿v73¿¿¿{"start":{"line":28,"column":33},"end":{"line":28,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
765¿CallExpression¿¿1038¿¿¿¿{"start":{"line":28,"column":33},"end":{"line":28,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
766¿MemberExpression¿¿1038¿¿¿¿{"start":{"line":28,"column":33},"end":{"line":28,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
767¿Identifier¿¿1038¿ee¿¿¿{"start":{"line":28,"column":33},"end":{"line":28,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
768¿Identifier¿¿1038¿emit¿¿¿{"start":{"line":28,"column":36},"end":{"line":28,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
769¿Literal¿string¿1038¿¿'close'¿¿{"start":{"line":28,"column":41},"end":{"line":28,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
770¿Literal¿number¿1038¿¿0¿¿{"start":{"line":28,"column":50},"end":{"line":28,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
771¿ReturnStatement¿¿1038¿¿¿¿¿¿ReturnStatement
772¿Identifier¿¿1038¿v73¿¿¿¿¿Identifier
773¿BlockStatement¿¿1038¿¿¿¿¿¿BlockStatement
774¿VariableDeclarator¿¿1036¿v75¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
775¿CallExpression¿¿1036¿¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
776¿MemberExpression¿¿1036¿¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
777¿Identifier¿¿1036¿process¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
778¿Identifier¿¿1036¿nextTick¿¿¿{"start":{"line":28,"column":18},"end":{"line":28,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
779¿Identifier¿¿1036¿v74¿¿¿¿¿Identifier
780¿ExpressionStatement¿¿1036¿¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
781¿Identifier¿¿1036¿v75¿¿¿¿¿Identifier
782¿ReturnStatement¿¿1036¿¿¿¿{"start":{"line":29,"column":10},"end":{"line":29,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ReturnStatement
783¿Identifier¿¿1036¿ee¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
784¿BlockStatement¿¿1036¿¿¿¿{"start":{"line":25,"column":41},"end":{"line":30,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BlockStatement
785¿VariableDeclarator¿¿1022¿v77¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
786¿ObjectExpression¿¿1022¿¿¿¿¿¿ObjectExpression
787¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
788¿AssignmentExpression¿=¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿AssignmentExpression
789¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
790¿Identifier¿¿1022¿v77¿¿¿¿¿Identifier
791¿Identifier¿¿1022¿exec¿¿¿{"start":{"line":15,"column":8},"end":{"line":15,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
792¿Identifier¿¿1022¿v64¿¿¿¿¿Identifier
793¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
794¿AssignmentExpression¿=¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿AssignmentExpression
795¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
796¿Identifier¿¿1022¿v77¿¿¿¿¿Identifier
797¿Identifier¿¿1022¿execFile¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
798¿Identifier¿¿1022¿v71¿¿¿¿¿Identifier
799¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
800¿AssignmentExpression¿=¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿AssignmentExpression
801¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":14,"column":13},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
802¿Identifier¿¿1022¿v77¿¿¿¿¿Identifier
803¿Identifier¿¿1022¿spawn¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
804¿Identifier¿¿1022¿v76¿¿¿¿¿Identifier
805¿ReturnStatement¿¿1022¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":31,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ReturnStatement
806¿Identifier¿¿1022¿v77¿¿¿¿¿Identifier
807¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":12,"column":34},"end":{"line":32,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BlockStatement
808¿VariableDeclarator¿¿1022¿v78¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
809¿CallExpression¿¿1022¿¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
810¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
811¿Identifier¿¿1022¿origRequire¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
812¿Identifier¿¿1022¿apply¿¿¿{"start":{"line":33,"column":23},"end":{"line":33,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
813¿ThisExpression¿¿1022¿¿¿¿{"start":{"line":33,"column":29},"end":{"line":33,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ThisExpression
814¿Identifier¿¿1022¿arguments¿¿¿{"start":{"line":33,"column":35},"end":{"line":33,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
815¿ReturnStatement¿¿1022¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ReturnStatement
816¿Identifier¿¿1022¿v78¿¿¿¿¿Identifier
817¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":11,"column":43},"end":{"line":34,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BlockStatement
818¿ExpressionStatement¿¿1020¿¿¿¿{"start":{"line":11,"column":2},"end":{"line":34,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
819¿AssignmentExpression¿=¿1020¿¿¿¿{"start":{"line":11,"column":2},"end":{"line":34,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿AssignmentExpression
820¿MemberExpression¿¿1020¿¿¿¿{"start":{"line":11,"column":2},"end":{"line":11,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
821¿Identifier¿¿1020¿v55¿¿¿¿¿Identifier
822¿Identifier¿¿1020¿require¿¿¿{"start":{"line":11,"column":19},"end":{"line":11,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
823¿Identifier¿¿1020¿v79¿¿¿¿¿Identifier
824¿VariableDeclarator¿¿1020¿v80¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
825¿MemberExpression¿¿1020¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
826¿Identifier¿¿1020¿Module¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
827¿Identifier¿¿1020¿prototype¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
828¿VariableDeclarator¿¿1020¿v81¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
829¿CallExpression¿¿1020¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
830¿MemberExpression¿¿1020¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
831¿Identifier¿¿1020¿Object¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
832¿Identifier¿¿1020¿freeze¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
833¿Identifier¿¿1020¿v80¿¿¿¿¿Identifier
834¿ExpressionStatement¿¿1020¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
835¿Identifier¿¿1020¿v81¿¿¿¿¿Identifier
836¿BlockStatement¿¿1020¿¿¿¿{"start":{"line":8,"column":29},"end":{"line":36,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BlockStatement
837¿VariableDeclarator¿¿1018¿v83¿¿¿{"start":{"line":8,"column":0},"end":{"line":36,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
838¿CallExpression¿¿1018¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":36,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
839¿Identifier¿¿1018¿v82¿¿¿¿¿Identifier
840¿ExpressionStatement¿¿1018¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
841¿Identifier¿¿1018¿v83¿¿¿¿¿Identifier
842¿VariableDeclarator¿¿1018¿http¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
843¿CallExpression¿¿1018¿¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
844¿Identifier¿¿1018¿require¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
845¿Literal¿string¿1018¿¿'http'¿¿{"start":{"line":38,"column":21},"end":{"line":38,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
846¿VariableDeclarator¿¿1018¿url¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
847¿CallExpression¿¿1018¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
848¿Identifier¿¿1018¿require¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
849¿Literal¿string¿1018¿¿'url'¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
850¿VariableDeclarator¿¿1018¿cp¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
851¿CallExpression¿¿1018¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
852¿Identifier¿¿1018¿require¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
853¿Literal¿string¿1018¿¿'child_process'¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
854¿VariableDeclarator¿¿1018¿v103¿¿¿{"start":{"line":42,"column":33},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
855¿ArrowFunctionExpression¿¿1018¿¿¿¿{"start":{"line":42,"column":33},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ArrowFunctionExpression
