Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
774¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":89,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Program
893¿Literal¿number¿1347¿¿0¿¿{"start":{"line":34,"column":48},"end":{"line":34,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Literal
894¿VariableDeclarator¿¿1347¿v151¿¿¿{"start":{"line":34,"column":51},"end":{"line":75,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
895¿FunctionExpression¿¿1347¿anon¿¿¿{"start":{"line":34,"column":51},"end":{"line":75,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿FunctionExpression
896¿VariableDeclarator¿¿1349¿v92¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
897¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
898¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
899¿Identifier¿¿1349¿VALID_DOMAIN¿¿¿{"start":{"line":35,"column":25},"end":{"line":35,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
900¿VariableDeclarator¿¿1349¿v93¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
901¿CallExpression¿¿1349¿¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
902¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
903¿Identifier¿¿1349¿v92¿¿¿¿¿Identifier
904¿Identifier¿¿1349¿test¿¿¿{"start":{"line":35,"column":38},"end":{"line":35,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
905¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":35,"column":43},"end":{"line":35,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
906¿VariableDeclarator¿¿1349¿v94¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
907¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿UnaryExpression
908¿Identifier¿¿1349¿v93¿¿¿¿¿Identifier
909¿IfStatement¿¿1349¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":37,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
910¿Identifier¿¿1349¿v94¿¿¿¿¿Identifier
911¿VariableDeclarator¿¿1349¿v95¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
912¿NewExpression¿¿1349¿¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿NewExpression
913¿Identifier¿¿1349¿Error¿¿¿{"start":{"line":36,"column":22},"end":{"line":36,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
914¿TemplateLiteral¿¿1349¿¿¿¿{"start":{"line":36,"column":28},"end":{"line":36,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
915¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":36,"column":32},"end":{"line":36,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
916¿ThrowStatement¿¿1349¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ThrowStatement
917¿Identifier¿¿1349¿v95¿¿¿¿¿Identifier
918¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":35,"column":52},"end":{"line":37,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
919¿VariableDeclarator¿¿1349¿v96¿¿¿{"start":{"line":38,"column":89},"end":{"line":38,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
920¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":38,"column":89},"end":{"line":38,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
921¿Identifier¿¿1349¿options¿¿¿{"start":{"line":38,"column":89},"end":{"line":38,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
922¿Identifier¿¿1349¿skipCertutilInstall¿¿¿{"start":{"line":38,"column":97},"end":{"line":38,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
923¿VariableDeclarator¿¿1349¿v97¿¿¿{"start":{"line":38,"column":81},"end":{"line":38,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
924¿CallExpression¿¿1349¿¿¿¿{"start":{"line":38,"column":81},"end":{"line":38,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
925¿Identifier¿¿1349¿Boolean¿¿¿{"start":{"line":38,"column":81},"end":{"line":38,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
926¿Identifier¿¿1349¿v96¿¿¿¿¿Identifier
927¿VariableDeclarator¿¿1349¿v98¿¿¿{"start":{"line":38,"column":151},"end":{"line":38,"column":172},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
928¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":38,"column":151},"end":{"line":38,"column":172},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
929¿Identifier¿¿1349¿options¿¿¿{"start":{"line":38,"column":151},"end":{"line":38,"column":158},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
930¿Identifier¿¿1349¿skipHostsFile¿¿¿{"start":{"line":38,"column":159},"end":{"line":38,"column":172},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
931¿VariableDeclarator¿¿1349¿v99¿¿¿{"start":{"line":38,"column":143},"end":{"line":38,"column":173},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
932¿CallExpression¿¿1349¿¿¿¿{"start":{"line":38,"column":143},"end":{"line":38,"column":173},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
933¿Identifier¿¿1349¿Boolean¿¿¿{"start":{"line":38,"column":143},"end":{"line":38,"column":150},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
934¿Identifier¿¿1349¿v98¿¿¿¿¿Identifier
935¿VariableDeclarator¿¿1349¿v100¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":175},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
936¿TemplateLiteral¿¿1349¿¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":175},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
937¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":38,"column":43},"end":{"line":38,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
938¿Identifier¿¿1349¿v97¿¿¿¿¿Identifier
939¿Identifier¿¿1349¿v99¿¿¿¿¿Identifier
940¿VariableDeclarator¿¿1349¿v101¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":176},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
941¿CallExpression¿¿1349¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":176},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
942¿Identifier¿¿1349¿debug¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
943¿Identifier¿¿1349¿v100¿¿¿¿¿Identifier
944¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":177},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
945¿Identifier¿¿1349¿v101¿¿¿¿¿Identifier
946¿VariableDeclarator¿¿1349¿v102¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
947¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
948¿Identifier¿¿1349¿options¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
949¿Identifier¿¿1349¿ui¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
950¿IfStatement¿¿1349¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":41,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
951¿Identifier¿¿1349¿v102¿¿¿¿¿Identifier
952¿VariableDeclarator¿¿1349¿v103¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
953¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
954¿Identifier¿¿1349¿user_interface_1¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
955¿Identifier¿¿1349¿default¿¿¿{"start":{"line":40,"column":43},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
956¿VariableDeclarator¿¿1349¿v104¿¿¿{"start":{"line":40,"column":52},"end":{"line":40,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
957¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":40,"column":52},"end":{"line":40,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
958¿Identifier¿¿1349¿options¿¿¿{"start":{"line":40,"column":52},"end":{"line":40,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
959¿Identifier¿¿1349¿ui¿¿¿{"start":{"line":40,"column":60},"end":{"line":40,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
960¿VariableDeclarator¿¿1349¿v105¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
961¿CallExpression¿¿1349¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
962¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
963¿Identifier¿¿1349¿Object¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
964¿Identifier¿¿1349¿assign¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
965¿Identifier¿¿1349¿v103¿¿¿¿¿Identifier
966¿Identifier¿¿1349¿v104¿¿¿¿¿Identifier
967¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
968¿Identifier¿¿1349¿v105¿¿¿¿¿Identifier
969¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":39,"column":24},"end":{"line":41,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
970¿VariableDeclarator¿¿1349¿v106¿¿¿{"start":{"line":42,"column":13},"end":{"line":42,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
971¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":42,"column":13},"end":{"line":42,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
972¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":42,"column":13},"end":{"line":42,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
973¿Identifier¿¿1349¿isMac¿¿¿{"start":{"line":42,"column":25},"end":{"line":42,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
974¿VariableDeclarator¿¿1349¿v107¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
975¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿UnaryExpression
976¿Identifier¿¿1349¿v106¿¿¿¿¿Identifier
977¿VariableDeclarator¿¿1349¿v108¿¿¿{"start":{"line":42,"column":35},"end":{"line":42,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
978¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":42,"column":35},"end":{"line":42,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
979¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":42,"column":35},"end":{"line":42,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
980¿Identifier¿¿1349¿isLinux¿¿¿{"start":{"line":42,"column":47},"end":{"line":42,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
981¿VariableDeclarator¿¿1349¿v109¿¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
982¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿UnaryExpression
983¿Identifier¿¿1349¿v108¿¿¿¿¿Identifier
984¿VariableDeclarator¿¿1349¿v110¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
985¿LogicalExpression¿&&¿1349¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿LogicalExpression
986¿Identifier¿¿1349¿v107¿¿¿¿¿Identifier
987¿Identifier¿¿1349¿v109¿¿¿¿¿Identifier
988¿VariableDeclarator¿¿1349¿v111¿¿¿{"start":{"line":42,"column":59},"end":{"line":42,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
989¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":42,"column":59},"end":{"line":42,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
990¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":42,"column":59},"end":{"line":42,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
991¿Identifier¿¿1349¿isWindows¿¿¿{"start":{"line":42,"column":71},"end":{"line":42,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
992¿VariableDeclarator¿¿1349¿v112¿¿¿{"start":{"line":42,"column":58},"end":{"line":42,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
993¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":42,"column":58},"end":{"line":42,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿UnaryExpression
994¿Identifier¿¿1349¿v111¿¿¿¿¿Identifier
995¿VariableDeclarator¿¿1349¿v113¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
996¿LogicalExpression¿&&¿1349¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿LogicalExpression
997¿Identifier¿¿1349¿v110¿¿¿¿¿Identifier
998¿Identifier¿¿1349¿v112¿¿¿¿¿Identifier
999¿IfStatement¿¿1349¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":44,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
1000¿Identifier¿¿1349¿v113¿¿¿¿¿Identifier
1001¿VariableDeclarator¿¿1349¿v114¿¿¿{"start":{"line":43,"column":56},"end":{"line":43,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1002¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":43,"column":56},"end":{"line":43,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1003¿Identifier¿¿1349¿process¿¿¿{"start":{"line":43,"column":56},"end":{"line":43,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1004¿Identifier¿¿1349¿platform¿¿¿{"start":{"line":43,"column":64},"end":{"line":43,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1005¿VariableDeclarator¿¿1349¿v115¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1006¿NewExpression¿¿1349¿¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿NewExpression
1007¿Identifier¿¿1349¿Error¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1008¿TemplateLiteral¿¿1349¿¿¿¿{"start":{"line":43,"column":28},"end":{"line":43,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
1009¿Identifier¿¿1349¿v114¿¿¿¿¿Identifier
1010¿ThrowStatement¿¿1349¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ThrowStatement
1011¿Identifier¿¿1349¿v115¿¿¿¿¿Identifier
1012¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":42,"column":82},"end":{"line":44,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
1013¿VariableDeclarator¿¿1349¿v116¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1014¿CallExpression¿¿1349¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1015¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1016¿Identifier¿¿1349¿command_exists_1¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1017¿Identifier¿¿1349¿sync¿¿¿{"start":{"line":45,"column":30},"end":{"line":45,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1018¿Literal¿string¿1349¿¿'openssl'¿¿{"start":{"line":45,"column":35},"end":{"line":45,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Literal
1019¿VariableDeclarator¿¿1349¿v117¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1020¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿UnaryExpression
1021¿Identifier¿¿1349¿v116¿¿¿¿¿Identifier
1022¿IfStatement¿¿1349¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":47,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
1023¿Identifier¿¿1349¿v117¿¿¿¿¿Identifier
