Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1048¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":144,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Program
1163¿Identifier¿¿1819¿indices¿¿¿{"start":{"line":25,"column":7},"end":{"line":25,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1164¿Identifier¿¿1819¿v104¿¿¿¿¿Identifier
1165¿VariableDeclarator¿¿1819¿v105¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1166¿MemberExpression¿¿1819¿¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1167¿Identifier¿¿1819¿options¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1168¿Identifier¿¿1819¿dir¿¿¿{"start":{"line":26,"column":36},"end":{"line":26,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1169¿VariableDeclarator¿¿1819¿v106¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1170¿CallExpression¿¿1819¿¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1171¿MemberExpression¿¿1819¿¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1172¿Identifier¿¿1819¿path¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1173¿Identifier¿¿1819¿normalize¿¿¿{"start":{"line":26,"column":18},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1174¿Identifier¿¿1819¿v105¿¿¿¿¿Identifier
1175¿ExpressionStatement¿¿1819¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1176¿AssignmentExpression¿=¿1819¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1177¿MemberExpression¿¿1819¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1178¿ThisExpression¿¿1819¿¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ThisExpression
1179¿Identifier¿¿1819¿dir¿¿¿{"start":{"line":26,"column":7},"end":{"line":26,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1180¿Identifier¿¿1819¿v106¿¿¿¿¿Identifier
1181¿VariableDeclarator¿¿1819¿v107¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1182¿MemberExpression¿¿1819¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1183¿Identifier¿¿1819¿options¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1184¿Identifier¿¿1819¿nodot¿¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1185¿ExpressionStatement¿¿1819¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1186¿AssignmentExpression¿=¿1819¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1187¿MemberExpression¿¿1819¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1188¿ThisExpression¿¿1819¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ThisExpression
1189¿Identifier¿¿1819¿nodot¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1190¿Identifier¿¿1819¿v107¿¿¿¿¿Identifier
1191¿ReturnStatement¿¿1819¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ReturnStatement
1192¿ThisExpression¿¿1819¿¿¿¿{"start":{"line":29,"column":9},"end":{"line":29,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ThisExpression
1193¿BlockStatement¿¿1819¿¿¿¿{"start":{"line":18,"column":26},"end":{"line":30,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1194¿VariableDeclarator¿¿1817¿v108¿¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1195¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1196¿Identifier¿¿1817¿EE¿¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1197¿Identifier¿¿1817¿prototype¿¿¿{"start":{"line":32,"column":36},"end":{"line":32,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1198¿VariableDeclarator¿¿1817¿v109¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1199¿CallExpression¿¿1817¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1200¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1201¿Identifier¿¿1817¿Object¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1202¿Identifier¿¿1817¿create¿¿¿{"start":{"line":32,"column":26},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1203¿Identifier¿¿1817¿v108¿¿¿¿¿Identifier
1204¿ExpressionStatement¿¿1817¿¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1205¿AssignmentExpression¿=¿1817¿¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1206¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1207¿Identifier¿¿1817¿Glance¿¿¿{"start":{"line":32,"column":0},"end":{"line":32,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1208¿Identifier¿¿1817¿prototype¿¿¿{"start":{"line":32,"column":7},"end":{"line":32,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1209¿Identifier¿¿1817¿v109¿¿¿¿¿Identifier
1210¿VariableDeclarator¿¿1817¿v110¿¿¿{"start":{"line":34,"column":0},"end":{"line":34,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1211¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":34,"column":0},"end":{"line":34,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1212¿Identifier¿¿1817¿Glance¿¿¿{"start":{"line":34,"column":0},"end":{"line":34,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1213¿Identifier¿¿1817¿prototype¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1214¿VariableDeclarator¿¿1817¿Glance$start¿¿¿{"start":{"line":34,"column":0},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1215¿FunctionExpression¿¿1817¿anon¿¿¿{"start":{"line":34,"column":25},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿FunctionExpression
1216¿VariableDeclarator¿¿1821¿self¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1217¿ThisExpression¿¿1821¿¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ThisExpression
1218¿VariableDeclarator¿¿1821¿v112¿¿¿{"start":{"line":37,"column":34},"end":{"line":39,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1219¿FunctionExpression¿¿1821¿anon¿¿¿{"start":{"line":37,"column":34},"end":{"line":39,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿FunctionExpression
1220¿Identifier¿¿0¿req¿¿¿{"start":{"line":37,"column":44},"end":{"line":37,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1221¿Identifier¿¿0¿res¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1222¿VariableDeclarator¿¿1823¿v111¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1223¿CallExpression¿¿1823¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1224¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1225¿Identifier¿¿1823¿self¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1226¿Identifier¿¿1823¿serveRequest¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1227¿Identifier¿¿1823¿req¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1228¿Identifier¿¿1823¿res¿¿¿{"start":{"line":38,"column":27},"end":{"line":38,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1229¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1230¿Identifier¿¿1823¿v111¿¿¿¿¿Identifier
1231¿BlockStatement¿¿1823¿¿¿¿{"start":{"line":37,"column":54},"end":{"line":39,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1232¿VariableDeclarator¿¿1821¿v113¿¿¿{"start":{"line":37,"column":2},"end":{"line":39,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1233¿CallExpression¿¿1821¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":39,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1234¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1235¿Identifier¿¿1821¿http¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1236¿Identifier¿¿1821¿createServer¿¿¿{"start":{"line":37,"column":21},"end":{"line":37,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1237¿Identifier¿¿1821¿v112¿¿¿¿¿Identifier
1238¿ExpressionStatement¿¿1821¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":39,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1239¿AssignmentExpression¿=¿1821¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":39,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1240¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1241¿Identifier¿¿1821¿self¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1242¿Identifier¿¿1821¿server¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1243¿Identifier¿¿1821¿v113¿¿¿¿¿Identifier
1244¿VariableDeclarator¿¿1821¿v114¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1245¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1246¿Identifier¿¿1821¿self¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1247¿Identifier¿¿1821¿server¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1248¿VariableDeclarator¿¿1821¿v115¿¿¿{"start":{"line":41,"column":21},"end":{"line":41,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1249¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":41,"column":21},"end":{"line":41,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1250¿Identifier¿¿1821¿self¿¿¿{"start":{"line":41,"column":21},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1251¿Identifier¿¿1821¿port¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1252¿VariableDeclarator¿¿1821¿v116¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1253¿CallExpression¿¿1821¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1254¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1255¿Identifier¿¿1821¿v114¿¿¿¿¿Identifier
1256¿Identifier¿¿1821¿listen¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1257¿Identifier¿¿1821¿v115¿¿¿¿¿Identifier
1258¿Identifier¿¿1821¿emitStarted¿¿¿{"start":{"line":41,"column":32},"end":{"line":41,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1259¿ExpressionStatement¿¿1821¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1260¿Identifier¿¿1821¿v116¿¿¿¿¿Identifier
1261¿VariableDeclarator¿¿1821¿v117¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1262¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1263¿Identifier¿¿1821¿self¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1264¿Identifier¿¿1821¿server¿¿¿{"start":{"line":43,"column":7},"end":{"line":43,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1265¿VariableDeclarator¿¿1821¿v119¿¿¿{"start":{"line":43,"column":40},"end":{"line":45,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1266¿FunctionExpression¿¿1821¿anon¿¿¿{"start":{"line":43,"column":40},"end":{"line":45,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿FunctionExpression
1267¿Identifier¿¿0¿con¿¿¿{"start":{"line":43,"column":50},"end":{"line":43,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1268¿VariableDeclarator¿¿1825¿v118¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1269¿CallExpression¿¿1825¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1270¿MemberExpression¿¿1825¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1271¿Identifier¿¿1825¿con¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1272¿Identifier¿¿1825¿setTimeout¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1273¿Literal¿number¿1825¿¿500¿¿{"start":{"line":44,"column":19},"end":{"line":44,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1274¿ExpressionStatement¿¿1825¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1275¿Identifier¿¿1825¿v118¿¿¿¿¿Identifier
1276¿BlockStatement¿¿1825¿¿¿¿{"start":{"line":43,"column":55},"end":{"line":45,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1277¿VariableDeclarator¿¿1821¿v120¿¿¿{"start":{"line":43,"column":2},"end":{"line":45,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1278¿CallExpression¿¿1821¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":45,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1279¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1280¿Identifier¿¿1821¿v117¿¿¿¿¿Identifier
1281¿Identifier¿¿1821¿addListener¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1282¿Literal¿string¿1821¿¿'connection'¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1283¿Identifier¿¿1821¿v119¿¿¿¿¿Identifier
