Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
818¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":77,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Program
935¿VariableDeclarator¿¿1422¿dir¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
936¿LogicalExpression¿||¿1422¿¿¿¿{"start":{"line":21,"column":14},"end":{"line":21,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿LogicalExpression
937¿Identifier¿¿1422¿v98¿¿¿¿¿Identifier
938¿Literal¿string¿1422¿¿'/'¿¿{"start":{"line":21,"column":31},"end":{"line":21,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
939¿VariableDeclarator¿¿1422¿v99¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
940¿CallExpression¿¿1422¿¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
941¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
942¿Identifier¿¿1422¿path¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
943¿Identifier¿¿1422¿normalize¿¿¿{"start":{"line":23,"column":26},"end":{"line":23,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
944¿Identifier¿¿1422¿dir¿¿¿{"start":{"line":23,"column":36},"end":{"line":23,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
945¿VariableDeclarator¿¿1422¿normalized¿¿¿{"start":{"line":23,"column":8},"end":{"line":23,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
946¿CallExpression¿¿1422¿¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
947¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
948¿Identifier¿¿1422¿v99¿¿¿¿¿Identifier
949¿Identifier¿¿1422¿replace¿¿¿{"start":{"line":23,"column":41},"end":{"line":23,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
950¿Literal¿object¿1422¿¿/^\s+/¿¿{"start":{"line":23,"column":49},"end":{"line":23,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
951¿Literal¿string¿1422¿¿''¿¿{"start":{"line":23,"column":57},"end":{"line":23,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
952¿VariableDeclarator¿¿1422¿target¿¿¿{"start":{"line":24,"column":8},"end":{"line":24,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
953¿CallExpression¿¿1422¿¿¿¿{"start":{"line":24,"column":17},"end":{"line":24,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
954¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":24,"column":17},"end":{"line":24,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
955¿Identifier¿¿1422¿path¿¿¿{"start":{"line":24,"column":17},"end":{"line":24,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
956¿Identifier¿¿1422¿join¿¿¿{"start":{"line":24,"column":22},"end":{"line":24,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
957¿Identifier¿¿1422¿ROOT¿¿¿{"start":{"line":24,"column":27},"end":{"line":24,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
958¿Identifier¿¿1422¿normalized¿¿¿{"start":{"line":24,"column":33},"end":{"line":24,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
959¿VariableDeclarator¿¿1422¿v100¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
960¿CallExpression¿¿1422¿¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
961¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
962¿Identifier¿¿1422¿target¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
963¿Identifier¿¿1422¿startsWith¿¿¿{"start":{"line":27,"column":14},"end":{"line":27,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
964¿Identifier¿¿1422¿ROOT¿¿¿{"start":{"line":27,"column":25},"end":{"line":27,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
965¿VariableDeclarator¿¿1422¿v101¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
966¿UnaryExpression¿!¿1422¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿UnaryExpression
967¿Identifier¿¿1422¿v100¿¿¿¿¿Identifier
968¿IfStatement¿¿1422¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":29,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿IfStatement
969¿Identifier¿¿1422¿v101¿¿¿¿¿Identifier
970¿VariableDeclarator¿¿1422¿v102¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
971¿CallExpression¿¿1422¿¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
972¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
973¿Identifier¿¿1422¿res¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
974¿Identifier¿¿1422¿status¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
975¿Literal¿number¿1422¿¿400¿¿{"start":{"line":28,"column":22},"end":{"line":28,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
976¿VariableDeclarator¿¿1422¿v103¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
977¿ObjectExpression¿¿1422¿¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ObjectExpression
978¿Property¿¿1422¿¿¿¿{"start":{"line":28,"column":34},"end":{"line":28,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Property
979¿Identifier¿¿1422¿error¿¿¿{"start":{"line":28,"column":34},"end":{"line":28,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
980¿Literal¿string¿1422¿¿'Bad path'¿¿{"start":{"line":28,"column":41},"end":{"line":28,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
981¿VariableDeclarator¿¿1422¿v104¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
982¿CallExpression¿¿1422¿¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
983¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
984¿Identifier¿¿1422¿v102¿¿¿¿¿Identifier
985¿Identifier¿¿1422¿json¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
986¿Identifier¿¿1422¿v103¿¿¿¿¿Identifier
987¿ReturnStatement¿¿1422¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ReturnStatement
988¿Identifier¿¿1422¿v104¿¿¿¿¿Identifier
989¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":27,"column":32},"end":{"line":29,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿BlockStatement
990¿VariableDeclarator¿¿1422¿v105¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
991¿ObjectExpression¿¿1422¿¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ObjectExpression
992¿Property¿¿1422¿¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Property
993¿Identifier¿¿1422¿withFileTypes¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
994¿Literal¿boolean¿1422¿¿true¿¿{"start":{"line":30,"column":38},"end":{"line":30,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
995¿VariableDeclarator¿¿1422¿v119¿¿¿{"start":{"line":30,"column":46},"end":{"line":38,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
996¿ArrowFunctionExpression¿¿1422¿¿¿¿{"start":{"line":30,"column":46},"end":{"line":38,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ArrowFunctionExpression
997¿Identifier¿¿0¿err¿¿¿{"start":{"line":30,"column":47},"end":{"line":30,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
998¿Identifier¿¿0¿entries¿¿¿{"start":{"line":30,"column":52},"end":{"line":30,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
999¿IfStatement¿¿1425¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿IfStatement
1000¿Identifier¿¿1425¿err¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1001¿VariableDeclarator¿¿1425¿v106¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1002¿CallExpression¿¿1425¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1003¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1004¿Identifier¿¿1425¿res¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1005¿Identifier¿¿1425¿status¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1006¿Literal¿number¿1425¿¿404¿¿{"start":{"line":31,"column":31},"end":{"line":31,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1007¿VariableDeclarator¿¿1425¿v107¿¿¿{"start":{"line":31,"column":41},"end":{"line":31,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1008¿ObjectExpression¿¿1425¿¿¿¿{"start":{"line":31,"column":41},"end":{"line":31,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ObjectExpression
1009¿Property¿¿1425¿¿¿¿{"start":{"line":31,"column":43},"end":{"line":31,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Property
1010¿Identifier¿¿1425¿error¿¿¿{"start":{"line":31,"column":43},"end":{"line":31,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1011¿Literal¿string¿1425¿¿'Not found'¿¿{"start":{"line":31,"column":50},"end":{"line":31,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1012¿VariableDeclarator¿¿1425¿v108¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1013¿CallExpression¿¿1425¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1014¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1015¿Identifier¿¿1425¿v106¿¿¿¿¿Identifier
1016¿Identifier¿¿1425¿json¿¿¿{"start":{"line":31,"column":36},"end":{"line":31,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1017¿Identifier¿¿1425¿v107¿¿¿¿¿Identifier
1018¿ReturnStatement¿¿1425¿¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ReturnStatement
1019¿Identifier¿¿1425¿v108¿¿¿¿¿Identifier
1020¿BlockStatement¿¿1425¿¿¿¿¿¿BlockStatement
1021¿VariableDeclarator¿¿1425¿v116¿¿¿{"start":{"line":32,"column":29},"end":{"line":36,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1022¿ArrowFunctionExpression¿¿1425¿¿¿¿{"start":{"line":32,"column":29},"end":{"line":36,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ArrowFunctionExpression
1023¿Identifier¿¿0¿e¿¿¿{"start":{"line":32,"column":29},"end":{"line":32,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1024¿VariableDeclarator¿¿1428¿v109¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1025¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1026¿Identifier¿¿1428¿e¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1027¿Identifier¿¿1428¿name¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1028¿VariableDeclarator¿¿1428¿v110¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1029¿CallExpression¿¿1428¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1030¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1031¿Identifier¿¿1428¿e¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1032¿Identifier¿¿1428¿isDirectory¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1033¿VariableDeclarator¿¿1428¿v111¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1034¿IfStatement¿¿1428¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿IfStatement
1035¿Identifier¿¿1428¿v110¿¿¿¿¿Identifier
1036¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1037¿AssignmentExpression¿=¿1428¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿AssignmentExpression
1038¿Identifier¿¿1428¿v111¿¿¿¿¿Identifier
1039¿Literal¿string¿1428¿¿'dir'¿¿{"start":{"line":34,"column":30},"end":{"line":34,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1040¿BlockStatement¿¿1428¿¿¿¿¿¿BlockStatement
1041¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1042¿AssignmentExpression¿=¿1428¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿AssignmentExpression
1043¿Identifier¿¿1428¿v111¿¿¿¿¿Identifier
1044¿Literal¿string¿1428¿¿'file'¿¿{"start":{"line":34,"column":38},"end":{"line":34,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1045¿BlockStatement¿¿1428¿¿¿¿¿¿BlockStatement
1046¿VariableDeclarator¿¿1428¿v112¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1047¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1048¿Identifier¿¿1428¿e¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1049¿Identifier¿¿1428¿name¿¿¿{"start":{"line":35,"column":36},"end":{"line":35,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1050¿VariableDeclarator¿¿1428¿v113¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1051¿CallExpression¿¿1428¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1052¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
