Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
640¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Program
755¿VariableDeclarator¿¿1126¿v64¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
756¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
757¿Identifier¿¿1126¿segs¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
758¿Identifier¿¿1126¿length¿¿¿{"start":{"line":31,"column":21},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
759¿VariableDeclarator¿¿1126¿v65¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
760¿BinaryExpression¿===¿1126¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BinaryExpression
761¿Identifier¿¿1126¿v64¿¿¿¿¿Identifier
762¿Literal¿number¿1126¿¿0¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
763¿VariableDeclarator¿¿1126¿v69¿¿¿{"start":{"line":31,"column":47},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
764¿ArrowFunctionExpression¿¿1126¿¿¿¿{"start":{"line":31,"column":47},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ArrowFunctionExpression
765¿Identifier¿¿0¿s¿¿¿{"start":{"line":31,"column":47},"end":{"line":31,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
766¿VariableDeclarator¿¿1130¿v66¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
767¿BinaryExpression¿===¿1130¿¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BinaryExpression
768¿Identifier¿¿1130¿s¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
769¿Literal¿string¿1130¿¿'.'¿¿{"start":{"line":31,"column":58},"end":{"line":31,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
770¿VariableDeclarator¿¿1130¿v67¿¿¿{"start":{"line":31,"column":65},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
771¿BinaryExpression¿===¿1130¿¿¿¿{"start":{"line":31,"column":65},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BinaryExpression
772¿Identifier¿¿1130¿s¿¿¿{"start":{"line":31,"column":65},"end":{"line":31,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
773¿Literal¿string¿1130¿¿'..'¿¿{"start":{"line":31,"column":71},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
774¿VariableDeclarator¿¿1130¿v68¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
775¿LogicalExpression¿||¿1130¿¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿LogicalExpression
776¿Identifier¿¿1130¿v66¿¿¿¿¿Identifier
777¿Identifier¿¿1130¿v67¿¿¿¿¿Identifier
778¿ReturnStatement¿¿1130¿¿¿¿¿¿ReturnStatement
779¿Identifier¿¿1130¿v68¿¿¿¿¿Identifier
780¿BlockStatement¿¿1130¿¿¿¿¿¿BlockStatement
781¿VariableDeclarator¿¿1126¿v70¿¿¿{"start":{"line":31,"column":37},"end":{"line":31,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
782¿CallExpression¿¿1126¿¿¿¿{"start":{"line":31,"column":37},"end":{"line":31,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
783¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":31,"column":37},"end":{"line":31,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
784¿Identifier¿¿1126¿segs¿¿¿{"start":{"line":31,"column":37},"end":{"line":31,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
785¿Identifier¿¿1126¿some¿¿¿{"start":{"line":31,"column":42},"end":{"line":31,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
786¿Identifier¿¿1126¿v69¿¿¿¿¿Identifier
787¿VariableDeclarator¿¿1126¿v71¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
788¿LogicalExpression¿||¿1126¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿LogicalExpression
789¿Identifier¿¿1126¿v65¿¿¿¿¿Identifier
790¿Identifier¿¿1126¿v70¿¿¿¿¿Identifier
791¿IfStatement¿¿1126¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":34,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿IfStatement
792¿Identifier¿¿1126¿v71¿¿¿¿¿Identifier
793¿VariableDeclarator¿¿1126¿v72¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
794¿TemplateLiteral¿¿1126¿¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿TemplateLiteral
795¿Identifier¿¿1126¿imagePath¿¿¿{"start":{"line":32,"column":60},"end":{"line":32,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
796¿VariableDeclarator¿¿1126¿v73¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
797¿CallExpression¿¿1126¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
798¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
799¿Identifier¿¿1126¿console¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
800¿Identifier¿¿1126¿log¿¿¿{"start":{"line":32,"column":24},"end":{"line":32,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
801¿Identifier¿¿1126¿v72¿¿¿¿¿Identifier
802¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
803¿Identifier¿¿1126¿v73¿¿¿¿¿Identifier
804¿ReturnStatement¿¿1126¿¿¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ReturnStatement
805¿Literal¿boolean¿1126¿¿false¿¿{"start":{"line":33,"column":23},"end":{"line":33,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
806¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":31,"column":78},"end":{"line":34,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
807¿VariableDeclarator¿¿1126¿candidate¿¿¿{"start":{"line":37,"column":18},"end":{"line":37,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
808¿CallExpression¿¿1126¿¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
809¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
810¿Identifier¿¿1126¿path¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
811¿Identifier¿¿1126¿resolve¿¿¿{"start":{"line":37,"column":35},"end":{"line":37,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
812¿Identifier¿¿1126¿BASE¿¿¿{"start":{"line":37,"column":43},"end":{"line":37,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
813¿Identifier¿¿1126¿relPart¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
814¿VariableDeclarator¿¿1126¿v74¿¿¿{"start":{"line":38,"column":51},"end":{"line":38,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
815¿CallExpression¿¿1126¿¿¿¿{"start":{"line":38,"column":51},"end":{"line":38,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
816¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":38,"column":51},"end":{"line":38,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
817¿Identifier¿¿1126¿path¿¿¿{"start":{"line":38,"column":51},"end":{"line":38,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
818¿Identifier¿¿1126¿dirname¿¿¿{"start":{"line":38,"column":56},"end":{"line":38,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
819¿Identifier¿¿1126¿candidate¿¿¿{"start":{"line":38,"column":64},"end":{"line":38,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
820¿VariableDeclarator¿¿1126¿parentReal¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
821¿CallExpression¿¿1126¿¿¿¿{"start":{"line":38,"column":31},"end":{"line":38,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
822¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":38,"column":31},"end":{"line":38,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
823¿Identifier¿¿1126¿fsSync¿¿¿{"start":{"line":38,"column":31},"end":{"line":38,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
824¿Identifier¿¿1126¿realpathSync¿¿¿{"start":{"line":38,"column":38},"end":{"line":38,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
825¿Identifier¿¿1126¿v74¿¿¿¿¿Identifier
826¿VariableDeclarator¿¿1126¿relCheck¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
827¿CallExpression¿¿1126¿¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
828¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
829¿Identifier¿¿1126¿path¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
830¿Identifier¿¿1126¿relative¿¿¿{"start":{"line":39,"column":34},"end":{"line":39,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
831¿Identifier¿¿1126¿BASE¿¿¿{"start":{"line":39,"column":43},"end":{"line":39,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
832¿Identifier¿¿1126¿parentReal¿¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
833¿VariableDeclarator¿¿1126¿v75¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
834¿CallExpression¿¿1126¿¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
835¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
836¿Identifier¿¿1126¿relCheck¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
837¿Identifier¿¿1126¿startsWith¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
838¿Literal¿string¿1126¿¿'..'¿¿{"start":{"line":40,"column":36},"end":{"line":40,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
839¿VariableDeclarator¿¿1126¿v76¿¿¿{"start":{"line":40,"column":45},"end":{"line":40,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
840¿CallExpression¿¿1126¿¿¿¿{"start":{"line":40,"column":45},"end":{"line":40,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
841¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":40,"column":45},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
842¿Identifier¿¿1126¿path¿¿¿{"start":{"line":40,"column":45},"end":{"line":40,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
843¿Identifier¿¿1126¿isAbsolute¿¿¿{"start":{"line":40,"column":50},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
844¿Identifier¿¿1126¿relCheck¿¿¿{"start":{"line":40,"column":61},"end":{"line":40,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
845¿VariableDeclarator¿¿1126¿v77¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
846¿LogicalExpression¿||¿1126¿¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿LogicalExpression
847¿Identifier¿¿1126¿v75¿¿¿¿¿Identifier
848¿Identifier¿¿1126¿v76¿¿¿¿¿Identifier
849¿IfStatement¿¿1126¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":43,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿IfStatement
850¿Identifier¿¿1126¿v77¿¿¿¿¿Identifier
851¿VariableDeclarator¿¿1126¿v78¿¿¿{"start":{"line":41,"column":28},"end":{"line":41,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
852¿TemplateLiteral¿¿1126¿¿¿¿{"start":{"line":41,"column":28},"end":{"line":41,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿TemplateLiteral
853¿Identifier¿¿1126¿imagePath¿¿¿{"start":{"line":41,"column":57},"end":{"line":41,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
854¿VariableDeclarator¿¿1126¿v79¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
855¿CallExpression¿¿1126¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
856¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
857¿Identifier¿¿1126¿console¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
858¿Identifier¿¿1126¿log¿¿¿{"start":{"line":41,"column":24},"end":{"line":41,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
859¿Identifier¿¿1126¿v78¿¿¿¿¿Identifier
860¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
861¿Identifier¿¿1126¿v79¿¿¿¿¿Identifier
862¿ReturnStatement¿¿1126¿¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ReturnStatement
863¿Literal¿boolean¿1126¿¿false¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
864¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":40,"column":72},"end":{"line":43,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
865¿VariableDeclarator¿¿1126¿v80¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
866¿TemplateLiteral¿¿1126¿¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿TemplateLiteral
867¿Identifier¿¿1126¿candidate¿¿¿{"start":{"line":45,"column":55},"end":{"line":45,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
868¿VariableDeclarator¿¿1126¿v81¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
869¿CallExpression¿¿1126¿¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
870¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
871¿Identifier¿¿1126¿console¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
872¿Identifier¿¿1126¿log¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
873¿Identifier¿¿1126¿v80¿¿¿¿¿Identifier
874¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
875¿Identifier¿¿1126¿v81¿¿¿¿¿Identifier
876¿VariableDeclarator¿¿1126¿v82¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
877¿CallExpression¿¿1126¿¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
