Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
789¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Program
907¿FunctionExpression¿¿1347¿anon¿¿¿{"start":{"line":30,"column":8},"end":{"line":32,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
908¿Identifier¿¿0¿err¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
909¿VariableDeclarator¿¿1349¿v87¿¿¿{"start":{"line":31,"column":23},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
910¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":31,"column":23},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
911¿Identifier¿¿1349¿err¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
912¿VariableDeclarator¿¿1349¿v88¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
913¿CallExpression¿¿1349¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
914¿Identifier¿¿1349¿callback¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
915¿Literal¿object¿1349¿¿null¿¿{"start":{"line":31,"column":17},"end":{"line":31,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
916¿Identifier¿¿1349¿v87¿¿¿¿¿Identifier
917¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
918¿Identifier¿¿1349¿v88¿¿¿¿¿Identifier
919¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":30,"column":21},"end":{"line":32,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
920¿VariableDeclarator¿¿1347¿v90¿¿¿{"start":{"line":29,"column":4},"end":{"line":32,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
921¿CallExpression¿¿1347¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":32,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
922¿Identifier¿¿1347¿access¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
923¿Identifier¿¿1347¿commandName¿¿¿{"start":{"line":29,"column":11},"end":{"line":29,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
924¿Identifier¿¿1347¿v86¿¿¿¿¿Identifier
925¿Identifier¿¿1347¿v89¿¿¿¿¿Identifier
926¿ExpressionStatement¿¿1347¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":32,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
927¿Identifier¿¿1347¿v90¿¿¿¿¿Identifier
928¿BlockStatement¿¿1347¿¿¿¿{"start":{"line":28,"column":53},"end":{"line":33,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
929¿VariableDeclarator¿¿1338¿localExecutableSync¿¿¿{"start":{"line":35,"column":4},"end":{"line":42,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
930¿FunctionExpression¿¿1338¿anon¿¿¿{"start":{"line":35,"column":26},"end":{"line":42,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
931¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":35,"column":35},"end":{"line":35,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
932¿TryStatement¿¿1351¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿TryStatement
933¿VariableDeclarator¿¿1351¿v91¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
934¿MemberExpression¿¿1351¿¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿MemberExpression
935¿Identifier¿¿1351¿constants¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
936¿Identifier¿¿1351¿F_OK¿¿¿{"start":{"line":37,"column":42},"end":{"line":37,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
937¿VariableDeclarator¿¿1351¿v92¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
938¿MemberExpression¿¿1351¿¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿MemberExpression
939¿Identifier¿¿1351¿constants¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
940¿Identifier¿¿1351¿X_OK¿¿¿{"start":{"line":37,"column":59},"end":{"line":37,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
941¿VariableDeclarator¿¿1351¿v93¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
942¿BinaryExpression¿|¿1351¿¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
943¿Identifier¿¿1351¿v91¿¿¿¿¿Identifier
944¿Identifier¿¿1351¿v92¿¿¿¿¿Identifier
945¿VariableDeclarator¿¿1351¿v94¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
946¿CallExpression¿¿1351¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
947¿Identifier¿¿1351¿accessSync¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
948¿Identifier¿¿1351¿commandName¿¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
949¿Identifier¿¿1351¿v93¿¿¿¿¿Identifier
950¿ExpressionStatement¿¿1351¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
951¿Identifier¿¿1351¿v94¿¿¿¿¿Identifier
952¿ReturnStatement¿¿1351¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
953¿Literal¿boolean¿1351¿¿true¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
954¿BlockStatement¿¿1351¿¿¿¿{"start":{"line":36,"column":7},"end":{"line":39,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
955¿CatchClause¿¿1351¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CatchClause
956¿ReturnStatement¿¿1351¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
957¿Literal¿boolean¿1351¿¿false¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
958¿BlockStatement¿¿1351¿¿¿¿{"start":{"line":39,"column":13},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
959¿Identifier¿¿1351¿e¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
960¿BlockStatement¿¿1351¿¿¿¿{"start":{"line":35,"column":47},"end":{"line":42,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
961¿VariableDeclarator¿¿1338¿commandExistsUnix¿¿¿{"start":{"line":44,"column":4},"end":{"line":61,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
962¿FunctionExpression¿¿1338¿anon¿¿¿{"start":{"line":44,"column":24},"end":{"line":61,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
963¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":44,"column":33},"end":{"line":44,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
964¿Identifier¿¿0¿cleanedCommandName¿¿¿{"start":{"line":44,"column":46},"end":{"line":44,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
965¿Identifier¿¿0¿callback¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
966¿VariableDeclarator¿¿1354¿v106¿¿¿{"start":{"line":46,"column":31},"end":{"line":59,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
967¿FunctionExpression¿¿1354¿anon¿¿¿{"start":{"line":46,"column":31},"end":{"line":59,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
968¿Identifier¿¿0¿isFile¿¿¿{"start":{"line":46,"column":40},"end":{"line":46,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
969¿VariableDeclarator¿¿1356¿v95¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
970¿UnaryExpression¿!¿1356¿¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
971¿Identifier¿¿1356¿isFile¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
972¿IfStatement¿¿1356¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":56,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿IfStatement
973¿Identifier¿¿1356¿v95¿¿¿¿¿Identifier
974¿VariableDeclarator¿¿1356¿v96¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
975¿BinaryExpression¿+¿1356¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
976¿Literal¿string¿1356¿¿'command -v '¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
977¿Identifier¿¿1356¿cleanedCommandName¿¿¿{"start":{"line":49,"column":45},"end":{"line":49,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
978¿VariableDeclarator¿¿1356¿v97¿¿¿{"start":{"line":49,"column":29},"end":{"line":50,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
979¿BinaryExpression¿+¿1356¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":50,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
980¿Identifier¿¿1356¿v96¿¿¿¿¿Identifier
981¿Literal¿string¿1356¿¿' 2>/dev/null'¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
982¿VariableDeclarator¿¿1356¿v98¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
983¿BinaryExpression¿+¿1356¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
984¿Identifier¿¿1356¿v97¿¿¿¿¿Identifier
985¿Literal¿string¿1356¿¿' && { echo >&1 '¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
986¿VariableDeclarator¿¿1356¿v99¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
987¿BinaryExpression¿+¿1356¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
988¿Identifier¿¿1356¿v98¿¿¿¿¿Identifier
989¿Identifier¿¿1356¿cleanedCommandName¿¿¿{"start":{"line":51,"column":38},"end":{"line":51,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
990¿VariableDeclarator¿¿1356¿v100¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
991¿BinaryExpression¿+¿1356¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":51,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
992¿Identifier¿¿1356¿v99¿¿¿¿¿Identifier
993¿Literal¿string¿1356¿¿'; exit 0; }'¿¿{"start":{"line":51,"column":59},"end":{"line":51,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
994¿VariableDeclarator¿¿1356¿v104¿¿¿{"start":{"line":52,"column":18},"end":{"line":54,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
995¿FunctionExpression¿¿1356¿anon¿¿¿{"start":{"line":52,"column":18},"end":{"line":54,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
996¿Identifier¿¿0¿error¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
997¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
998¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":52,"column":43},"end":{"line":52,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
999¿VariableDeclarator¿¿1358¿v101¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1000¿UnaryExpression¿!¿1358¿¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
1001¿Identifier¿¿1358¿stdout¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1002¿VariableDeclarator¿¿1358¿v102¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1003¿UnaryExpression¿!¿1358¿¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
1004¿Identifier¿¿1358¿v101¿¿¿¿¿Identifier
1005¿VariableDeclarator¿¿1358¿v103¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1006¿CallExpression¿¿1358¿¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1007¿Identifier¿¿1358¿callback¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1008¿Literal¿object¿1358¿¿null¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1009¿Identifier¿¿1358¿v102¿¿¿¿¿Identifier
1010¿ExpressionStatement¿¿1358¿¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1011¿Identifier¿¿1358¿v103¿¿¿¿¿Identifier
1012¿BlockStatement¿¿1358¿¿¿¿{"start":{"line":52,"column":51},"end":{"line":54,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1013¿VariableDeclarator¿¿1356¿child¿¿¿{"start":{"line":49,"column":16},"end":{"line":54,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1014¿CallExpression¿¿1356¿¿¿¿{"start":{"line":49,"column":24},"end":{"line":54,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1015¿Identifier¿¿1356¿exec¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1016¿Identifier¿¿1356¿v100¿¿¿¿¿Identifier
1017¿Identifier¿¿1356¿v104¿¿¿¿¿Identifier
1018¿ReturnStatement¿¿1356¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
1019¿BlockStatement¿¿1356¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":56,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1020¿VariableDeclarator¿¿1356¿v105¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1021¿CallExpression¿¿1356¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1022¿Identifier¿¿1356¿localExecutable¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1023¿Identifier¿¿1356¿commandName¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1024¿Identifier¿¿1356¿callback¿¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1025¿ExpressionStatement¿¿1356¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1026¿Identifier¿¿1356¿v105¿¿¿¿¿Identifier
1027¿BlockStatement¿¿1356¿¿¿¿{"start":{"line":46,"column":47},"end":{"line":59,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1028¿VariableDeclarator¿¿1354¿v107¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1029¿CallExpression¿¿1354¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
