Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
836¿Program¿¿-1¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":131,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Program
957¿Identifier¿¿1459¿join¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
958¿Identifier¿¿1459¿tmpDir¿¿¿{"start":{"line":50,"column":29},"end":{"line":50,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
959¿Literal¿string¿1459¿¿'type-error.ts'¿¿{"start":{"line":50,"column":37},"end":{"line":50,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
960¿VariableDeclarator¿¿1459¿v80¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
961¿CallExpression¿¿1459¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
962¿MemberExpression¿¿1459¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
963¿Identifier¿¿1459¿fs¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
964¿Identifier¿¿1459¿writeFileSync¿¿¿{"start":{"line":52,"column":5},"end":{"line":52,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
965¿Identifier¿¿1459¿file¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
966¿Literal¿string¿1459¿¿'export const broken: number = 'string';\n'¿¿{"start":{"line":52,"column":25},"end":{"line":52,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
967¿ExpressionStatement¿¿1459¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
968¿Identifier¿¿1459¿v80¿¿¿¿¿Identifier
969¿BlockStatement¿¿1459¿¿¿¿{"start":{"line":49,"column":18},"end":{"line":53,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
970¿VariableDeclarator¿¿1451¿v82¿¿¿{"start":{"line":47,"column":16},"end":{"line":54,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
971¿ObjectExpression¿¿1451¿¿¿¿¿¿ObjectExpression
972¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":54,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
973¿AssignmentExpression¿=¿1451¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":54,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
974¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":54,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
975¿Identifier¿¿1451¿v82¿¿¿¿¿Identifier
976¿Identifier¿¿1451¿desc¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
977¿Literal¿string¿1451¿¿'TypeScript type mismatch'¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
978¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":54,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
979¿AssignmentExpression¿=¿1451¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":54,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
980¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":54,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
981¿Identifier¿¿1451¿v82¿¿¿¿¿Identifier
982¿Identifier¿¿1451¿mutate¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
983¿Identifier¿¿1451¿v81¿¿¿¿¿Identifier
984¿VariableDeclarator¿¿1451¿scenarios¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
985¿ObjectExpression¿¿1451¿¿¿¿¿¿ObjectExpression
986¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
987¿AssignmentExpression¿=¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
988¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
989¿Identifier¿¿1451¿scenarios¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
990¿Identifier¿¿1451¿clean¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
991¿Identifier¿¿1451¿v73¿¿¿¿¿Identifier
992¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
993¿AssignmentExpression¿=¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
994¿MemberExpression¿computed¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
995¿Identifier¿¿1451¿scenarios¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
996¿Literal¿string¿1451¿¿'lint-error'¿¿{"start":{"line":33,"column":2},"end":{"line":33,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
997¿Identifier¿¿1451¿v76¿¿¿¿¿Identifier
998¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
999¿AssignmentExpression¿=¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
1000¿MemberExpression¿computed¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1001¿Identifier¿¿1451¿scenarios¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1002¿Literal¿string¿1451¿¿'format-error'¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1003¿Identifier¿¿1451¿v79¿¿¿¿¿Identifier
1004¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1005¿AssignmentExpression¿=¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
1006¿MemberExpression¿computed¿1451¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1007¿Identifier¿¿1451¿scenarios¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1008¿Literal¿string¿1451¿¿'type-error'¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1009¿Identifier¿¿1451¿v82¿¿¿¿¿Identifier
1010¿VariableDeclarator¿¿1451¿run¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1011¿ArrowFunctionExpression¿¿1451¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ArrowFunctionExpression
1012¿Identifier¿¿0¿cmd¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1013¿VariableDeclarator¿¿1461¿v83¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1014¿ObjectExpression¿¿1461¿¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ObjectExpression
1015¿Property¿¿1461¿¿¿¿{"start":{"line":57,"column":37},"end":{"line":57,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Property
1016¿Identifier¿¿1461¿stdio¿¿¿{"start":{"line":57,"column":37},"end":{"line":57,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1017¿Literal¿string¿1461¿¿'pipe'¿¿{"start":{"line":57,"column":44},"end":{"line":57,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1018¿VariableDeclarator¿¿1461¿v84¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1019¿CallExpression¿¿1461¿¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1020¿Identifier¿¿1461¿execSync¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1021¿Identifier¿¿1461¿cmd¿¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1022¿Identifier¿¿1461¿v83¿¿¿¿¿Identifier
1023¿VariableDeclarator¿¿1461¿v85¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1024¿CallExpression¿¿1461¿¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1025¿MemberExpression¿¿1461¿¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1026¿Identifier¿¿1461¿v84¿¿¿¿¿Identifier
1027¿Identifier¿¿1461¿toString¿¿¿{"start":{"line":57,"column":54},"end":{"line":57,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1028¿ReturnStatement¿¿1461¿¿¿¿¿¿ReturnStatement
1029¿Identifier¿¿1461¿v85¿¿¿¿¿Identifier
1030¿BlockStatement¿¿1461¿¿¿¿¿¿BlockStatement
1031¿VariableDeclarator¿¿1451¿stageFile¿¿¿{"start":{"line":59,"column":0},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1032¿FunctionExpression¿¿1451¿anon¿¿¿{"start":{"line":59,"column":0},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿FunctionExpression
1033¿Identifier¿¿0¿p¿¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1034¿VariableDeclarator¿¿1463¿v86¿¿¿{"start":{"line":61,"column":30},"end":{"line":61,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1035¿CallExpression¿¿1463¿¿¿¿{"start":{"line":61,"column":30},"end":{"line":61,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1036¿MemberExpression¿¿1463¿¿¿¿{"start":{"line":61,"column":30},"end":{"line":61,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1037¿Identifier¿¿1463¿path¿¿¿{"start":{"line":61,"column":30},"end":{"line":61,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1038¿Identifier¿¿1463¿relative¿¿¿{"start":{"line":61,"column":35},"end":{"line":61,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1039¿Identifier¿¿1463¿root¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1040¿Identifier¿¿1463¿p¿¿¿{"start":{"line":61,"column":50},"end":{"line":61,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1041¿VariableDeclarator¿¿1463¿v87¿¿¿{"start":{"line":61,"column":22},"end":{"line":61,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1042¿ArrayExpression¿¿1463¿¿¿¿{"start":{"line":61,"column":22},"end":{"line":61,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ArrayExpression
1043¿Literal¿string¿1463¿¿'add'¿¿{"start":{"line":61,"column":23},"end":{"line":61,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1044¿Identifier¿¿1463¿v86¿¿¿¿¿Identifier
1045¿VariableDeclarator¿¿1463¿v88¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1046¿CallExpression¿¿1463¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1047¿Identifier¿¿1463¿execFileSync¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1048¿Literal¿string¿1463¿¿'git'¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1049¿Identifier¿¿1463¿v87¿¿¿¿¿Identifier
1050¿ExpressionStatement¿¿1463¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1051¿Identifier¿¿1463¿v88¿¿¿¿¿Identifier
1052¿BlockStatement¿¿1463¿¿¿¿{"start":{"line":59,"column":22},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1053¿VariableDeclarator¿¿1451¿resetTmp¿¿¿{"start":{"line":64,"column":0},"end":{"line":69,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1054¿FunctionExpression¿¿1451¿anon¿¿¿{"start":{"line":64,"column":0},"end":{"line":69,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿FunctionExpression
1055¿VariableDeclarator¿¿1465¿v89¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1056¿CallExpression¿¿1465¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1057¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1058¿Identifier¿¿1465¿fs¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1059¿Identifier¿¿1465¿existsSync¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1060¿Identifier¿¿1465¿tmpDir¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1061¿IfStatement¿¿1465¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1062¿Identifier¿¿1465¿v89¿¿¿¿¿Identifier
1063¿VariableDeclarator¿¿1465¿v90¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1064¿ObjectExpression¿¿1465¿¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ObjectExpression
1065¿Property¿¿1465¿¿¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Property
1066¿Identifier¿¿1465¿recursive¿¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1067¿Literal¿boolean¿1465¿¿true¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1068¿Property¿¿1465¿¿¿¿{"start":{"line":66,"column":41},"end":{"line":66,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Property
1069¿Identifier¿¿1465¿force¿¿¿{"start":{"line":66,"column":41},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1070¿Literal¿boolean¿1465¿¿true¿¿{"start":{"line":66,"column":48},"end":{"line":66,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1071¿VariableDeclarator¿¿1465¿v91¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1072¿CallExpression¿¿1465¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1073¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1074¿Identifier¿¿1465¿fs¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1075¿Identifier¿¿1465¿rmSync¿¿¿{"start":{"line":66,"column":7},"end":{"line":66,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1076¿Identifier¿¿1465¿tmpDir¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1077¿Identifier¿¿1465¿v90¿¿¿¿¿Identifier
1078¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1079¿Identifier¿¿1465¿v91¿¿¿¿¿Identifier
1080¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":65,"column":29},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1081¿VariableDeclarator¿¿1465¿v92¿¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1082¿ObjectExpression¿¿1465¿¿¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ObjectExpression
