Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Program
1090¿Literal¿string¿1692¿¿'IPv4'¿¿{"start":{"line":29,"column":27},"end":{"line":29,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1091¿IfStatement¿¿1692¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":32,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1092¿Identifier¿¿1692¿v109¿¿¿¿¿Identifier
1093¿ReturnStatement¿¿1692¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1094¿BlockStatement¿¿1692¿¿¿¿{"start":{"line":29,"column":35},"end":{"line":32,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1095¿VariableDeclarator¿¿1692¿v110¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1096¿CallExpression¿¿1692¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1097¿MemberExpression¿¿1692¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1098¿Identifier¿¿1692¿selfIps¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1099¿Identifier¿¿1692¿push¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1100¿Identifier¿¿1692¿iface¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1101¿ExpressionStatement¿¿1692¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1102¿Identifier¿¿1692¿v110¿¿¿¿¿Identifier
1103¿BlockStatement¿¿1692¿¿¿¿{"start":{"line":28,"column":44},"end":{"line":35,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1104¿VariableDeclarator¿¿1690¿v112¿¿¿{"start":{"line":28,"column":4},"end":{"line":35,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1105¿CallExpression¿¿1690¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":35,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1106¿MemberExpression¿¿1690¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1107¿Identifier¿¿1690¿v107¿¿¿¿¿Identifier
1108¿Identifier¿¿1690¿forEach¿¿¿{"start":{"line":28,"column":19},"end":{"line":28,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1109¿Identifier¿¿1690¿v111¿¿¿¿¿Identifier
1110¿ExpressionStatement¿¿1690¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":35,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1111¿Identifier¿¿1690¿v112¿¿¿¿¿Identifier
1112¿BlockStatement¿¿1690¿¿¿¿{"start":{"line":27,"column":48},"end":{"line":36,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1113¿VariableDeclarator¿¿1688¿v114¿¿¿{"start":{"line":27,"column":2},"end":{"line":36,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1114¿CallExpression¿¿1688¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":36,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1115¿MemberExpression¿¿1688¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1116¿Identifier¿¿1688¿v106¿¿¿¿¿Identifier
1117¿Identifier¿¿1688¿forEach¿¿¿{"start":{"line":27,"column":22},"end":{"line":27,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1118¿Identifier¿¿1688¿v113¿¿¿¿¿Identifier
1119¿ExpressionStatement¿¿1688¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1120¿Identifier¿¿1688¿v114¿¿¿¿¿Identifier
1121¿VariableDeclarator¿¿1688¿v116¿¿¿{"start":{"line":37,"column":37},"end":{"line":40,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1122¿FunctionExpression¿¿1688¿anon¿¿¿{"start":{"line":37,"column":37},"end":{"line":40,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1123¿Identifier¿¿0¿_ref¿¿¿{"start":{"line":37,"column":47},"end":{"line":37,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1124¿VariableDeclarator¿¿1695¿address¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1125¿MemberExpression¿¿1695¿¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1126¿Identifier¿¿1695¿_ref¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1127¿Identifier¿¿1695¿address¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1128¿VariableDeclarator¿¿1695¿v115¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1129¿BinaryExpression¿===¿1695¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BinaryExpression
1130¿Identifier¿¿1695¿address¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1131¿Identifier¿¿1695¿ipAddress¿¿¿{"start":{"line":39,"column":23},"end":{"line":39,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1132¿ReturnStatement¿¿1695¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1133¿Identifier¿¿1695¿v115¿¿¿¿¿Identifier
1134¿BlockStatement¿¿1695¿¿¿¿{"start":{"line":37,"column":53},"end":{"line":40,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1135¿VariableDeclarator¿¿1688¿v117¿¿¿{"start":{"line":37,"column":22},"end":{"line":40,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1136¿CallExpression¿¿1688¿¿¿¿{"start":{"line":37,"column":22},"end":{"line":40,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1137¿MemberExpression¿¿1688¿¿¿¿{"start":{"line":37,"column":22},"end":{"line":37,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1138¿Identifier¿¿1688¿selfIps¿¿¿{"start":{"line":37,"column":22},"end":{"line":37,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1139¿Identifier¿¿1688¿filter¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1140¿Identifier¿¿1688¿v116¿¿¿¿¿Identifier
1141¿VariableDeclarator¿¿1688¿v119¿¿¿{"start":{"line":40,"column":9},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1142¿FunctionExpression¿¿1688¿anon¿¿¿{"start":{"line":40,"column":9},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1143¿Identifier¿¿0¿selfIp¿¿¿{"start":{"line":40,"column":19},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1144¿VariableDeclarator¿¿1697¿v118¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1145¿MemberExpression¿¿1697¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1146¿Identifier¿¿1697¿selfIp¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1147¿Identifier¿¿1697¿mac¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1148¿ReturnStatement¿¿1697¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1149¿Identifier¿¿1697¿v118¿¿¿¿¿Identifier
1150¿BlockStatement¿¿1697¿¿¿¿{"start":{"line":40,"column":27},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1151¿VariableDeclarator¿¿1688¿ownMacAddress¿¿¿{"start":{"line":37,"column":6},"end":{"line":42,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1152¿CallExpression¿¿1688¿¿¿¿{"start":{"line":37,"column":22},"end":{"line":42,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1153¿MemberExpression¿¿1688¿¿¿¿{"start":{"line":37,"column":22},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1154¿Identifier¿¿1688¿v117¿¿¿¿¿Identifier
1155¿Identifier¿¿1688¿map¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1156¿Identifier¿¿1688¿v119¿¿¿¿¿Identifier
1157¿VariableDeclarator¿¿1688¿v120¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1158¿MemberExpression¿¿1688¿¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1159¿Identifier¿¿1688¿ownMacAddress¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1160¿Identifier¿¿1688¿length¿¿¿{"start":{"line":43,"column":40},"end":{"line":43,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1161¿VariableDeclarator¿¿1688¿v121¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1162¿LogicalExpression¿&&¿1688¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1163¿Identifier¿¿1688¿ownMacAddress¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1164¿Identifier¿¿1688¿v120¿¿¿¿¿Identifier
1165¿VariableDeclarator¿¿1688¿v122¿¿¿{"start":{"line":43,"column":49},"end":{"line":43,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1166¿MemberExpression¿computed¿1688¿¿¿¿{"start":{"line":43,"column":49},"end":{"line":43,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1167¿Identifier¿¿1688¿ownMacAddress¿¿¿{"start":{"line":43,"column":49},"end":{"line":43,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1168¿Literal¿number¿1688¿¿0¿¿{"start":{"line":43,"column":63},"end":{"line":43,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1169¿VariableDeclarator¿¿1688¿v123¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1170¿IfStatement¿¿1688¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1171¿Identifier¿¿1688¿v121¿¿¿¿¿Identifier
1172¿ExpressionStatement¿¿1688¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1173¿AssignmentExpression¿=¿1688¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1174¿Identifier¿¿1688¿v123¿¿¿¿¿Identifier
1175¿Identifier¿¿1688¿v122¿¿¿¿¿Identifier
1176¿BlockStatement¿¿1688¿¿¿¿¿¿BlockStatement
1177¿ExpressionStatement¿¿1688¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1178¿AssignmentExpression¿=¿1688¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1179¿Identifier¿¿1688¿v123¿¿¿¿¿Identifier
1180¿Literal¿boolean¿1688¿¿false¿¿{"start":{"line":43,"column":68},"end":{"line":43,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1181¿BlockStatement¿¿1688¿¿¿¿¿¿BlockStatement
1182¿ReturnStatement¿¿1688¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1183¿Identifier¿¿1688¿v123¿¿¿¿¿Identifier
1184¿BlockStatement¿¿1688¿¿¿¿{"start":{"line":24,"column":37},"end":{"line":44,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1185¿VariableDeclarator¿¿1683¿getMacInLinux¿¿¿{"start":{"line":46,"column":0},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1186¿FunctionExpression¿¿1683¿anon¿¿¿{"start":{"line":46,"column":0},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1187¿Identifier¿¿0¿ipAddress¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1188¿Identifier¿¿0¿callback¿¿¿{"start":{"line":46,"column":34},"end":{"line":46,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1189¿VariableDeclarator¿¿1700¿v124¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1190¿BinaryExpression¿+¿1700¿¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BinaryExpression
1191¿Literal¿string¿1700¿¿'ping -c 1 '¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1192¿Identifier¿¿1700¿ipAddress¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1193¿VariableDeclarator¿¿1700¿v146¿¿¿{"start":{"line":47,"column":36},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1194¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":47,"column":36},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1195¿Identifier¿¿0¿error¿¿¿{"start":{"line":47,"column":46},"end":{"line":47,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1196¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1197¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":47,"column":61},"end":{"line":47,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1198¿VariableDeclarator¿¿1702¿v125¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1199¿LogicalExpression¿||¿1702¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1200¿Identifier¿¿1702¿error¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1201¿Identifier¿¿1702¿stderr¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1202¿IfStatement¿¿1702¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1203¿Identifier¿¿1702¿v125¿¿¿¿¿Identifier
1204¿VariableDeclarator¿¿1702¿v126¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1205¿IfStatement¿¿1702¿¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1206¿Identifier¿¿1702¿error¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1207¿ExpressionStatement¿¿1702¿¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1208¿AssignmentExpression¿=¿1702¿¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1209¿Identifier¿¿1702¿v126¿¿¿¿¿Identifier
1210¿Literal¿string¿1702¿¿'exec error'¿¿{"start":{"line":49,"column":59},"end":{"line":49,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1211¿BlockStatement¿¿1702¿¿¿¿¿¿BlockStatement
1212¿ExpressionStatement¿¿1702¿¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
