Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3589¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Program
4119¿Identifier¿¿6425¿v590¿¿¿¿¿Identifier
4120¿Literal¿string¿6425¿¿'| findstr /i /v \\\\.egg-info* '¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4121¿VariableDeclarator¿¿6425¿v592¿¿¿{"start":{"line":81,"column":4},"end":{"line":136,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4122¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":136,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
4123¿Identifier¿¿6425¿v591¿¿¿¿¿Identifier
4124¿Literal¿string¿6425¿¿'| findstr /i /v \\\\$bower_components\\ '¿¿{"start":{"line":136,"column":4},"end":{"line":136,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4125¿VariableDeclarator¿¿6425¿v593¿¿¿{"start":{"line":81,"column":4},"end":{"line":137,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4126¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":137,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
4127¿Identifier¿¿6425¿v592¿¿¿¿¿Identifier
4128¿Literal¿string¿6425¿¿'| findstr /i /v \\node_modules\\ '¿¿{"start":{"line":137,"column":4},"end":{"line":137,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4129¿ExpressionStatement¿¿6425¿¿¿¿{"start":{"line":80,"column":2},"end":{"line":138,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4130¿AssignmentExpression¿=¿6425¿¿¿¿{"start":{"line":80,"column":2},"end":{"line":138,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
4131¿Identifier¿¿6425¿patterns¿¿¿{"start":{"line":80,"column":2},"end":{"line":80,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4132¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":138,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
4133¿Identifier¿¿6425¿v593¿¿¿¿¿Identifier
4134¿Literal¿string¿6425¿¿'| findstr /i /v \\conftest_.*\\.c\\.gcov '¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4135¿BlockStatement¿¿6425¿¿¿¿{"start":{"line":79,"column":7},"end":{"line":139,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
4136¿VariableDeclarator¿exported¿6425¿sendToCodecovV2¿¿¿{"start":{"line":141,"column":4},"end":{"line":174,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4137¿FunctionExpression¿¿6425¿anon¿¿¿{"start":{"line":141,"column":22},"end":{"line":174,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿FunctionExpression
4138¿Identifier¿¿0¿codecov_endpoint¿¿¿{"start":{"line":142,"column":2},"end":{"line":142,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4139¿Identifier¿¿0¿query¿¿¿{"start":{"line":143,"column":2},"end":{"line":143,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4140¿Identifier¿¿0¿upload_body¿¿¿{"start":{"line":144,"column":2},"end":{"line":144,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4141¿Identifier¿¿0¿on_success¿¿¿{"start":{"line":145,"column":2},"end":{"line":145,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4142¿Identifier¿¿0¿on_failure¿¿¿{"start":{"line":146,"column":2},"end":{"line":146,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4143¿VariableDeclarator¿¿6428¿v594¿¿¿{"start":{"line":151,"column":19},"end":{"line":151,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4144¿BinaryExpression¿+¿6428¿¿¿¿{"start":{"line":151,"column":19},"end":{"line":151,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
4145¿Identifier¿¿6428¿codecov_endpoint¿¿¿{"start":{"line":151,"column":19},"end":{"line":151,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4146¿Literal¿string¿6428¿¿'/upload/v2'¿¿{"start":{"line":151,"column":38},"end":{"line":151,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4147¿VariableDeclarator¿¿6428¿v595¿¿¿{"start":{"line":151,"column":11},"end":{"line":151,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4148¿CallExpression¿¿6428¿¿¿¿{"start":{"line":151,"column":11},"end":{"line":151,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4149¿Identifier¿¿6428¿urlgrey¿¿¿{"start":{"line":151,"column":11},"end":{"line":151,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4150¿Identifier¿¿6428¿v594¿¿¿¿¿Identifier
4151¿VariableDeclarator¿¿6428¿v596¿¿¿{"start":{"line":151,"column":11},"end":{"line":152,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4152¿CallExpression¿¿6428¿¿¿¿{"start":{"line":151,"column":11},"end":{"line":152,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4153¿MemberExpression¿¿6428¿¿¿¿{"start":{"line":151,"column":11},"end":{"line":152,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4154¿Identifier¿¿6428¿v595¿¿¿¿¿Identifier
4155¿Identifier¿¿6428¿query¿¿¿{"start":{"line":152,"column":9},"end":{"line":152,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4156¿Identifier¿¿6428¿query¿¿¿{"start":{"line":152,"column":15},"end":{"line":152,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4157¿VariableDeclarator¿¿6428¿v597¿¿¿{"start":{"line":151,"column":11},"end":{"line":153,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4158¿CallExpression¿¿6428¿¿¿¿{"start":{"line":151,"column":11},"end":{"line":153,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4159¿MemberExpression¿¿6428¿¿¿¿{"start":{"line":151,"column":11},"end":{"line":153,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4160¿Identifier¿¿6428¿v596¿¿¿¿¿Identifier
4161¿Identifier¿¿6428¿toString¿¿¿{"start":{"line":153,"column":9},"end":{"line":153,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4162¿VariableDeclarator¿¿6428¿v598¿¿¿{"start":{"line":156,"column":15},"end":{"line":159,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4163¿ObjectExpression¿¿6428¿¿¿¿¿¿ObjectExpression
4164¿ExpressionStatement¿¿6428¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":159,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4165¿AssignmentExpression¿=¿6428¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":159,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
4166¿MemberExpression¿computed¿6428¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":159,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4167¿Identifier¿¿6428¿v598¿¿¿¿¿Identifier
4168¿Literal¿string¿6428¿¿'Content-Type'¿¿{"start":{"line":157,"column":8},"end":{"line":157,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4169¿Literal¿string¿6428¿¿'text/plain'¿¿{"start":{"line":157,"column":24},"end":{"line":157,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4170¿ExpressionStatement¿¿6428¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":159,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4171¿AssignmentExpression¿=¿6428¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":159,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
4172¿MemberExpression¿¿6428¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":159,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4173¿Identifier¿¿6428¿v598¿¿¿¿¿Identifier
4174¿Identifier¿¿6428¿Accept¿¿¿{"start":{"line":158,"column":8},"end":{"line":158,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4175¿Literal¿string¿6428¿¿'text/plain'¿¿{"start":{"line":158,"column":16},"end":{"line":158,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4176¿VariableDeclarator¿¿6428¿v599¿¿¿{"start":{"line":150,"column":4},"end":{"line":160,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4177¿ObjectExpression¿¿6428¿¿¿¿{"start":{"line":150,"column":4},"end":{"line":160,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ObjectExpression
4178¿Property¿¿6428¿¿¿¿{"start":{"line":151,"column":6},"end":{"line":153,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4179¿Identifier¿¿6428¿uri¿¿¿{"start":{"line":151,"column":6},"end":{"line":151,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4180¿Identifier¿¿6428¿v597¿¿¿¿¿Identifier
4181¿Property¿¿6428¿¿¿¿{"start":{"line":154,"column":6},"end":{"line":154,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4182¿Identifier¿¿6428¿method¿¿¿{"start":{"line":154,"column":6},"end":{"line":154,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4183¿Literal¿string¿6428¿¿'POST'¿¿{"start":{"line":154,"column":14},"end":{"line":154,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4184¿Property¿¿6428¿¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4185¿Identifier¿¿6428¿body¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4186¿Identifier¿¿6428¿upload_body¿¿¿{"start":{"line":155,"column":12},"end":{"line":155,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4187¿Property¿¿6428¿¿¿¿{"start":{"line":156,"column":6},"end":{"line":159,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
4188¿Identifier¿¿6428¿headers¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4189¿Identifier¿¿6428¿v598¿¿¿¿¿Identifier
4190¿VariableDeclarator¿¿6428¿v620¿¿¿{"start":{"line":161,"column":4},"end":{"line":172,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4191¿FunctionExpression¿¿6428¿anon¿¿¿{"start":{"line":161,"column":4},"end":{"line":172,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿FunctionExpression
4192¿Identifier¿¿0¿err¿¿¿{"start":{"line":161,"column":13},"end":{"line":161,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4193¿Identifier¿¿0¿response¿¿¿{"start":{"line":161,"column":18},"end":{"line":161,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4194¿VariableDeclarator¿¿6430¿v600¿¿¿{"start":{"line":162,"column":17},"end":{"line":162,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4195¿MemberExpression¿¿6430¿¿¿¿{"start":{"line":162,"column":17},"end":{"line":162,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4196¿Identifier¿¿6430¿response¿¿¿{"start":{"line":162,"column":17},"end":{"line":162,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4197¿Identifier¿¿6430¿statusCode¿¿¿{"start":{"line":162,"column":26},"end":{"line":162,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4198¿VariableDeclarator¿¿6430¿v601¿¿¿{"start":{"line":162,"column":17},"end":{"line":162,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4199¿BinaryExpression¿!==¿6430¿¿¿¿{"start":{"line":162,"column":17},"end":{"line":162,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
4200¿Identifier¿¿6430¿v600¿¿¿¿¿Identifier
4201¿Literal¿number¿6430¿¿200¿¿{"start":{"line":162,"column":41},"end":{"line":162,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4202¿VariableDeclarator¿¿6430¿v602¿¿¿{"start":{"line":162,"column":10},"end":{"line":162,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4203¿LogicalExpression¿||¿6430¿¿¿¿{"start":{"line":162,"column":10},"end":{"line":162,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
4204¿Identifier¿¿6430¿err¿¿¿{"start":{"line":162,"column":10},"end":{"line":162,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4205¿Identifier¿¿6430¿v601¿¿¿¿¿Identifier
4206¿IfStatement¿¿6430¿¿¿¿{"start":{"line":162,"column":6},"end":{"line":171,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
4207¿Identifier¿¿6430¿v602¿¿¿¿¿Identifier
4208¿VariableDeclarator¿¿6430¿v603¿¿¿{"start":{"line":163,"column":37},"end":{"line":163,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4209¿MemberExpression¿¿6430¿¿¿¿{"start":{"line":163,"column":37},"end":{"line":163,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4210¿Identifier¿¿6430¿response¿¿¿{"start":{"line":163,"column":37},"end":{"line":163,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4211¿Identifier¿¿6430¿body¿¿¿{"start":{"line":163,"column":46},"end":{"line":163,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4212¿VariableDeclarator¿¿6430¿v604¿¿¿{"start":{"line":163,"column":30},"end":{"line":163,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4213¿LogicalExpression¿||¿6430¿¿¿¿{"start":{"line":163,"column":30},"end":{"line":163,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
4214¿Identifier¿¿6430¿err¿¿¿{"start":{"line":163,"column":30},"end":{"line":163,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4215¿Identifier¿¿6430¿v603¿¿¿¿¿Identifier
4216¿VariableDeclarator¿¿6430¿v605¿¿¿{"start":{"line":163,"column":20},"end":{"line":163,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4217¿BinaryExpression¿+¿6430¿¿¿¿{"start":{"line":163,"column":20},"end":{"line":163,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
4218¿Literal¿string¿6430¿¿'    '¿¿{"start":{"line":163,"column":20},"end":{"line":163,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4219¿Identifier¿¿6430¿v604¿¿¿¿¿Identifier
4220¿VariableDeclarator¿¿6430¿v606¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4221¿CallExpression¿¿6430¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4222¿MemberExpression¿¿6430¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4223¿Identifier¿¿6430¿console¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4224¿Identifier¿¿6430¿log¿¿¿{"start":{"line":163,"column":16},"end":{"line":163,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4225¿Identifier¿¿6430¿v605¿¿¿¿¿Identifier
4226¿ExpressionStatement¿¿6430¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4227¿Identifier¿¿6430¿v606¿¿¿¿¿Identifier
4228¿VariableDeclarator¿¿6430¿v607¿¿¿{"start":{"line":165,"column":23},"end":{"line":165,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4229¿MemberExpression¿¿6430¿¿¿¿{"start":{"line":165,"column":23},"end":{"line":165,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4230¿Identifier¿¿6430¿response¿¿¿{"start":{"line":165,"column":23},"end":{"line":165,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4231¿Identifier¿¿6430¿statusCode¿¿¿{"start":{"line":165,"column":32},"end":{"line":165,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4232¿VariableDeclarator¿¿6430¿v608¿¿¿{"start":{"line":165,"column":44},"end":{"line":165,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4233¿MemberExpression¿¿6430¿¿¿¿{"start":{"line":165,"column":44},"end":{"line":165,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4234¿Identifier¿¿6430¿response¿¿¿{"start":{"line":165,"column":44},"end":{"line":165,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4235¿Identifier¿¿6430¿body¿¿¿{"start":{"line":165,"column":53},"end":{"line":165,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4236¿VariableDeclarator¿¿6430¿v609¿¿¿{"start":{"line":165,"column":12},"end":{"line":165,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4237¿CallExpression¿¿6430¿¿¿¿{"start":{"line":165,"column":12},"end":{"line":165,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4238¿Identifier¿¿6430¿on_failure¿¿¿{"start":{"line":165,"column":12},"end":{"line":165,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4239¿Identifier¿¿6430¿v607¿¿¿¿¿Identifier
4240¿Identifier¿¿6430¿v608¿¿¿¿¿Identifier
