Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
871¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":149,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Program
983¿MemberExpression¿¿1512¿¿¿¿{"start":{"line":27,"column":17},"end":{"line":27,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
984¿Identifier¿¿1512¿https¿¿¿{"start":{"line":27,"column":17},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
985¿Identifier¿¿1512¿createServer¿¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
986¿Identifier¿¿1512¿options¿¿¿{"start":{"line":27,"column":36},"end":{"line":27,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
987¿Identifier¿¿1512¿requestListener¿¿¿{"start":{"line":27,"column":45},"end":{"line":27,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
988¿VariableDeclarator¿¿1512¿v83¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
989¿CallExpression¿¿1512¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
990¿Identifier¿¿1512¿start¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
991¿ExpressionStatement¿¿1512¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
992¿Identifier¿¿1512¿v83¿¿¿¿¿Identifier
993¿BlockStatement¿¿1512¿¿¿¿{"start":{"line":21,"column":77},"end":{"line":29,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
994¿VariableDeclarator¿¿1510¿v85¿¿¿{"start":{"line":21,"column":4},"end":{"line":29,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
995¿CallExpression¿¿1510¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":29,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
996¿MemberExpression¿¿1510¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":21,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
997¿Identifier¿¿1510¿pem¿¿¿{"start":{"line":21,"column":4},"end":{"line":21,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
998¿Identifier¿¿1510¿createCertificate¿¿¿{"start":{"line":21,"column":8},"end":{"line":21,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
999¿Identifier¿¿1510¿v80¿¿¿¿¿Identifier
1000¿Identifier¿¿1510¿v84¿¿¿¿¿Identifier
1001¿ExpressionStatement¿¿1510¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":29,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1002¿Identifier¿¿1510¿v85¿¿¿¿¿Identifier
1003¿BlockStatement¿¿1510¿¿¿¿{"start":{"line":20,"column":28},"end":{"line":30,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1004¿ExpressionStatement¿¿1510¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1005¿AssignmentExpression¿=¿1510¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿AssignmentExpression
1006¿Identifier¿¿1510¿server¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1007¿CallExpression¿¿1510¿¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1008¿MemberExpression¿¿1510¿¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1009¿Identifier¿¿1510¿http¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1010¿Identifier¿¿1510¿createServer¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1011¿Identifier¿¿1510¿requestListener¿¿¿{"start":{"line":31,"column":31},"end":{"line":31,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1012¿VariableDeclarator¿¿1510¿v86¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1013¿CallExpression¿¿1510¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1014¿Identifier¿¿1510¿start¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1015¿ExpressionStatement¿¿1510¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1016¿Identifier¿¿1510¿v86¿¿¿¿¿Identifier
1017¿BlockStatement¿¿1510¿¿¿¿{"start":{"line":30,"column":7},"end":{"line":33,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1018¿VariableDeclarator¿¿1510¿start¿¿¿{"start":{"line":35,"column":0},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1019¿FunctionExpression¿¿1510¿anon¿¿¿{"start":{"line":35,"column":0},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿FunctionExpression
1020¿VariableDeclarator¿¿1515¿v87¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1021¿CallExpression¿¿1515¿¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1022¿Identifier¿¿1515¿getPort¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1023¿VariableDeclarator¿¿1515¿v91¿¿¿{"start":{"line":36,"column":29},"end":{"line":38,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1024¿FunctionExpression¿¿1515¿anon¿¿¿{"start":{"line":36,"column":29},"end":{"line":38,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿FunctionExpression
1025¿VariableDeclarator¿¿1517¿v88¿¿¿{"start":{"line":37,"column":45},"end":{"line":37,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1026¿CallExpression¿¿1517¿¿¿¿{"start":{"line":37,"column":45},"end":{"line":37,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1027¿Identifier¿¿1517¿getPort¿¿¿{"start":{"line":37,"column":45},"end":{"line":37,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1028¿VariableDeclarator¿¿1517¿v89¿¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1029¿BinaryExpression¿+¿1517¿¿¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BinaryExpression
1030¿Literal¿string¿1517¿¿'Listening on '¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1031¿Identifier¿¿1517¿v88¿¿¿¿¿Identifier
1032¿VariableDeclarator¿¿1517¿v90¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1033¿CallExpression¿¿1517¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1034¿MemberExpression¿¿1517¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1035¿Identifier¿¿1517¿console¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1036¿Identifier¿¿1517¿log¿¿¿{"start":{"line":37,"column":23},"end":{"line":37,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1037¿Identifier¿¿1517¿v89¿¿¿¿¿Identifier
1038¿ReturnStatement¿¿1517¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ReturnStatement
1039¿Identifier¿¿1517¿v90¿¿¿¿¿Identifier
1040¿BlockStatement¿¿1517¿¿¿¿{"start":{"line":36,"column":41},"end":{"line":38,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1041¿VariableDeclarator¿¿1515¿v92¿¿¿{"start":{"line":36,"column":4},"end":{"line":38,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1042¿CallExpression¿¿1515¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":38,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1043¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":36,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1044¿Identifier¿¿1515¿server¿¿¿{"start":{"line":36,"column":4},"end":{"line":36,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1045¿Identifier¿¿1515¿listen¿¿¿{"start":{"line":36,"column":11},"end":{"line":36,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1046¿Identifier¿¿1515¿v87¿¿¿¿¿Identifier
1047¿Identifier¿¿1515¿v91¿¿¿¿¿Identifier
1048¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":38,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1049¿Identifier¿¿1515¿v92¿¿¿¿¿Identifier
1050¿BlockStatement¿¿1515¿¿¿¿{"start":{"line":35,"column":17},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1051¿VariableDeclarator¿¿1510¿requestListener¿¿¿{"start":{"line":45,"column":0},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1052¿FunctionExpression¿¿1510¿anon¿¿¿{"start":{"line":45,"column":0},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿FunctionExpression
1053¿Identifier¿¿0¿req¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1054¿Identifier¿¿0¿res¿¿¿{"start":{"line":45,"column":30},"end":{"line":45,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1055¿VariableDeclarator¿¿1519¿v93¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1056¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1057¿Identifier¿¿1519¿argv¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1058¿Identifier¿¿1519¿cors¿¿¿{"start":{"line":47,"column":13},"end":{"line":47,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1059¿IfStatement¿¿1519¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1060¿Identifier¿¿1519¿v93¿¿¿¿¿Identifier
1061¿VariableDeclarator¿¿1519¿v94¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1062¿CallExpression¿¿1519¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1063¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1064¿Identifier¿¿1519¿res¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1065¿Identifier¿¿1519¿setHeader¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1066¿Literal¿string¿1519¿¿'Access-Control-Allow-Origin'¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1067¿Literal¿string¿1519¿¿'*'¿¿{"start":{"line":48,"column":53},"end":{"line":48,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1068¿ExpressionStatement¿¿1519¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1069¿Identifier¿¿1519¿v94¿¿¿¿¿Identifier
1070¿VariableDeclarator¿¿1519¿v95¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1071¿CallExpression¿¿1519¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1072¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1073¿Identifier¿¿1519¿res¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1074¿Identifier¿¿1519¿setHeader¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1075¿Literal¿string¿1519¿¿'Access-Control-Request-Method'¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1076¿Literal¿string¿1519¿¿'*'¿¿{"start":{"line":49,"column":55},"end":{"line":49,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1077¿ExpressionStatement¿¿1519¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1078¿Identifier¿¿1519¿v95¿¿¿¿¿Identifier
1079¿VariableDeclarator¿¿1519¿v96¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1080¿CallExpression¿¿1519¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1081¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1082¿Identifier¿¿1519¿res¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1083¿Identifier¿¿1519¿setHeader¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1084¿Literal¿string¿1519¿¿'Access-Control-Allow-Methods'¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1085¿Literal¿string¿1519¿¿'OPTIONS, GET'¿¿{"start":{"line":50,"column":54},"end":{"line":50,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1086¿ExpressionStatement¿¿1519¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1087¿Identifier¿¿1519¿v96¿¿¿¿¿Identifier
1088¿VariableDeclarator¿¿1519¿v97¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1089¿CallExpression¿¿1519¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1090¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1091¿Identifier¿¿1519¿res¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1092¿Identifier¿¿1519¿setHeader¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1093¿Literal¿string¿1519¿¿'Access-Control-Allow-Headers'¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1094¿Literal¿string¿1519¿¿'authorization, content-type'¿¿{"start":{"line":51,"column":54},"end":{"line":51,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1095¿ExpressionStatement¿¿1519¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1096¿Identifier¿¿1519¿v97¿¿¿¿¿Identifier
1097¿VariableDeclarator¿¿1519¿v98¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1098¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
