Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1720¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":183,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Program
1956¿Identifier¿¿3048¿v203¿¿¿¿¿Identifier
1957¿Literal¿string¿3048¿¿'stat'¿¿{"start":{"line":45,"column":40},"end":{"line":45,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1958¿VariableDeclarator¿¿3048¿v256¿¿¿{"start":{"line":45,"column":57},"end":{"line":86,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1959¿FunctionExpression¿¿3048¿anon¿¿¿{"start":{"line":45,"column":57},"end":{"line":86,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
1960¿Identifier¿¿0¿err¿¿¿{"start":{"line":45,"column":66},"end":{"line":45,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1961¿Identifier¿¿0¿infos¿¿¿{"start":{"line":45,"column":71},"end":{"line":45,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1962¿IfStatement¿¿3051¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":48,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
1963¿Identifier¿¿3051¿err¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1964¿VariableDeclarator¿¿3051¿v205¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1965¿CallExpression¿¿3051¿¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1966¿Identifier¿¿3051¿done¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1967¿Identifier¿¿3051¿err¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1968¿Literal¿object¿3051¿¿null¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1969¿ReturnStatement¿¿3051¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ReturnStatement
1970¿Identifier¿¿3051¿v205¿¿¿¿¿Identifier
1971¿BlockStatement¿¿3051¿¿¿¿¿¿BlockStatement
1972¿VariableDeclarator¿¿3051¿index¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1973¿CallExpression¿¿3051¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1974¿MemberExpression¿¿3051¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1975¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1976¿Identifier¿¿3051¿lastIndexOf¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1977¿Literal¿string¿3051¿¿')'¿¿{"start":{"line":52,"column":36},"end":{"line":52,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1978¿VariableDeclarator¿¿3051¿v206¿¿¿{"start":{"line":53,"column":27},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1979¿BinaryExpression¿+¿3051¿¿¿¿{"start":{"line":53,"column":27},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
1980¿Identifier¿¿3051¿index¿¿¿{"start":{"line":53,"column":27},"end":{"line":53,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1981¿Literal¿number¿3051¿¿2¿¿{"start":{"line":53,"column":35},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1982¿VariableDeclarator¿¿3051¿v207¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1983¿CallExpression¿¿3051¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1984¿MemberExpression¿¿3051¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1985¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1986¿Identifier¿¿3051¿substr¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1987¿Identifier¿¿3051¿v206¿¿¿¿¿Identifier
1988¿ExpressionStatement¿¿3051¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
1989¿AssignmentExpression¿=¿3051¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
1990¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1991¿CallExpression¿¿3051¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1992¿MemberExpression¿¿3051¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1993¿Identifier¿¿3051¿v207¿¿¿¿¿Identifier
1994¿Identifier¿¿3051¿split¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1995¿Literal¿string¿3051¿¿' '¿¿{"start":{"line":53,"column":44},"end":{"line":53,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1996¿VariableDeclarator¿¿3051¿v208¿¿¿{"start":{"line":58,"column":28},"end":{"line":58,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1997¿MemberExpression¿computed¿3051¿¿¿¿{"start":{"line":58,"column":28},"end":{"line":58,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1998¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":58,"column":28},"end":{"line":58,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1999¿Literal¿number¿3051¿¿11¿¿{"start":{"line":58,"column":34},"end":{"line":58,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2000¿VariableDeclarator¿¿3051¿v209¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2001¿CallExpression¿¿3051¿¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2002¿Identifier¿¿3051¿parseFloat¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2003¿Identifier¿¿3051¿v208¿¿¿¿¿Identifier
2004¿VariableDeclarator¿¿3051¿v210¿¿¿{"start":{"line":59,"column":28},"end":{"line":59,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2005¿MemberExpression¿computed¿3051¿¿¿¿{"start":{"line":59,"column":28},"end":{"line":59,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2006¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":59,"column":28},"end":{"line":59,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2007¿Literal¿number¿3051¿¿12¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2008¿VariableDeclarator¿¿3051¿v211¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2009¿CallExpression¿¿3051¿¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2010¿Identifier¿¿3051¿parseFloat¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2011¿Identifier¿¿3051¿v210¿¿¿¿¿Identifier
2012¿VariableDeclarator¿¿3051¿v212¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2013¿MemberExpression¿computed¿3051¿¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2014¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2015¿Literal¿number¿3051¿¿13¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2016¿VariableDeclarator¿¿3051¿v213¿¿¿{"start":{"line":60,"column":18},"end":{"line":60,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2017¿CallExpression¿¿3051¿¿¿¿{"start":{"line":60,"column":18},"end":{"line":60,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2018¿Identifier¿¿3051¿parseFloat¿¿¿{"start":{"line":60,"column":18},"end":{"line":60,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2019¿Identifier¿¿3051¿v212¿¿¿¿¿Identifier
2020¿VariableDeclarator¿¿3051¿v214¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2021¿MemberExpression¿computed¿3051¿¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2022¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2023¿Literal¿number¿3051¿¿14¿¿{"start":{"line":61,"column":35},"end":{"line":61,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2024¿VariableDeclarator¿¿3051¿v215¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2025¿CallExpression¿¿3051¿¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2026¿Identifier¿¿3051¿parseFloat¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2027¿Identifier¿¿3051¿v214¿¿¿¿¿Identifier
2028¿VariableDeclarator¿¿3051¿v216¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2029¿MemberExpression¿computed¿3051¿¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2030¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2031¿Literal¿number¿3051¿¿19¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2032¿VariableDeclarator¿¿3051¿v217¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2033¿CallExpression¿¿3051¿¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2034¿Identifier¿¿3051¿parseFloat¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2035¿Identifier¿¿3051¿v216¿¿¿¿¿Identifier
2036¿VariableDeclarator¿¿3051¿v218¿¿¿{"start":{"line":62,"column":41},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2037¿MemberExpression¿¿3051¿¿¿¿{"start":{"line":62,"column":41},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2038¿Identifier¿¿3051¿cpu¿¿¿{"start":{"line":62,"column":41},"end":{"line":62,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2039¿Identifier¿¿3051¿clock_tick¿¿¿{"start":{"line":62,"column":45},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2040¿VariableDeclarator¿¿3051¿v219¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2041¿BinaryExpression¿/¿3051¿¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2042¿Identifier¿¿3051¿v217¿¿¿¿¿Identifier
2043¿Identifier¿¿3051¿v218¿¿¿¿¿Identifier
2044¿VariableDeclarator¿¿3051¿v220¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2045¿MemberExpression¿computed¿3051¿¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2046¿Identifier¿¿3051¿infos¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2047¿Literal¿number¿3051¿¿21¿¿{"start":{"line":63,"column":32},"end":{"line":63,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2048¿VariableDeclarator¿¿3051¿v221¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2049¿CallExpression¿¿3051¿¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2050¿Identifier¿¿3051¿parseFloat¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2051¿Identifier¿¿3051¿v220¿¿¿¿¿Identifier
2052¿VariableDeclarator¿¿3051¿stat¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2053¿ObjectExpression¿¿3051¿¿¿¿¿¿ObjectExpression
2054¿ExpressionStatement¿¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2055¿AssignmentExpression¿=¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2056¿MemberExpression¿¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2057¿Identifier¿¿3051¿stat¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2058¿Identifier¿¿3051¿utime¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2059¿Identifier¿¿3051¿v209¿¿¿¿¿Identifier
2060¿ExpressionStatement¿¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2061¿AssignmentExpression¿=¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2062¿MemberExpression¿¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2063¿Identifier¿¿3051¿stat¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2064¿Identifier¿¿3051¿stime¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2065¿Identifier¿¿3051¿v211¿¿¿¿¿Identifier
2066¿ExpressionStatement¿¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2067¿AssignmentExpression¿=¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2068¿MemberExpression¿¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2069¿Identifier¿¿3051¿stat¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2070¿Identifier¿¿3051¿cutime¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2071¿Identifier¿¿3051¿v213¿¿¿¿¿Identifier
2072¿ExpressionStatement¿¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2073¿AssignmentExpression¿=¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2074¿MemberExpression¿¿3051¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2075¿Identifier¿¿3051¿stat¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
