Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1594¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":225,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Program
1891¿VariableDeclarator¿¿2804¿v214¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1892¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1893¿Identifier¿¿2804¿gnuplot¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1894¿Identifier¿¿2804¿stdin¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1895¿VariableDeclarator¿¿2804¿v215¿¿¿{"start":{"line":92,"column":24},"end":{"line":93,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1896¿BinaryExpression¿+¿2804¿¿¿¿{"start":{"line":92,"column":24},"end":{"line":93,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
1897¿Literal¿string¿2804¿¿'set term postscript landscape enhanced color dashed'¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1898¿Literal¿string¿2804¿¿'\'Helvetica\' 14\n'¿¿{"start":{"line":93,"column":3},"end":{"line":93,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1899¿VariableDeclarator¿¿2804¿v216¿¿¿{"start":{"line":92,"column":4},"end":{"line":93,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1900¿CallExpression¿¿2804¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":93,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1901¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1902¿Identifier¿¿2804¿v214¿¿¿¿¿Identifier
1903¿Identifier¿¿2804¿write¿¿¿{"start":{"line":92,"column":18},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1904¿Identifier¿¿2804¿v215¿¿¿¿¿Identifier
1905¿ExpressionStatement¿¿2804¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":93,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1906¿Identifier¿¿2804¿v216¿¿¿¿¿Identifier
1907¿BlockStatement¿¿2804¿¿¿¿{"start":{"line":90,"column":38},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
1908¿VariableDeclarator¿¿2804¿v217¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1909¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1910¿Identifier¿¿2804¿gnuplot¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1911¿Identifier¿¿2804¿stdin¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1912¿VariableDeclarator¿¿2804¿v218¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1913¿CallExpression¿¿2804¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1914¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1915¿Identifier¿¿2804¿v217¿¿¿¿¿Identifier
1916¿Identifier¿¿2804¿write¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1917¿Literal¿string¿2804¿¿'set term png\n'¿¿{"start":{"line":95,"column":24},"end":{"line":95,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1918¿ExpressionStatement¿¿2804¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1919¿Identifier¿¿2804¿v218¿¿¿¿¿Identifier
1920¿BlockStatement¿¿2804¿¿¿¿{"start":{"line":94,"column":9},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
1921¿BlockStatement¿¿2804¿¿¿¿¿¿BlockStatement
1922¿VariableDeclarator¿¿2804¿v219¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1923¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1924¿Identifier¿¿2804¿options¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1925¿Identifier¿¿2804¿time¿¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1926¿IfStatement¿¿2804¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":104,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
1927¿Identifier¿¿2804¿v219¿¿¿¿¿Identifier
1928¿VariableDeclarator¿¿2804¿v220¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1929¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1930¿Identifier¿¿2804¿gnuplot¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1931¿Identifier¿¿2804¿stdin¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1932¿VariableDeclarator¿¿2804¿v221¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1933¿CallExpression¿¿2804¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1934¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1935¿Identifier¿¿2804¿v220¿¿¿¿¿Identifier
1936¿Identifier¿¿2804¿write¿¿¿{"start":{"line":100,"column":18},"end":{"line":100,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1937¿Literal¿string¿2804¿¿'set xdata time\n'¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1938¿ExpressionStatement¿¿2804¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1939¿Identifier¿¿2804¿v221¿¿¿¿¿Identifier
1940¿VariableDeclarator¿¿2804¿v222¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1941¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1942¿Identifier¿¿2804¿gnuplot¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1943¿Identifier¿¿2804¿stdin¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1944¿VariableDeclarator¿¿2804¿v223¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1945¿CallExpression¿¿2804¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1946¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1947¿Identifier¿¿2804¿v222¿¿¿¿¿Identifier
1948¿Identifier¿¿2804¿write¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1949¿Literal¿string¿2804¿¿'set timefmt '%s'\n'¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1950¿ExpressionStatement¿¿2804¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1951¿Identifier¿¿2804¿v223¿¿¿¿¿Identifier
1952¿VariableDeclarator¿¿2804¿v224¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1953¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1954¿Identifier¿¿2804¿gnuplot¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1955¿Identifier¿¿2804¿stdin¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1956¿VariableDeclarator¿¿2804¿v225¿¿¿{"start":{"line":102,"column":55},"end":{"line":102,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1957¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":102,"column":55},"end":{"line":102,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1958¿Identifier¿¿2804¿options¿¿¿{"start":{"line":102,"column":55},"end":{"line":102,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1959¿Identifier¿¿2804¿time¿¿¿{"start":{"line":102,"column":63},"end":{"line":102,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1960¿VariableDeclarator¿¿2804¿v226¿¿¿{"start":{"line":102,"column":43},"end":{"line":102,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1961¿CallExpression¿¿2804¿¿¿¿{"start":{"line":102,"column":43},"end":{"line":102,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1962¿Identifier¿¿2804¿time_format¿¿¿{"start":{"line":102,"column":43},"end":{"line":102,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1963¿Identifier¿¿2804¿v225¿¿¿¿¿Identifier
1964¿VariableDeclarator¿¿2804¿v227¿¿¿{"start":{"line":102,"column":24},"end":{"line":102,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1965¿BinaryExpression¿+¿2804¿¿¿¿{"start":{"line":102,"column":24},"end":{"line":102,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
1966¿Literal¿string¿2804¿¿'set format x ''¿¿{"start":{"line":102,"column":24},"end":{"line":102,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1967¿Identifier¿¿2804¿v226¿¿¿¿¿Identifier
1968¿VariableDeclarator¿¿2804¿v228¿¿¿{"start":{"line":102,"column":24},"end":{"line":102,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1969¿BinaryExpression¿+¿2804¿¿¿¿{"start":{"line":102,"column":24},"end":{"line":102,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
1970¿Identifier¿¿2804¿v227¿¿¿¿¿Identifier
1971¿Literal¿string¿2804¿¿''\n'¿¿{"start":{"line":102,"column":71},"end":{"line":102,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1972¿VariableDeclarator¿¿2804¿v229¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1973¿CallExpression¿¿2804¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1974¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1975¿Identifier¿¿2804¿v224¿¿¿¿¿Identifier
1976¿Identifier¿¿2804¿write¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1977¿Identifier¿¿2804¿v228¿¿¿¿¿Identifier
1978¿ExpressionStatement¿¿2804¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1979¿Identifier¿¿2804¿v229¿¿¿¿¿Identifier
1980¿VariableDeclarator¿¿2804¿v230¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1981¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1982¿Identifier¿¿2804¿gnuplot¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1983¿Identifier¿¿2804¿stdin¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1984¿VariableDeclarator¿¿2804¿v231¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1985¿CallExpression¿¿2804¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1986¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1987¿Identifier¿¿2804¿v230¿¿¿¿¿Identifier
1988¿Identifier¿¿2804¿write¿¿¿{"start":{"line":103,"column":18},"end":{"line":103,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1989¿Literal¿string¿2804¿¿'set xlabel 'time'\n'¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1990¿ExpressionStatement¿¿2804¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1991¿Identifier¿¿2804¿v231¿¿¿¿¿Identifier
1992¿BlockStatement¿¿2804¿¿¿¿{"start":{"line":99,"column":20},"end":{"line":104,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
1993¿VariableDeclarator¿¿2804¿v232¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1994¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1995¿Identifier¿¿2804¿options¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1996¿Identifier¿¿2804¿title¿¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1997¿IfStatement¿¿2804¿¿¿¿{"start":{"line":105,"column":2},"end":{"line":107,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
1998¿Identifier¿¿2804¿v232¿¿¿¿¿Identifier
1999¿VariableDeclarator¿¿2804¿v233¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2000¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2001¿Identifier¿¿2804¿gnuplot¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2002¿Identifier¿¿2804¿stdin¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2003¿VariableDeclarator¿¿2804¿v234¿¿¿{"start":{"line":106,"column":38},"end":{"line":106,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2004¿MemberExpression¿¿2804¿¿¿¿{"start":{"line":106,"column":38},"end":{"line":106,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2005¿Identifier¿¿2804¿options¿¿¿{"start":{"line":106,"column":38},"end":{"line":106,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2006¿Identifier¿¿2804¿title¿¿¿{"start":{"line":106,"column":46},"end":{"line":106,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2007¿VariableDeclarator¿¿2804¿v235¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2008¿BinaryExpression¿+¿2804¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2009¿Literal¿string¿2804¿¿'set title ''¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2010¿Identifier¿¿2804¿v234¿¿¿¿¿Identifier
2011¿VariableDeclarator¿¿2804¿v236¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2012¿BinaryExpression¿+¿2804¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2013¿Identifier¿¿2804¿v235¿¿¿¿¿Identifier
