Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
840¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":88,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Program
955¿Identifier¿¿1457¿v105¿¿¿¿¿Identifier
956¿BlockStatement¿¿1457¿¿¿¿{"start":{"line":27,"column":33},"end":{"line":29,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿BlockStatement
957¿VariableDeclarator¿¿1457¿v106¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
958¿CallExpression¿¿1457¿¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
959¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
960¿Identifier¿¿1457¿fs¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
961¿Identifier¿¿1457¿existsSync¿¿¿{"start":{"line":30,"column":10},"end":{"line":30,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
962¿Identifier¿¿1457¿m3uPath¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
963¿VariableDeclarator¿¿1457¿v107¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
964¿UnaryExpression¿!¿1457¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿UnaryExpression
965¿Identifier¿¿1457¿v106¿¿¿¿¿Identifier
966¿VariableDeclarator¿¿1457¿v108¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
967¿CallExpression¿¿1457¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
968¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
969¿Identifier¿¿1457¿fs¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
970¿Identifier¿¿1457¿statSync¿¿¿{"start":{"line":30,"column":37},"end":{"line":30,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
971¿Identifier¿¿1457¿m3uPath¿¿¿{"start":{"line":30,"column":46},"end":{"line":30,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
972¿VariableDeclarator¿¿1457¿v109¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
973¿CallExpression¿¿1457¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
974¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
975¿Identifier¿¿1457¿v108¿¿¿¿¿Identifier
976¿Identifier¿¿1457¿isFile¿¿¿{"start":{"line":30,"column":55},"end":{"line":30,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
977¿VariableDeclarator¿¿1457¿v110¿¿¿{"start":{"line":30,"column":33},"end":{"line":30,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
978¿UnaryExpression¿!¿1457¿¿¿¿{"start":{"line":30,"column":33},"end":{"line":30,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿UnaryExpression
979¿Identifier¿¿1457¿v109¿¿¿¿¿Identifier
980¿VariableDeclarator¿¿1457¿v111¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
981¿LogicalExpression¿||¿1457¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿LogicalExpression
982¿Identifier¿¿1457¿v107¿¿¿¿¿Identifier
983¿Identifier¿¿1457¿v110¿¿¿¿¿Identifier
984¿IfStatement¿¿1457¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":32,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿IfStatement
985¿Identifier¿¿1457¿v111¿¿¿¿¿Identifier
986¿VariableDeclarator¿¿1457¿v112¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
987¿CallExpression¿¿1457¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
988¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
989¿Identifier¿¿1457¿res¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
990¿Identifier¿¿1457¿status¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
991¿Literal¿number¿1457¿¿404¿¿{"start":{"line":31,"column":22},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
992¿VariableDeclarator¿¿1457¿v113¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
993¿CallExpression¿¿1457¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
994¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
995¿Identifier¿¿1457¿v112¿¿¿¿¿Identifier
996¿Identifier¿¿1457¿send¿¿¿{"start":{"line":31,"column":27},"end":{"line":31,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
997¿Literal¿string¿1457¿¿'Playlist not found'¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
998¿ReturnStatement¿¿1457¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ReturnStatement
999¿Identifier¿¿1457¿v113¿¿¿¿¿Identifier
1000¿BlockStatement¿¿1457¿¿¿¿{"start":{"line":30,"column":65},"end":{"line":32,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿BlockStatement
1001¿VariableDeclarator¿¿1457¿raw¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1002¿CallExpression¿¿1457¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1003¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1004¿Identifier¿¿1457¿fs¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1005¿Identifier¿¿1457¿readFileSync¿¿¿{"start":{"line":34,"column":17},"end":{"line":34,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1006¿Identifier¿¿1457¿m3uPath¿¿¿{"start":{"line":34,"column":30},"end":{"line":34,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1007¿Literal¿string¿1457¿¿'utf8'¿¿{"start":{"line":34,"column":39},"end":{"line":34,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1008¿VariableDeclarator¿¿1457¿v114¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1009¿CallExpression¿¿1457¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1010¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1011¿Identifier¿¿1457¿raw¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1012¿Identifier¿¿1457¿split¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1013¿Literal¿object¿1457¿¿/\r?\n/¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1014¿VariableDeclarator¿¿1457¿v118¿¿¿{"start":{"line":35,"column":42},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1015¿ArrowFunctionExpression¿¿1457¿¿¿¿{"start":{"line":35,"column":42},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ArrowFunctionExpression
1016¿Identifier¿¿0¿l¿¿¿{"start":{"line":35,"column":42},"end":{"line":35,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1017¿VariableDeclarator¿¿1461¿v115¿¿¿{"start":{"line":35,"column":53},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1018¿CallExpression¿¿1461¿¿¿¿{"start":{"line":35,"column":53},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1019¿MemberExpression¿¿1461¿¿¿¿{"start":{"line":35,"column":53},"end":{"line":35,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1020¿Identifier¿¿1461¿l¿¿¿{"start":{"line":35,"column":53},"end":{"line":35,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1021¿Identifier¿¿1461¿startsWith¿¿¿{"start":{"line":35,"column":55},"end":{"line":35,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1022¿Literal¿string¿1461¿¿'#'¿¿{"start":{"line":35,"column":66},"end":{"line":35,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1023¿VariableDeclarator¿¿1461¿v116¿¿¿{"start":{"line":35,"column":52},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1024¿UnaryExpression¿!¿1461¿¿¿¿{"start":{"line":35,"column":52},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿UnaryExpression
1025¿Identifier¿¿1461¿v115¿¿¿¿¿Identifier
1026¿VariableDeclarator¿¿1461¿v117¿¿¿{"start":{"line":35,"column":47},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1027¿LogicalExpression¿&&¿1461¿¿¿¿{"start":{"line":35,"column":47},"end":{"line":35,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿LogicalExpression
1028¿Identifier¿¿1461¿l¿¿¿{"start":{"line":35,"column":47},"end":{"line":35,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1029¿Identifier¿¿1461¿v116¿¿¿¿¿Identifier
1030¿ReturnStatement¿¿1461¿¿¿¿¿¿ReturnStatement
1031¿Identifier¿¿1461¿v117¿¿¿¿¿Identifier
1032¿BlockStatement¿¿1461¿¿¿¿¿¿BlockStatement
1033¿VariableDeclarator¿¿1457¿items¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1034¿CallExpression¿¿1457¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1035¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1036¿Identifier¿¿1457¿v114¿¿¿¿¿Identifier
1037¿Identifier¿¿1457¿filter¿¿¿{"start":{"line":35,"column":35},"end":{"line":35,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1038¿Identifier¿¿1457¿v118¿¿¿¿¿Identifier
1039¿VariableDeclarator¿¿1457¿v121¿¿¿{"start":{"line":37,"column":25},"end":{"line":40,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1040¿ArrowFunctionExpression¿¿1457¿¿¿¿{"start":{"line":37,"column":25},"end":{"line":40,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ArrowFunctionExpression
1041¿Identifier¿¿0¿p¿¿¿{"start":{"line":37,"column":25},"end":{"line":37,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1042¿VariableDeclarator¿¿1463¿v119¿¿¿{"start":{"line":38,"column":33},"end":{"line":38,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1043¿CallExpression¿¿1463¿¿¿¿{"start":{"line":38,"column":33},"end":{"line":38,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1044¿Identifier¿¿1463¿encodeURIComponent¿¿¿{"start":{"line":38,"column":33},"end":{"line":38,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1045¿Identifier¿¿1463¿p¿¿¿{"start":{"line":38,"column":52},"end":{"line":38,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1046¿VariableDeclarator¿¿1463¿href¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1047¿TemplateLiteral¿¿1463¿¿¿¿{"start":{"line":38,"column":17},"end":{"line":38,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿TemplateLiteral
1048¿Identifier¿¿1463¿v119¿¿¿¿¿Identifier
1049¿VariableDeclarator¿¿1463¿v120¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1050¿TemplateLiteral¿¿1463¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿TemplateLiteral
1051¿Identifier¿¿1463¿href¿¿¿{"start":{"line":39,"column":27},"end":{"line":39,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1052¿Identifier¿¿1463¿p¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1053¿ReturnStatement¿¿1463¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ReturnStatement
1054¿Identifier¿¿1463¿v120¿¿¿¿¿Identifier
1055¿BlockStatement¿¿1463¿¿¿¿{"start":{"line":37,"column":30},"end":{"line":40,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿BlockStatement
1056¿VariableDeclarator¿¿1457¿v122¿¿¿{"start":{"line":37,"column":15},"end":{"line":40,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1057¿CallExpression¿¿1457¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":40,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1058¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1059¿Identifier¿¿1457¿items¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1060¿Identifier¿¿1457¿map¿¿¿{"start":{"line":37,"column":21},"end":{"line":37,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1061¿Identifier¿¿1457¿v121¿¿¿¿¿Identifier
1062¿VariableDeclarator¿¿1457¿list¿¿¿{"start":{"line":37,"column":8},"end":{"line":40,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1063¿CallExpression¿¿1457¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":40,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1064¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":40,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1065¿Identifier¿¿1457¿v122¿¿¿¿¿Identifier
1066¿Identifier¿¿1457¿join¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1067¿Literal¿string¿1457¿¿''¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1068¿VariableDeclarator¿¿1457¿v123¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1069¿CallExpression¿¿1457¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1070¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1071¿Identifier¿¿1457¿res¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1072¿Identifier¿¿1457¿type¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1073¿Literal¿string¿1457¿¿'html'¿¿{"start":{"line":42,"column":11},"end":{"line":42,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1074¿VariableDeclarator¿¿1457¿v124¿¿¿{"start":{"line":42,"column":24},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
