Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
547¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":87,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Program
669¿IfStatement¿¿959¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":37,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
670¿Identifier¿¿959¿v65¿¿¿¿¿Identifier
671¿ExpressionStatement¿¿959¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
672¿AssignmentExpression¿=¿959¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿AssignmentExpression
673¿Identifier¿¿959¿firstFile¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
674¿Identifier¿¿959¿file¿¿¿{"start":{"line":36,"column":18},"end":{"line":36,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
675¿BlockStatement¿¿959¿¿¿¿{"start":{"line":35,"column":20},"end":{"line":37,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
676¿VariableDeclarator¿¿959¿v66¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
677¿CallExpression¿¿959¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
678¿Identifier¿¿959¿cb¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
679¿ExpressionStatement¿¿959¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
680¿Identifier¿¿959¿v66¿¿¿¿¿Identifier
681¿BlockStatement¿¿959¿¿¿¿{"start":{"line":21,"column":42},"end":{"line":40,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
682¿VariableDeclarator¿¿957¿flush¿¿¿{"start":{"line":42,"column":2},"end":{"line":84,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
683¿FunctionExpression¿¿957¿anon¿¿¿{"start":{"line":42,"column":2},"end":{"line":84,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿FunctionExpression
684¿Identifier¿¿0¿cb¿¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
685¿VariableDeclarator¿¿964¿bin¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
686¿Literal¿string¿964¿¿'styledocco '¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
687¿VariableDeclarator¿¿964¿args¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
688¿ArrayExpression¿¿964¿¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ArrayExpression
689¿VariableDeclarator¿¿964¿v67¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
690¿MemberExpression¿¿964¿¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
691¿Identifier¿¿964¿opts¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
692¿Identifier¿¿964¿out¿¿¿{"start":{"line":47,"column":28},"end":{"line":47,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
693¿VariableDeclarator¿¿964¿v68¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
694¿CallExpression¿¿964¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
695¿MemberExpression¿¿964¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
696¿Identifier¿¿964¿args¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
697¿Identifier¿¿964¿push¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
698¿Literal¿string¿964¿¿'--out'¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
699¿Identifier¿¿964¿v67¿¿¿¿¿Identifier
700¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
701¿Identifier¿¿964¿v68¿¿¿¿¿Identifier
702¿VariableDeclarator¿¿964¿v69¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
703¿MemberExpression¿¿964¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
704¿Identifier¿¿964¿opts¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
705¿Identifier¿¿964¿name¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
706¿VariableDeclarator¿¿964¿v70¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
707¿BinaryExpression¿!==¿964¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BinaryExpression
708¿Identifier¿¿964¿v69¿¿¿¿¿Identifier
709¿Literal¿object¿964¿¿null¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
710¿IfStatement¿¿964¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
711¿Identifier¿¿964¿v70¿¿¿¿¿Identifier
712¿VariableDeclarator¿¿964¿v71¿¿¿{"start":{"line":49,"column":32},"end":{"line":49,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
713¿MemberExpression¿¿964¿¿¿¿{"start":{"line":49,"column":32},"end":{"line":49,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
714¿Identifier¿¿964¿opts¿¿¿{"start":{"line":49,"column":32},"end":{"line":49,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
715¿Identifier¿¿964¿name¿¿¿{"start":{"line":49,"column":37},"end":{"line":49,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
716¿VariableDeclarator¿¿964¿v72¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
717¿BinaryExpression¿+¿964¿¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BinaryExpression
718¿Literal¿string¿964¿¿'''¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
719¿Identifier¿¿964¿v71¿¿¿¿¿Identifier
720¿VariableDeclarator¿¿964¿v73¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
721¿BinaryExpression¿+¿964¿¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BinaryExpression
722¿Identifier¿¿964¿v72¿¿¿¿¿Identifier
723¿Literal¿string¿964¿¿'''¿¿{"start":{"line":49,"column":44},"end":{"line":49,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
724¿VariableDeclarator¿¿964¿v74¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
725¿CallExpression¿¿964¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
726¿MemberExpression¿¿964¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
727¿Identifier¿¿964¿args¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
728¿Identifier¿¿964¿push¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
729¿Literal¿string¿964¿¿'--name'¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
730¿Identifier¿¿964¿v73¿¿¿¿¿Identifier
731¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
732¿Identifier¿¿964¿v74¿¿¿¿¿Identifier
733¿BlockStatement¿¿964¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
734¿VariableDeclarator¿¿964¿v75¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
735¿MemberExpression¿¿964¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
736¿Identifier¿¿964¿opts¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
737¿Identifier¿¿964¿preprocessor¿¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
738¿VariableDeclarator¿¿964¿v76¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
739¿BinaryExpression¿!==¿964¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BinaryExpression
740¿Identifier¿¿964¿v75¿¿¿¿¿Identifier
741¿Literal¿object¿964¿¿null¿¿{"start":{"line":51,"column":30},"end":{"line":51,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
742¿IfStatement¿¿964¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":53,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
743¿Identifier¿¿964¿v76¿¿¿¿¿Identifier
744¿VariableDeclarator¿¿964¿v77¿¿¿{"start":{"line":52,"column":34},"end":{"line":52,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
745¿MemberExpression¿¿964¿¿¿¿{"start":{"line":52,"column":34},"end":{"line":52,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
746¿Identifier¿¿964¿opts¿¿¿{"start":{"line":52,"column":34},"end":{"line":52,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
747¿Identifier¿¿964¿preprocessor¿¿¿{"start":{"line":52,"column":39},"end":{"line":52,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
748¿VariableDeclarator¿¿964¿v78¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
749¿CallExpression¿¿964¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
750¿MemberExpression¿¿964¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
751¿Identifier¿¿964¿args¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
752¿Identifier¿¿964¿push¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
753¿Literal¿string¿964¿¿'--preprocessor'¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
754¿Identifier¿¿964¿v77¿¿¿¿¿Identifier
755¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
756¿Identifier¿¿964¿v78¿¿¿¿¿Identifier
757¿BlockStatement¿¿964¿¿¿¿{"start":{"line":51,"column":36},"end":{"line":53,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
758¿VariableDeclarator¿¿964¿v79¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
759¿MemberExpression¿¿964¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
760¿Identifier¿¿964¿opts¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
761¿Identifier¿¿964¿include¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
762¿VariableDeclarator¿¿964¿v80¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
763¿BinaryExpression¿!==¿964¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BinaryExpression
764¿Identifier¿¿964¿v79¿¿¿¿¿Identifier
765¿Literal¿object¿964¿¿null¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
766¿IfStatement¿¿964¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
767¿Identifier¿¿964¿v80¿¿¿¿¿Identifier
768¿VariableDeclarator¿¿964¿v81¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
769¿MemberExpression¿¿964¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
770¿Identifier¿¿964¿opts¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
771¿Identifier¿¿964¿include¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
772¿VariableDeclarator¿¿964¿v83¿¿¿{"start":{"line":55,"column":27},"end":{"line":57,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
773¿FunctionExpression¿¿964¿anon¿¿¿{"start":{"line":55,"column":27},"end":{"line":57,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿FunctionExpression
774¿Identifier¿¿0¿value¿¿¿{"start":{"line":55,"column":37},"end":{"line":55,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
775¿VariableDeclarator¿¿968¿v82¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
776¿CallExpression¿¿968¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
777¿MemberExpression¿¿968¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
778¿Identifier¿¿968¿args¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
779¿Identifier¿¿968¿push¿¿¿{"start":{"line":56,"column":20},"end":{"line":56,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
780¿Literal¿string¿968¿¿'--include'¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
781¿Identifier¿¿968¿value¿¿¿{"start":{"line":56,"column":38},"end":{"line":56,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
782¿ReturnStatement¿¿968¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ReturnStatement
783¿Identifier¿¿968¿v82¿¿¿¿¿Identifier
784¿BlockStatement¿¿968¿¿¿¿{"start":{"line":55,"column":44},"end":{"line":57,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
785¿VariableDeclarator¿¿964¿v84¿¿¿{"start":{"line":55,"column":6},"end":{"line":57,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
786¿CallExpression¿¿964¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":57,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
787¿MemberExpression¿¿964¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
788¿Identifier¿¿964¿v81¿¿¿¿¿Identifier
789¿Identifier¿¿964¿forEach¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
790¿Identifier¿¿964¿v83¿¿¿¿¿Identifier
791¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
792¿Identifier¿¿964¿v84¿¿¿¿¿Identifier
793¿BlockStatement¿¿964¿¿¿¿{"start":{"line":54,"column":31},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
794¿VariableDeclarator¿¿964¿v85¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
795¿MemberExpression¿¿964¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
796¿Identifier¿¿964¿opts¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
797¿Identifier¿¿964¿verbose¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
