Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5936¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":761,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Program
7106¿FunctionExpression¿¿10496¿anon¿¿¿{"start":{"line":203,"column":8},"end":{"line":205,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿FunctionExpression
7107¿Identifier¿¿0¿callback¿¿¿{"start":{"line":203,"column":17},"end":{"line":203,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7108¿VariableDeclarator¿¿10498¿v653¿¿¿{"start":{"line":204,"column":2},"end":{"line":204,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7109¿CallExpression¿¿10498¿¿¿¿{"start":{"line":204,"column":2},"end":{"line":204,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
7110¿MemberExpression¿¿10498¿¿¿¿{"start":{"line":204,"column":2},"end":{"line":204,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7111¿Identifier¿¿10498¿self¿¿¿{"start":{"line":204,"column":2},"end":{"line":204,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7112¿Identifier¿¿10498¿measure¿¿¿{"start":{"line":204,"column":7},"end":{"line":204,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7113¿Identifier¿¿10498¿callback¿¿¿{"start":{"line":204,"column":15},"end":{"line":204,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7114¿ExpressionStatement¿¿10498¿¿¿¿{"start":{"line":204,"column":2},"end":{"line":204,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7115¿Identifier¿¿10498¿v653¿¿¿¿¿Identifier
7116¿BlockStatement¿¿10498¿¿¿¿{"start":{"line":203,"column":27},"end":{"line":205,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
7117¿ReturnStatement¿¿10496¿¿¿¿{"start":{"line":203,"column":1},"end":{"line":205,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ReturnStatement
7118¿Identifier¿¿10496¿v654¿¿¿¿¿Identifier
7119¿BlockStatement¿¿10496¿¿¿¿{"start":{"line":201,"column":34},"end":{"line":206,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
7120¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":201,"column":0},"end":{"line":206,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7121¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":201,"column":0},"end":{"line":206,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
7122¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":201,"column":0},"end":{"line":201,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7123¿Identifier¿¿10435¿ImageProto¿¿¿{"start":{"line":201,"column":0},"end":{"line":201,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7124¿Identifier¿¿10435¿$$measure¿¿¿{"start":{"line":201,"column":11},"end":{"line":201,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7125¿Identifier¿¿10435¿v655¿¿¿¿¿Identifier
7126¿VariableDeclarator¿¿10435¿v705¿¿¿{"start":{"line":215,"column":0},"end":{"line":270,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7127¿FunctionExpression¿¿10435¿anon¿¿¿{"start":{"line":215,"column":18},"end":{"line":270,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿FunctionExpression
7128¿Identifier¿¿0¿filename¿¿¿{"start":{"line":215,"column":27},"end":{"line":215,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7129¿Identifier¿¿0¿callback¿¿¿{"start":{"line":215,"column":37},"end":{"line":215,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7130¿Identifier¿¿0¿writer¿¿¿{"start":{"line":215,"column":47},"end":{"line":215,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7131¿VariableDeclarator¿¿10500¿self¿¿¿{"start":{"line":217,"column":5},"end":{"line":217,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7132¿ThisExpression¿¿10500¿¿¿¿{"start":{"line":217,"column":12},"end":{"line":217,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ThisExpression
7133¿VariableDeclarator¿¿10500¿v656¿¿¿{"start":{"line":219,"column":5},"end":{"line":219,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7134¿UnaryExpression¿typeof¿10500¿¿¿¿{"start":{"line":219,"column":5},"end":{"line":219,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿UnaryExpression
7135¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":219,"column":12},"end":{"line":219,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7136¿VariableDeclarator¿¿10500¿v657¿¿¿{"start":{"line":219,"column":5},"end":{"line":219,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7137¿BinaryExpression¿===¿10500¿¿¿¿{"start":{"line":219,"column":5},"end":{"line":219,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BinaryExpression
7138¿Identifier¿¿10500¿v656¿¿¿¿¿Identifier
7139¿Literal¿string¿10500¿¿'function'¿¿{"start":{"line":219,"column":26},"end":{"line":219,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
7140¿IfStatement¿¿10500¿¿¿¿{"start":{"line":219,"column":1},"end":{"line":222,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
7141¿Identifier¿¿10500¿v657¿¿¿¿¿Identifier
7142¿ExpressionStatement¿¿10500¿¿¿¿{"start":{"line":220,"column":2},"end":{"line":220,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7143¿AssignmentExpression¿=¿10500¿¿¿¿{"start":{"line":220,"column":2},"end":{"line":220,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
7144¿Identifier¿¿10500¿callback¿¿¿{"start":{"line":220,"column":2},"end":{"line":220,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7145¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":220,"column":13},"end":{"line":220,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7146¿ExpressionStatement¿¿10500¿¿¿¿{"start":{"line":221,"column":2},"end":{"line":221,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7147¿AssignmentExpression¿=¿10500¿¿¿¿{"start":{"line":221,"column":2},"end":{"line":221,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
7148¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":221,"column":2},"end":{"line":221,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7149¿Literal¿object¿10500¿¿null¿¿{"start":{"line":221,"column":13},"end":{"line":221,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
7150¿BlockStatement¿¿10500¿¿¿¿{"start":{"line":219,"column":38},"end":{"line":222,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
7151¿VariableDeclarator¿¿10500¿v658¿¿¿{"start":{"line":224,"column":2},"end":{"line":224,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7152¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":224,"column":2},"end":{"line":224,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7153¿Identifier¿¿10500¿self¿¿¿{"start":{"line":224,"column":2},"end":{"line":224,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7154¿Identifier¿¿10500¿builder¿¿¿{"start":{"line":224,"column":7},"end":{"line":224,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7155¿VariableDeclarator¿¿10500¿v659¿¿¿{"start":{"line":224,"column":2},"end":{"line":224,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7156¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":224,"column":2},"end":{"line":224,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7157¿Identifier¿¿10500¿v658¿¿¿¿¿Identifier
7158¿Identifier¿¿10500¿length¿¿¿{"start":{"line":224,"column":15},"end":{"line":224,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7159¿VariableDeclarator¿¿10500¿v660¿¿¿{"start":{"line":224,"column":1},"end":{"line":224,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7160¿UnaryExpression¿!¿10500¿¿¿¿{"start":{"line":224,"column":1},"end":{"line":224,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿UnaryExpression
7161¿Identifier¿¿10500¿v659¿¿¿¿¿Identifier
7162¿VariableDeclarator¿¿10500¿v661¿¿¿{"start":{"line":224,"column":25},"end":{"line":224,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7163¿CallExpression¿¿10500¿¿¿¿{"start":{"line":224,"column":25},"end":{"line":224,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
7164¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":224,"column":25},"end":{"line":224,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7165¿Identifier¿¿10500¿self¿¿¿{"start":{"line":224,"column":25},"end":{"line":224,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7166¿Identifier¿¿10500¿minify¿¿¿{"start":{"line":224,"column":30},"end":{"line":224,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7167¿VariableDeclarator¿¿10500¿v662¿¿¿{"start":{"line":224,"column":1},"end":{"line":224,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7168¿LogicalExpression¿&&¿10500¿¿¿¿{"start":{"line":224,"column":1},"end":{"line":224,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿LogicalExpression
7169¿Identifier¿¿10500¿v660¿¿¿¿¿Identifier
7170¿Identifier¿¿10500¿v661¿¿¿¿¿Identifier
7171¿ExpressionStatement¿¿10500¿¿¿¿{"start":{"line":224,"column":1},"end":{"line":224,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7172¿Identifier¿¿10500¿v662¿¿¿¿¿Identifier
7173¿VariableDeclarator¿¿10500¿v663¿¿¿{"start":{"line":225,"column":24},"end":{"line":225,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7174¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":225,"column":24},"end":{"line":225,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7175¿Identifier¿¿10500¿self¿¿¿{"start":{"line":225,"column":24},"end":{"line":225,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7176¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":225,"column":29},"end":{"line":225,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7177¿VariableDeclarator¿¿10500¿v664¿¿¿{"start":{"line":225,"column":12},"end":{"line":225,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7178¿LogicalExpression¿||¿10500¿¿¿¿{"start":{"line":225,"column":12},"end":{"line":225,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿LogicalExpression
7179¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":225,"column":12},"end":{"line":225,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7180¿Identifier¿¿10500¿v663¿¿¿¿¿Identifier
7181¿ExpressionStatement¿¿10500¿¿¿¿{"start":{"line":225,"column":1},"end":{"line":225,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7182¿AssignmentExpression¿=¿10500¿¿¿¿{"start":{"line":225,"column":1},"end":{"line":225,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
7183¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":225,"column":1},"end":{"line":225,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7184¿LogicalExpression¿||¿10500¿¿¿¿{"start":{"line":225,"column":12},"end":{"line":225,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿LogicalExpression
7185¿Identifier¿¿10500¿v664¿¿¿¿¿Identifier
7186¿Literal¿string¿10500¿¿''¿¿{"start":{"line":225,"column":41},"end":{"line":225,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
7187¿VariableDeclarator¿¿10500¿v665¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7188¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7189¿Identifier¿¿10500¿self¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7190¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":227,"column":29},"end":{"line":227,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7191¿VariableDeclarator¿¿10500¿v666¿¿¿{"start":{"line":227,"column":40},"end":{"line":227,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7192¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":227,"column":40},"end":{"line":227,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7193¿Identifier¿¿10500¿self¿¿¿{"start":{"line":227,"column":40},"end":{"line":227,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7194¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":227,"column":45},"end":{"line":227,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7195¿VariableDeclarator¿¿10500¿v667¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7196¿IfStatement¿¿10500¿¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
7197¿Identifier¿¿10500¿v665¿¿¿¿¿Identifier
7198¿ExpressionStatement¿¿10500¿¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7199¿AssignmentExpression¿=¿10500¿¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
7200¿Identifier¿¿10500¿v667¿¿¿¿¿Identifier
7201¿Identifier¿¿10500¿v666¿¿¿¿¿Identifier
7202¿BlockStatement¿¿10500¿¿¿¿¿¿BlockStatement
7203¿ExpressionStatement¿¿10500¿¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7204¿AssignmentExpression¿=¿10500¿¿¿¿{"start":{"line":227,"column":24},"end":{"line":227,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
7205¿Identifier¿¿10500¿v667¿¿¿¿¿Identifier
7206¿Literal¿string¿10500¿¿'-'¿¿{"start":{"line":227,"column":56},"end":{"line":227,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
7207¿BlockStatement¿¿10500¿¿¿¿¿¿BlockStatement
7208¿VariableDeclarator¿¿10500¿command¿¿¿{"start":{"line":227,"column":5},"end":{"line":227,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7209¿CallExpression¿¿10500¿¿¿¿{"start":{"line":227,"column":15},"end":{"line":227,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
7210¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":227,"column":15},"end":{"line":227,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7211¿Identifier¿¿10500¿self¿¿¿{"start":{"line":227,"column":15},"end":{"line":227,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7212¿Identifier¿¿10500¿cmd¿¿¿{"start":{"line":227,"column":20},"end":{"line":227,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7213¿Identifier¿¿10500¿v667¿¿¿¿¿Identifier
7214¿Identifier¿¿10500¿filename¿¿¿{"start":{"line":227,"column":61},"end":{"line":227,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7215¿VariableDeclarator¿¿10500¿v668¿¿¿{"start":{"line":229,"column":5},"end":{"line":229,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7216¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":229,"column":5},"end":{"line":229,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7217¿Identifier¿¿10500¿F¿¿¿{"start":{"line":229,"column":5},"end":{"line":229,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7218¿Identifier¿¿10500¿isWindows¿¿¿{"start":{"line":229,"column":7},"end":{"line":229,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7219¿IfStatement¿¿10500¿¿¿¿{"start":{"line":229,"column":1},"end":{"line":230,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
7220¿Identifier¿¿10500¿v668¿¿¿¿¿Identifier
7221¿ExpressionStatement¿¿10500¿¿¿¿{"start":{"line":230,"column":2},"end":{"line":230,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
7222¿AssignmentExpression¿=¿10500¿¿¿¿{"start":{"line":230,"column":2},"end":{"line":230,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
7223¿Identifier¿¿10500¿command¿¿¿{"start":{"line":230,"column":2},"end":{"line":230,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7224¿CallExpression¿¿10500¿¿¿¿{"start":{"line":230,"column":12},"end":{"line":230,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
7225¿MemberExpression¿¿10500¿¿¿¿{"start":{"line":230,"column":12},"end":{"line":230,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
7226¿Identifier¿¿10500¿command¿¿¿{"start":{"line":230,"column":12},"end":{"line":230,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7227¿Identifier¿¿10500¿replace¿¿¿{"start":{"line":230,"column":20},"end":{"line":230,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7228¿Identifier¿¿10500¿REGEXP_PATH¿¿¿{"start":{"line":230,"column":28},"end":{"line":230,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
7229¿Literal¿string¿10500¿¿'\\'¿¿{"start":{"line":230,"column":41},"end":{"line":230,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
7230¿BlockStatement¿¿10500¿¿¿¿¿¿BlockStatement
7231¿VariableDeclarator¿¿10500¿v690¿¿¿{"start":{"line":232,"column":25},"end":{"line":258,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
7232¿FunctionExpression¿¿10500¿anon¿¿¿{"start":{"line":232,"column":25},"end":{"line":258,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿FunctionExpression
