Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1034¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":138,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Program
1156¿Identifier¿¿1803¿__dirname¿¿¿{"start":{"line":25,"column":33},"end":{"line":25,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1157¿Literal¿string¿1803¿¿'uploads'¿¿{"start":{"line":25,"column":44},"end":{"line":25,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1158¿VariableDeclarator¿¿1803¿v109¿¿¿{"start":{"line":26,"column":5},"end":{"line":26,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1159¿CallExpression¿¿1803¿¿¿¿{"start":{"line":26,"column":5},"end":{"line":26,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1160¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":26,"column":5},"end":{"line":26,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1161¿Identifier¿¿1803¿fs¿¿¿{"start":{"line":26,"column":5},"end":{"line":26,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1162¿Identifier¿¿1803¿existsSync¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1163¿Identifier¿¿1803¿uploadsBase¿¿¿{"start":{"line":26,"column":19},"end":{"line":26,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1164¿VariableDeclarator¿¿1803¿v110¿¿¿{"start":{"line":26,"column":4},"end":{"line":26,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1165¿UnaryExpression¿!¿1803¿¿¿¿{"start":{"line":26,"column":4},"end":{"line":26,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1166¿Identifier¿¿1803¿v109¿¿¿¿¿Identifier
1167¿IfStatement¿¿1803¿¿¿¿{"start":{"line":26,"column":0},"end":{"line":28,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿IfStatement
1168¿Identifier¿¿1803¿v110¿¿¿¿¿Identifier
1169¿VariableDeclarator¿¿1803¿v111¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1170¿ObjectExpression¿¿1803¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1171¿Property¿¿1803¿¿¿¿{"start":{"line":27,"column":30},"end":{"line":27,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1172¿Identifier¿¿1803¿recursive¿¿¿{"start":{"line":27,"column":30},"end":{"line":27,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1173¿Literal¿boolean¿1803¿¿true¿¿{"start":{"line":27,"column":41},"end":{"line":27,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1174¿VariableDeclarator¿¿1803¿v112¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1803¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1176¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1177¿Identifier¿¿1803¿fs¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1178¿Identifier¿¿1803¿mkdirSync¿¿¿{"start":{"line":27,"column":5},"end":{"line":27,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1179¿Identifier¿¿1803¿uploadsBase¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1180¿Identifier¿¿1803¿v111¿¿¿¿¿Identifier
1181¿ExpressionStatement¿¿1803¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1182¿Identifier¿¿1803¿v112¿¿¿¿¿Identifier
1183¿BlockStatement¿¿1803¿¿¿¿{"start":{"line":26,"column":33},"end":{"line":28,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1184¿VariableDeclarator¿¿1803¿isInside¿¿¿{"start":{"line":30,"column":0},"end":{"line":33,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1185¿FunctionExpression¿¿1803¿anon¿¿¿{"start":{"line":30,"column":0},"end":{"line":33,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿FunctionExpression
1186¿Identifier¿¿0¿base¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1187¿Identifier¿¿0¿target¿¿¿{"start":{"line":30,"column":24},"end":{"line":30,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1806¿rel¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1189¿CallExpression¿¿1806¿¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1190¿MemberExpression¿¿1806¿¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1191¿Identifier¿¿1806¿path¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1192¿Identifier¿¿1806¿relative¿¿¿{"start":{"line":31,"column":19},"end":{"line":31,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1193¿Identifier¿¿1806¿base¿¿¿{"start":{"line":31,"column":28},"end":{"line":31,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1194¿Identifier¿¿1806¿target¿¿¿{"start":{"line":31,"column":34},"end":{"line":31,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1195¿VariableDeclarator¿¿1806¿v113¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1196¿CallExpression¿¿1806¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1197¿MemberExpression¿¿1806¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1198¿Identifier¿¿1806¿rel¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1199¿Identifier¿¿1806¿startsWith¿¿¿{"start":{"line":32,"column":21},"end":{"line":32,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1200¿Literal¿string¿1806¿¿'..'¿¿{"start":{"line":32,"column":32},"end":{"line":32,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1201¿VariableDeclarator¿¿1806¿v114¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1202¿UnaryExpression¿!¿1806¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1203¿Identifier¿¿1806¿v113¿¿¿¿¿Identifier
1204¿VariableDeclarator¿¿1806¿v115¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1205¿LogicalExpression¿&&¿1806¿¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿LogicalExpression
1206¿Identifier¿¿1806¿rel¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1207¿Identifier¿¿1806¿v114¿¿¿¿¿Identifier
1208¿VariableDeclarator¿¿1806¿v116¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1209¿CallExpression¿¿1806¿¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1210¿MemberExpression¿¿1806¿¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1211¿Identifier¿¿1806¿path¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1212¿Identifier¿¿1806¿isAbsolute¿¿¿{"start":{"line":32,"column":47},"end":{"line":32,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1213¿Identifier¿¿1806¿rel¿¿¿{"start":{"line":32,"column":58},"end":{"line":32,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1214¿VariableDeclarator¿¿1806¿v117¿¿¿{"start":{"line":32,"column":41},"end":{"line":32,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1215¿UnaryExpression¿!¿1806¿¿¿¿{"start":{"line":32,"column":41},"end":{"line":32,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1216¿Identifier¿¿1806¿v116¿¿¿¿¿Identifier
1217¿VariableDeclarator¿¿1806¿v118¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1218¿LogicalExpression¿&&¿1806¿¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿LogicalExpression
1219¿Identifier¿¿1806¿v115¿¿¿¿¿Identifier
1220¿Identifier¿¿1806¿v117¿¿¿¿¿Identifier
1221¿ReturnStatement¿¿1806¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1222¿Identifier¿¿1806¿v118¿¿¿¿¿Identifier
1223¿BlockStatement¿¿1806¿¿¿¿{"start":{"line":30,"column":32},"end":{"line":33,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1224¿VariableDeclarator¿¿1803¿uploadsStaticGuard¿¿¿{"start":{"line":37,"column":0},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1225¿FunctionExpression¿¿1803¿anon¿¿¿{"start":{"line":37,"column":0},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿FunctionExpression
1226¿Identifier¿¿0¿req¿¿¿{"start":{"line":37,"column":28},"end":{"line":37,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1227¿Identifier¿¿0¿res¿¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1228¿Identifier¿¿0¿next¿¿¿{"start":{"line":37,"column":38},"end":{"line":37,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1229¿TryStatement¿¿1808¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿TryStatement
1230¿VariableDeclarator¿¿1808¿v119¿¿¿{"start":{"line":40,"column":40},"end":{"line":40,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1231¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":40,"column":40},"end":{"line":40,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1232¿Identifier¿¿1808¿req¿¿¿{"start":{"line":40,"column":40},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1233¿Identifier¿¿1808¿url¿¿¿{"start":{"line":40,"column":44},"end":{"line":40,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1234¿VariableDeclarator¿¿1808¿v120¿¿¿{"start":{"line":40,"column":40},"end":{"line":40,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1235¿LogicalExpression¿||¿1808¿¿¿¿{"start":{"line":40,"column":40},"end":{"line":40,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿LogicalExpression
1236¿Identifier¿¿1808¿v119¿¿¿¿¿Identifier
1237¿Literal¿string¿1808¿¿''¿¿{"start":{"line":40,"column":51},"end":{"line":40,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1238¿VariableDeclarator¿¿1808¿v121¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1239¿CallExpression¿¿1808¿¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1240¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1241¿Identifier¿¿1808¿v120¿¿¿¿¿Identifier
1242¿Identifier¿¿1808¿split¿¿¿{"start":{"line":40,"column":55},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1243¿Literal¿string¿1808¿¿'?'¿¿{"start":{"line":40,"column":61},"end":{"line":40,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1244¿VariableDeclarator¿¿1808¿v122¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1245¿MemberExpression¿computed¿1808¿¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1246¿Identifier¿¿1808¿v121¿¿¿¿¿Identifier
1247¿Literal¿number¿1808¿¿0¿¿{"start":{"line":40,"column":66},"end":{"line":40,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1248¿VariableDeclarator¿¿1808¿v123¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1249¿LogicalExpression¿||¿1808¿¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿LogicalExpression
1250¿Identifier¿¿1808¿v122¿¿¿¿¿Identifier
1251¿Literal¿string¿1808¿¿'/'¿¿{"start":{"line":40,"column":72},"end":{"line":40,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1252¿VariableDeclarator¿¿1808¿urlPath¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1253¿CallExpression¿¿1808¿¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1254¿Identifier¿¿1808¿decodeURIComponent¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1255¿Identifier¿¿1808¿v123¿¿¿¿¿Identifier
1256¿VariableDeclarator¿¿1808¿v124¿¿¿{"start":{"line":41,"column":48},"end":{"line":41,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1257¿BinaryExpression¿+¿1808¿¿¿¿{"start":{"line":41,"column":48},"end":{"line":41,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BinaryExpression
1258¿Literal¿string¿1808¿¿'.'¿¿{"start":{"line":41,"column":48},"end":{"line":41,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1259¿Identifier¿¿1808¿urlPath¿¿¿{"start":{"line":41,"column":54},"end":{"line":41,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1260¿VariableDeclarator¿¿1808¿candidate¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1261¿CallExpression¿¿1808¿¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1262¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1263¿Identifier¿¿1808¿path¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1264¿Identifier¿¿1808¿resolve¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1265¿Identifier¿¿1808¿uploadsBase¿¿¿{"start":{"line":41,"column":35},"end":{"line":41,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1266¿Identifier¿¿1808¿v124¿¿¿¿¿Identifier
1267¿VariableDeclarator¿¿1808¿v125¿¿¿{"start":{"line":44,"column":9},"end":{"line":44,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1808¿¿¿¿{"start":{"line":44,"column":9},"end":{"line":44,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1269¿Identifier¿¿1808¿isInside¿¿¿{"start":{"line":44,"column":9},"end":{"line":44,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1270¿Identifier¿¿1808¿uploadsBase¿¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1271¿Identifier¿¿1808¿candidate¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1272¿VariableDeclarator¿¿1808¿v126¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1273¿UnaryExpression¿!¿1808¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1274¿Identifier¿¿1808¿v125¿¿¿¿¿Identifier
1275¿IfStatement¿¿1808¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":46,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿IfStatement
1276¿Identifier¿¿1808¿v126¿¿¿¿¿Identifier
1277¿VariableDeclarator¿¿1808¿v127¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1278¿CallExpression¿¿1808¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1279¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1280¿Identifier¿¿1808¿res¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1281¿Identifier¿¿1808¿status¿¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
