Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
677¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Program
795¿Identifier¿¿1153¿v31¿¿¿¿¿Identifier
796¿Identifier¿¿1153¿content¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
797¿Literal¿string¿1153¿¿'Employment Data'¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
798¿ExpressionStatement¿¿1153¿¿¿¿{"start":{"line":36,"column":11},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
799¿AssignmentExpression¿=¿1153¿¿¿¿{"start":{"line":36,"column":11},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
800¿MemberExpression¿¿1153¿¿¿¿{"start":{"line":36,"column":11},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
801¿Identifier¿¿1153¿v31¿¿¿¿¿Identifier
802¿Identifier¿¿1153¿flag¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
803¿Identifier¿¿1153¿v30¿¿¿¿¿Identifier
804¿ReturnStatement¿¿1153¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":41,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
805¿Identifier¿¿1153¿v31¿¿¿¿¿Identifier
806¿BlockStatement¿¿1153¿¿¿¿{"start":{"line":34,"column":35},"end":{"line":42,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
807¿VariableDeclarator¿exported¿1149¿saveDocument¿¿¿{"start":{"line":45,"column":0},"end":{"line":50,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
808¿FunctionExpression¿¿1149¿anon¿¿¿{"start":{"line":45,"column":0},"end":{"line":50,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿FunctionExpression
809¿Identifier¿¿0¿file¿¿¿{"start":{"line":45,"column":22},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
810¿VariableDeclarator¿¿1155¿v32¿¿¿{"start":{"line":47,"column":55},"end":{"line":47,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
811¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":47,"column":55},"end":{"line":47,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
812¿Identifier¿¿1155¿file¿¿¿{"start":{"line":47,"column":55},"end":{"line":47,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
813¿Identifier¿¿1155¿name¿¿¿{"start":{"line":47,"column":60},"end":{"line":47,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
814¿VariableDeclarator¿¿1155¿uploadPath¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
815¿CallExpression¿¿1155¿¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿CallExpression
816¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
817¿Identifier¿¿1155¿path¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
818¿Identifier¿¿1155¿join¿¿¿{"start":{"line":47,"column":28},"end":{"line":47,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
819¿Identifier¿¿1155¿__dirname¿¿¿{"start":{"line":47,"column":33},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
820¿Literal¿string¿1155¿¿'uploads'¿¿{"start":{"line":47,"column":44},"end":{"line":47,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
821¿Identifier¿¿1155¿v32¿¿¿¿¿Identifier
822¿VariableDeclarator¿¿1155¿v33¿¿¿{"start":{"line":48,"column":33},"end":{"line":48,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
823¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":48,"column":33},"end":{"line":48,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
824¿Identifier¿¿1155¿file¿¿¿{"start":{"line":48,"column":33},"end":{"line":48,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
825¿Identifier¿¿1155¿data¿¿¿{"start":{"line":48,"column":38},"end":{"line":48,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
826¿VariableDeclarator¿¿1155¿v34¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
827¿CallExpression¿¿1155¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿CallExpression
828¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
829¿Identifier¿¿1155¿fs¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
830¿Identifier¿¿1155¿writeFileSync¿¿¿{"start":{"line":48,"column":7},"end":{"line":48,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
831¿Identifier¿¿1155¿uploadPath¿¿¿{"start":{"line":48,"column":21},"end":{"line":48,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
832¿Identifier¿¿1155¿v33¿¿¿¿¿Identifier
833¿ExpressionStatement¿¿1155¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
834¿Identifier¿¿1155¿v34¿¿¿¿¿Identifier
835¿VariableDeclarator¿¿1155¿v35¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
836¿ObjectExpression¿¿1155¿¿¿¿¿¿ObjectExpression
837¿ExpressionStatement¿¿1155¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
838¿AssignmentExpression¿=¿1155¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
839¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
840¿Identifier¿¿1155¿v35¿¿¿¿¿Identifier
841¿Identifier¿¿1155¿success¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
842¿Literal¿boolean¿1155¿¿true¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
843¿ExpressionStatement¿¿1155¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
844¿AssignmentExpression¿=¿1155¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
845¿MemberExpression¿¿1155¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
846¿Identifier¿¿1155¿v35¿¿¿¿¿Identifier
847¿Identifier¿¿1155¿path¿¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
848¿Identifier¿¿1155¿uploadPath¿¿¿{"start":{"line":49,"column":34},"end":{"line":49,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
849¿ReturnStatement¿¿1155¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
850¿Identifier¿¿1155¿v35¿¿¿¿¿Identifier
851¿BlockStatement¿¿1155¿¿¿¿{"start":{"line":45,"column":28},"end":{"line":50,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
852¿VariableDeclarator¿exported¿1149¿getDocument¿¿¿{"start":{"line":53,"column":0},"end":{"line":61,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
853¿FunctionExpression¿¿1149¿anon¿¿¿{"start":{"line":53,"column":0},"end":{"line":61,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿FunctionExpression
854¿Identifier¿¿0¿docPath¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
855¿TryStatement¿¿1157¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":60,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿TryStatement
856¿VariableDeclarator¿¿1157¿content¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
857¿CallExpression¿¿1157¿¿¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿CallExpression
858¿MemberExpression¿¿1157¿¿¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
859¿Identifier¿¿1157¿fs¿¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
860¿Identifier¿¿1157¿readFileSync¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
861¿Identifier¿¿1157¿docPath¿¿¿{"start":{"line":56,"column":40},"end":{"line":56,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
862¿Literal¿string¿1157¿¿'utf8'¿¿{"start":{"line":56,"column":49},"end":{"line":56,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
863¿VariableDeclarator¿¿1157¿v36¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
864¿ObjectExpression¿¿1157¿¿¿¿¿¿ObjectExpression
865¿ExpressionStatement¿¿1157¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
866¿AssignmentExpression¿=¿1157¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
867¿MemberExpression¿¿1157¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
868¿Identifier¿¿1157¿v36¿¿¿¿¿Identifier
869¿Identifier¿¿1157¿success¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
870¿Literal¿boolean¿1157¿¿true¿¿{"start":{"line":57,"column":26},"end":{"line":57,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
871¿ExpressionStatement¿¿1157¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
872¿AssignmentExpression¿=¿1157¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
873¿MemberExpression¿¿1157¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
874¿Identifier¿¿1157¿v36¿¿¿¿¿Identifier
875¿Identifier¿¿1157¿content¿¿¿{"start":{"line":57,"column":32},"end":{"line":57,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
876¿Identifier¿¿1157¿content¿¿¿{"start":{"line":57,"column":32},"end":{"line":57,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
877¿ReturnStatement¿¿1157¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
878¿Identifier¿¿1157¿v36¿¿¿¿¿Identifier
879¿BlockStatement¿¿1157¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
880¿CatchClause¿¿1157¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":60,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿CatchClause
881¿VariableDeclarator¿¿1157¿v37¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
882¿ObjectExpression¿¿1157¿¿¿¿¿¿ObjectExpression
883¿ExpressionStatement¿¿1157¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
884¿AssignmentExpression¿=¿1157¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
885¿MemberExpression¿¿1157¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
886¿Identifier¿¿1157¿v37¿¿¿¿¿Identifier
887¿Identifier¿¿1157¿error¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
888¿Literal¿string¿1157¿¿'Document not found'¿¿{"start":{"line":59,"column":24},"end":{"line":59,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
889¿ReturnStatement¿¿1157¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
890¿Identifier¿¿1157¿v37¿¿¿¿¿Identifier
891¿BlockStatement¿¿1157¿¿¿¿{"start":{"line":58,"column":20},"end":{"line":60,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
892¿Identifier¿¿1157¿error¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
893¿BlockStatement¿¿1157¿¿¿¿{"start":{"line":53,"column":30},"end":{"line":61,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
894¿VariableDeclarator¿exported¿1149¿updateStatus¿¿¿{"start":{"line":64,"column":0},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
895¿FunctionExpression¿¿1149¿anon¿¿¿{"start":{"line":64,"column":0},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿FunctionExpression
896¿Identifier¿¿0¿workerId¿¿¿{"start":{"line":64,"column":22},"end":{"line":64,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
897¿Identifier¿¿0¿status¿¿¿{"start":{"line":64,"column":32},"end":{"line":64,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
898¿VariableDeclarator¿¿1160¿v38¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
899¿ObjectExpression¿¿1160¿¿¿¿¿¿ObjectExpression
900¿ExpressionStatement¿¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
901¿AssignmentExpression¿=¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
902¿MemberExpression¿¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
903¿Identifier¿¿1160¿v38¿¿¿¿¿Identifier
904¿Identifier¿¿1160¿success¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
905¿Literal¿boolean¿1160¿¿true¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
906¿ExpressionStatement¿¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
907¿AssignmentExpression¿=¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
908¿MemberExpression¿¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
909¿Identifier¿¿1160¿v38¿¿¿¿¿Identifier
910¿Identifier¿¿1160¿workerId¿¿¿{"start":{"line":66,"column":28},"end":{"line":66,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
911¿Identifier¿¿1160¿workerId¿¿¿{"start":{"line":66,"column":28},"end":{"line":66,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
912¿ExpressionStatement¿¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
913¿AssignmentExpression¿=¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
914¿MemberExpression¿¿1160¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
915¿Identifier¿¿1160¿v38¿¿¿¿¿Identifier
916¿Identifier¿¿1160¿status¿¿¿{"start":{"line":66,"column":38},"end":{"line":66,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
917¿Identifier¿¿1160¿status¿¿¿{"start":{"line":66,"column":38},"end":{"line":66,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
918¿ReturnStatement¿¿1160¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
919¿Identifier¿¿1160¿v38¿¿¿¿¿Identifier
920¿BlockStatement¿¿1160¿¿¿¿{"start":{"line":64,"column":40},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
921¿VariableDeclarator¿exported¿1149¿getAllWorkers¿¿¿{"start":{"line":70,"column":0},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
922¿FunctionExpression¿¿1149¿anon¿¿¿{"start":{"line":70,"column":0},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿FunctionExpression
