Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
805¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Program
922¿Literal¿string¿1415¿¿''¿¿{"start":{"line":27,"column":46},"end":{"line":27,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
923¿VariableDeclarator¿¿1415¿raw¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
924¿CallExpression¿¿1415¿¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
925¿Identifier¿¿1415¿String¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
926¿Identifier¿¿1415¿v78¿¿¿¿¿Identifier
927¿VariableDeclarator¿¿1415¿v79¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
928¿CallExpression¿¿1415¿¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
929¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
930¿Identifier¿¿1415¿path¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
931¿Identifier¿¿1415¿basename¿¿¿{"start":{"line":28,"column":26},"end":{"line":28,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
932¿Identifier¿¿1415¿raw¿¿¿{"start":{"line":28,"column":35},"end":{"line":28,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
933¿VariableDeclarator¿¿1415¿fileName¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
934¿CallExpression¿¿1415¿¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
935¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
936¿Identifier¿¿1415¿v79¿¿¿¿¿Identifier
937¿Identifier¿¿1415¿replace¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
938¿Literal¿object¿1415¿¿/^\.+/¿¿{"start":{"line":28,"column":48},"end":{"line":28,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
939¿Literal¿string¿1415¿¿''¿¿{"start":{"line":28,"column":56},"end":{"line":28,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
940¿VariableDeclarator¿¿1415¿v80¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
941¿UnaryExpression¿!¿1415¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿UnaryExpression
942¿Identifier¿¿1415¿fileName¿¿¿{"start":{"line":29,"column":9},"end":{"line":29,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
943¿IfStatement¿¿1415¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿IfStatement
944¿Identifier¿¿1415¿v80¿¿¿¿¿Identifier
945¿VariableDeclarator¿¿1415¿v81¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
946¿CallExpression¿¿1415¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
947¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
948¿Identifier¿¿1415¿res¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
949¿Identifier¿¿1415¿status¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
950¿Literal¿number¿1415¿¿400¿¿{"start":{"line":30,"column":24},"end":{"line":30,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
951¿VariableDeclarator¿¿1415¿v82¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
952¿ObjectExpression¿¿1415¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":30,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
953¿Property¿¿1415¿¿¿¿{"start":{"line":30,"column":36},"end":{"line":30,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
954¿Identifier¿¿1415¿success¿¿¿{"start":{"line":30,"column":36},"end":{"line":30,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
955¿Literal¿boolean¿1415¿¿false¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
956¿Property¿¿1415¿¿¿¿{"start":{"line":30,"column":52},"end":{"line":30,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
957¿Identifier¿¿1415¿message¿¿¿{"start":{"line":30,"column":52},"end":{"line":30,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
958¿Literal¿string¿1415¿¿'Invalid file name'¿¿{"start":{"line":30,"column":61},"end":{"line":30,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
959¿VariableDeclarator¿¿1415¿v83¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
960¿CallExpression¿¿1415¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
961¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
962¿Identifier¿¿1415¿v81¿¿¿¿¿Identifier
963¿Identifier¿¿1415¿json¿¿¿{"start":{"line":30,"column":29},"end":{"line":30,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
964¿Identifier¿¿1415¿v82¿¿¿¿¿Identifier
965¿ReturnStatement¿¿1415¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ReturnStatement
966¿Identifier¿¿1415¿v83¿¿¿¿¿Identifier
967¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":29,"column":19},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
968¿VariableDeclarator¿¿1415¿candidate¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
969¿CallExpression¿¿1415¿¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
970¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
971¿Identifier¿¿1415¿path¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
972¿Identifier¿¿1415¿join¿¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
973¿Identifier¿¿1415¿FILES_ROOT¿¿¿{"start":{"line":34,"column":32},"end":{"line":34,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
974¿Identifier¿¿1415¿fileName¿¿¿{"start":{"line":34,"column":44},"end":{"line":34,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
975¿VariableDeclarator¿¿1415¿v84¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
976¿CallExpression¿¿1415¿¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
977¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
978¿Identifier¿¿1415¿fs¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
979¿Identifier¿¿1415¿existsSync¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
980¿Identifier¿¿1415¿candidate¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
981¿VariableDeclarator¿¿1415¿v85¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
982¿UnaryExpression¿!¿1415¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿UnaryExpression
983¿Identifier¿¿1415¿v84¿¿¿¿¿Identifier
984¿IfStatement¿¿1415¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":37,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿IfStatement
985¿Identifier¿¿1415¿v85¿¿¿¿¿Identifier
986¿VariableDeclarator¿¿1415¿v86¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
987¿CallExpression¿¿1415¿¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
988¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
989¿Identifier¿¿1415¿res¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
990¿Identifier¿¿1415¿status¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
991¿Literal¿number¿1415¿¿404¿¿{"start":{"line":36,"column":24},"end":{"line":36,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
992¿VariableDeclarator¿¿1415¿v87¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
993¿ObjectExpression¿¿1415¿¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
994¿Property¿¿1415¿¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
995¿Identifier¿¿1415¿success¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
996¿Literal¿boolean¿1415¿¿false¿¿{"start":{"line":36,"column":45},"end":{"line":36,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
997¿VariableDeclarator¿¿1415¿v88¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
998¿CallExpression¿¿1415¿¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
999¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1000¿Identifier¿¿1415¿v86¿¿¿¿¿Identifier
1001¿Identifier¿¿1415¿json¿¿¿{"start":{"line":36,"column":29},"end":{"line":36,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1002¿Identifier¿¿1415¿v87¿¿¿¿¿Identifier
1003¿ReturnStatement¿¿1415¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ReturnStatement
1004¿Identifier¿¿1415¿v88¿¿¿¿¿Identifier
1005¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":35,"column":35},"end":{"line":37,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1006¿VariableDeclarator¿¿1415¿real¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1007¿CallExpression¿¿1415¿¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1008¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1009¿Identifier¿¿1415¿fs¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1010¿Identifier¿¿1415¿realpathSync¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1011¿Identifier¿¿1415¿candidate¿¿¿{"start":{"line":40,"column":33},"end":{"line":40,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1012¿VariableDeclarator¿¿1415¿rel¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1013¿CallExpression¿¿1415¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1014¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1015¿Identifier¿¿1415¿path¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1016¿Identifier¿¿1415¿relative¿¿¿{"start":{"line":41,"column":21},"end":{"line":41,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1017¿Identifier¿¿1415¿FILES_ROOT¿¿¿{"start":{"line":41,"column":30},"end":{"line":41,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1018¿Identifier¿¿1415¿real¿¿¿{"start":{"line":41,"column":42},"end":{"line":41,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1019¿VariableDeclarator¿¿1415¿v89¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1020¿CallExpression¿¿1415¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1021¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1022¿Identifier¿¿1415¿rel¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1023¿Identifier¿¿1415¿startsWith¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1024¿Literal¿string¿1415¿¿'..'¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1025¿VariableDeclarator¿¿1415¿v90¿¿¿{"start":{"line":42,"column":32},"end":{"line":42,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1026¿CallExpression¿¿1415¿¿¿¿{"start":{"line":42,"column":32},"end":{"line":42,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1027¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":42,"column":32},"end":{"line":42,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1028¿Identifier¿¿1415¿path¿¿¿{"start":{"line":42,"column":32},"end":{"line":42,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1029¿Identifier¿¿1415¿isAbsolute¿¿¿{"start":{"line":42,"column":37},"end":{"line":42,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1030¿Identifier¿¿1415¿rel¿¿¿{"start":{"line":42,"column":48},"end":{"line":42,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1031¿VariableDeclarator¿¿1415¿v91¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1032¿LogicalExpression¿||¿1415¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿LogicalExpression
1033¿Identifier¿¿1415¿v89¿¿¿¿¿Identifier
1034¿Identifier¿¿1415¿v90¿¿¿¿¿Identifier
1035¿IfStatement¿¿1415¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":44,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿IfStatement
1036¿Identifier¿¿1415¿v91¿¿¿¿¿Identifier
1037¿VariableDeclarator¿¿1415¿v92¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1038¿CallExpression¿¿1415¿¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1039¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1040¿Identifier¿¿1415¿res¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1041¿Identifier¿¿1415¿status¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1042¿Literal¿number¿1415¿¿400¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
