Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
586¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Program
705¿CallExpression¿¿1034¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
706¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
707¿Identifier¿¿1034¿rel¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
708¿Identifier¿¿1034¿startsWith¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
709¿Literal¿string¿1034¿¿'..'¿¿{"start":{"line":27,"column":19},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
710¿VariableDeclarator¿¿1034¿v67¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
711¿CallExpression¿¿1034¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
712¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
713¿Identifier¿¿1034¿path¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
714¿Identifier¿¿1034¿isAbsolute¿¿¿{"start":{"line":27,"column":33},"end":{"line":27,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
715¿Identifier¿¿1034¿rel¿¿¿{"start":{"line":27,"column":44},"end":{"line":27,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
716¿VariableDeclarator¿¿1034¿v68¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
717¿LogicalExpression¿||¿1034¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿LogicalExpression
718¿Identifier¿¿1034¿v66¿¿¿¿¿Identifier
719¿Identifier¿¿1034¿v67¿¿¿¿¿Identifier
720¿IfStatement¿¿1034¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":30,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿IfStatement
721¿Identifier¿¿1034¿v68¿¿¿¿¿Identifier
722¿VariableDeclarator¿¿1034¿v69¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
723¿CallExpression¿¿1034¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
724¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
725¿Identifier¿¿1034¿console¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
726¿Identifier¿¿1034¿error¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
727¿Literal¿string¿1034¿¿'Invalid file path: outside allowed base directory.'¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
728¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
729¿Identifier¿¿1034¿v69¿¿¿¿¿Identifier
730¿VariableDeclarator¿¿1034¿v70¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
731¿CallExpression¿¿1034¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
732¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
733¿Identifier¿¿1034¿process¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
734¿Identifier¿¿1034¿exit¿¿¿{"start":{"line":29,"column":10},"end":{"line":29,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
735¿Literal¿number¿1034¿¿1¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
736¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
737¿Identifier¿¿1034¿v70¿¿¿¿¿Identifier
738¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":27,"column":50},"end":{"line":30,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
739¿VariableDeclarator¿¿1034¿v71¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
740¿CallExpression¿¿1034¿¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
741¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
742¿Identifier¿¿1034¿path¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
743¿Identifier¿¿1034¿extname¿¿¿{"start":{"line":33,"column":19},"end":{"line":33,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
744¿Identifier¿¿1034¿filePath¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
745¿VariableDeclarator¿¿1034¿inExt¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
746¿CallExpression¿¿1034¿¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
747¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
748¿Identifier¿¿1034¿v71¿¿¿¿¿Identifier
749¿Identifier¿¿1034¿toLowerCase¿¿¿{"start":{"line":33,"column":37},"end":{"line":33,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
750¿VariableDeclarator¿¿1034¿v72¿¿¿{"start":{"line":34,"column":5},"end":{"line":34,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
751¿ArrayExpression¿¿1034¿¿¿¿{"start":{"line":34,"column":5},"end":{"line":34,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ArrayExpression
752¿Literal¿string¿1034¿¿'.dot'¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
753¿Literal¿string¿1034¿¿'.gv'¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
754¿VariableDeclarator¿¿1034¿v73¿¿¿{"start":{"line":34,"column":5},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
755¿CallExpression¿¿1034¿¿¿¿{"start":{"line":34,"column":5},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
756¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":34,"column":5},"end":{"line":34,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
757¿Identifier¿¿1034¿v72¿¿¿¿¿Identifier
758¿Identifier¿¿1034¿includes¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
759¿Identifier¿¿1034¿inExt¿¿¿{"start":{"line":34,"column":30},"end":{"line":34,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
760¿VariableDeclarator¿¿1034¿v74¿¿¿{"start":{"line":34,"column":4},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
761¿UnaryExpression¿!¿1034¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿UnaryExpression
762¿Identifier¿¿1034¿v73¿¿¿¿¿Identifier
763¿IfStatement¿¿1034¿¿¿¿{"start":{"line":34,"column":0},"end":{"line":37,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿IfStatement
764¿Identifier¿¿1034¿v74¿¿¿¿¿Identifier
765¿VariableDeclarator¿¿1034¿v75¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
766¿CallExpression¿¿1034¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
767¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
768¿Identifier¿¿1034¿console¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
769¿Identifier¿¿1034¿error¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
770¿Literal¿string¿1034¿¿'Invalid file type: only .dot or .gv are allowed.'¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
771¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
772¿Identifier¿¿1034¿v75¿¿¿¿¿Identifier
773¿VariableDeclarator¿¿1034¿v76¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
774¿CallExpression¿¿1034¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
775¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
776¿Identifier¿¿1034¿process¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
777¿Identifier¿¿1034¿exit¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
778¿Literal¿number¿1034¿¿1¿¿{"start":{"line":36,"column":15},"end":{"line":36,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
779¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
780¿Identifier¿¿1034¿v76¿¿¿¿¿Identifier
781¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":34,"column":38},"end":{"line":37,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
782¿VariableDeclarator¿¿1034¿dotString¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
783¿TryStatement¿¿1034¿¿¿¿{"start":{"line":40,"column":0},"end":{"line":45,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿TryStatement
784¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
785¿AssignmentExpression¿=¿1034¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿AssignmentExpression
786¿Identifier¿¿1034¿dotString¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
787¿CallExpression¿¿1034¿¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
788¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
789¿Identifier¿¿1034¿fs¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
790¿Identifier¿¿1034¿readFileSync¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
791¿Identifier¿¿1034¿filePath¿¿¿{"start":{"line":41,"column":30},"end":{"line":41,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
792¿Literal¿string¿1034¿¿'utf8'¿¿{"start":{"line":41,"column":40},"end":{"line":41,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
793¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":42,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
794¿CatchClause¿¿1034¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":45,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CatchClause
795¿VariableDeclarator¿¿1034¿v77¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
796¿TemplateLiteral¿¿1034¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿TemplateLiteral
797¿Identifier¿¿1034¿filePath¿¿¿{"start":{"line":43,"column":39},"end":{"line":43,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
798¿VariableDeclarator¿¿1034¿v78¿¿¿{"start":{"line":43,"column":53},"end":{"line":43,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
799¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":43,"column":53},"end":{"line":43,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
800¿Identifier¿¿1034¿error¿¿¿{"start":{"line":43,"column":53},"end":{"line":43,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
801¿Identifier¿¿1034¿message¿¿¿{"start":{"line":43,"column":59},"end":{"line":43,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
802¿VariableDeclarator¿¿1034¿v79¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
803¿CallExpression¿¿1034¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
804¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
805¿Identifier¿¿1034¿console¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
806¿Identifier¿¿1034¿error¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
807¿Identifier¿¿1034¿v77¿¿¿¿¿Identifier
808¿Identifier¿¿1034¿v78¿¿¿¿¿Identifier
809¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
810¿Identifier¿¿1034¿v79¿¿¿¿¿Identifier
811¿VariableDeclarator¿¿1034¿v80¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
812¿CallExpression¿¿1034¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
813¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
814¿Identifier¿¿1034¿process¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
815¿Identifier¿¿1034¿exit¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
816¿Literal¿number¿1034¿¿1¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
817¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
818¿Identifier¿¿1034¿v80¿¿¿¿¿Identifier
819¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":42,"column":16},"end":{"line":45,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
820¿Identifier¿¿1034¿error¿¿¿{"start":{"line":42,"column":9},"end":{"line":42,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
821¿VariableDeclarator¿¿1034¿v81¿¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
822¿ObjectExpression¿¿1034¿¿¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ObjectExpression
823¿Property¿¿1034¿¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Property
824¿Identifier¿¿1034¿Module¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
825¿Identifier¿¿1034¿Module¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
826¿Property¿¿1034¿¿¿¿{"start":{"line":47,"column":30},"end":{"line":47,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Property
827¿Identifier¿¿1034¿render¿¿¿{"start":{"line":47,"column":30},"end":{"line":47,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
