Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
600¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Program
723¿MemberExpression¿¿1035¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
724¿Identifier¿¿1035¿v70¿¿¿¿¿Identifier
725¿Identifier¿¿1035¿concat¿¿¿{"start":{"line":30,"column":41},"end":{"line":30,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
726¿Identifier¿¿1035¿v71¿¿¿¿¿Identifier
727¿Literal¿string¿1035¿¿'-print'¿¿{"start":{"line":30,"column":63},"end":{"line":30,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
728¿VariableDeclarator¿¿1035¿v73¿¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
729¿CallExpression¿¿1035¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
730¿Identifier¿¿1035¿escape¿¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
731¿Identifier¿¿1035¿v72¿¿¿¿¿Identifier
732¿ReturnStatement¿¿1035¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ReturnStatement
733¿Identifier¿¿1035¿v73¿¿¿¿¿Identifier
734¿BlockStatement¿¿1035¿¿¿¿{"start":{"line":29,"column":22},"end":{"line":31,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
735¿VariableDeclarator¿¿1025¿v86¿¿¿{"start":{"line":34,"column":9},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
736¿FunctionExpression¿¿1025¿anon¿¿¿{"start":{"line":34,"column":9},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿FunctionExpression
737¿VariableDeclarator¿¿1037¿root¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
738¿MemberExpression¿¿1037¿¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
739¿ThisExpression¿¿1037¿¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ThisExpression
740¿Identifier¿¿1037¿rootDir¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
741¿VariableDeclarator¿¿1037¿v75¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
742¿UnaryExpression¿typeof¿1037¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿UnaryExpression
743¿Identifier¿¿1037¿root¿¿¿{"start":{"line":36,"column":15},"end":{"line":36,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
744¿VariableDeclarator¿¿1037¿v76¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
745¿BinaryExpression¿!==¿1037¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BinaryExpression
746¿Identifier¿¿1037¿v75¿¿¿¿¿Identifier
747¿Literal¿string¿1037¿¿'string'¿¿{"start":{"line":36,"column":24},"end":{"line":36,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
748¿VariableDeclarator¿¿1037¿v77¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
749¿UnaryExpression¿!¿1037¿¿¿¿{"start":{"line":36,"column":36},"end":{"line":36,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿UnaryExpression
750¿Identifier¿¿1037¿root¿¿¿{"start":{"line":36,"column":37},"end":{"line":36,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
751¿VariableDeclarator¿¿1037¿v78¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
752¿LogicalExpression¿||¿1037¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿LogicalExpression
753¿Identifier¿¿1037¿v76¿¿¿¿¿Identifier
754¿Identifier¿¿1037¿v77¿¿¿¿¿Identifier
755¿IfStatement¿¿1037¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":36,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿IfStatement
756¿Identifier¿¿1037¿v78¿¿¿¿¿Identifier
757¿ExpressionStatement¿¿1037¿¿¿¿{"start":{"line":36,"column":43},"end":{"line":36,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
758¿AssignmentExpression¿=¿1037¿¿¿¿{"start":{"line":36,"column":43},"end":{"line":36,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
759¿Identifier¿¿1037¿root¿¿¿{"start":{"line":36,"column":43},"end":{"line":36,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
760¿Literal¿string¿1037¿¿'.'¿¿{"start":{"line":36,"column":50},"end":{"line":36,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
761¿BlockStatement¿¿1037¿¿¿¿¿¿BlockStatement
762¿VariableDeclarator¿¿1037¿v79¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
763¿CallExpression¿¿1037¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
764¿MemberExpression¿¿1037¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
765¿Identifier¿¿1037¿path¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
766¿Identifier¿¿1037¿basename¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
767¿Identifier¿¿1037¿root¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
768¿VariableDeclarator¿¿1037¿v80¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
769¿CallExpression¿¿1037¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
770¿MemberExpression¿¿1037¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
771¿Identifier¿¿1037¿v79¿¿¿¿¿Identifier
772¿Identifier¿¿1037¿startsWith¿¿¿{"start":{"line":38,"column":28},"end":{"line":38,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
773¿Literal¿string¿1037¿¿'-'¿¿{"start":{"line":38,"column":39},"end":{"line":38,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
774¿IfStatement¿¿1037¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿IfStatement
775¿Identifier¿¿1037¿v80¿¿¿¿¿Identifier
776¿ExpressionStatement¿¿1037¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
777¿AssignmentExpression¿=¿1037¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
778¿Identifier¿¿1037¿root¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
779¿BinaryExpression¿+¿1037¿¿¿¿{"start":{"line":39,"column":13},"end":{"line":39,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BinaryExpression
780¿Literal¿string¿1037¿¿'./'¿¿{"start":{"line":39,"column":13},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
781¿Identifier¿¿1037¿root¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
782¿BlockStatement¿¿1037¿¿¿¿{"start":{"line":38,"column":45},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
783¿VariableDeclarator¿¿1037¿v81¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
784¿ArrayExpression¿¿1037¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ArrayExpression
785¿Identifier¿¿1037¿root¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
786¿VariableDeclarator¿¿1037¿v82¿¿¿{"start":{"line":41,"column":25},"end":{"line":41,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
787¿MemberExpression¿¿1037¿¿¿¿{"start":{"line":41,"column":25},"end":{"line":41,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
788¿ThisExpression¿¿1037¿¿¿¿{"start":{"line":41,"column":25},"end":{"line":41,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ThisExpression
789¿Identifier¿¿1037¿_command¿¿¿{"start":{"line":41,"column":30},"end":{"line":41,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
790¿VariableDeclarator¿¿1037¿v83¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
791¿CallExpression¿¿1037¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
792¿MemberExpression¿¿1037¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
793¿Identifier¿¿1037¿v81¿¿¿¿¿Identifier
794¿Identifier¿¿1037¿concat¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
795¿Identifier¿¿1037¿v82¿¿¿¿¿Identifier
796¿VariableDeclarator¿¿1037¿v84¿¿¿{"start":{"line":41,"column":47},"end":{"line":41,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
797¿ArrayExpression¿¿1037¿¿¿¿{"start":{"line":41,"column":47},"end":{"line":41,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ArrayExpression
798¿Literal¿string¿1037¿¿'-print'¿¿{"start":{"line":41,"column":48},"end":{"line":41,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
799¿VariableDeclarator¿¿1037¿v85¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
800¿CallExpression¿¿1037¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
801¿MemberExpression¿¿1037¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
802¿Identifier¿¿1037¿v83¿¿¿¿¿Identifier
803¿Identifier¿¿1037¿concat¿¿¿{"start":{"line":41,"column":40},"end":{"line":41,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
804¿Identifier¿¿1037¿v84¿¿¿¿¿Identifier
805¿ReturnStatement¿¿1037¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ReturnStatement
806¿Identifier¿¿1037¿v85¿¿¿¿¿Identifier
807¿BlockStatement¿¿1037¿¿¿¿{"start":{"line":34,"column":20},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
808¿VariableDeclarator¿¿1025¿v89¿¿¿{"start":{"line":44,"column":10},"end":{"line":47,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
809¿FunctionExpression¿¿1025¿anon¿¿¿{"start":{"line":44,"column":10},"end":{"line":47,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿FunctionExpression
810¿VariableDeclarator¿¿1041¿v87¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
811¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
812¿ThisExpression¿¿1041¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ThisExpression
813¿Identifier¿¿1041¿_command¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
814¿VariableDeclarator¿¿1041¿v88¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
815¿CallExpression¿¿1041¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
816¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
817¿Identifier¿¿1041¿v87¿¿¿¿¿Identifier
818¿Identifier¿¿1041¿push¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
819¿Literal¿string¿1041¿¿'-follow'¿¿{"start":{"line":45,"column":23},"end":{"line":45,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
820¿ExpressionStatement¿¿1041¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
821¿Identifier¿¿1041¿v88¿¿¿¿¿Identifier
822¿ReturnStatement¿¿1041¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ReturnStatement
823¿ThisExpression¿¿1041¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ThisExpression
824¿BlockStatement¿¿1041¿¿¿¿{"start":{"line":44,"column":21},"end":{"line":47,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
825¿VariableDeclarator¿¿1025¿v104¿¿¿{"start":{"line":49,"column":8},"end":{"line":62,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
826¿FunctionExpression¿¿1025¿anon¿¿¿{"start":{"line":49,"column":8},"end":{"line":62,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿FunctionExpression
827¿Identifier¿¿0¿callback¿¿¿{"start":{"line":49,"column":17},"end":{"line":49,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
828¿VariableDeclarator¿¿1043¿args¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
829¿CallExpression¿¿1043¿¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
830¿MemberExpression¿¿1043¿¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
831¿ThisExpression¿¿1043¿¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ThisExpression
832¿Identifier¿¿1043¿_argv¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
833¿VariableDeclarator¿¿1043¿v90¿¿¿{"start":{"line":51,"column":27},"end":{"line":51,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
834¿MemberExpression¿¿1043¿¿¿¿{"start":{"line":51,"column":27},"end":{"line":51,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
835¿ThisExpression¿¿1043¿¿¿¿{"start":{"line":51,"column":27},"end":{"line":51,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ThisExpression
836¿Identifier¿¿1043¿options¿¿¿{"start":{"line":51,"column":32},"end":{"line":51,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
837¿VariableDeclarator¿¿1043¿v91¿¿¿{"start":{"line":51,"column":43},"end":{"line":51,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
838¿ObjectExpression¿¿1043¿¿¿¿{"start":{"line":51,"column":43},"end":{"line":51,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ObjectExpression
839¿VariableDeclarator¿¿1043¿v92¿¿¿{"start":{"line":51,"column":27},"end":{"line":51,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
840¿LogicalExpression¿||¿1043¿¿¿¿{"start":{"line":51,"column":27},"end":{"line":51,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿LogicalExpression
841¿Identifier¿¿1043¿v90¿¿¿¿¿Identifier
842¿Identifier¿¿1043¿v91¿¿¿¿¿Identifier
843¿VariableDeclarator¿¿1043¿v102¿¿¿{"start":{"line":51,"column":47},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
844¿FunctionExpression¿¿1043¿anon¿¿¿{"start":{"line":51,"column":47},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿FunctionExpression
845¿Identifier¿¿0¿err¿¿¿{"start":{"line":51,"column":56},"end":{"line":51,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
846¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":51,"column":61},"end":{"line":51,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
847¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":51,"column":69},"end":{"line":51,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
848¿IfStatement¿¿1045¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":55,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿IfStatement
849¿Identifier¿¿1045¿err¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
850¿VariableDeclarator¿¿1045¿v93¿¿¿{"start":{"line":54,"column":34},"end":{"line":54,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
851¿MemberExpression¿¿1045¿¿¿¿{"start":{"line":54,"column":34},"end":{"line":54,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
