Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
763¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":116,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Program
889¿Literal¿string¿1355¿¿'========================'¿¿{"start":{"line":39,"column":14},"end":{"line":39,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
890¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":39,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
891¿Identifier¿¿1355¿v91¿¿¿¿¿Identifier
892¿VariableDeclarator¿¿1355¿v92¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
893¿CallExpression¿¿1355¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
894¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
895¿Identifier¿¿1355¿console¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
896¿Identifier¿¿1355¿log¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
897¿Literal¿string¿1355¿¿''¿¿{"start":{"line":40,"column":14},"end":{"line":40,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
898¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
899¿Identifier¿¿1355¿v92¿¿¿¿¿Identifier
900¿VariableDeclarator¿¿1355¿v93¿¿¿{"start":{"line":41,"column":2},"end":{"line":43,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
901¿CallExpression¿¿1355¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":43,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
902¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
903¿Identifier¿¿1355¿console¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
904¿Identifier¿¿1355¿log¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
905¿Literal¿string¿1355¿¿'This tool helps ensure your changes don't introduce breaking changes.'¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
906¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":43,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
907¿Identifier¿¿1355¿v93¿¿¿¿¿Identifier
908¿VariableDeclarator¿¿1355¿v94¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
909¿CallExpression¿¿1355¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
910¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
911¿Identifier¿¿1355¿console¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
912¿Identifier¿¿1355¿log¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
913¿Literal¿string¿1355¿¿''¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
914¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
915¿Identifier¿¿1355¿v94¿¿¿¿¿Identifier
916¿TryStatement¿¿1355¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":109,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿TryStatement
917¿VariableDeclarator¿¿1355¿v95¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
918¿CallExpression¿¿1355¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
919¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
920¿Identifier¿¿1355¿console¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
921¿Identifier¿¿1355¿log¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
922¿Literal¿string¿1355¿¿'📦 Building project...'¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
923¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
924¿Identifier¿¿1355¿v95¿¿¿¿¿Identifier
925¿VariableDeclarator¿¿1355¿v96¿¿¿{"start":{"line":48,"column":46},"end":{"line":48,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
926¿ArrayExpression¿¿1355¿¿¿¿{"start":{"line":48,"column":46},"end":{"line":48,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ArrayExpression
927¿Literal¿string¿1355¿¿'run'¿¿{"start":{"line":48,"column":47},"end":{"line":48,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
928¿Literal¿string¿1355¿¿'build'¿¿{"start":{"line":48,"column":54},"end":{"line":48,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
929¿VariableDeclarator¿¿1355¿buildCode¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
930¿AwaitExpression¿¿1355¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿AwaitExpression
931¿CallExpression¿¿1355¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
932¿Identifier¿¿1355¿runCommand¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
933¿Literal¿string¿1355¿¿'npm'¿¿{"start":{"line":48,"column":39},"end":{"line":48,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
934¿Identifier¿¿1355¿v96¿¿¿¿¿Identifier
935¿VariableDeclarator¿¿1355¿v97¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
936¿BinaryExpression¿!==¿1355¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿BinaryExpression
937¿Identifier¿¿1355¿buildCode¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
938¿Literal¿number¿1355¿¿0¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
939¿IfStatement¿¿1355¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":55,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿IfStatement
940¿Identifier¿¿1355¿v97¿¿¿¿¿Identifier
941¿VariableDeclarator¿¿1355¿v98¿¿¿{"start":{"line":51,"column":6},"end":{"line":53,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
942¿CallExpression¿¿1355¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":53,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
943¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
944¿Identifier¿¿1355¿console¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
945¿Identifier¿¿1355¿error¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
946¿Literal¿string¿1355¿¿'❌ Build failed. Please fix build errors before checking API contract.'¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
947¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":53,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
948¿Identifier¿¿1355¿v98¿¿¿¿¿Identifier
949¿VariableDeclarator¿¿1355¿v99¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
950¿CallExpression¿¿1355¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
951¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
952¿Identifier¿¿1355¿process¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
953¿Identifier¿¿1355¿exit¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
954¿Literal¿number¿1355¿¿1¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
955¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
956¿Identifier¿¿1355¿v99¿¿¿¿¿Identifier
957¿BlockStatement¿¿1355¿¿¿¿{"start":{"line":50,"column":25},"end":{"line":55,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿BlockStatement
958¿VariableDeclarator¿¿1355¿v100¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
959¿CallExpression¿¿1355¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
960¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
961¿Identifier¿¿1355¿console¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
962¿Identifier¿¿1355¿log¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
963¿Literal¿string¿1355¿¿'✅ Build successful!'¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
964¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
965¿Identifier¿¿1355¿v100¿¿¿¿¿Identifier
966¿VariableDeclarator¿¿1355¿v101¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
967¿CallExpression¿¿1355¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
968¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
969¿Identifier¿¿1355¿console¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
970¿Identifier¿¿1355¿log¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
971¿Literal¿string¿1355¿¿''¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
972¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
973¿Identifier¿¿1355¿v101¿¿¿¿¿Identifier
974¿VariableDeclarator¿¿1355¿v102¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
975¿CallExpression¿¿1355¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
976¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
977¿Identifier¿¿1355¿console¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
978¿Identifier¿¿1355¿log¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
979¿Literal¿string¿1355¿¿'🧪 Running API contract tests...'¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
980¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
981¿Identifier¿¿1355¿v102¿¿¿¿¿Identifier
982¿VariableDeclarator¿¿1355¿v103¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
983¿CallExpression¿¿1355¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
984¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
985¿Identifier¿¿1355¿console¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
986¿Identifier¿¿1355¿log¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
987¿Literal¿string¿1355¿¿''¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
988¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
989¿Identifier¿¿1355¿v103¿¿¿¿¿Identifier
990¿VariableDeclarator¿¿1355¿v104¿¿¿{"start":{"line":62,"column":49},"end":{"line":62,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
991¿ArrayExpression¿¿1355¿¿¿¿{"start":{"line":62,"column":49},"end":{"line":62,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ArrayExpression
992¿Literal¿string¿1355¿¿'run'¿¿{"start":{"line":62,"column":50},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
993¿Literal¿string¿1355¿¿'test:contract'¿¿{"start":{"line":62,"column":57},"end":{"line":62,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
994¿VariableDeclarator¿¿1355¿contractCode¿¿¿{"start":{"line":62,"column":10},"end":{"line":62,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
995¿AwaitExpression¿¿1355¿¿¿¿{"start":{"line":62,"column":25},"end":{"line":62,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿AwaitExpression
996¿CallExpression¿¿1355¿¿¿¿{"start":{"line":62,"column":31},"end":{"line":62,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
997¿Identifier¿¿1355¿runCommand¿¿¿{"start":{"line":62,"column":31},"end":{"line":62,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
998¿Literal¿string¿1355¿¿'npm'¿¿{"start":{"line":62,"column":42},"end":{"line":62,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
999¿Identifier¿¿1355¿v104¿¿¿¿¿Identifier
1000¿VariableDeclarator¿¿1355¿v105¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1001¿BinaryExpression¿===¿1355¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿BinaryExpression
1002¿Identifier¿¿1355¿contractCode¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1003¿Literal¿number¿1355¿¿0¿¿{"start":{"line":64,"column":25},"end":{"line":64,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1004¿IfStatement¿¿1355¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":105,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿IfStatement
1005¿Identifier¿¿1355¿v105¿¿¿¿¿Identifier
1006¿VariableDeclarator¿¿1355¿v106¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1007¿CallExpression¿¿1355¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1008¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1009¿Identifier¿¿1355¿console¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1010¿Identifier¿¿1355¿log¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1011¿Literal¿string¿1355¿¿''¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1012¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1013¿Identifier¿¿1355¿v106¿¿¿¿¿Identifier
1014¿VariableDeclarator¿¿1355¿v107¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
