Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
791¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":92,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Program
909¿VariableDeclarator¿¿1378¿v81¿¿¿{"start":{"line":25,"column":24},"end":{"line":25,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
910¿CallExpression¿¿1378¿¿¿¿{"start":{"line":25,"column":24},"end":{"line":25,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
911¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":25,"column":24},"end":{"line":25,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
912¿Identifier¿¿1378¿console¿¿¿{"start":{"line":25,"column":24},"end":{"line":25,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
913¿Identifier¿¿1378¿log¿¿¿{"start":{"line":25,"column":32},"end":{"line":25,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
914¿Identifier¿¿1378¿error¿¿¿{"start":{"line":25,"column":36},"end":{"line":25,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
915¿ExpressionStatement¿¿1378¿¿¿¿{"start":{"line":25,"column":24},"end":{"line":25,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
916¿Identifier¿¿1378¿v81¿¿¿¿¿Identifier
917¿VariableDeclarator¿¿1378¿v82¿¿¿{"start":{"line":26,"column":32},"end":{"line":26,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
918¿CallExpression¿¿1378¿¿¿¿{"start":{"line":26,"column":32},"end":{"line":26,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
919¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":26,"column":32},"end":{"line":26,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
920¿Identifier¿¿1378¿error¿¿¿{"start":{"line":26,"column":32},"end":{"line":26,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
921¿Identifier¿¿1378¿toString¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
922¿VariableDeclarator¿¿1378¿v83¿¿¿{"start":{"line":26,"column":24},"end":{"line":26,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
923¿CallExpression¿¿1378¿¿¿¿{"start":{"line":26,"column":24},"end":{"line":26,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
924¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":26,"column":24},"end":{"line":26,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
925¿Identifier¿¿1378¿res¿¿¿{"start":{"line":26,"column":24},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
926¿Identifier¿¿1378¿end¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
927¿Identifier¿¿1378¿v82¿¿¿¿¿Identifier
928¿ExpressionStatement¿¿1378¿¿¿¿{"start":{"line":26,"column":24},"end":{"line":26,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
929¿Identifier¿¿1378¿v83¿¿¿¿¿Identifier
930¿BlockStatement¿¿1378¿¿¿¿{"start":{"line":24,"column":31},"end":{"line":27,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
931¿VariableDeclarator¿¿1378¿dirs¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
932¿ArrayExpression¿¿1378¿¿¿¿{"start":{"line":28,"column":31},"end":{"line":28,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ArrayExpression
933¿VariableDeclarator¿¿1378¿files¿¿¿{"start":{"line":29,"column":24},"end":{"line":29,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
934¿ArrayExpression¿¿1378¿¿¿¿{"start":{"line":29,"column":32},"end":{"line":29,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ArrayExpression
935¿VariableDeclarator¿¿1378¿v89¿¿¿{"start":{"line":30,"column":33},"end":{"line":37,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
936¿FunctionExpression¿¿1378¿anon¿¿¿{"start":{"line":30,"column":33},"end":{"line":37,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿FunctionExpression
937¿Identifier¿¿0¿val¿¿¿{"start":{"line":30,"column":43},"end":{"line":30,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
938¿VariableDeclarator¿¿1381¿v84¿¿¿{"start":{"line":31,"column":48},"end":{"line":31,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
939¿CallExpression¿¿1381¿¿¿¿{"start":{"line":31,"column":48},"end":{"line":31,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
940¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":31,"column":48},"end":{"line":31,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
941¿Identifier¿¿1381¿path¿¿¿{"start":{"line":31,"column":48},"end":{"line":31,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
942¿Identifier¿¿1381¿join¿¿¿{"start":{"line":31,"column":53},"end":{"line":31,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
943¿Identifier¿¿1381¿targetPath¿¿¿{"start":{"line":31,"column":58},"end":{"line":31,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
944¿Identifier¿¿1381¿val¿¿¿{"start":{"line":31,"column":70},"end":{"line":31,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
945¿VariableDeclarator¿¿1381¿file¿¿¿{"start":{"line":31,"column":28},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
946¿CallExpression¿¿1381¿¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
947¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
948¿Identifier¿¿1381¿fs¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
949¿Identifier¿¿1381¿lstatSync¿¿¿{"start":{"line":31,"column":38},"end":{"line":31,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
950¿Identifier¿¿1381¿v84¿¿¿¿¿Identifier
951¿VariableDeclarator¿¿1381¿v85¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
952¿CallExpression¿¿1381¿¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
953¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
954¿Identifier¿¿1381¿file¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
955¿Identifier¿¿1381¿isFile¿¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
956¿IfStatement¿¿1381¿¿¿¿{"start":{"line":32,"column":24},"end":{"line":36,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿IfStatement
957¿Identifier¿¿1381¿v85¿¿¿¿¿Identifier
958¿VariableDeclarator¿¿1381¿v86¿¿¿{"start":{"line":33,"column":28},"end":{"line":33,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
959¿CallExpression¿¿1381¿¿¿¿{"start":{"line":33,"column":28},"end":{"line":33,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
960¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":33,"column":28},"end":{"line":33,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
961¿Identifier¿¿1381¿files¿¿¿{"start":{"line":33,"column":28},"end":{"line":33,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
962¿Identifier¿¿1381¿push¿¿¿{"start":{"line":33,"column":34},"end":{"line":33,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
963¿Identifier¿¿1381¿val¿¿¿{"start":{"line":33,"column":39},"end":{"line":33,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
964¿ExpressionStatement¿¿1381¿¿¿¿{"start":{"line":33,"column":28},"end":{"line":33,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
965¿Identifier¿¿1381¿v86¿¿¿¿¿Identifier
966¿BlockStatement¿¿1381¿¿¿¿{"start":{"line":32,"column":43},"end":{"line":34,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
967¿VariableDeclarator¿¿1381¿v87¿¿¿{"start":{"line":34,"column":35},"end":{"line":34,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
968¿CallExpression¿¿1381¿¿¿¿{"start":{"line":34,"column":35},"end":{"line":34,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
969¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":34,"column":35},"end":{"line":34,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
970¿Identifier¿¿1381¿file¿¿¿{"start":{"line":34,"column":35},"end":{"line":34,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
971¿Identifier¿¿1381¿isDirectory¿¿¿{"start":{"line":34,"column":40},"end":{"line":34,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
972¿IfStatement¿¿1381¿¿¿¿{"start":{"line":34,"column":31},"end":{"line":36,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿IfStatement
973¿Identifier¿¿1381¿v87¿¿¿¿¿Identifier
974¿VariableDeclarator¿¿1381¿v88¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
975¿CallExpression¿¿1381¿¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
976¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
977¿Identifier¿¿1381¿dirs¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
978¿Identifier¿¿1381¿push¿¿¿{"start":{"line":35,"column":33},"end":{"line":35,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
979¿Identifier¿¿1381¿val¿¿¿{"start":{"line":35,"column":38},"end":{"line":35,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
980¿ExpressionStatement¿¿1381¿¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
981¿Identifier¿¿1381¿v88¿¿¿¿¿Identifier
982¿BlockStatement¿¿1381¿¿¿¿{"start":{"line":34,"column":55},"end":{"line":36,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
983¿BlockStatement¿¿1381¿¿¿¿¿¿BlockStatement
984¿BlockStatement¿¿1381¿¿¿¿{"start":{"line":30,"column":48},"end":{"line":37,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
985¿VariableDeclarator¿¿1378¿v90¿¿¿{"start":{"line":30,"column":20},"end":{"line":37,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
986¿CallExpression¿¿1378¿¿¿¿{"start":{"line":30,"column":20},"end":{"line":37,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
987¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":30,"column":20},"end":{"line":30,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
988¿Identifier¿¿1378¿list¿¿¿{"start":{"line":30,"column":20},"end":{"line":30,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
989¿Identifier¿¿1378¿forEach¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
990¿Identifier¿¿1378¿v89¿¿¿¿¿Identifier
991¿ExpressionStatement¿¿1378¿¿¿¿{"start":{"line":30,"column":20},"end":{"line":37,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
992¿Identifier¿¿1378¿v90¿¿¿¿¿Identifier
993¿VariableDeclarator¿¿1378¿v91¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
994¿CallExpression¿¿1378¿¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
995¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
996¿Identifier¿¿1378¿res¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
997¿Identifier¿¿1378¿writeHead¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
998¿Literal¿number¿1378¿¿200¿¿{"start":{"line":38,"column":34},"end":{"line":38,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
999¿ExpressionStatement¿¿1378¿¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1000¿Identifier¿¿1378¿v91¿¿¿¿¿Identifier
1001¿VariableDeclarator¿¿1378¿v92¿¿¿{"start":{"line":39,"column":43},"end":{"line":39,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1002¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":39,"column":43},"end":{"line":39,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1003¿Identifier¿¿1378¿req¿¿¿{"start":{"line":39,"column":43},"end":{"line":39,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1004¿Identifier¿¿1378¿url¿¿¿{"start":{"line":39,"column":47},"end":{"line":39,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1005¿VariableDeclarator¿¿1378¿v93¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1006¿CallExpression¿¿1378¿¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1007¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1008¿Identifier¿¿1378¿utils¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1009¿Identifier¿¿1378¿render¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1010¿Identifier¿¿1378¿v92¿¿¿¿¿Identifier
1011¿Identifier¿¿1378¿dirs¿¿¿{"start":{"line":39,"column":52},"end":{"line":39,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1012¿Identifier¿¿1378¿files¿¿¿{"start":{"line":39,"column":58},"end":{"line":39,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1013¿VariableDeclarator¿¿1378¿v94¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1014¿CallExpression¿¿1378¿¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1015¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1016¿Identifier¿¿1378¿res¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1017¿Identifier¿¿1378¿write¿¿¿{"start":{"line":39,"column":24},"end":{"line":39,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1018¿Identifier¿¿1378¿v93¿¿¿¿¿Identifier
1019¿ExpressionStatement¿¿1378¿¿¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1020¿Identifier¿¿1378¿v94¿¿¿¿¿Identifier
1021¿VariableDeclarator¿¿1378¿v95¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1022¿CallExpression¿¿1378¿¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1023¿MemberExpression¿¿1378¿¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1024¿Identifier¿¿1378¿res¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1025¿Identifier¿¿1378¿end¿¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1026¿ExpressionStatement¿¿1378¿¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1027¿Identifier¿¿1378¿v95¿¿¿¿¿Identifier
1028¿BlockStatement¿¿1378¿¿¿¿{"start":{"line":23,"column":62},"end":{"line":41,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1029¿VariableDeclarator¿¿1375¿v97¿¿¿{"start":{"line":23,"column":16},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1030¿CallExpression¿¿1375¿¿¿¿{"start":{"line":23,"column":16},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1031¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":23,"column":16},"end":{"line":23,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1032¿Identifier¿¿1375¿fs¿¿¿{"start":{"line":23,"column":16},"end":{"line":23,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
