Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4334¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":381,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Program
4554¿VariableDeclarator¿¿7610¿v440¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4555¿BinaryExpression¿+¿7610¿¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
4556¿Identifier¿¿7610¿prefix¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4557¿Identifier¿¿7610¿v439¿¿¿¿¿Identifier
4558¿VariableDeclarator¿¿7610¿v441¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4559¿TemplateLiteral¿¿7610¿¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿TemplateLiteral
4560¿Identifier¿¿7610¿id¿¿¿{"start":{"line":34,"column":56},"end":{"line":34,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4561¿VariableDeclarator¿¿7610¿v442¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4562¿CallExpression¿¿7610¿¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
4563¿MemberExpression¿¿7610¿¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4564¿Identifier¿¿7610¿errors¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4565¿Identifier¿¿7610¿illegalArgs¿¿¿{"start":{"line":34,"column":25},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4566¿Identifier¿¿7610¿v441¿¿¿¿¿Identifier
4567¿VariableDeclarator¿¿7610¿v443¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4568¿IfStatement¿¿7610¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿IfStatement
4569¿Identifier¿¿7610¿prefix¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4570¿ExpressionStatement¿¿7610¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
4571¿AssignmentExpression¿=¿7610¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
4572¿Identifier¿¿7610¿v443¿¿¿¿¿Identifier
4573¿Identifier¿¿7610¿v440¿¿¿¿¿Identifier
4574¿BlockStatement¿¿7610¿¿¿¿¿¿BlockStatement
4575¿ExpressionStatement¿¿7610¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
4576¿AssignmentExpression¿=¿7610¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
4577¿Identifier¿¿7610¿v443¿¿¿¿¿Identifier
4578¿Identifier¿¿7610¿v442¿¿¿¿¿Identifier
4579¿BlockStatement¿¿7610¿¿¿¿¿¿BlockStatement
4580¿ReturnStatement¿¿7610¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":34,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ReturnStatement
4581¿Identifier¿¿7610¿v443¿¿¿¿¿Identifier
4582¿BlockStatement¿¿7610¿¿¿¿{"start":{"line":30,"column":19},"end":{"line":35,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
4583¿BlockStatement¿¿7610¿¿¿¿{"start":{"line":28,"column":32},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
4584¿ReturnStatement¿¿7610¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ReturnStatement
4585¿Identifier¿¿7610¿id¿¿¿{"start":{"line":37,"column":11},"end":{"line":37,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4586¿BlockStatement¿¿7610¿¿¿¿{"start":{"line":24,"column":38},"end":{"line":38,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
4587¿VariableDeclarator¿¿7600¿defPrefixer¿¿¿{"start":{"line":39,"column":6},"end":{"line":48,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4588¿ArrowFunctionExpression¿¿7600¿¿¿¿{"start":{"line":39,"column":20},"end":{"line":48,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ArrowFunctionExpression
4589¿Identifier¿¿0¿prefixes¿¿¿{"start":{"line":39,"column":21},"end":{"line":39,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4590¿VariableDeclarator¿¿7616¿uriToID¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4591¿NewExpression¿¿7616¿¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿NewExpression
4592¿MemberExpression¿¿7616¿¿¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4593¿Identifier¿¿7616¿associative¿¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4594¿Identifier¿¿7616¿TrieMap¿¿¿{"start":{"line":40,"column":36},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4595¿VariableDeclarator¿¿7616¿v444¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4596¿CallExpression¿¿7616¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
4597¿MemberExpression¿¿7616¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4598¿Identifier¿¿7616¿Object¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4599¿Identifier¿¿7616¿entries¿¿¿{"start":{"line":41,"column":11},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4600¿Identifier¿¿7616¿prefixes¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4601¿VariableDeclarator¿¿7616¿v446¿¿¿{"start":{"line":41,"column":37},"end":{"line":41,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4602¿ArrowFunctionExpression¿¿7616¿¿¿¿{"start":{"line":41,"column":37},"end":{"line":41,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ArrowFunctionExpression
4603¿ArrayPattern¿¿0¿¿¿¿{"start":{"line":41,"column":38},"end":{"line":41,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ArrayPattern
4604¿VariableDeclarator¿¿7618¿v445¿¿¿{"start":{"line":41,"column":52},"end":{"line":41,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4605¿CallExpression¿¿7618¿¿¿¿{"start":{"line":41,"column":52},"end":{"line":41,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
4606¿MemberExpression¿¿7618¿¿¿¿{"start":{"line":41,"column":52},"end":{"line":41,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4607¿Identifier¿¿7618¿uriToID¿¿¿{"start":{"line":41,"column":52},"end":{"line":41,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4608¿Identifier¿¿7618¿set¿¿¿{"start":{"line":41,"column":60},"end":{"line":41,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4609¿Identifier¿¿7618¿url¿¿¿{"start":{"line":41,"column":64},"end":{"line":41,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4610¿Identifier¿¿7618¿id¿¿¿{"start":{"line":41,"column":69},"end":{"line":41,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4611¿ReturnStatement¿¿7618¿¿¿¿¿¿ReturnStatement
4612¿Identifier¿¿7618¿v445¿¿¿¿¿Identifier
4613¿BlockStatement¿¿7618¿¿¿¿¿¿BlockStatement
4614¿VariableDeclarator¿¿7616¿v447¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4615¿CallExpression¿¿7616¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
4616¿MemberExpression¿¿7616¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4617¿Identifier¿¿7616¿v444¿¿¿¿¿Identifier
4618¿Identifier¿¿7616¿forEach¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4619¿Identifier¿¿7616¿v446¿¿¿¿¿Identifier
4620¿ExpressionStatement¿¿7616¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
4621¿Identifier¿¿7616¿v447¿¿¿¿¿Identifier
4622¿VariableDeclarator¿¿7616¿v454¿¿¿{"start":{"line":42,"column":11},"end":{"line":47,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4623¿ArrowFunctionExpression¿¿7616¿¿¿¿{"start":{"line":42,"column":11},"end":{"line":47,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ArrowFunctionExpression
4624¿Identifier¿¿0¿uri¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4625¿VariableDeclarator¿¿7620¿known¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4626¿CallExpression¿¿7620¿¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
4627¿MemberExpression¿¿7620¿¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4628¿Identifier¿¿7620¿uriToID¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4629¿Identifier¿¿7620¿knownPrefix¿¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4630¿Identifier¿¿7620¿uri¿¿¿{"start":{"line":43,"column":42},"end":{"line":43,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4631¿VariableDeclarator¿¿7620¿v448¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4632¿CallExpression¿¿7620¿¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
4633¿MemberExpression¿¿7620¿¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4634¿Identifier¿¿7620¿uriToID¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4635¿Identifier¿¿7620¿get¿¿¿{"start":{"line":45,"column":22},"end":{"line":45,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4636¿Identifier¿¿7620¿known¿¿¿{"start":{"line":45,"column":26},"end":{"line":45,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4637¿VariableDeclarator¿¿7620¿v449¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4638¿BinaryExpression¿+¿7620¿¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
4639¿Identifier¿¿7620¿v448¿¿¿¿¿Identifier
4640¿Literal¿string¿7620¿¿':'¿¿{"start":{"line":45,"column":35},"end":{"line":45,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Literal
4641¿VariableDeclarator¿¿7620¿v450¿¿¿{"start":{"line":45,"column":52},"end":{"line":45,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4642¿MemberExpression¿¿7620¿¿¿¿{"start":{"line":45,"column":52},"end":{"line":45,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4643¿Identifier¿¿7620¿known¿¿¿{"start":{"line":45,"column":52},"end":{"line":45,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4644¿Identifier¿¿7620¿length¿¿¿{"start":{"line":45,"column":58},"end":{"line":45,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4645¿VariableDeclarator¿¿7620¿v451¿¿¿{"start":{"line":45,"column":41},"end":{"line":45,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4646¿CallExpression¿¿7620¿¿¿¿{"start":{"line":45,"column":41},"end":{"line":45,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
4647¿MemberExpression¿¿7620¿¿¿¿{"start":{"line":45,"column":41},"end":{"line":45,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
4648¿Identifier¿¿7620¿uri¿¿¿{"start":{"line":45,"column":41},"end":{"line":45,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4649¿Identifier¿¿7620¿substr¿¿¿{"start":{"line":45,"column":45},"end":{"line":45,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4650¿Identifier¿¿7620¿v450¿¿¿¿¿Identifier
4651¿VariableDeclarator¿¿7620¿v452¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4652¿BinaryExpression¿+¿7620¿¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
4653¿Identifier¿¿7620¿v449¿¿¿¿¿Identifier
4654¿Identifier¿¿7620¿v451¿¿¿¿¿Identifier
4655¿VariableDeclarator¿¿7620¿v453¿¿¿{"start":{"line":44,"column":15},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4656¿IfStatement¿¿7620¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿IfStatement
4657¿Identifier¿¿7620¿known¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4658¿ExpressionStatement¿¿7620¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
4659¿AssignmentExpression¿=¿7620¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
4660¿Identifier¿¿7620¿v453¿¿¿¿¿Identifier
4661¿Identifier¿¿7620¿v452¿¿¿¿¿Identifier
4662¿BlockStatement¿¿7620¿¿¿¿¿¿BlockStatement
4663¿ExpressionStatement¿¿7620¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
4664¿AssignmentExpression¿=¿7620¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
4665¿Identifier¿¿7620¿v453¿¿¿¿¿Identifier
4666¿Identifier¿¿7620¿undefined¿¿¿{"start":{"line":46,"column":14},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4667¿BlockStatement¿¿7620¿¿¿¿¿¿BlockStatement
4668¿ReturnStatement¿¿7620¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ReturnStatement
4669¿Identifier¿¿7620¿v453¿¿¿¿¿Identifier
4670¿BlockStatement¿¿7620¿¿¿¿{"start":{"line":42,"column":20},"end":{"line":47,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
4671¿ReturnStatement¿¿7616¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":47,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ReturnStatement
4672¿Identifier¿¿7616¿v454¿¿¿¿¿Identifier
4673¿BlockStatement¿¿7616¿¿¿¿{"start":{"line":39,"column":34},"end":{"line":48,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
4674¿VariableDeclarator¿¿7600¿defVocab¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4675¿ArrowFunctionExpression¿¿7600¿¿¿¿{"start":{"line":49,"column":17},"end":{"line":49,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ArrowFunctionExpression
4676¿Identifier¿¿0¿uri¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
4677¿VariableDeclarator¿¿7623¿v456¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
4678¿ArrowFunctionExpression¿¿7623¿¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ArrowFunctionExpression
4679¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentPattern
