Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1038¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":136,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Program
1161¿Identifier¿¿1841¿path¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1162¿Identifier¿¿1841¿resolve¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1163¿Identifier¿¿1841¿__dirname¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1164¿Literal¿string¿1841¿¿'_prod'¿¿{"start":{"line":27,"column":39},"end":{"line":27,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1165¿VariableDeclarator¿¿1841¿v115¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1166¿ObjectExpression¿¿1841¿¿¿¿¿¿ObjectExpression
1167¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1168¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1169¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1170¿Identifier¿¿1841¿v115¿¿¿¿¿Identifier
1171¿Identifier¿¿1841¿glob¿¿¿{"start":{"line":22,"column":4},"end":{"line":22,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1172¿Identifier¿¿1841¿v111¿¿¿¿¿Identifier
1173¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1174¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1175¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1176¿Identifier¿¿1841¿v115¿¿¿¿¿Identifier
1177¿Identifier¿¿1841¿extensionsFile¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1178¿Identifier¿¿1841¿v112¿¿¿¿¿Identifier
1179¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1180¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1181¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1182¿Identifier¿¿1841¿v115¿¿¿¿¿Identifier
1183¿Identifier¿¿1841¿inputDir¿¿¿{"start":{"line":26,"column":4},"end":{"line":26,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1184¿Identifier¿¿1841¿v113¿¿¿¿¿Identifier
1185¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1186¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1187¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":28,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1188¿Identifier¿¿1841¿v115¿¿¿¿¿Identifier
1189¿Identifier¿¿1841¿outputDir¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1190¿Identifier¿¿1841¿v114¿¿¿¿¿Identifier
1191¿VariableDeclarator¿¿1841¿OPTS¿¿¿{"start":{"line":9,"column":4},"end":{"line":29,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1192¿ObjectExpression¿¿1841¿¿¿¿¿¿ObjectExpression
1193¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":29,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1194¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":29,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1195¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":29,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1196¿Identifier¿¿1841¿OPTS¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1197¿Identifier¿¿1841¿assets¿¿¿{"start":{"line":10,"column":2},"end":{"line":10,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1198¿Identifier¿¿1841¿v110¿¿¿¿¿Identifier
1199¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":29,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1200¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":29,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1201¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":9,"column":4},"end":{"line":29,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1202¿Identifier¿¿1841¿OPTS¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1203¿Identifier¿¿1841¿nunjucks¿¿¿{"start":{"line":21,"column":2},"end":{"line":21,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1204¿Identifier¿¿1841¿v115¿¿¿¿¿Identifier
1205¿VariableDeclarator¿¿1841¿v116¿¿¿{"start":{"line":30,"column":28},"end":{"line":30,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1206¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":30,"column":28},"end":{"line":30,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1207¿Identifier¿¿1841¿OPTS¿¿¿{"start":{"line":30,"column":28},"end":{"line":30,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1208¿Identifier¿¿1841¿assets¿¿¿{"start":{"line":30,"column":33},"end":{"line":30,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1209¿VariableDeclarator¿¿1841¿v117¿¿¿{"start":{"line":30,"column":28},"end":{"line":30,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1210¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":30,"column":28},"end":{"line":30,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1211¿Identifier¿¿1841¿v116¿¿¿¿¿Identifier
1212¿Identifier¿¿1841¿inputDir¿¿¿{"start":{"line":30,"column":40},"end":{"line":30,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1213¿VariableDeclarator¿¿1841¿v118¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1214¿CallExpression¿¿1841¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1215¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1216¿Identifier¿¿1841¿path¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1217¿Identifier¿¿1841¿join¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1218¿Identifier¿¿1841¿v117¿¿¿¿¿Identifier
1219¿Literal¿string¿1841¿¿'ROUTER'¿¿{"start":{"line":30,"column":50},"end":{"line":30,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1220¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1221¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1222¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1223¿Identifier¿¿1841¿OPTS¿¿¿{"start":{"line":30,"column":0},"end":{"line":30,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1224¿Identifier¿¿1841¿routerPath¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1225¿Identifier¿¿1841¿v118¿¿¿¿¿Identifier
1226¿VariableDeclarator¿¿1841¿staticMiddlewareForFilesWithoutTrailingSlashes¿¿¿{"start":{"line":39,"column":0},"end":{"line":54,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1227¿FunctionExpression¿¿1841¿anon¿¿¿{"start":{"line":39,"column":0},"end":{"line":54,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿FunctionExpression
1228¿Identifier¿¿0¿req¿¿¿{"start":{"line":39,"column":57},"end":{"line":39,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1229¿Identifier¿¿0¿res¿¿¿{"start":{"line":39,"column":62},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1230¿Identifier¿¿0¿next¿¿¿{"start":{"line":39,"column":67},"end":{"line":39,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1843¿v119¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1232¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1233¿Identifier¿¿1843¿req¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1234¿Identifier¿¿1843¿url¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1235¿VariableDeclarator¿¿1843¿parsedUrl¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1236¿CallExpression¿¿1843¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1237¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1238¿Identifier¿¿1843¿urllib¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1239¿Identifier¿¿1843¿parse¿¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1240¿Identifier¿¿1843¿v119¿¿¿¿¿Identifier
1241¿VariableDeclarator¿¿1843¿pathname¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1242¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1243¿Identifier¿¿1843¿parsedUrl¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1244¿Identifier¿¿1843¿pathname¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1245¿VariableDeclarator¿¿1843¿ext¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1246¿CallExpression¿¿1843¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1247¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1248¿Identifier¿¿1843¿path¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1249¿Identifier¿¿1843¿extname¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1250¿Identifier¿¿1843¿pathname¿¿¿{"start":{"line":42,"column":25},"end":{"line":42,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1251¿VariableDeclarator¿¿1843¿v120¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1252¿UnaryExpression¿-¿1843¿¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿UnaryExpression
1253¿Literal¿number¿1843¿¿1¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1254¿VariableDeclarator¿¿1843¿v121¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1255¿CallExpression¿¿1843¿¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1256¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1257¿Identifier¿¿1843¿pathname¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1258¿Identifier¿¿1843¿substr¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1259¿Identifier¿¿1843¿v120¿¿¿¿¿Identifier
1260¿VariableDeclarator¿¿1843¿v122¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1261¿BinaryExpression¿===¿1843¿¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BinaryExpression
1262¿Identifier¿¿1843¿v121¿¿¿¿¿Identifier
1263¿Literal¿string¿1843¿¿'/'¿¿{"start":{"line":43,"column":37},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1264¿VariableDeclarator¿¿1843¿v123¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1265¿LogicalExpression¿||¿1843¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿LogicalExpression
1266¿Identifier¿¿1843¿ext¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1267¿Identifier¿¿1843¿v122¿¿¿¿¿Identifier
1268¿IfStatement¿¿1843¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿IfStatement
1269¿Identifier¿¿1843¿v123¿¿¿¿¿Identifier
1270¿VariableDeclarator¿¿1843¿v124¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1271¿CallExpression¿¿1843¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1272¿Identifier¿¿1843¿next¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1273¿ExpressionStatement¿¿1843¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1274¿Identifier¿¿1843¿v124¿¿¿¿¿Identifier
1275¿ReturnStatement¿¿1843¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ReturnStatement
1276¿BlockStatement¿¿1843¿¿¿¿{"start":{"line":43,"column":42},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1277¿VariableDeclarator¿¿1843¿v125¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1278¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1279¿Identifier¿¿1843¿OPTS¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1280¿Identifier¿¿1843¿assets¿¿¿{"start":{"line":47,"column":36},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1281¿VariableDeclarator¿¿1843¿v126¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1282¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1283¿Identifier¿¿1843¿v125¿¿¿¿¿Identifier
1284¿Identifier¿¿1843¿inputDir¿¿¿{"start":{"line":47,"column":43},"end":{"line":47,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1285¿VariableDeclarator¿¿1843¿v127¿¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1286¿BinaryExpression¿+¿1843¿¿¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BinaryExpression
1287¿Identifier¿¿1843¿pathname¿¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1288¿Literal¿string¿1843¿¿'.html'¿¿{"start":{"line":47,"column":64},"end":{"line":47,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
