Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
620¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":58,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Program
744¿Identifier¿¿1096¿options¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
745¿Identifier¿¿1096¿ssl¿¿¿{"start":{"line":21,"column":27},"end":{"line":21,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
746¿VariableDeclarator¿¿1096¿v88¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
747¿IfStatement¿¿1096¿¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿IfStatement
748¿Identifier¿¿1096¿v87¿¿¿¿¿Identifier
749¿ExpressionStatement¿¿1096¿¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
750¿AssignmentExpression¿=¿1096¿¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
751¿Identifier¿¿1096¿v88¿¿¿¿¿Identifier
752¿Literal¿string¿1096¿¿'https:'¿¿{"start":{"line":21,"column":33},"end":{"line":21,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
753¿BlockStatement¿¿1096¿¿¿¿¿¿BlockStatement
754¿ExpressionStatement¿¿1096¿¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
755¿AssignmentExpression¿=¿1096¿¿¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
756¿Identifier¿¿1096¿v88¿¿¿¿¿Identifier
757¿Literal¿string¿1096¿¿'http:'¿¿{"start":{"line":21,"column":44},"end":{"line":21,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
758¿BlockStatement¿¿1096¿¿¿¿¿¿BlockStatement
759¿VariableDeclarator¿¿1096¿v89¿¿¿{"start":{"line":21,"column":18},"end":{"line":22,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
760¿BinaryExpression¿+¿1096¿¿¿¿{"start":{"line":21,"column":18},"end":{"line":22,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
761¿Identifier¿¿1096¿v88¿¿¿¿¿Identifier
762¿Literal¿string¿1096¿¿'//'¿¿{"start":{"line":22,"column":10},"end":{"line":22,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
763¿VariableDeclarator¿¿1096¿v90¿¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
764¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
765¿Identifier¿¿1096¿req¿¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
766¿Identifier¿¿1096¿headers¿¿¿{"start":{"line":22,"column":21},"end":{"line":22,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
767¿VariableDeclarator¿¿1096¿v91¿¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
768¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
769¿Identifier¿¿1096¿v90¿¿¿¿¿Identifier
770¿Identifier¿¿1096¿host¿¿¿{"start":{"line":22,"column":29},"end":{"line":22,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
771¿VariableDeclarator¿¿1096¿v92¿¿¿{"start":{"line":21,"column":18},"end":{"line":22,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
772¿BinaryExpression¿+¿1096¿¿¿¿{"start":{"line":21,"column":18},"end":{"line":22,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
773¿Identifier¿¿1096¿v89¿¿¿¿¿Identifier
774¿Identifier¿¿1096¿v91¿¿¿¿¿Identifier
775¿VariableDeclarator¿¿1096¿v93¿¿¿{"start":{"line":22,"column":36},"end":{"line":22,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
776¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":22,"column":36},"end":{"line":22,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
777¿Identifier¿¿1096¿options¿¿¿{"start":{"line":22,"column":36},"end":{"line":22,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
778¿Identifier¿¿1096¿uploadUrl¿¿¿{"start":{"line":22,"column":44},"end":{"line":22,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
779¿VariableDeclarator¿¿1096¿baseUrl¿¿¿{"start":{"line":21,"column":8},"end":{"line":22,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
780¿BinaryExpression¿+¿1096¿¿¿¿{"start":{"line":21,"column":18},"end":{"line":22,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
781¿Identifier¿¿1096¿v92¿¿¿¿¿Identifier
782¿Identifier¿¿1096¿v93¿¿¿¿¿Identifier
783¿VariableDeclarator¿¿1096¿v94¿¿¿{"start":{"line":23,"column":61},"end":{"line":23,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
784¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":23,"column":61},"end":{"line":23,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
785¿ThisExpression¿¿1096¿¿¿¿{"start":{"line":23,"column":61},"end":{"line":23,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
786¿Identifier¿¿1096¿name¿¿¿{"start":{"line":23,"column":66},"end":{"line":23,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
787¿VariableDeclarator¿¿1096¿v95¿¿¿{"start":{"line":23,"column":42},"end":{"line":23,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
788¿CallExpression¿¿1096¿¿¿¿{"start":{"line":23,"column":42},"end":{"line":23,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
789¿Identifier¿¿1096¿encodeURIComponent¿¿¿{"start":{"line":23,"column":42},"end":{"line":23,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
790¿Identifier¿¿1096¿v94¿¿¿¿¿Identifier
791¿ExpressionStatement¿¿1096¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
792¿AssignmentExpression¿=¿1096¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
793¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
794¿ThisExpression¿¿1096¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
795¿Identifier¿¿1096¿url¿¿¿{"start":{"line":23,"column":9},"end":{"line":23,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
796¿AssignmentExpression¿=¿1096¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
797¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
798¿ThisExpression¿¿1096¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
799¿Identifier¿¿1096¿deleteUrl¿¿¿{"start":{"line":23,"column":20},"end":{"line":23,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
800¿BinaryExpression¿+¿1096¿¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
801¿Identifier¿¿1096¿baseUrl¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
802¿Identifier¿¿1096¿v95¿¿¿¿¿Identifier
803¿VariableDeclarator¿¿1096¿v96¿¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
804¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
805¿Identifier¿¿1096¿options¿¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
806¿Identifier¿¿1096¿imageVersions¿¿¿{"start":{"line":24,"column":24},"end":{"line":24,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
807¿VariableDeclarator¿¿1096¿v97¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
808¿CallExpression¿¿1096¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
809¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
810¿Identifier¿¿1096¿Object¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
811¿Identifier¿¿1096¿keys¿¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
812¿Identifier¿¿1096¿v96¿¿¿¿¿Identifier
813¿VariableDeclarator¿¿1096¿v110¿¿¿{"start":{"line":24,"column":47},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
814¿FunctionExpression¿¿1096¿anon¿¿¿{"start":{"line":24,"column":47},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿FunctionExpression
815¿Identifier¿¿0¿version¿¿¿{"start":{"line":24,"column":57},"end":{"line":24,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
816¿VariableDeclarator¿¿1099¿v98¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
817¿MemberExpression¿¿1099¿¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
818¿Identifier¿¿1099¿options¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
819¿Identifier¿¿1099¿uploadDir¿¿¿{"start":{"line":26,"column":18},"end":{"line":26,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
820¿VariableDeclarator¿¿1099¿v99¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
821¿BinaryExpression¿+¿1099¿¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
822¿Identifier¿¿1099¿v98¿¿¿¿¿Identifier
823¿Literal¿string¿1099¿¿'/'¿¿{"start":{"line":26,"column":30},"end":{"line":26,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
824¿VariableDeclarator¿¿1099¿v100¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
825¿BinaryExpression¿+¿1099¿¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
826¿Identifier¿¿1099¿v99¿¿¿¿¿Identifier
827¿Identifier¿¿1099¿version¿¿¿{"start":{"line":26,"column":36},"end":{"line":26,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
828¿VariableDeclarator¿¿1099¿v101¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
829¿BinaryExpression¿+¿1099¿¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
830¿Identifier¿¿1099¿v100¿¿¿¿¿Identifier
831¿Literal¿string¿1099¿¿'/'¿¿{"start":{"line":26,"column":46},"end":{"line":26,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
832¿VariableDeclarator¿¿1099¿v102¿¿¿{"start":{"line":26,"column":52},"end":{"line":26,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
833¿MemberExpression¿¿1099¿¿¿¿{"start":{"line":26,"column":52},"end":{"line":26,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
834¿Identifier¿¿1099¿that¿¿¿{"start":{"line":26,"column":52},"end":{"line":26,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
835¿Identifier¿¿1099¿name¿¿¿{"start":{"line":26,"column":57},"end":{"line":26,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
836¿VariableDeclarator¿¿1099¿v103¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
837¿BinaryExpression¿+¿1099¿¿¿¿{"start":{"line":26,"column":10},"end":{"line":26,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
838¿Identifier¿¿1099¿v101¿¿¿¿¿Identifier
839¿Identifier¿¿1099¿v102¿¿¿¿¿Identifier
840¿VariableDeclarator¿¿1099¿v104¿¿¿{"start":{"line":25,"column":10},"end":{"line":27,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
841¿CallExpression¿¿1099¿¿¿¿{"start":{"line":25,"column":10},"end":{"line":27,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
842¿Identifier¿¿1099¿_existsSync¿¿¿{"start":{"line":25,"column":10},"end":{"line":25,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
843¿Identifier¿¿1099¿v103¿¿¿¿¿Identifier
844¿IfStatement¿¿1099¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":30,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿IfStatement
845¿Identifier¿¿1099¿v104¿¿¿¿¿Identifier
846¿VariableDeclarator¿¿1099¿v105¿¿¿{"start":{"line":28,"column":17},"end":{"line":28,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
847¿BinaryExpression¿+¿1099¿¿¿¿{"start":{"line":28,"column":17},"end":{"line":28,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
848¿Identifier¿¿1099¿version¿¿¿{"start":{"line":28,"column":17},"end":{"line":28,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
849¿Literal¿string¿1099¿¿'Url'¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
850¿VariableDeclarator¿¿1099¿v106¿¿¿{"start":{"line":28,"column":36},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
851¿BinaryExpression¿+¿1099¿¿¿¿{"start":{"line":28,"column":36},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
852¿Identifier¿¿1099¿baseUrl¿¿¿{"start":{"line":28,"column":36},"end":{"line":28,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
853¿Identifier¿¿1099¿version¿¿¿{"start":{"line":28,"column":46},"end":{"line":28,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
854¿VariableDeclarator¿¿1099¿v107¿¿¿{"start":{"line":28,"column":36},"end":{"line":28,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
855¿BinaryExpression¿+¿1099¿¿¿¿{"start":{"line":28,"column":36},"end":{"line":28,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
856¿Identifier¿¿1099¿v106¿¿¿¿¿Identifier
857¿Literal¿string¿1099¿¿'/'¿¿{"start":{"line":28,"column":56},"end":{"line":28,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
858¿VariableDeclarator¿¿1099¿v108¿¿¿{"start":{"line":29,"column":35},"end":{"line":29,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
859¿MemberExpression¿¿1099¿¿¿¿{"start":{"line":29,"column":35},"end":{"line":29,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
860¿Identifier¿¿1099¿that¿¿¿{"start":{"line":29,"column":35},"end":{"line":29,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
861¿Identifier¿¿1099¿name¿¿¿{"start":{"line":29,"column":40},"end":{"line":29,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
862¿VariableDeclarator¿¿1099¿v109¿¿¿{"start":{"line":29,"column":16},"end":{"line":29,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
863¿CallExpression¿¿1099¿¿¿¿{"start":{"line":29,"column":16},"end":{"line":29,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
864¿Identifier¿¿1099¿encodeURIComponent¿¿¿{"start":{"line":29,"column":16},"end":{"line":29,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
865¿Identifier¿¿1099¿v108¿¿¿¿¿Identifier
866¿ExpressionStatement¿¿1099¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":29,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
867¿AssignmentExpression¿=¿1099¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":29,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
868¿MemberExpression¿computed¿1099¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
869¿Identifier¿¿1099¿that¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
870¿Identifier¿¿1099¿v105¿¿¿¿¿Identifier
871¿BinaryExpression¿+¿1099¿¿¿¿{"start":{"line":28,"column":36},"end":{"line":29,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
872¿Identifier¿¿1099¿v107¿¿¿¿¿Identifier
873¿Identifier¿¿1099¿v109¿¿¿¿¿Identifier
874¿BlockStatement¿¿1099¿¿¿¿{"start":{"line":27,"column":13},"end":{"line":30,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
875¿BlockStatement¿¿1099¿¿¿¿{"start":{"line":24,"column":66},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
876¿VariableDeclarator¿¿1096¿v111¿¿¿{"start":{"line":24,"column":4},"end":{"line":31,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
