Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
809¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Program
933¿Identifier¿¿1413¿mapTemplates¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
934¿Identifier¿¿1413¿external_webhooks¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
935¿Identifier¿¿1413¿v88¿¿¿¿¿Identifier
936¿VariableDeclarator¿¿1413¿getDevRevSnapInTemplate¿¿¿{"start":{"line":32,"column":0},"end":{"line":65,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
937¿FunctionExpression¿¿1413¿anon¿¿¿{"start":{"line":32,"column":0},"end":{"line":65,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿FunctionExpression
938¿VariableDeclarator¿¿1415¿devrevCLICheck¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
939¿CallExpression¿¿1415¿¿¿¿{"start":{"line":33,"column":25},"end":{"line":33,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
940¿Identifier¿¿1415¿checkDevRevCLI¿¿¿{"start":{"line":33,"column":25},"end":{"line":33,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
941¿VariableDeclarator¿¿1415¿v89¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
942¿UnaryExpression¿!¿1415¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿UnaryExpression
943¿Identifier¿¿1415¿devrevCLICheck¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
944¿IfStatement¿¿1415¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":37,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
945¿Identifier¿¿1415¿v89¿¿¿¿¿Identifier
946¿VariableDeclarator¿¿1415¿v90¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
947¿CallExpression¿¿1415¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
948¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
949¿Identifier¿¿1415¿console¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
950¿Identifier¿¿1415¿error¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
951¿Literal¿string¿1415¿¿'please run npx devrev-snapin:setup'¿¿{"start":{"line":35,"column":18},"end":{"line":35,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
952¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
953¿Identifier¿¿1415¿v90¿¿¿¿¿Identifier
954¿ReturnStatement¿¿1415¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":36,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ReturnStatement
955¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":37,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
956¿VariableDeclarator¿¿1415¿v91¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
957¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
958¿Identifier¿¿1415¿process¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
959¿Identifier¿¿1415¿argv¿¿¿{"start":{"line":39,"column":14},"end":{"line":39,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
960¿VariableDeclarator¿¿1415¿v92¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
961¿MemberExpression¿computed¿1415¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
962¿Identifier¿¿1415¿v91¿¿¿¿¿Identifier
963¿Literal¿number¿1415¿¿2¿¿{"start":{"line":39,"column":19},"end":{"line":39,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
964¿VariableDeclarator¿¿1415¿v93¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
965¿BinaryExpression¿===¿1415¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BinaryExpression
966¿Identifier¿¿1415¿v92¿¿¿¿¿Identifier
967¿Literal¿string¿1415¿¿'--template'¿¿{"start":{"line":39,"column":26},"end":{"line":39,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
968¿IfStatement¿¿1415¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":64,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
969¿Identifier¿¿1415¿v93¿¿¿¿¿Identifier
970¿VariableDeclarator¿¿1415¿v94¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
971¿UnaryExpression¿!¿1415¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿UnaryExpression
972¿Identifier¿¿1415¿templateName¿¿¿{"start":{"line":40,"column":9},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
973¿IfStatement¿¿1415¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
974¿Identifier¿¿1415¿v94¿¿¿¿¿Identifier
975¿VariableDeclarator¿¿1415¿v95¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
976¿CallExpression¿¿1415¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
977¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
978¿Identifier¿¿1415¿console¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
979¿Identifier¿¿1415¿error¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
980¿Literal¿string¿1415¿¿'No template selected'¿¿{"start":{"line":40,"column":37},"end":{"line":40,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
981¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
982¿Identifier¿¿1415¿v95¿¿¿¿¿Identifier
983¿BlockStatement¿¿1415¿¿¿¿¿¿BlockStatement
984¿SwitchStatement¿¿1415¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿SwitchStatement
985¿Identifier¿¿1415¿templateName¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
986¿SwitchCase¿¿1415¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":46,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿SwitchCase
987¿Literal¿string¿1415¿¿'default'¿¿{"start":{"line":43,"column":11},"end":{"line":43,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
988¿VariableDeclarator¿¿1415¿v96¿¿¿{"start":{"line":44,"column":36},"end":{"line":44,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
989¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":44,"column":36},"end":{"line":44,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
990¿Identifier¿¿1415¿mapTemplates¿¿¿{"start":{"line":44,"column":36},"end":{"line":44,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
991¿Identifier¿¿1415¿default¿¿¿{"start":{"line":44,"column":49},"end":{"line":44,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
992¿VariableDeclarator¿¿1415¿v97¿¿¿{"start":{"line":44,"column":36},"end":{"line":44,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
993¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":44,"column":36},"end":{"line":44,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
994¿Identifier¿¿1415¿v96¿¿¿¿¿Identifier
995¿Identifier¿¿1415¿url¿¿¿{"start":{"line":44,"column":57},"end":{"line":44,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
996¿VariableDeclarator¿¿1415¿v98¿¿¿{"start":{"line":44,"column":62},"end":{"line":44,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
997¿CallExpression¿¿1415¿¿¿¿{"start":{"line":44,"column":62},"end":{"line":44,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
998¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":44,"column":62},"end":{"line":44,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
999¿Identifier¿¿1415¿process¿¿¿{"start":{"line":44,"column":62},"end":{"line":44,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1000¿Identifier¿¿1415¿cwd¿¿¿{"start":{"line":44,"column":70},"end":{"line":44,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1001¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1002¿AwaitExpression¿¿1415¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿AwaitExpression
1003¿CallExpression¿¿1415¿¿¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1004¿Identifier¿¿1415¿downloadAndExtractZip¿¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1005¿Identifier¿¿1415¿v97¿¿¿¿¿Identifier
1006¿Identifier¿¿1415¿v98¿¿¿¿¿Identifier
1007¿IfStatement¿¿1415¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
1008¿Identifier¿¿1415¿checkRename¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1009¿VariableDeclarator¿¿1415¿v99¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1010¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1011¿Identifier¿¿1415¿mapTemplates¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1012¿Identifier¿¿1415¿default¿¿¿{"start":{"line":45,"column":52},"end":{"line":45,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1013¿VariableDeclarator¿¿1415¿v100¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1014¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1015¿Identifier¿¿1415¿v99¿¿¿¿¿Identifier
1016¿Identifier¿¿1415¿name¿¿¿{"start":{"line":45,"column":60},"end":{"line":45,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1017¿VariableDeclarator¿¿1415¿v101¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1018¿CallExpression¿¿1415¿¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1019¿Identifier¿¿1415¿renameDefault¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1020¿Identifier¿¿1415¿v100¿¿¿¿¿Identifier
1021¿Identifier¿¿1415¿rename¿¿¿{"start":{"line":45,"column":66},"end":{"line":45,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1022¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1023¿Identifier¿¿1415¿v101¿¿¿¿¿Identifier
1024¿BlockStatement¿¿1415¿¿¿¿¿¿BlockStatement
1025¿BreakStatement¿¿1415¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BreakStatement
1026¿SwitchCase¿¿1415¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":50,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿SwitchCase
1027¿Literal¿string¿1415¿¿'internal-action'¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1028¿VariableDeclarator¿¿1415¿v102¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1029¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1030¿Identifier¿¿1415¿mapTemplates¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1031¿Identifier¿¿1415¿internal_action¿¿¿{"start":{"line":48,"column":49},"end":{"line":48,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1032¿VariableDeclarator¿¿1415¿v103¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1033¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1034¿Identifier¿¿1415¿v102¿¿¿¿¿Identifier
1035¿Identifier¿¿1415¿url¿¿¿{"start":{"line":48,"column":65},"end":{"line":48,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1036¿VariableDeclarator¿¿1415¿v104¿¿¿{"start":{"line":48,"column":70},"end":{"line":48,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1037¿CallExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":70},"end":{"line":48,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1038¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":70},"end":{"line":48,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1039¿Identifier¿¿1415¿process¿¿¿{"start":{"line":48,"column":70},"end":{"line":48,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1040¿Identifier¿¿1415¿cwd¿¿¿{"start":{"line":48,"column":78},"end":{"line":48,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1041¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1042¿AwaitExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿AwaitExpression
1043¿CallExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1044¿Identifier¿¿1415¿downloadAndExtractZip¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1045¿Identifier¿¿1415¿v103¿¿¿¿¿Identifier
1046¿Identifier¿¿1415¿v104¿¿¿¿¿Identifier
1047¿IfStatement¿¿1415¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
1048¿Identifier¿¿1415¿checkRename¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1049¿VariableDeclarator¿¿1415¿v105¿¿¿{"start":{"line":49,"column":39},"end":{"line":49,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1050¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":49,"column":39},"end":{"line":49,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1051¿Identifier¿¿1415¿mapTemplates¿¿¿{"start":{"line":49,"column":39},"end":{"line":49,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1052¿Identifier¿¿1415¿internal_action¿¿¿{"start":{"line":49,"column":52},"end":{"line":49,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1053¿VariableDeclarator¿¿1415¿v106¿¿¿{"start":{"line":49,"column":39},"end":{"line":49,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1054¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":49,"column":39},"end":{"line":49,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1055¿Identifier¿¿1415¿v105¿¿¿¿¿Identifier
1056¿Identifier¿¿1415¿name¿¿¿{"start":{"line":49,"column":68},"end":{"line":49,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1057¿VariableDeclarator¿¿1415¿v107¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1058¿CallExpression¿¿1415¿¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1059¿Identifier¿¿1415¿renameDefault¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
