Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
582¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Program
705¿VariableDeclarator¿¿1023¿v80¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
706¿NewExpression¿¿1023¿¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿NewExpression
707¿Identifier¿¿1023¿Date¿¿¿{"start":{"line":24,"column":24},"end":{"line":24,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
708¿VariableDeclarator¿¿1023¿v81¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
709¿CallExpression¿¿1023¿¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
710¿MemberExpression¿¿1023¿¿¿¿{"start":{"line":24,"column":20},"end":{"line":24,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
711¿Identifier¿¿1023¿v80¿¿¿¿¿Identifier
712¿Identifier¿¿1023¿toLocaleString¿¿¿{"start":{"line":24,"column":32},"end":{"line":24,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
713¿VariableDeclarator¿¿1023¿v82¿¿¿{"start":{"line":24,"column":62},"end":{"line":24,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
714¿MemberExpression¿¿1023¿¿¿¿{"start":{"line":24,"column":62},"end":{"line":24,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
715¿Identifier¿¿1023¿Request¿¿¿{"start":{"line":24,"column":62},"end":{"line":24,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
716¿Identifier¿¿1023¿url¿¿¿{"start":{"line":24,"column":70},"end":{"line":24,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
717¿VariableDeclarator¿¿1023¿v83¿¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
718¿TemplateLiteral¿¿1023¿¿¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
719¿Identifier¿¿1023¿v81¿¿¿¿¿Identifier
720¿Identifier¿¿1023¿v82¿¿¿¿¿Identifier
721¿VariableDeclarator¿¿1023¿v84¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
722¿CallExpression¿¿1023¿¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
723¿MemberExpression¿¿1023¿¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
724¿Identifier¿¿1023¿console¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
725¿Identifier¿¿1023¿log¿¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
726¿Identifier¿¿1023¿v83¿¿¿¿¿Identifier
727¿ExpressionStatement¿¿1023¿¿¿¿{"start":{"line":24,"column":3},"end":{"line":24,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
728¿Identifier¿¿1023¿v84¿¿¿¿¿Identifier
729¿VariableDeclarator¿¿1023¿v115¿¿¿{"start":{"line":26,"column":34},"end":{"line":53,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
730¿FunctionExpression¿¿1023¿anon¿¿¿{"start":{"line":26,"column":34},"end":{"line":53,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿FunctionExpression
731¿Identifier¿¿0¿SomeError¿¿¿{"start":{"line":26,"column":44},"end":{"line":26,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
732¿Identifier¿¿0¿Data¿¿¿{"start":{"line":26,"column":55},"end":{"line":26,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
733¿VariableDeclarator¿¿1025¿v85¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
734¿UnaryExpression¿!¿1025¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿UnaryExpression
735¿Identifier¿¿1025¿SomeError¿¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
736¿IfStatement¿¿1025¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":52,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿IfStatement
737¿Identifier¿¿1025¿v85¿¿¿¿¿Identifier
738¿VariableDeclarator¿¿1025¿v86¿¿¿{"start":{"line":30,"column":30},"end":{"line":30,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
739¿CallExpression¿¿1025¿¿¿¿{"start":{"line":30,"column":30},"end":{"line":30,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
740¿Identifier¿¿1025¿ConfigureHead¿¿¿{"start":{"line":30,"column":30},"end":{"line":30,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
741¿Identifier¿¿1025¿FilePath¿¿¿{"start":{"line":30,"column":45},"end":{"line":30,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
742¿VariableDeclarator¿¿1025¿v87¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
743¿CallExpression¿¿1025¿¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
744¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
745¿Identifier¿¿1025¿Response¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
746¿Identifier¿¿1025¿writeHead¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
747¿Literal¿number¿1025¿¿200¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
748¿Identifier¿¿1025¿v86¿¿¿¿¿Identifier
749¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
750¿Identifier¿¿1025¿v87¿¿¿¿¿Identifier
751¿VariableDeclarator¿¿1025¿v88¿¿¿{"start":{"line":31,"column":5},"end":{"line":31,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
752¿CallExpression¿¿1025¿¿¿¿{"start":{"line":31,"column":5},"end":{"line":31,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
753¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":31,"column":5},"end":{"line":31,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
754¿Identifier¿¿1025¿Response¿¿¿{"start":{"line":31,"column":5},"end":{"line":31,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
755¿Identifier¿¿1025¿end¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
756¿Identifier¿¿1025¿Data¿¿¿{"start":{"line":31,"column":19},"end":{"line":31,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
757¿Literal¿string¿1025¿¿'utf-8'¿¿{"start":{"line":31,"column":25},"end":{"line":31,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
758¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":31,"column":5},"end":{"line":31,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
759¿Identifier¿¿1025¿v88¿¿¿¿¿Identifier
760¿VariableDeclarator¿¿1025¿v89¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
761¿NewExpression¿¿1025¿¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿NewExpression
762¿Identifier¿¿1025¿Date¿¿¿{"start":{"line":33,"column":26},"end":{"line":33,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
763¿VariableDeclarator¿¿1025¿v90¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
764¿CallExpression¿¿1025¿¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
765¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
766¿Identifier¿¿1025¿v89¿¿¿¿¿Identifier
767¿Identifier¿¿1025¿toLocaleString¿¿¿{"start":{"line":33,"column":34},"end":{"line":33,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
768¿VariableDeclarator¿¿1025¿v91¿¿¿{"start":{"line":33,"column":64},"end":{"line":33,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
769¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":33,"column":64},"end":{"line":33,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
770¿Identifier¿¿1025¿Request¿¿¿{"start":{"line":33,"column":64},"end":{"line":33,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
771¿Identifier¿¿1025¿url¿¿¿{"start":{"line":33,"column":72},"end":{"line":33,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
772¿VariableDeclarator¿¿1025¿v92¿¿¿{"start":{"line":33,"column":82},"end":{"line":33,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
773¿CallExpression¿¿1025¿¿¿¿{"start":{"line":33,"column":82},"end":{"line":33,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
774¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":33,"column":82},"end":{"line":33,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
775¿Identifier¿¿1025¿Date¿¿¿{"start":{"line":33,"column":82},"end":{"line":33,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
776¿Identifier¿¿1025¿now¿¿¿{"start":{"line":33,"column":87},"end":{"line":33,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
777¿VariableDeclarator¿¿1025¿v93¿¿¿{"start":{"line":33,"column":82},"end":{"line":33,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
778¿BinaryExpression¿-¿1025¿¿¿¿{"start":{"line":33,"column":82},"end":{"line":33,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BinaryExpression
779¿Identifier¿¿1025¿v92¿¿¿¿¿Identifier
780¿Identifier¿¿1025¿ReceivedRequest¿¿¿{"start":{"line":33,"column":96},"end":{"line":33,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
781¿VariableDeclarator¿¿1025¿v94¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
782¿TemplateLiteral¿¿1025¿¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
783¿Identifier¿¿1025¿v90¿¿¿¿¿Identifier
784¿Identifier¿¿1025¿v91¿¿¿¿¿Identifier
785¿Identifier¿¿1025¿v93¿¿¿¿¿Identifier
786¿VariableDeclarator¿¿1025¿v95¿¿¿{"start":{"line":33,"column":5},"end":{"line":33,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
787¿CallExpression¿¿1025¿¿¿¿{"start":{"line":33,"column":5},"end":{"line":33,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
788¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":33,"column":5},"end":{"line":33,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
789¿Identifier¿¿1025¿console¿¿¿{"start":{"line":33,"column":5},"end":{"line":33,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
790¿Identifier¿¿1025¿log¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
791¿Identifier¿¿1025¿v94¿¿¿¿¿Identifier
792¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":33,"column":5},"end":{"line":33,"column":118},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
793¿Identifier¿¿1025¿v95¿¿¿¿¿Identifier
794¿BlockStatement¿¿1025¿¿¿¿{"start":{"line":28,"column":20},"end":{"line":34,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
795¿VariableDeclarator¿¿1025¿v96¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
796¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
797¿Identifier¿¿1025¿SomeError¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
798¿Identifier¿¿1025¿code¿¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
799¿VariableDeclarator¿¿1025¿v97¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
800¿BinaryExpression¿===¿1025¿¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BinaryExpression
801¿Identifier¿¿1025¿v96¿¿¿¿¿Identifier
802¿Literal¿string¿1025¿¿'ENOENT'¿¿{"start":{"line":37,"column":28},"end":{"line":37,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
803¿IfStatement¿¿1025¿¿¿¿{"start":{"line":37,"column":5},"end":{"line":51,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿IfStatement
804¿Identifier¿¿1025¿v97¿¿¿¿¿Identifier
805¿VariableDeclarator¿¿1025¿v98¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
806¿CallExpression¿¿1025¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
807¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
808¿Identifier¿¿1025¿Response¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
809¿Identifier¿¿1025¿writeHead¿¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
810¿Literal¿number¿1025¿¿404¿¿{"start":{"line":39,"column":26},"end":{"line":39,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
811¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
812¿Identifier¿¿1025¿v98¿¿¿¿¿Identifier
813¿VariableDeclarator¿¿1025¿v99¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
814¿CallExpression¿¿1025¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
815¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
816¿Identifier¿¿1025¿Response¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
817¿Identifier¿¿1025¿end¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
818¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
819¿Identifier¿¿1025¿v99¿¿¿¿¿Identifier
820¿VariableDeclarator¿¿1025¿v100¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
821¿NewExpression¿¿1025¿¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿NewExpression
822¿Identifier¿¿1025¿Date¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
823¿VariableDeclarator¿¿1025¿v101¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
824¿CallExpression¿¿1025¿¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
825¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
826¿Identifier¿¿1025¿v100¿¿¿¿¿Identifier
