Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4968¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":997,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Program
5383¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5384¿Identifier¿¿8764¿opts¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5385¿Identifier¿¿8764¿index¿¿¿{"start":{"line":130,"column":21},"end":{"line":130,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5386¿VariableDeclarator¿¿8764¿v547¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5387¿BinaryExpression¿!==¿8764¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
5388¿Identifier¿¿8764¿v546¿¿¿¿¿Identifier
5389¿Identifier¿¿8764¿undefined¿¿¿{"start":{"line":130,"column":31},"end":{"line":130,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5390¿VariableDeclarator¿¿8764¿v548¿¿¿{"start":{"line":131,"column":20},"end":{"line":131,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5391¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":131,"column":20},"end":{"line":131,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5392¿Identifier¿¿8764¿opts¿¿¿{"start":{"line":131,"column":20},"end":{"line":131,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5393¿Identifier¿¿8764¿index¿¿¿{"start":{"line":131,"column":25},"end":{"line":131,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5394¿VariableDeclarator¿¿8764¿v549¿¿¿{"start":{"line":131,"column":6},"end":{"line":131,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5395¿CallExpression¿¿8764¿¿¿¿{"start":{"line":131,"column":6},"end":{"line":131,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
5396¿Identifier¿¿8764¿normalizeList¿¿¿{"start":{"line":131,"column":6},"end":{"line":131,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5397¿Identifier¿¿8764¿v548¿¿¿¿¿Identifier
5398¿Literal¿string¿8764¿¿'index option'¿¿{"start":{"line":131,"column":32},"end":{"line":131,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
5399¿VariableDeclarator¿¿8764¿v550¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5400¿ArrayExpression¿¿8764¿¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ArrayExpression
5401¿Literal¿string¿8764¿¿'index.html'¿¿{"start":{"line":132,"column":7},"end":{"line":132,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
5402¿VariableDeclarator¿¿8764¿v551¿¿¿{"start":{"line":130,"column":16},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5403¿IfStatement¿¿8764¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿IfStatement
5404¿Identifier¿¿8764¿v547¿¿¿¿¿Identifier
5405¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5406¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5407¿Identifier¿¿8764¿v551¿¿¿¿¿Identifier
5408¿Identifier¿¿8764¿v549¿¿¿¿¿Identifier
5409¿BlockStatement¿¿8764¿¿¿¿¿¿BlockStatement
5410¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5411¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5412¿Identifier¿¿8764¿v551¿¿¿¿¿Identifier
5413¿Identifier¿¿8764¿v550¿¿¿¿¿Identifier
5414¿BlockStatement¿¿8764¿¿¿¿¿¿BlockStatement
5415¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5416¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5417¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5418¿ThisExpression¿¿8764¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
5419¿Identifier¿¿8764¿_index¿¿¿{"start":{"line":130,"column":7},"end":{"line":130,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5420¿Identifier¿¿8764¿v551¿¿¿¿¿Identifier
5421¿VariableDeclarator¿¿8764¿v552¿¿¿{"start":{"line":134,"column":23},"end":{"line":134,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5422¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":134,"column":23},"end":{"line":134,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5423¿Identifier¿¿8764¿opts¿¿¿{"start":{"line":134,"column":23},"end":{"line":134,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5424¿Identifier¿¿8764¿lastModified¿¿¿{"start":{"line":134,"column":28},"end":{"line":134,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5425¿VariableDeclarator¿¿8764¿v553¿¿¿{"start":{"line":134,"column":23},"end":{"line":134,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5426¿BinaryExpression¿!==¿8764¿¿¿¿{"start":{"line":134,"column":23},"end":{"line":134,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
5427¿Identifier¿¿8764¿v552¿¿¿¿¿Identifier
5428¿Identifier¿¿8764¿undefined¿¿¿{"start":{"line":134,"column":45},"end":{"line":134,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5429¿VariableDeclarator¿¿8764¿v554¿¿¿{"start":{"line":135,"column":14},"end":{"line":135,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5430¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":135,"column":14},"end":{"line":135,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5431¿Identifier¿¿8764¿opts¿¿¿{"start":{"line":135,"column":14},"end":{"line":135,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5432¿Identifier¿¿8764¿lastModified¿¿¿{"start":{"line":135,"column":19},"end":{"line":135,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5433¿VariableDeclarator¿¿8764¿v555¿¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5434¿CallExpression¿¿8764¿¿¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
5435¿Identifier¿¿8764¿Boolean¿¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5436¿Identifier¿¿8764¿v554¿¿¿¿¿Identifier
5437¿VariableDeclarator¿¿8764¿v556¿¿¿{"start":{"line":134,"column":23},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5438¿IfStatement¿¿8764¿¿¿¿{"start":{"line":134,"column":23},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿IfStatement
5439¿Identifier¿¿8764¿v553¿¿¿¿¿Identifier
5440¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":134,"column":23},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5441¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":134,"column":23},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5442¿Identifier¿¿8764¿v556¿¿¿¿¿Identifier
5443¿Identifier¿¿8764¿v555¿¿¿¿¿Identifier
5444¿BlockStatement¿¿8764¿¿¿¿¿¿BlockStatement
5445¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":134,"column":23},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5446¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":134,"column":23},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5447¿Identifier¿¿8764¿v556¿¿¿¿¿Identifier
5448¿Literal¿boolean¿8764¿¿true¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
5449¿BlockStatement¿¿8764¿¿¿¿¿¿BlockStatement
5450¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":134,"column":2},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5451¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":134,"column":2},"end":{"line":136,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5452¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":134,"column":2},"end":{"line":134,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5453¿ThisExpression¿¿8764¿¿¿¿{"start":{"line":134,"column":2},"end":{"line":134,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
5454¿Identifier¿¿8764¿_lastModified¿¿¿{"start":{"line":134,"column":7},"end":{"line":134,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5455¿Identifier¿¿8764¿v556¿¿¿¿¿Identifier
5456¿VariableDeclarator¿¿8764¿v557¿¿¿{"start":{"line":138,"column":17},"end":{"line":138,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5457¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":138,"column":17},"end":{"line":138,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5458¿Identifier¿¿8764¿opts¿¿¿{"start":{"line":138,"column":17},"end":{"line":138,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5459¿Identifier¿¿8764¿maxAge¿¿¿{"start":{"line":138,"column":22},"end":{"line":138,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5460¿VariableDeclarator¿¿8764¿v558¿¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5461¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5462¿Identifier¿¿8764¿opts¿¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5463¿Identifier¿¿8764¿maxage¿¿¿{"start":{"line":138,"column":37},"end":{"line":138,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5464¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5465¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5466¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5467¿ThisExpression¿¿8764¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
5468¿Identifier¿¿8764¿_maxage¿¿¿{"start":{"line":138,"column":7},"end":{"line":138,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5469¿LogicalExpression¿||¿8764¿¿¿¿{"start":{"line":138,"column":17},"end":{"line":138,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿LogicalExpression
5470¿Identifier¿¿8764¿v557¿¿¿¿¿Identifier
5471¿Identifier¿¿8764¿v558¿¿¿¿¿Identifier
5472¿VariableDeclarator¿¿8764¿v559¿¿¿{"start":{"line":139,"column":24},"end":{"line":139,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5473¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":139,"column":24},"end":{"line":139,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5474¿ThisExpression¿¿8764¿¿¿¿{"start":{"line":139,"column":24},"end":{"line":139,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
5475¿Identifier¿¿8764¿_maxage¿¿¿{"start":{"line":139,"column":29},"end":{"line":139,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5476¿VariableDeclarator¿¿8764¿v560¿¿¿{"start":{"line":139,"column":17},"end":{"line":139,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5477¿UnaryExpression¿typeof¿8764¿¿¿¿{"start":{"line":139,"column":17},"end":{"line":139,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿UnaryExpression
5478¿Identifier¿¿8764¿v559¿¿¿¿¿Identifier
5479¿VariableDeclarator¿¿8764¿v561¿¿¿{"start":{"line":139,"column":17},"end":{"line":139,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5480¿BinaryExpression¿===¿8764¿¿¿¿{"start":{"line":139,"column":17},"end":{"line":139,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
5481¿Identifier¿¿8764¿v560¿¿¿¿¿Identifier
5482¿Literal¿string¿8764¿¿'string'¿¿{"start":{"line":139,"column":41},"end":{"line":139,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
5483¿VariableDeclarator¿¿8764¿v562¿¿¿{"start":{"line":140,"column":9},"end":{"line":140,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5484¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":140,"column":9},"end":{"line":140,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5485¿ThisExpression¿¿8764¿¿¿¿{"start":{"line":140,"column":9},"end":{"line":140,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
5486¿Identifier¿¿8764¿_maxage¿¿¿{"start":{"line":140,"column":14},"end":{"line":140,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5487¿VariableDeclarator¿¿8764¿v563¿¿¿{"start":{"line":140,"column":6},"end":{"line":140,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5488¿CallExpression¿¿8764¿¿¿¿{"start":{"line":140,"column":6},"end":{"line":140,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
5489¿Identifier¿¿8764¿ms¿¿¿{"start":{"line":140,"column":6},"end":{"line":140,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5490¿Identifier¿¿8764¿v562¿¿¿¿¿Identifier
5491¿VariableDeclarator¿¿8764¿v564¿¿¿{"start":{"line":141,"column":13},"end":{"line":141,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5492¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":141,"column":13},"end":{"line":141,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5493¿ThisExpression¿¿8764¿¿¿¿{"start":{"line":141,"column":13},"end":{"line":141,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
5494¿Identifier¿¿8764¿_maxage¿¿¿{"start":{"line":141,"column":18},"end":{"line":141,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5495¿VariableDeclarator¿¿8764¿v565¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5496¿CallExpression¿¿8764¿¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
5497¿Identifier¿¿8764¿Number¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5498¿Identifier¿¿8764¿v564¿¿¿¿¿Identifier
5499¿VariableDeclarator¿¿8764¿v566¿¿¿{"start":{"line":139,"column":17},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5500¿IfStatement¿¿8764¿¿¿¿{"start":{"line":139,"column":17},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿IfStatement
5501¿Identifier¿¿8764¿v561¿¿¿¿¿Identifier
5502¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":139,"column":17},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5503¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":139,"column":17},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5504¿Identifier¿¿8764¿v566¿¿¿¿¿Identifier
5505¿Identifier¿¿8764¿v563¿¿¿¿¿Identifier
5506¿BlockStatement¿¿8764¿¿¿¿¿¿BlockStatement
5507¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":139,"column":17},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5508¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":139,"column":17},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5509¿Identifier¿¿8764¿v566¿¿¿¿¿Identifier
5510¿Identifier¿¿8764¿v565¿¿¿¿¿Identifier
5511¿BlockStatement¿¿8764¿¿¿¿¿¿BlockStatement
5512¿ExpressionStatement¿¿8764¿¿¿¿{"start":{"line":139,"column":2},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
5513¿AssignmentExpression¿=¿8764¿¿¿¿{"start":{"line":139,"column":2},"end":{"line":141,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
5514¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":139,"column":2},"end":{"line":139,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5515¿ThisExpression¿¿8764¿¿¿¿{"start":{"line":139,"column":2},"end":{"line":139,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
5516¿Identifier¿¿8764¿_maxage¿¿¿{"start":{"line":139,"column":7},"end":{"line":139,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5517¿Identifier¿¿8764¿v566¿¿¿¿¿Identifier
5518¿VariableDeclarator¿¿8764¿v567¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5519¿MemberExpression¿¿8764¿¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
5520¿ThisExpression¿¿8764¿¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
5521¿Identifier¿¿8764¿_maxage¿¿¿{"start":{"line":142,"column":29},"end":{"line":142,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5522¿VariableDeclarator¿¿8764¿v568¿¿¿{"start":{"line":142,"column":18},"end":{"line":142,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
5523¿CallExpression¿¿8764¿¿¿¿{"start":{"line":142,"column":18},"end":{"line":142,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
5524¿Identifier¿¿8764¿isNaN¿¿¿{"start":{"line":142,"column":18},"end":{"line":142,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
5525¿Identifier¿¿8764¿v567¿¿¿¿¿Identifier
5526¿VariableDeclarator¿¿8764¿v569¿¿¿{"start":{"line":142,"column":17},"end":{"line":142,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
