Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
668¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Program
784¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":28,"column":35},"end":{"line":28,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
785¿Identifier¿¿1175¿path¿¿¿{"start":{"line":28,"column":35},"end":{"line":28,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
786¿Identifier¿¿1175¿join¿¿¿{"start":{"line":28,"column":40},"end":{"line":28,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
787¿Identifier¿¿1175¿__dirname¿¿¿{"start":{"line":28,"column":45},"end":{"line":28,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
788¿Literal¿string¿1175¿¿'../files/'¿¿{"start":{"line":28,"column":56},"end":{"line":28,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
789¿VariableDeclarator¿¿1175¿relative¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
790¿CallExpression¿¿1175¿¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
791¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
792¿Identifier¿¿1175¿path¿¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
793¿Identifier¿¿1175¿relative¿¿¿{"start":{"line":28,"column":26},"end":{"line":28,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
794¿Identifier¿¿1175¿v66¿¿¿¿¿Identifier
795¿Identifier¿¿1175¿reqFile¿¿¿{"start":{"line":28,"column":70},"end":{"line":28,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
796¿VariableDeclarator¿¿1175¿v67¿¿¿{"start":{"line":29,"column":21},"end":{"line":29,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
797¿CallExpression¿¿1175¿¿¿¿{"start":{"line":29,"column":21},"end":{"line":29,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
798¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":29,"column":21},"end":{"line":29,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
799¿Identifier¿¿1175¿relative¿¿¿{"start":{"line":29,"column":21},"end":{"line":29,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
800¿Identifier¿¿1175¿startsWith¿¿¿{"start":{"line":29,"column":30},"end":{"line":29,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
801¿Literal¿string¿1175¿¿'..'¿¿{"start":{"line":29,"column":41},"end":{"line":29,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
802¿VariableDeclarator¿¿1175¿v68¿¿¿{"start":{"line":29,"column":20},"end":{"line":29,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
803¿UnaryExpression¿!¿1175¿¿¿¿{"start":{"line":29,"column":20},"end":{"line":29,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿UnaryExpression
804¿Identifier¿¿1175¿v67¿¿¿¿¿Identifier
805¿VariableDeclarator¿¿1175¿v69¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
806¿LogicalExpression¿&&¿1175¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿LogicalExpression
807¿Identifier¿¿1175¿relative¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
808¿Identifier¿¿1175¿v68¿¿¿¿¿Identifier
809¿VariableDeclarator¿¿1175¿v70¿¿¿{"start":{"line":29,"column":51},"end":{"line":29,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
810¿CallExpression¿¿1175¿¿¿¿{"start":{"line":29,"column":51},"end":{"line":29,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
811¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":29,"column":51},"end":{"line":29,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
812¿Identifier¿¿1175¿path¿¿¿{"start":{"line":29,"column":51},"end":{"line":29,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
813¿Identifier¿¿1175¿isAbsolute¿¿¿{"start":{"line":29,"column":56},"end":{"line":29,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
814¿Identifier¿¿1175¿relative¿¿¿{"start":{"line":29,"column":67},"end":{"line":29,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
815¿VariableDeclarator¿¿1175¿v71¿¿¿{"start":{"line":29,"column":50},"end":{"line":29,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
816¿UnaryExpression¿!¿1175¿¿¿¿{"start":{"line":29,"column":50},"end":{"line":29,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿UnaryExpression
817¿Identifier¿¿1175¿v70¿¿¿¿¿Identifier
818¿VariableDeclarator¿¿1175¿v72¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
819¿LogicalExpression¿&&¿1175¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿LogicalExpression
820¿Identifier¿¿1175¿v69¿¿¿¿¿Identifier
821¿Identifier¿¿1175¿v71¿¿¿¿¿Identifier
822¿IfStatement¿¿1175¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":38,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿IfStatement
823¿Identifier¿¿1175¿v72¿¿¿¿¿Identifier
824¿VariableDeclarator¿¿1175¿v73¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
825¿CallExpression¿¿1175¿¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
826¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
827¿Identifier¿¿1175¿fs¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
828¿Identifier¿¿1175¿existsSync¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
829¿Identifier¿¿1175¿reqFile¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
830¿IfStatement¿¿1175¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":35,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿IfStatement
831¿Identifier¿¿1175¿v73¿¿¿¿¿Identifier
832¿VariableDeclarator¿¿1175¿v74¿¿¿{"start":{"line":31,"column":49},"end":{"line":31,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
833¿TemplateLiteral¿¿1175¿¿¿¿{"start":{"line":31,"column":49},"end":{"line":31,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿TemplateLiteral
834¿Identifier¿¿1175¿fileName¿¿¿{"start":{"line":31,"column":73},"end":{"line":31,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
835¿VariableDeclarator¿¿1175¿v75¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
836¿CallExpression¿¿1175¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
837¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
838¿Identifier¿¿1175¿res¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
839¿Identifier¿¿1175¿setHeader¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
840¿Literal¿string¿1175¿¿'Content-Disposition'¿¿{"start":{"line":31,"column":26},"end":{"line":31,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
841¿Identifier¿¿1175¿v74¿¿¿¿¿Identifier
842¿ExpressionStatement¿¿1175¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
843¿Identifier¿¿1175¿v75¿¿¿¿¿Identifier
844¿VariableDeclarator¿¿1175¿v76¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
845¿CallExpression¿¿1175¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
846¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
847¿Identifier¿¿1175¿res¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
848¿Identifier¿¿1175¿sendFile¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
849¿Identifier¿¿1175¿reqFile¿¿¿{"start":{"line":32,"column":25},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
850¿ExpressionStatement¿¿1175¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
851¿Identifier¿¿1175¿v76¿¿¿¿¿Identifier
852¿BlockStatement¿¿1175¿¿¿¿{"start":{"line":30,"column":36},"end":{"line":33,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
853¿VariableDeclarator¿¿1175¿v77¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
854¿CallExpression¿¿1175¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
855¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
856¿Identifier¿¿1175¿res¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
857¿Identifier¿¿1175¿status¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
858¿Literal¿number¿1175¿¿404¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
859¿VariableDeclarator¿¿1175¿v78¿¿¿{"start":{"line":34,"column":33},"end":{"line":34,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
860¿ObjectExpression¿¿1175¿¿¿¿{"start":{"line":34,"column":33},"end":{"line":34,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
861¿Property¿¿1175¿¿¿¿{"start":{"line":34,"column":35},"end":{"line":34,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
862¿Identifier¿¿1175¿success¿¿¿{"start":{"line":34,"column":35},"end":{"line":34,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
863¿Literal¿boolean¿1175¿¿false¿¿{"start":{"line":34,"column":44},"end":{"line":34,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
864¿VariableDeclarator¿¿1175¿v79¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
865¿CallExpression¿¿1175¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
866¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
867¿Identifier¿¿1175¿v77¿¿¿¿¿Identifier
868¿Identifier¿¿1175¿json¿¿¿{"start":{"line":34,"column":28},"end":{"line":34,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
869¿Identifier¿¿1175¿v78¿¿¿¿¿Identifier
870¿ExpressionStatement¿¿1175¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
871¿Identifier¿¿1175¿v79¿¿¿¿¿Identifier
872¿BlockStatement¿¿1175¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":35,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
873¿BlockStatement¿¿1175¿¿¿¿{"start":{"line":29,"column":78},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
874¿VariableDeclarator¿¿1175¿v80¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
875¿CallExpression¿¿1175¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
876¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
877¿Identifier¿¿1175¿res¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
878¿Identifier¿¿1175¿status¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
879¿Literal¿number¿1175¿¿400¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
880¿VariableDeclarator¿¿1175¿v81¿¿¿{"start":{"line":37,"column":29},"end":{"line":37,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
881¿ObjectExpression¿¿1175¿¿¿¿{"start":{"line":37,"column":29},"end":{"line":37,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
882¿Property¿¿1175¿¿¿¿{"start":{"line":37,"column":31},"end":{"line":37,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
883¿Identifier¿¿1175¿success¿¿¿{"start":{"line":37,"column":31},"end":{"line":37,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
884¿Literal¿boolean¿1175¿¿false¿¿{"start":{"line":37,"column":40},"end":{"line":37,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
885¿Property¿¿1175¿¿¿¿{"start":{"line":37,"column":47},"end":{"line":37,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
886¿Identifier¿¿1175¿message¿¿¿{"start":{"line":37,"column":47},"end":{"line":37,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
887¿Literal¿string¿1175¿¿'Invalid file path'¿¿{"start":{"line":37,"column":56},"end":{"line":37,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
888¿VariableDeclarator¿¿1175¿v82¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
889¿CallExpression¿¿1175¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
890¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
891¿Identifier¿¿1175¿v80¿¿¿¿¿Identifier
892¿Identifier¿¿1175¿json¿¿¿{"start":{"line":37,"column":24},"end":{"line":37,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
893¿Identifier¿¿1175¿v81¿¿¿¿¿Identifier
894¿ExpressionStatement¿¿1175¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
895¿Identifier¿¿1175¿v82¿¿¿¿¿Identifier
896¿BlockStatement¿¿1175¿¿¿¿{"start":{"line":36,"column":11},"end":{"line":38,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
897¿BlockStatement¿¿1175¿¿¿¿{"start":{"line":23,"column":48},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
898¿VariableDeclarator¿¿1169¿v84¿¿¿{"start":{"line":23,"column":0},"end":{"line":39,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
899¿CallExpression¿¿1169¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":39,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
900¿MemberExpression¿¿1169¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
901¿Identifier¿¿1169¿router¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
902¿Identifier¿¿1169¿get¿¿¿{"start":{"line":23,"column":7},"end":{"line":23,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
903¿Literal¿string¿1169¿¿'/download/:fileName'¿¿{"start":{"line":23,"column":11},"end":{"line":23,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
904¿Identifier¿¿1169¿v83¿¿¿¿¿Identifier
905¿ExpressionStatement¿¿1169¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":39,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
906¿Identifier¿¿1169¿v84¿¿¿¿¿Identifier
907¿VariableDeclarator¿¿1169¿v91¿¿¿{"start":{"line":42,"column":26},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
908¿ArrowFunctionExpression¿¿1169¿¿¿¿{"start":{"line":42,"column":26},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ArrowFunctionExpression
