Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
726¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Program
847¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
848¿ThisExpression¿¿1257¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
849¿Identifier¿¿1257¿owner¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
850¿VariableDeclarator¿¿1257¿v87¿¿¿{"start":{"line":32,"column":14},"end":{"line":32,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
851¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":32,"column":14},"end":{"line":32,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
852¿ThisExpression¿¿1257¿¿¿¿{"start":{"line":32,"column":14},"end":{"line":32,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
853¿Identifier¿¿1257¿repo¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
854¿VariableDeclarator¿¿1257¿v88¿¿¿{"start":{"line":30,"column":11},"end":{"line":34,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
855¿ObjectExpression¿¿1257¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":34,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ObjectExpression
856¿Property¿¿1257¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Property
857¿Identifier¿¿1257¿owner¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
858¿Identifier¿¿1257¿v86¿¿¿¿¿Identifier
859¿Property¿¿1257¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Property
860¿Identifier¿¿1257¿repo¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
861¿Identifier¿¿1257¿v87¿¿¿¿¿Identifier
862¿Property¿¿1257¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Property
863¿Identifier¿¿1257¿number¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
864¿Identifier¿¿1257¿id¿¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
865¿VariableDeclarator¿¿1257¿v89¿¿¿{"start":{"line":29,"column":11},"end":{"line":34,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
866¿CallExpression¿¿1257¿¿¿¿{"start":{"line":29,"column":11},"end":{"line":34,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
867¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":29,"column":11},"end":{"line":30,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
868¿Identifier¿¿1257¿v85¿¿¿¿¿Identifier
869¿Identifier¿¿1257¿get¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
870¿Identifier¿¿1257¿v88¿¿¿¿¿Identifier
871¿VariableDeclarator¿¿1257¿v94¿¿¿{"start":{"line":35,"column":12},"end":{"line":40,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
872¿ArrowFunctionExpression¿¿1257¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":40,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
873¿Identifier¿¿0¿res¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
874¿VariableDeclarator¿¿1259¿v90¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
875¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
876¿Identifier¿¿1259¿res¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
877¿Identifier¿¿1259¿data¿¿¿{"start":{"line":36,"column":27},"end":{"line":36,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
878¿VariableDeclarator¿¿1259¿v91¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
879¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
880¿Identifier¿¿1259¿v90¿¿¿¿¿Identifier
881¿Identifier¿¿1259¿head¿¿¿{"start":{"line":36,"column":32},"end":{"line":36,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
882¿VariableDeclarator¿¿1259¿branch¿¿¿{"start":{"line":36,"column":14},"end":{"line":36,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
883¿MemberExpression¿¿1259¿¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
884¿Identifier¿¿1259¿v91¿¿¿¿¿Identifier
885¿Identifier¿¿1259¿ref¿¿¿{"start":{"line":36,"column":37},"end":{"line":36,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
886¿VariableDeclarator¿¿1259¿v92¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
887¿TemplateLiteral¿¿1259¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿TemplateLiteral
888¿Identifier¿¿1259¿id¿¿¿{"start":{"line":38,"column":35},"end":{"line":38,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
889¿Identifier¿¿1259¿branch¿¿¿{"start":{"line":38,"column":46},"end":{"line":38,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
890¿Identifier¿¿1259¿branch¿¿¿{"start":{"line":38,"column":72},"end":{"line":38,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
891¿VariableDeclarator¿¿1259¿v93¿¿¿{"start":{"line":37,"column":8},"end":{"line":39,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
892¿CallExpression¿¿1259¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":39,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
893¿Identifier¿¿1259¿execSync¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
894¿Identifier¿¿1259¿v92¿¿¿¿¿Identifier
895¿ExpressionStatement¿¿1259¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":39,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
896¿Identifier¿¿1259¿v93¿¿¿¿¿Identifier
897¿BlockStatement¿¿1259¿¿¿¿{"start":{"line":35,"column":19},"end":{"line":40,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
898¿VariableDeclarator¿¿1257¿v95¿¿¿{"start":{"line":29,"column":11},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
899¿CallExpression¿¿1257¿¿¿¿{"start":{"line":29,"column":11},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
900¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":29,"column":11},"end":{"line":35,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
901¿Identifier¿¿1257¿v89¿¿¿¿¿Identifier
902¿Identifier¿¿1257¿then¿¿¿{"start":{"line":35,"column":7},"end":{"line":35,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
903¿Identifier¿¿1257¿v94¿¿¿¿¿Identifier
904¿VariableDeclarator¿¿1257¿v97¿¿¿{"start":{"line":41,"column":13},"end":{"line":43,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
905¿ArrowFunctionExpression¿¿1257¿¿¿¿{"start":{"line":41,"column":13},"end":{"line":43,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
906¿Identifier¿¿0¿err¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
907¿VariableDeclarator¿¿1261¿v96¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
908¿CallExpression¿¿1261¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
909¿MemberExpression¿¿1261¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
910¿Identifier¿¿1261¿console¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
911¿Identifier¿¿1261¿log¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
912¿Literal¿string¿1261¿¿'Error: Could not find the specified pull request.'¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
913¿ExpressionStatement¿¿1261¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
914¿Identifier¿¿1261¿v96¿¿¿¿¿Identifier
915¿BlockStatement¿¿1261¿¿¿¿{"start":{"line":41,"column":20},"end":{"line":43,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
916¿VariableDeclarator¿¿1257¿v98¿¿¿{"start":{"line":29,"column":11},"end":{"line":43,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
917¿CallExpression¿¿1257¿¿¿¿{"start":{"line":29,"column":11},"end":{"line":43,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
918¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":29,"column":11},"end":{"line":41,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
919¿Identifier¿¿1257¿v95¿¿¿¿¿Identifier
920¿Identifier¿¿1257¿catch¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
921¿Identifier¿¿1257¿v97¿¿¿¿¿Identifier
922¿ReturnStatement¿¿1257¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":43,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ReturnStatement
923¿Identifier¿¿1257¿v98¿¿¿¿¿Identifier
924¿BlockStatement¿¿1257¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":44,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
925¿ExpressionStatement¿¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
926¿AssignmentExpression¿=¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
927¿MemberExpression¿¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
928¿Identifier¿¿1249¿Pullit¿¿¿{"start":{"line":8,"column":6},"end":{"line":8,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
929¿Identifier¿¿1249¿fetch¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
930¿Identifier¿¿1249¿fetch¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
931¿VariableDeclarator¿¿1249¿fetchRequests¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
932¿FunctionExpression¿¿1249¿fetchRequests¿¿¿{"start":{"line":46,"column":15},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿FunctionExpression
933¿VariableDeclarator¿¿1263¿v99¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
934¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
935¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
936¿Identifier¿¿1263¿github¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
937¿VariableDeclarator¿¿1263¿v100¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
938¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
939¿Identifier¿¿1263¿v99¿¿¿¿¿Identifier
940¿Identifier¿¿1263¿pullRequests¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
941¿VariableDeclarator¿¿1263¿v101¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
942¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
943¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
944¿Identifier¿¿1263¿owner¿¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
945¿VariableDeclarator¿¿1263¿v102¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
946¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
947¿ThisExpression¿¿1263¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
948¿Identifier¿¿1263¿repo¿¿¿{"start":{"line":49,"column":17},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
949¿VariableDeclarator¿¿1263¿v103¿¿¿{"start":{"line":47,"column":43},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
950¿ObjectExpression¿¿1263¿¿¿¿{"start":{"line":47,"column":43},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ObjectExpression
951¿Property¿¿1263¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Property
952¿Identifier¿¿1263¿owner¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
953¿Identifier¿¿1263¿v101¿¿¿¿¿Identifier
954¿Property¿¿1263¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Property
955¿Identifier¿¿1263¿repo¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
956¿Identifier¿¿1263¿v102¿¿¿¿¿Identifier
957¿VariableDeclarator¿¿1263¿v104¿¿¿{"start":{"line":47,"column":11},"end":{"line":50,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
958¿CallExpression¿¿1263¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":50,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
959¿MemberExpression¿¿1263¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
960¿Identifier¿¿1263¿v100¿¿¿¿¿Identifier
961¿Identifier¿¿1263¿getAll¿¿¿{"start":{"line":47,"column":36},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
962¿Identifier¿¿1263¿v103¿¿¿¿¿Identifier
963¿ReturnStatement¿¿1263¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":50,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ReturnStatement
964¿Identifier¿¿1263¿v104¿¿¿¿¿Identifier
965¿BlockStatement¿¿1263¿¿¿¿{"start":{"line":46,"column":18},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
966¿ExpressionStatement¿¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
967¿AssignmentExpression¿=¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
968¿MemberExpression¿¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
969¿Identifier¿¿1249¿Pullit¿¿¿{"start":{"line":8,"column":6},"end":{"line":8,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
970¿Identifier¿¿1249¿fetchRequests¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
971¿Identifier¿¿1249¿fetchRequests¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
972¿VariableDeclarator¿¿1249¿display¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
973¿FunctionExpression¿¿1249¿display¿¿¿{"start":{"line":53,"column":9},"end":{"line":84,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿FunctionExpression
974¿VariableDeclarator¿¿1265¿v105¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
975¿CallExpression¿¿1265¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
976¿MemberExpression¿¿1265¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
