Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
874¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Program
987¿CallExpression¿¿1517¿¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
988¿MemberExpression¿¿1517¿¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
989¿Identifier¿¿1517¿commandParts¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
990¿Identifier¿¿1517¿concat¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
991¿Identifier¿¿1517¿filePaths¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
992¿Identifier¿¿1517¿optionsArgs¿¿¿{"start":{"line":39,"column":40},"end":{"line":39,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
993¿VariableDeclarator¿¿1517¿v91¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
994¿CallExpression¿¿1517¿¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
995¿MemberExpression¿¿1517¿¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
996¿Identifier¿¿1517¿v90¿¿¿¿¿Identifier
997¿Identifier¿¿1517¿join¿¿¿{"start":{"line":39,"column":53},"end":{"line":39,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
998¿Literal¿string¿1517¿¿' '¿¿{"start":{"line":39,"column":58},"end":{"line":39,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
999¿ReturnStatement¿¿1517¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":39,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ReturnStatement
1000¿Identifier¿¿1517¿v91¿¿¿¿¿Identifier
1001¿BlockStatement¿¿1517¿¿¿¿{"start":{"line":17,"column":45},"end":{"line":40,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1002¿VariableDeclarator¿¿1515¿execCommand¿¿¿{"start":{"line":42,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1003¿FunctionExpression¿¿1515¿anon¿¿¿{"start":{"line":42,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿FunctionExpression
1004¿Identifier¿¿0¿command¿¿¿{"start":{"line":42,"column":21},"end":{"line":42,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1005¿Identifier¿¿0¿options¿¿¿{"start":{"line":42,"column":30},"end":{"line":42,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1006¿VariableDeclarator¿¿1520¿v114¿¿¿{"start":{"line":43,"column":21},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1007¿FunctionExpression¿¿1520¿anon¿¿¿{"start":{"line":43,"column":21},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿FunctionExpression
1008¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1009¿Identifier¿¿0¿reject¿¿¿{"start":{"line":43,"column":39},"end":{"line":43,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1010¿VariableDeclarator¿¿1522¿v92¿¿¿{"start":{"line":45,"column":11},"end":{"line":45,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1011¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":45,"column":11},"end":{"line":45,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1012¿Identifier¿¿1522¿process¿¿¿{"start":{"line":45,"column":11},"end":{"line":45,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1013¿Identifier¿¿1522¿env¿¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1014¿VariableDeclarator¿¿1522¿v93¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1015¿CallExpression¿¿1522¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1016¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1017¿Identifier¿¿1522¿process¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1018¿Identifier¿¿1522¿cwd¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1019¿VariableDeclarator¿¿1522¿v94¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1020¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1021¿Identifier¿¿1522¿options¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1022¿Identifier¿¿1522¿maxBuffer¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1023¿VariableDeclarator¿¿1522¿v95¿¿¿{"start":{"line":47,"column":38},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1024¿BinaryExpression¿*¿1522¿¿¿¿{"start":{"line":47,"column":38},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1025¿Literal¿number¿1522¿¿300¿¿{"start":{"line":47,"column":38},"end":{"line":47,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1026¿Literal¿number¿1522¿¿1024¿¿{"start":{"line":47,"column":44},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1027¿VariableDeclarator¿¿1522¿v96¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1028¿LogicalExpression¿||¿1522¿¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿LogicalExpression
1029¿Identifier¿¿1522¿v94¿¿¿¿¿Identifier
1030¿Identifier¿¿1522¿v95¿¿¿¿¿Identifier
1031¿VariableDeclarator¿¿1522¿v97¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1032¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1033¿Identifier¿¿1522¿options¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1034¿Identifier¿¿1522¿shell¿¿¿{"start":{"line":48,"column":21},"end":{"line":48,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1035¿VariableDeclarator¿¿1522¿commandOptions¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1036¿ObjectExpression¿¿1522¿¿¿¿¿¿ObjectExpression
1037¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1038¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1039¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1040¿Identifier¿¿1522¿commandOptions¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1041¿Identifier¿¿1522¿env¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1042¿Identifier¿¿1522¿v92¿¿¿¿¿Identifier
1043¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1044¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1045¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1046¿Identifier¿¿1522¿commandOptions¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1047¿Identifier¿¿1522¿cwd¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1048¿Identifier¿¿1522¿v93¿¿¿¿¿Identifier
1049¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1050¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1051¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1052¿Identifier¿¿1522¿commandOptions¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1053¿Identifier¿¿1522¿maxBuffer¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1054¿Identifier¿¿1522¿v96¿¿¿¿¿Identifier
1055¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1056¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1057¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1058¿Identifier¿¿1522¿commandOptions¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1059¿Identifier¿¿1522¿shell¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1060¿Identifier¿¿1522¿v97¿¿¿¿¿Identifier
1061¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1062¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1063¿Identifier¿¿1522¿command¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1064¿CallExpression¿¿1522¿¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1065¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1066¿Identifier¿¿1522¿command¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1067¿Identifier¿¿1522¿split¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1068¿Literal¿string¿1522¿¿' '¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1069¿VariableDeclarator¿¿1522¿v98¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1070¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1071¿Identifier¿¿1522¿options¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1072¿Identifier¿¿1522¿sync¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1073¿VariableDeclarator¿¿1522¿v99¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1074¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1075¿Identifier¿¿1522¿options¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1076¿Identifier¿¿1522¿endless¿¿¿{"start":{"line":53,"column":32},"end":{"line":53,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1077¿VariableDeclarator¿¿1522¿v100¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1078¿LogicalExpression¿||¿1522¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿LogicalExpression
1079¿Identifier¿¿1522¿v98¿¿¿¿¿Identifier
1080¿Identifier¿¿1522¿v99¿¿¿¿¿Identifier
1081¿IfStatement¿¿1522¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":66,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1082¿Identifier¿¿1522¿v100¿¿¿¿¿Identifier
1083¿VariableDeclarator¿¿1522¿v101¿¿¿{"start":{"line":54,"column":53},"end":{"line":54,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1084¿MemberExpression¿computed¿1522¿¿¿¿{"start":{"line":54,"column":53},"end":{"line":54,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1085¿Identifier¿¿1522¿command¿¿¿{"start":{"line":54,"column":53},"end":{"line":54,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1086¿Literal¿number¿1522¿¿0¿¿{"start":{"line":54,"column":61},"end":{"line":54,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1087¿VariableDeclarator¿¿1522¿v102¿¿¿{"start":{"line":54,"column":65},"end":{"line":54,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1088¿CallExpression¿¿1522¿¿¿¿{"start":{"line":54,"column":65},"end":{"line":54,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1089¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":54,"column":65},"end":{"line":54,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1090¿Identifier¿¿1522¿command¿¿¿{"start":{"line":54,"column":65},"end":{"line":54,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1091¿Identifier¿¿1522¿slice¿¿¿{"start":{"line":54,"column":73},"end":{"line":54,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1092¿Literal¿number¿1522¿¿1¿¿{"start":{"line":54,"column":79},"end":{"line":54,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1093¿VariableDeclarator¿¿1522¿commandResult¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1094¿CallExpression¿¿1522¿¿¿¿{"start":{"line":54,"column":26},"end":{"line":54,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1095¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":54,"column":26},"end":{"line":54,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1096¿Identifier¿¿1522¿child_process¿¿¿{"start":{"line":54,"column":26},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1097¿Identifier¿¿1522¿execFileSync¿¿¿{"start":{"line":54,"column":40},"end":{"line":54,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1098¿Identifier¿¿1522¿v101¿¿¿¿¿Identifier
1099¿Identifier¿¿1522¿v102¿¿¿¿¿Identifier
1100¿VariableDeclarator¿¿1522¿error¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1101¿Literal¿object¿1522¿¿null¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1102¿VariableDeclarator¿¿1522¿v103¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1103¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1104¿Identifier¿¿1522¿commandResult¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1105¿Identifier¿¿1522¿status¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1106¿IfStatement¿¿1522¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1107¿Identifier¿¿1522¿v103¿¿¿¿¿Identifier
