Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1007¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Program
1134¿Identifier¿¿1725¿callback¿¿¿{"start":{"line":19,"column":10},"end":{"line":19,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1135¿Identifier¿¿1725¿v113¿¿¿¿¿Identifier
1136¿ExpressionStatement¿¿1725¿¿¿¿{"start":{"line":19,"column":10},"end":{"line":19,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1137¿Identifier¿¿1725¿v114¿¿¿¿¿Identifier
1138¿BlockStatement¿¿1725¿¿¿¿{"start":{"line":18,"column":24},"end":{"line":20,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1139¿VariableDeclarator¿¿1725¿v115¿¿¿{"start":{"line":21,"column":10},"end":{"line":21,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1140¿CallExpression¿¿1725¿¿¿¿{"start":{"line":21,"column":10},"end":{"line":21,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1141¿Identifier¿¿1725¿callback¿¿¿{"start":{"line":21,"column":10},"end":{"line":21,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1142¿Literal¿object¿1725¿¿null¿¿{"start":{"line":21,"column":19},"end":{"line":21,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1143¿Literal¿boolean¿1725¿¿true¿¿{"start":{"line":21,"column":25},"end":{"line":21,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1144¿ExpressionStatement¿¿1725¿¿¿¿{"start":{"line":21,"column":10},"end":{"line":21,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1145¿Identifier¿¿1725¿v115¿¿¿¿¿Identifier
1146¿BlockStatement¿¿1725¿¿¿¿{"start":{"line":20,"column":15},"end":{"line":22,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1147¿BlockStatement¿¿1725¿¿¿¿{"start":{"line":17,"column":41},"end":{"line":23,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1148¿VariableDeclarator¿¿1723¿v117¿¿¿{"start":{"line":17,"column":6},"end":{"line":23,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1149¿CallExpression¿¿1723¿¿¿¿{"start":{"line":17,"column":6},"end":{"line":23,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1150¿MemberExpression¿¿1723¿¿¿¿{"start":{"line":17,"column":6},"end":{"line":17,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1151¿Identifier¿¿1723¿compile¿¿¿{"start":{"line":17,"column":6},"end":{"line":17,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1152¿Identifier¿¿1723¿on¿¿¿{"start":{"line":17,"column":14},"end":{"line":17,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1153¿Literal¿string¿1723¿¿'close'¿¿{"start":{"line":17,"column":17},"end":{"line":17,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1154¿Identifier¿¿1723¿v116¿¿¿¿¿Identifier
1155¿ExpressionStatement¿¿1723¿¿¿¿{"start":{"line":17,"column":6},"end":{"line":23,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1156¿Identifier¿¿1723¿v117¿¿¿¿¿Identifier
1157¿VariableDeclarator¿¿1723¿v118¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1158¿MemberExpression¿¿1723¿¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1159¿Identifier¿¿1723¿compile¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1160¿Identifier¿¿1723¿stderr¿¿¿{"start":{"line":24,"column":14},"end":{"line":24,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1161¿VariableDeclarator¿¿1723¿v121¿¿¿{"start":{"line":24,"column":32},"end":{"line":27,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1162¿FunctionExpression¿¿1723¿anon¿¿¿{"start":{"line":24,"column":32},"end":{"line":27,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1163¿Identifier¿¿0¿data¿¿¿{"start":{"line":24,"column":42},"end":{"line":24,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1164¿VariableDeclarator¿¿1728¿v119¿¿¿{"start":{"line":25,"column":20},"end":{"line":25,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1165¿BinaryExpression¿+¿1728¿¿¿¿{"start":{"line":25,"column":20},"end":{"line":25,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BinaryExpression
1166¿Literal¿string¿1728¿¿''¿¿{"start":{"line":25,"column":20},"end":{"line":25,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1167¿Identifier¿¿1728¿data¿¿¿{"start":{"line":25,"column":25},"end":{"line":25,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1168¿VariableDeclarator¿¿1728¿v120¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1169¿CallExpression¿¿1728¿¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1170¿MemberExpression¿¿1728¿¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1171¿Identifier¿¿1728¿console¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1172¿Identifier¿¿1728¿log¿¿¿{"start":{"line":25,"column":16},"end":{"line":25,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1173¿Identifier¿¿1728¿v119¿¿¿¿¿Identifier
1174¿ExpressionStatement¿¿1728¿¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1175¿Identifier¿¿1728¿v120¿¿¿¿¿Identifier
1176¿BlockStatement¿¿1728¿¿¿¿{"start":{"line":24,"column":48},"end":{"line":27,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1177¿VariableDeclarator¿¿1723¿v122¿¿¿{"start":{"line":24,"column":6},"end":{"line":27,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1178¿CallExpression¿¿1723¿¿¿¿{"start":{"line":24,"column":6},"end":{"line":27,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1179¿MemberExpression¿¿1723¿¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1180¿Identifier¿¿1723¿v118¿¿¿¿¿Identifier
1181¿Identifier¿¿1723¿on¿¿¿{"start":{"line":24,"column":21},"end":{"line":24,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1182¿Literal¿string¿1723¿¿'data'¿¿{"start":{"line":24,"column":24},"end":{"line":24,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1183¿Identifier¿¿1723¿v121¿¿¿¿¿Identifier
1184¿ExpressionStatement¿¿1723¿¿¿¿{"start":{"line":24,"column":6},"end":{"line":27,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1185¿Identifier¿¿1723¿v122¿¿¿¿¿Identifier
1186¿BlockStatement¿¿1723¿¿¿¿{"start":{"line":14,"column":43},"end":{"line":28,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1187¿VariableDeclarator¿¿1719¿v136¿¿¿{"start":{"line":30,"column":14},"end":{"line":37,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1188¿FunctionExpression¿¿1719¿anon¿¿¿{"start":{"line":30,"column":14},"end":{"line":37,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1189¿Identifier¿¿0¿sourceFile¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1190¿Identifier¿¿0¿callback¿¿¿{"start":{"line":30,"column":35},"end":{"line":30,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1191¿VariableDeclarator¿¿1730¿v124¿¿¿{"start":{"line":31,"column":26},"end":{"line":31,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1730¿¿¿¿{"start":{"line":31,"column":26},"end":{"line":31,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1193¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":31,"column":26},"end":{"line":31,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1194¿Identifier¿¿1730¿chalk¿¿¿{"start":{"line":31,"column":26},"end":{"line":31,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1195¿Identifier¿¿1730¿yellow¿¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1196¿Identifier¿¿1730¿sourceFile¿¿¿{"start":{"line":31,"column":39},"end":{"line":31,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1197¿VariableDeclarator¿¿1730¿v125¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1198¿BinaryExpression¿+¿1730¿¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BinaryExpression
1199¿Literal¿string¿1730¿¿'...'¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1200¿Identifier¿¿1730¿v124¿¿¿¿¿Identifier
1201¿VariableDeclarator¿¿1730¿v126¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1202¿CallExpression¿¿1730¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1203¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1204¿Identifier¿¿1730¿console¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1205¿Identifier¿¿1730¿log¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1206¿Identifier¿¿1730¿v125¿¿¿¿¿Identifier
1207¿ExpressionStatement¿¿1730¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1208¿Identifier¿¿1730¿v126¿¿¿¿¿Identifier
1209¿VariableDeclarator¿¿1730¿v127¿¿¿{"start":{"line":32,"column":47},"end":{"line":32,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1210¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":32,"column":47},"end":{"line":32,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1211¿Identifier¿¿1730¿config¿¿¿{"start":{"line":32,"column":47},"end":{"line":32,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1212¿Identifier¿¿1730¿tmpFolder¿¿¿{"start":{"line":32,"column":54},"end":{"line":32,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1213¿VariableDeclarator¿¿1730¿v128¿¿¿{"start":{"line":32,"column":37},"end":{"line":32,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1214¿CallExpression¿¿1730¿¿¿¿{"start":{"line":32,"column":37},"end":{"line":32,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1215¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":32,"column":37},"end":{"line":32,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1216¿Identifier¿¿1730¿path¿¿¿{"start":{"line":32,"column":37},"end":{"line":32,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1217¿Identifier¿¿1730¿join¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1218¿Identifier¿¿1730¿v127¿¿¿¿¿Identifier
1219¿Identifier¿¿1730¿sourceFile¿¿¿{"start":{"line":32,"column":65},"end":{"line":32,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1220¿VariableDeclarator¿¿1730¿out¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1221¿CallExpression¿¿1730¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1222¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1223¿Identifier¿¿1730¿fs¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1224¿Identifier¿¿1730¿createWriteStream¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1225¿Identifier¿¿1730¿v128¿¿¿¿¿Identifier
1226¿VariableDeclarator¿¿1730¿v129¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1730¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1228¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1229¿Identifier¿¿1730¿out¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1230¿Identifier¿¿1730¿on¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1231¿Literal¿string¿1730¿¿'finish'¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1232¿Identifier¿¿1730¿callback¿¿¿{"start":{"line":33,"column":23},"end":{"line":33,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1233¿ExpressionStatement¿¿1730¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1234¿Identifier¿¿1730¿v129¿¿¿¿¿Identifier
1235¿VariableDeclarator¿¿1730¿v130¿¿¿{"start":{"line":34,"column":36},"end":{"line":34,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1236¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":36},"end":{"line":34,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1237¿Identifier¿¿1730¿config¿¿¿{"start":{"line":34,"column":36},"end":{"line":34,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1238¿Identifier¿¿1730¿templateFolder¿¿¿{"start":{"line":34,"column":43},"end":{"line":34,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1239¿VariableDeclarator¿¿1730¿v131¿¿¿{"start":{"line":34,"column":26},"end":{"line":34,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1240¿CallExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":26},"end":{"line":34,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1241¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":26},"end":{"line":34,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1242¿Identifier¿¿1730¿path¿¿¿{"start":{"line":34,"column":26},"end":{"line":34,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1243¿Identifier¿¿1730¿join¿¿¿{"start":{"line":34,"column":31},"end":{"line":34,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1244¿Identifier¿¿1730¿v130¿¿¿¿¿Identifier
1245¿Identifier¿¿1730¿sourceFile¿¿¿{"start":{"line":34,"column":59},"end":{"line":34,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1730¿v132¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1247¿CallExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1248¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1249¿Identifier¿¿1730¿fs¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1250¿Identifier¿¿1730¿createReadStream¿¿¿{"start":{"line":34,"column":9},"end":{"line":34,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1251¿Identifier¿¿1730¿v131¿¿¿¿¿Identifier
1252¿VariableDeclarator¿¿1730¿v133¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1253¿CallExpression¿¿1730¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1254¿Identifier¿¿1730¿lodashStreamer¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1255¿Identifier¿¿1730¿config¿¿¿{"start":{"line":35,"column":29},"end":{"line":35,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1256¿VariableDeclarator¿¿1730¿v134¿¿¿{"start":{"line":34,"column":6},"end":{"line":35,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1257¿CallExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":35,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1258¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":35,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1259¿Identifier¿¿1730¿v132¿¿¿¿¿Identifier
1260¿Identifier¿¿1730¿pipe¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1261¿Identifier¿¿1730¿v133¿¿¿¿¿Identifier
1262¿VariableDeclarator¿¿1730¿v135¿¿¿{"start":{"line":34,"column":6},"end":{"line":36,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1263¿CallExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":36,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1264¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":36,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1265¿Identifier¿¿1730¿v134¿¿¿¿¿Identifier
1266¿Identifier¿¿1730¿pipe¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1267¿Identifier¿¿1730¿out¿¿¿{"start":{"line":36,"column":14},"end":{"line":36,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
