Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
753¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":90,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Program
877¿VariableDeclarator¿¿1302¿v88¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
878¿MemberExpression¿¿1302¿¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
879¿ThisExpression¿¿1302¿¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
880¿Identifier¿¿1302¿owner¿¿¿{"start":{"line":29,"column":20},"end":{"line":29,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
881¿VariableDeclarator¿¿1302¿v89¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
882¿MemberExpression¿¿1302¿¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
883¿ThisExpression¿¿1302¿¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
884¿Identifier¿¿1302¿repo¿¿¿{"start":{"line":30,"column":19},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
885¿VariableDeclarator¿¿1302¿v90¿¿¿{"start":{"line":28,"column":11},"end":{"line":32,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
886¿ObjectExpression¿¿1302¿¿¿¿{"start":{"line":28,"column":11},"end":{"line":32,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ObjectExpression
887¿Property¿¿1302¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Property
888¿Identifier¿¿1302¿owner¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
889¿Identifier¿¿1302¿v88¿¿¿¿¿Identifier
890¿Property¿¿1302¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Property
891¿Identifier¿¿1302¿repo¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
892¿Identifier¿¿1302¿v89¿¿¿¿¿Identifier
893¿Property¿¿1302¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Property
894¿Identifier¿¿1302¿number¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
895¿Identifier¿¿1302¿id¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
896¿VariableDeclarator¿¿1302¿v91¿¿¿{"start":{"line":27,"column":11},"end":{"line":32,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
897¿CallExpression¿¿1302¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":32,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
898¿MemberExpression¿¿1302¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":28,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
899¿Identifier¿¿1302¿v87¿¿¿¿¿Identifier
900¿Identifier¿¿1302¿get¿¿¿{"start":{"line":28,"column":7},"end":{"line":28,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
901¿Identifier¿¿1302¿v90¿¿¿¿¿Identifier
902¿VariableDeclarator¿¿1302¿v98¿¿¿{"start":{"line":33,"column":12},"end":{"line":37,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
903¿ArrowFunctionExpression¿¿1302¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":37,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
904¿Identifier¿¿0¿res¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
905¿VariableDeclarator¿¿1304¿v92¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
906¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
907¿Identifier¿¿1304¿res¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
908¿Identifier¿¿1304¿data¿¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
909¿VariableDeclarator¿¿1304¿v93¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
910¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
911¿Identifier¿¿1304¿v92¿¿¿¿¿Identifier
912¿Identifier¿¿1304¿head¿¿¿{"start":{"line":34,"column":32},"end":{"line":34,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
913¿VariableDeclarator¿¿1304¿branch¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
914¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
915¿Identifier¿¿1304¿v93¿¿¿¿¿Identifier
916¿Identifier¿¿1304¿ref¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
917¿VariableDeclarator¿¿1304¿v94¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
918¿ArrayExpression¿¿1304¿¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrayExpression
919¿Literal¿string¿1304¿¿'fetch'¿¿{"start":{"line":35,"column":29},"end":{"line":35,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
920¿Literal¿string¿1304¿¿'origin'¿¿{"start":{"line":35,"column":38},"end":{"line":35,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
921¿TemplateLiteral¿¿1304¿¿¿¿{"start":{"line":35,"column":48},"end":{"line":35,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿TemplateLiteral
922¿Identifier¿¿1304¿id¿¿¿{"start":{"line":35,"column":56},"end":{"line":35,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
923¿Identifier¿¿1304¿branch¿¿¿{"start":{"line":35,"column":67},"end":{"line":35,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
924¿VariableDeclarator¿¿1304¿v95¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
925¿CallExpression¿¿1304¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
926¿Identifier¿¿1304¿execFileSync¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
927¿Literal¿string¿1304¿¿'git'¿¿{"start":{"line":35,"column":21},"end":{"line":35,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
928¿Identifier¿¿1304¿v94¿¿¿¿¿Identifier
929¿ExpressionStatement¿¿1304¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
930¿Identifier¿¿1304¿v95¿¿¿¿¿Identifier
931¿VariableDeclarator¿¿1304¿v96¿¿¿{"start":{"line":36,"column":28},"end":{"line":36,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
932¿ArrayExpression¿¿1304¿¿¿¿{"start":{"line":36,"column":28},"end":{"line":36,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrayExpression
933¿Literal¿string¿1304¿¿'checkout'¿¿{"start":{"line":36,"column":29},"end":{"line":36,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
934¿Identifier¿¿1304¿branch¿¿¿{"start":{"line":36,"column":41},"end":{"line":36,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
935¿VariableDeclarator¿¿1304¿v97¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
936¿CallExpression¿¿1304¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
937¿Identifier¿¿1304¿execFileSync¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
938¿Literal¿string¿1304¿¿'git'¿¿{"start":{"line":36,"column":21},"end":{"line":36,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
939¿Identifier¿¿1304¿v96¿¿¿¿¿Identifier
940¿ExpressionStatement¿¿1304¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
941¿Identifier¿¿1304¿v97¿¿¿¿¿Identifier
942¿BlockStatement¿¿1304¿¿¿¿{"start":{"line":33,"column":19},"end":{"line":37,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
943¿VariableDeclarator¿¿1302¿v99¿¿¿{"start":{"line":27,"column":11},"end":{"line":37,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
944¿CallExpression¿¿1302¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":37,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
945¿MemberExpression¿¿1302¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":33,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
946¿Identifier¿¿1302¿v91¿¿¿¿¿Identifier
947¿Identifier¿¿1302¿then¿¿¿{"start":{"line":33,"column":7},"end":{"line":33,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
948¿Identifier¿¿1302¿v98¿¿¿¿¿Identifier
949¿VariableDeclarator¿¿1302¿v101¿¿¿{"start":{"line":38,"column":13},"end":{"line":40,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
950¿ArrowFunctionExpression¿¿1302¿¿¿¿{"start":{"line":38,"column":13},"end":{"line":40,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
951¿Identifier¿¿0¿err¿¿¿{"start":{"line":38,"column":13},"end":{"line":38,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
952¿VariableDeclarator¿¿1306¿v100¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
953¿CallExpression¿¿1306¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
954¿MemberExpression¿¿1306¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
955¿Identifier¿¿1306¿console¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
956¿Identifier¿¿1306¿log¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
957¿Literal¿string¿1306¿¿'Error: Could not find the specified pull request.'¿¿{"start":{"line":39,"column":20},"end":{"line":39,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
958¿ExpressionStatement¿¿1306¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
959¿Identifier¿¿1306¿v100¿¿¿¿¿Identifier
960¿BlockStatement¿¿1306¿¿¿¿{"start":{"line":38,"column":20},"end":{"line":40,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
961¿VariableDeclarator¿¿1302¿v102¿¿¿{"start":{"line":27,"column":11},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
962¿CallExpression¿¿1302¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
963¿MemberExpression¿¿1302¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":38,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
964¿Identifier¿¿1302¿v99¿¿¿¿¿Identifier
965¿Identifier¿¿1302¿catch¿¿¿{"start":{"line":38,"column":7},"end":{"line":38,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
966¿Identifier¿¿1302¿v101¿¿¿¿¿Identifier
967¿ReturnStatement¿¿1302¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":40,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ReturnStatement
968¿Identifier¿¿1302¿v102¿¿¿¿¿Identifier
969¿BlockStatement¿¿1302¿¿¿¿{"start":{"line":26,"column":12},"end":{"line":41,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
970¿ExpressionStatement¿¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
971¿AssignmentExpression¿=¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
972¿MemberExpression¿¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
973¿Identifier¿¿1294¿Pullit¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
974¿Identifier¿¿1294¿fetch¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
975¿Identifier¿¿1294¿fetch¿¿¿{"start":{"line":26,"column":2},"end":{"line":26,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
976¿VariableDeclarator¿¿1294¿fetchRequests¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
977¿FunctionExpression¿¿1294¿fetchRequests¿¿¿{"start":{"line":43,"column":15},"end":{"line":48,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿FunctionExpression
978¿VariableDeclarator¿¿1308¿v103¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
979¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
980¿ThisExpression¿¿1308¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
981¿Identifier¿¿1308¿github¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
982¿VariableDeclarator¿¿1308¿v104¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
983¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
984¿Identifier¿¿1308¿v103¿¿¿¿¿Identifier
985¿Identifier¿¿1308¿pullRequests¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
986¿VariableDeclarator¿¿1308¿v105¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
987¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
988¿ThisExpression¿¿1308¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
989¿Identifier¿¿1308¿owner¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
990¿VariableDeclarator¿¿1308¿v106¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
991¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
992¿ThisExpression¿¿1308¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
993¿Identifier¿¿1308¿repo¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
994¿VariableDeclarator¿¿1308¿v107¿¿¿{"start":{"line":44,"column":43},"end":{"line":47,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
995¿ObjectExpression¿¿1308¿¿¿¿{"start":{"line":44,"column":43},"end":{"line":47,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ObjectExpression
996¿Property¿¿1308¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Property
997¿Identifier¿¿1308¿owner¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
998¿Identifier¿¿1308¿v105¿¿¿¿¿Identifier
999¿Property¿¿1308¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Property
1000¿Identifier¿¿1308¿repo¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1001¿Identifier¿¿1308¿v106¿¿¿¿¿Identifier
1002¿VariableDeclarator¿¿1308¿v108¿¿¿{"start":{"line":44,"column":11},"end":{"line":47,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1003¿CallExpression¿¿1308¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":47,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1004¿MemberExpression¿¿1308¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1005¿Identifier¿¿1308¿v104¿¿¿¿¿Identifier
1006¿Identifier¿¿1308¿getAll¿¿¿{"start":{"line":44,"column":36},"end":{"line":44,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1007¿Identifier¿¿1308¿v107¿¿¿¿¿Identifier
1008¿ReturnStatement¿¿1308¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":47,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ReturnStatement
1009¿Identifier¿¿1308¿v108¿¿¿¿¿Identifier
1010¿BlockStatement¿¿1308¿¿¿¿{"start":{"line":43,"column":18},"end":{"line":48,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
