Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
643¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":40,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Program
770¿Identifier¿¿1124¿filter¿¿¿{"start":{"line":6,"column":16},"end":{"line":6,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
771¿Identifier¿¿1124¿v99¿¿¿¿¿Identifier
772¿VariableDeclarator¿¿1124¿v140¿¿¿{"start":{"line":6,"column":75},"end":{"line":16,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
773¿ArrowFunctionExpression¿¿1124¿¿¿¿{"start":{"line":6,"column":75},"end":{"line":16,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
774¿Identifier¿¿0¿accumulator¿¿¿{"start":{"line":6,"column":76},"end":{"line":6,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
775¿Identifier¿¿0¿currentValue¿¿¿{"start":{"line":6,"column":89},"end":{"line":6,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
776¿VariableDeclarator¿¿1132¿v101¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
777¿CallExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
778¿MemberExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
779¿Identifier¿¿1132¿currentValue¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
780¿Identifier¿¿1132¿split¿¿¿{"start":{"line":7,"column":33},"end":{"line":7,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
781¿Literal¿string¿1132¿¿' '¿¿{"start":{"line":7,"column":39},"end":{"line":7,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
782¿VariableDeclarator¿¿1132¿v108¿¿¿{"start":{"line":7,"column":51},"end":{"line":7,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
783¿ArrowFunctionExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":51},"end":{"line":7,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
784¿Identifier¿¿0¿item¿¿¿{"start":{"line":7,"column":51},"end":{"line":7,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
785¿VariableDeclarator¿¿1134¿v102¿¿¿{"start":{"line":7,"column":61},"end":{"line":7,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
786¿CallExpression¿¿1134¿¿¿¿{"start":{"line":7,"column":61},"end":{"line":7,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
787¿MemberExpression¿¿1134¿¿¿¿{"start":{"line":7,"column":61},"end":{"line":7,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
788¿Identifier¿¿1134¿item¿¿¿{"start":{"line":7,"column":61},"end":{"line":7,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
789¿Identifier¿¿1134¿trim¿¿¿{"start":{"line":7,"column":66},"end":{"line":7,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
790¿VariableDeclarator¿¿1134¿v103¿¿¿{"start":{"line":7,"column":60},"end":{"line":7,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
791¿UnaryExpression¿!¿1134¿¿¿¿{"start":{"line":7,"column":60},"end":{"line":7,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
792¿Identifier¿¿1134¿v102¿¿¿¿¿Identifier
793¿VariableDeclarator¿¿1134¿v104¿¿¿{"start":{"line":7,"column":59},"end":{"line":7,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
794¿UnaryExpression¿!¿1134¿¿¿¿{"start":{"line":7,"column":59},"end":{"line":7,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
795¿Identifier¿¿1134¿v103¿¿¿¿¿Identifier
796¿VariableDeclarator¿¿1134¿v105¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
797¿CallExpression¿¿1134¿¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
798¿MemberExpression¿¿1134¿¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
799¿Identifier¿¿1134¿item¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
800¿Identifier¿¿1134¿trim¿¿¿{"start":{"line":7,"column":81},"end":{"line":7,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
801¿VariableDeclarator¿¿1134¿v106¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
802¿BinaryExpression¿!==¿1134¿¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
803¿Identifier¿¿1134¿v105¿¿¿¿¿Identifier
804¿Literal¿string¿1134¿¿''¿¿{"start":{"line":7,"column":92},"end":{"line":7,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
805¿VariableDeclarator¿¿1134¿v107¿¿¿{"start":{"line":7,"column":59},"end":{"line":7,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
806¿LogicalExpression¿&&¿1134¿¿¿¿{"start":{"line":7,"column":59},"end":{"line":7,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿LogicalExpression
807¿Identifier¿¿1134¿v104¿¿¿¿¿Identifier
808¿Identifier¿¿1134¿v106¿¿¿¿¿Identifier
809¿ReturnStatement¿¿1134¿¿¿¿¿¿ReturnStatement
810¿Identifier¿¿1134¿v107¿¿¿¿¿Identifier
811¿BlockStatement¿¿1134¿¿¿¿¿¿BlockStatement
812¿VariableDeclarator¿¿1132¿v109¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
813¿CallExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
814¿MemberExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
815¿Identifier¿¿1132¿v101¿¿¿¿¿Identifier
816¿Identifier¿¿1132¿filter¿¿¿{"start":{"line":7,"column":44},"end":{"line":7,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
817¿Identifier¿¿1132¿v108¿¿¿¿¿Identifier
818¿VariableDeclarator¿¿1132¿v136¿¿¿{"start":{"line":7,"column":103},"end":{"line":14,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
819¿ArrowFunctionExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":103},"end":{"line":14,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
820¿Identifier¿¿0¿accumulator¿¿¿{"start":{"line":7,"column":104},"end":{"line":7,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
821¿Identifier¿¿0¿currentValue¿¿¿{"start":{"line":7,"column":117},"end":{"line":7,"column":129},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
822¿Identifier¿¿0¿index¿¿¿{"start":{"line":7,"column":131},"end":{"line":7,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
823¿VariableDeclarator¿¿1136¿v110¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
824¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
825¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
826¿Identifier¿¿1136¿length¿¿¿{"start":{"line":8,"column":24},"end":{"line":8,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
827¿VariableDeclarator¿¿1136¿v111¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
828¿BinaryExpression¿-¿1136¿¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
829¿Identifier¿¿1136¿v110¿¿¿¿¿Identifier
830¿Literal¿number¿1136¿¿1¿¿{"start":{"line":8,"column":33},"end":{"line":8,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
831¿VariableDeclarator¿¿1136¿v112¿¿¿{"start":{"line":8,"column":8},"end":{"line":8,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
832¿BinaryExpression¿>¿1136¿¿¿¿{"start":{"line":8,"column":8},"end":{"line":8,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
833¿Identifier¿¿1136¿index¿¿¿{"start":{"line":8,"column":8},"end":{"line":8,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
834¿Identifier¿¿1136¿v111¿¿¿¿¿Identifier
835¿IfStatement¿¿1136¿¿¿¿{"start":{"line":8,"column":4},"end":{"line":12,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿IfStatement
836¿Identifier¿¿1136¿v112¿¿¿¿¿Identifier
837¿VariableDeclarator¿¿1136¿v113¿¿¿{"start":{"line":9,"column":25},"end":{"line":9,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
838¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":9,"column":25},"end":{"line":9,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
839¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":9,"column":25},"end":{"line":9,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
840¿Identifier¿¿1136¿length¿¿¿{"start":{"line":9,"column":33},"end":{"line":9,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
841¿VariableDeclarator¿¿1136¿v114¿¿¿{"start":{"line":9,"column":25},"end":{"line":9,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
842¿BinaryExpression¿-¿1136¿¿¿¿{"start":{"line":9,"column":25},"end":{"line":9,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
843¿Identifier¿¿1136¿v113¿¿¿¿¿Identifier
844¿Literal¿number¿1136¿¿1¿¿{"start":{"line":9,"column":42},"end":{"line":9,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
845¿VariableDeclarator¿¿1136¿v115¿¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
846¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
847¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
848¿Identifier¿¿1136¿v114¿¿¿¿¿Identifier
849¿VariableDeclarator¿¿1136¿v116¿¿¿{"start":{"line":9,"column":71},"end":{"line":9,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
850¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":9,"column":71},"end":{"line":9,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
851¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":9,"column":71},"end":{"line":9,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
852¿Identifier¿¿1136¿length¿¿¿{"start":{"line":9,"column":79},"end":{"line":9,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
853¿VariableDeclarator¿¿1136¿v117¿¿¿{"start":{"line":9,"column":71},"end":{"line":9,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
854¿BinaryExpression¿-¿1136¿¿¿¿{"start":{"line":9,"column":71},"end":{"line":9,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
855¿Identifier¿¿1136¿v116¿¿¿¿¿Identifier
856¿Literal¿number¿1136¿¿1¿¿{"start":{"line":9,"column":88},"end":{"line":9,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
857¿VariableDeclarator¿¿1136¿v118¿¿¿{"start":{"line":9,"column":63},"end":{"line":9,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
858¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":9,"column":63},"end":{"line":9,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
859¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":9,"column":63},"end":{"line":9,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
860¿Identifier¿¿1136¿v117¿¿¿¿¿Identifier
861¿VariableDeclarator¿¿1136¿v119¿¿¿{"start":{"line":9,"column":51},"end":{"line":9,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
862¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":9,"column":51},"end":{"line":9,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
863¿Identifier¿¿1136¿accumulator¿¿¿{"start":{"line":9,"column":51},"end":{"line":9,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
864¿Identifier¿¿1136¿v118¿¿¿¿¿Identifier
865¿VariableDeclarator¿¿1136¿v120¿¿¿{"start":{"line":9,"column":51},"end":{"line":9,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
866¿CallExpression¿¿1136¿¿¿¿{"start":{"line":9,"column":51},"end":{"line":9,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
867¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":9,"column":51},"end":{"line":9,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
868¿Identifier¿¿1136¿v119¿¿¿¿¿Identifier
869¿Identifier¿¿1136¿trim¿¿¿{"start":{"line":9,"column":92},"end":{"line":9,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
870¿VariableDeclarator¿¿1136¿v121¿¿¿{"start":{"line":9,"column":50},"end":{"line":9,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
871¿UnaryExpression¿!¿1136¿¿¿¿{"start":{"line":9,"column":50},"end":{"line":9,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
872¿Identifier¿¿1136¿v120¿¿¿¿¿Identifier
873¿VariableDeclarator¿¿1136¿v122¿¿¿{"start":{"line":9,"column":49},"end":{"line":9,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
874¿UnaryExpression¿!¿1136¿¿¿¿{"start":{"line":9,"column":49},"end":{"line":9,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿UnaryExpression
875¿Identifier¿¿1136¿v121¿¿¿¿¿Identifier
876¿VariableDeclarator¿¿1136¿v123¿¿¿{"start":{"line":9,"column":122},"end":{"line":9,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
877¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":9,"column":122},"end":{"line":9,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
878¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":9,"column":122},"end":{"line":9,"column":129},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
879¿Identifier¿¿1136¿length¿¿¿{"start":{"line":9,"column":130},"end":{"line":9,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
880¿VariableDeclarator¿¿1136¿v124¿¿¿{"start":{"line":9,"column":122},"end":{"line":9,"column":140},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
881¿BinaryExpression¿-¿1136¿¿¿¿{"start":{"line":9,"column":122},"end":{"line":9,"column":140},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
882¿Identifier¿¿1136¿v123¿¿¿¿¿Identifier
883¿Literal¿number¿1136¿¿1¿¿{"start":{"line":9,"column":139},"end":{"line":9,"column":140},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
884¿VariableDeclarator¿¿1136¿v125¿¿¿{"start":{"line":9,"column":114},"end":{"line":9,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
885¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":9,"column":114},"end":{"line":9,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
886¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":9,"column":114},"end":{"line":9,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
887¿Identifier¿¿1136¿v124¿¿¿¿¿Identifier
888¿VariableDeclarator¿¿1136¿v126¿¿¿{"start":{"line":9,"column":102},"end":{"line":9,"column":142},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
889¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":9,"column":102},"end":{"line":9,"column":142},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
890¿Identifier¿¿1136¿accumulator¿¿¿{"start":{"line":9,"column":102},"end":{"line":9,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
891¿Identifier¿¿1136¿v125¿¿¿¿¿Identifier
892¿VariableDeclarator¿¿1136¿v127¿¿¿{"start":{"line":9,"column":102},"end":{"line":9,"column":149},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
893¿CallExpression¿¿1136¿¿¿¿{"start":{"line":9,"column":102},"end":{"line":9,"column":149},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
894¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":9,"column":102},"end":{"line":9,"column":147},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
895¿Identifier¿¿1136¿v126¿¿¿¿¿Identifier
896¿Identifier¿¿1136¿trim¿¿¿{"start":{"line":9,"column":143},"end":{"line":9,"column":147},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
