Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
635¿Program¿¿-1¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":131,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Program
763¿Literal¿object¿1106¿¿/^\/documentation\/(.+?)(\?.+)?$/¿¿{"start":{"line":58,"column":29},"end":{"line":58,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
764¿VariableDeclarator¿¿1106¿v61¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
765¿CallExpression¿¿1106¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
766¿Identifier¿¿1106¿require¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
767¿Literal¿string¿1106¿¿'app-root-path'¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
768¿VariableDeclarator¿¿1106¿path¿¿¿{"start":{"line":59,"column":7},"end":{"line":59,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
769¿BinaryExpression¿+¿1106¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
770¿Identifier¿¿1106¿v61¿¿¿¿¿Identifier
771¿Literal¿string¿1106¿¿'/documentation'¿¿{"start":{"line":59,"column":41},"end":{"line":59,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
772¿VariableDeclarator¿¿1106¿v62¿¿¿{"start":{"line":60,"column":14},"end":{"line":60,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
773¿MemberExpression¿computed¿1106¿¿¿¿{"start":{"line":60,"column":14},"end":{"line":60,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
774¿Identifier¿¿1106¿match¿¿¿{"start":{"line":60,"column":14},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
775¿Literal¿number¿1106¿¿1¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
776¿VariableDeclarator¿¿1106¿file¿¿¿{"start":{"line":60,"column":7},"end":{"line":60,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
777¿CallExpression¿¿1106¿¿¿¿{"start":{"line":60,"column":14},"end":{"line":60,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
778¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":60,"column":14},"end":{"line":60,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
779¿Identifier¿¿1106¿v62¿¿¿¿¿Identifier
780¿Identifier¿¿1106¿replace¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
781¿Literal¿object¿1106¿¿/\.\.+/g¿¿{"start":{"line":60,"column":31},"end":{"line":60,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
782¿Literal¿string¿1106¿¿''¿¿{"start":{"line":60,"column":41},"end":{"line":60,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
783¿VariableDeclarator¿¿1106¿v63¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
784¿CallExpression¿¿1106¿¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
785¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
786¿Identifier¿¿1106¿file¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
787¿Identifier¿¿1106¿match¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
788¿Literal¿object¿1106¿¿/\.(jpe?g|gif|png|pdf)$/¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
789¿VariableDeclarator¿¿1106¿v64¿¿¿{"start":{"line":62,"column":61},"end":{"line":62,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
790¿BinaryExpression¿+¿1106¿¿¿¿{"start":{"line":62,"column":61},"end":{"line":62,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
791¿Identifier¿¿1106¿path¿¿¿{"start":{"line":62,"column":61},"end":{"line":62,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
792¿Literal¿string¿1106¿¿'/'¿¿{"start":{"line":62,"column":68},"end":{"line":62,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
793¿VariableDeclarator¿¿1106¿v65¿¿¿{"start":{"line":62,"column":61},"end":{"line":62,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
794¿BinaryExpression¿+¿1106¿¿¿¿{"start":{"line":62,"column":61},"end":{"line":62,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
795¿Identifier¿¿1106¿v64¿¿¿¿¿Identifier
796¿Identifier¿¿1106¿file¿¿¿{"start":{"line":62,"column":74},"end":{"line":62,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
797¿VariableDeclarator¿¿1106¿v66¿¿¿{"start":{"line":62,"column":47},"end":{"line":62,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
798¿CallExpression¿¿1106¿¿¿¿{"start":{"line":62,"column":47},"end":{"line":62,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
799¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":62,"column":47},"end":{"line":62,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
800¿Identifier¿¿1106¿fs¿¿¿{"start":{"line":62,"column":47},"end":{"line":62,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
801¿Identifier¿¿1106¿existsSync¿¿¿{"start":{"line":62,"column":50},"end":{"line":62,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
802¿Identifier¿¿1106¿v65¿¿¿¿¿Identifier
803¿VariableDeclarator¿¿1106¿v67¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
804¿LogicalExpression¿&&¿1106¿¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿LogicalExpression
805¿Identifier¿¿1106¿v63¿¿¿¿¿Identifier
806¿Identifier¿¿1106¿v66¿¿¿¿¿Identifier
807¿IfStatement¿¿1106¿¿¿¿{"start":{"line":62,"column":3},"end":{"line":65,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿IfStatement
808¿Identifier¿¿1106¿v67¿¿¿¿¿Identifier
809¿VariableDeclarator¿¿1106¿v68¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
810¿CallExpression¿¿1106¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
811¿Identifier¿¿1106¿done¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
812¿ExpressionStatement¿¿1106¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
813¿Identifier¿¿1106¿v68¿¿¿¿¿Identifier
814¿VariableDeclarator¿¿1106¿v69¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
815¿BinaryExpression¿+¿1106¿¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
816¿Identifier¿¿1106¿path¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
817¿Literal¿string¿1106¿¿'/'¿¿{"start":{"line":64,"column":24},"end":{"line":64,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
818¿VariableDeclarator¿¿1106¿v70¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
819¿BinaryExpression¿+¿1106¿¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
820¿Identifier¿¿1106¿v69¿¿¿¿¿Identifier
821¿Identifier¿¿1106¿file¿¿¿{"start":{"line":64,"column":30},"end":{"line":64,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
822¿VariableDeclarator¿¿1106¿v71¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
823¿CallExpression¿¿1106¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
824¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
825¿Identifier¿¿1106¿res¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
826¿Identifier¿¿1106¿sendFile¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
827¿Identifier¿¿1106¿v70¿¿¿¿¿Identifier
828¿ExpressionStatement¿¿1106¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
829¿Identifier¿¿1106¿v71¿¿¿¿¿Identifier
830¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":62,"column":81},"end":{"line":65,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
831¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":58,"column":66},"end":{"line":66,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
832¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":53,"column":49},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
833¿VariableDeclarator¿¿1100¿v73¿¿¿{"start":{"line":53,"column":1},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
834¿CallExpression¿¿1100¿¿¿¿{"start":{"line":53,"column":1},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
835¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":53,"column":1},"end":{"line":53,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
836¿Identifier¿¿1100¿system¿¿¿{"start":{"line":53,"column":1},"end":{"line":53,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
837¿Identifier¿¿1100¿on¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
838¿Literal¿string¿1100¿¿'http_req'¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
839¿Identifier¿¿1100¿v72¿¿¿¿¿Identifier
840¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":53,"column":1},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
841¿Identifier¿¿1100¿v73¿¿¿¿¿Identifier
842¿VariableDeclarator¿¿1100¿v99¿¿¿{"start":{"line":69,"column":25},"end":{"line":128,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
843¿FunctionExpression¿¿1100¿anon¿¿¿{"start":{"line":69,"column":25},"end":{"line":128,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿FunctionExpression
844¿Identifier¿¿0¿client¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
845¿VariableDeclarator¿¿1110¿v81¿¿¿{"start":{"line":70,"column":24},"end":{"line":93,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
846¿FunctionExpression¿¿1110¿anon¿¿¿{"start":{"line":70,"column":24},"end":{"line":93,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿FunctionExpression
847¿Identifier¿¿0¿req¿¿¿{"start":{"line":70,"column":34},"end":{"line":70,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
848¿VariableDeclarator¿¿1112¿v74¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
849¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
850¿Identifier¿¿1112¿req¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
851¿Identifier¿¿1112¿file¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
852¿VariableDeclarator¿¿1112¿resp¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
853¿ObjectExpression¿¿1112¿¿¿¿¿¿ObjectExpression
854¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
855¿AssignmentExpression¿=¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
856¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
857¿Identifier¿¿1112¿resp¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
858¿Identifier¿¿1112¿error¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
859¿Literal¿boolean¿1112¿¿true¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
860¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
861¿AssignmentExpression¿=¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
862¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
863¿Identifier¿¿1112¿resp¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
864¿Identifier¿¿1112¿file¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
865¿Identifier¿¿1112¿v74¿¿¿¿¿Identifier
866¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
867¿AssignmentExpression¿=¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
868¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":80,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
869¿Identifier¿¿1112¿resp¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
870¿Identifier¿¿1112¿html¿¿¿{"start":{"line":79,"column":4},"end":{"line":79,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
871¿Literal¿string¿1112¿¿''¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
872¿VariableDeclarator¿¿1112¿v75¿¿¿{"start":{"line":82,"column":7},"end":{"line":82,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
873¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":82,"column":7},"end":{"line":82,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
874¿Identifier¿¿1112¿req¿¿¿{"start":{"line":82,"column":7},"end":{"line":82,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
875¿Identifier¿¿1112¿file¿¿¿{"start":{"line":82,"column":11},"end":{"line":82,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
876¿VariableDeclarator¿¿1112¿v76¿¿¿{"start":{"line":82,"column":7},"end":{"line":82,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
877¿BinaryExpression¿!==¿1112¿¿¿¿{"start":{"line":82,"column":7},"end":{"line":82,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
878¿Identifier¿¿1112¿v75¿¿¿¿¿Identifier
879¿Identifier¿¿1112¿undefined¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
880¿IfStatement¿¿1112¿¿¿¿{"start":{"line":82,"column":3},"end":{"line":90,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿IfStatement
881¿Identifier¿¿1112¿v76¿¿¿¿¿Identifier
882¿VariableDeclarator¿¿1112¿html¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
883¿VariableDeclarator¿¿1112¿v77¿¿¿{"start":{"line":84,"column":37},"end":{"line":84,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
884¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":84,"column":37},"end":{"line":84,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
885¿Identifier¿¿1112¿req¿¿¿{"start":{"line":84,"column":37},"end":{"line":84,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
886¿Identifier¿¿1112¿file¿¿¿{"start":{"line":84,"column":41},"end":{"line":84,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
887¿VariableDeclarator¿¿1112¿v78¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
888¿BinaryExpression¿!==¿1112¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
889¿AssignmentExpression¿=¿1112¿¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
890¿Identifier¿¿1112¿html¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
891¿CallExpression¿¿1112¿¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
892¿Identifier¿¿1112¿getDocumentationFile¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
893¿Identifier¿¿1112¿v77¿¿¿¿¿Identifier
894¿Literal¿object¿1112¿¿null¿¿{"start":{"line":84,"column":52},"end":{"line":84,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
895¿IfStatement¿¿1112¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿IfStatement
896¿Identifier¿¿1112¿v78¿¿¿¿¿Identifier
